date,0_5,6_12,13_19,20_29,30_39,40_49,50_59,60_69,70_79,80_89,90_+
2020-01-28,0,0,0,0,2,1,0,2,2,1,0
2020-01-29,0,0,0,0,1,1,1,0,1,2,1
2020-01-30,1,1,0,2,2,2,1,2,3,1,0
2020-01-31,0,1,0,1,2,0,2,0,1,2,1
2020-02-01,0,0,1,3,5,2,6,2,12,1,1
2020-02-02,0,0,0,0,2,3,6,4,7,6,1
2020-02-03,0,0,0,0,1,1,1,2,3,7,0
2020-02-04,0,0,0,0,1,1,3,0,4,5,1
2020-02-05,0,1,0,0,2,5,2,1,8,3,0
2020-02-06,0,0,0,0,0,2,3,1,7,3,1
2020-02-07,0,0,0,0,1,2,0,1,5,1,1
2020-02-08,0,0,0,0,1,1,2,1,2,5,1
2020-02-09,0,0,0,1,1,2,1,1,2,5,0
2020-02-10,0,0,0,3,1,3,6,5,11,7,1
2020-02-11,0,0,0,2,0,1,2,3,2,4,1
2020-02-12,0,1,0,1,1,6,4,8,7,5,0
2020-02-13,0,1,0,0,3,2,8,5,7,6,1
2020-02-14,0,0,1,1,4,4,7,10,9,9,1
2020-02-15,0,0,1,5,8,9,20,22,24,11,1
2020-02-16,1,0,0,1,3,3,9,12,15,8,2
2020-02-17,1,1,0,2,9,10,11,24,30,14,0
2020-02-18,0,1,0,3,7,11,15,24,28,12,2
2020-02-19,0,0,2,2,2,7,15,21,24,11,3
2020-02-20,0,0,1,10,14,32,37,67,61,39,12
2020-02-21,0,1,0,3,11,30,35,50,48,29,3
2020-02-22,1,1,4,5,20,29,48,49,53,35,5
2020-02-23,4,0,1,14,17,31,51,65,85,53,6
2020-02-24,1,1,4,18,18,42,67,74,112,60,9
2020-02-25,1,0,3,7,25,54,94,113,128,74,6
2020-02-26,1,0,2,5,13,44,79,89,131,73,12
2020-02-27,2,1,1,12,25,43,106,99,129,86,15
2020-02-28,3,2,3,9,30,80,151,151,156,110,19
2020-02-29,4,0,2,5,28,65,123,116,158,118,18
2020-03-01,6,0,10,42,68,144,250,288,379,258,29
2020-03-02,0,0,6,24,65,106,212,237,264,160,20
2020-03-03,4,2,2,32,65,120,203,238,295,219,34
2020-03-04,3,0,1,15,63,106,191,209,218,161,28
2020-03-05,2,2,2,36,80,168,258,246,299,208,35
2020-03-06,5,3,2,31,80,161,292,281,334,214,29
2020-03-07,1,0,4,33,92,165,260,282,345,239,44
2020-03-08,1,1,8,54,105,185,348,347,341,224,34
2020-03-09,4,5,5,68,132,265,436,347,350,251,45
2020-03-10,8,2,13,85,177,322,578,512,627,398,66
2020-03-11,13,0,2,56,118,209,356,306,344,240,32
2020-03-12,6,5,3,58,121,262,395,338,408,268,44
2020-03-13,10,3,6,62,129,273,436,403,361,295,52
