date,0_9,10_19,20_29,30_39,40_49,50_59,60_69,70_79,80_89,90_+
2020-02-20,,,,,,,,,,
2020-02-21,0,0,0,2,2,3,5,12,16,3
2020-02-22,0,1,3,3,3,4,6,10,6,3
2020-02-23,0,1,3,3,8,6,6,9,13,0
2020-02-24,0,0,3,2,4,3,11,14,10,1
2020-02-25,1,0,0,5,6,12,9,19,12,3
2020-02-26,0,1,0,4,3,8,11,21,30,4
2020-02-27,0,0,1,3,10,11,10,22,22,2
2020-02-28,2,0,2,2,11,14,11,24,18,11
2020-02-29,0,0,3,2,6,11,17,18,29,5
2020-03-01,2,1,1,2,14,21,16,29,23,6
2020-03-02,1,1,3,4,20,26,18,38,45,11
2020-03-03,0,0,1,6,12,31,31,50,53,17
2020-03-04,1,0,3,6,25,42,45,47,45,14
2020-03-05,1,1,3,12,23,41,48,67,70,18
2020-03-06,1,1,1,8,29,50,53,88,60,21
2020-03-07,0,0,2,16,19,45,50,61,51,17
2020-03-08,1,0,2,8,19,26,52,62,64,12
2020-03-09,2,2,7,10,23,67,62,77,65,10
2020-03-10,0,1,7,20,42,63,54,78,71,15
2020-03-11,2,0,8,18,40,66,60,85,79,12
2020-03-12,1,0,7,23,37,59,56,105,85,13
2020-03-13,3,2,8,18,45,81,80,101,95,16
2020-03-14,4,2,4,16,33,68,78,96,78,21
2020-03-15,1,2,6,22,34,53,55,99,74,14
2020-03-16,3,0,15,24,58,101,104,121,97,14
2020-03-17,2,0,5,25,47,91,100,152,88,16
2020-03-18,1,1,10,24,48,94,98,98,97,25
2020-03-19,3,0,4,21,42,85,104,124,82,17
2020-03-20,1,3,9,18,52,67,90,120,119,14
2020-03-21,1,1,9,9,40,67,80,86,95,13
2020-03-22,3,0,5,11,21,55,72,92,97,19
2020-03-23,1,2,14,19,27,71,99,105,107,20
2020-03-24,2,2,6,8,29,62,79,103,105,24
2020-03-25,3,2,4,14,25,62,70,117,92,23
2020-03-26,1,0,4,21,35,59,64,90,93,23
2020-03-27,5,1,7,21,36,64,56,99,121,19
2020-03-28,0,1,7,15,31,45,55,68,69,19
2020-03-29,2,1,1,7,25,48,43,50,71,16
2020-03-30,3,2,8,14,35,51,59,66,83,25
2020-03-31,1,1,6,15,38,44,59,71,68,23
2020-04-01,0,2,5,19,32,38,64,64,77,25
2020-04-02,1,0,9,15,40,59,51,73,58,18
2020-04-03,2,1,4,11,32,46,54,53,66,18
2020-04-04,2,1,4,5,21,25,21,47,75,15
2020-04-05,1,0,8,8,19,25,23,34,51,10
2020-04-06,0,3,6,15,34,26,47,39,54,16
2020-04-07,0,2,9,13,17,26,21,42,67,19
2020-04-08,2,0,6,12,20,31,25,56,52,14
2020-04-09,2,4,9,14,20,41,23,38,48,28
2020-04-10,1,0,5,11,18,31,30,27,58,24
2020-04-11,1,0,3,14,14,26,15,23,35,21
2020-04-12,0,1,5,4,15,17,10,21,54,31
2020-04-13,1,1,2,11,20,17,10,33,43,13
2020-04-14,0,0,15,14,21,38,23,15,41,26
2020-04-15,0,0,10,13,18,24,22,24,45,13
2020-04-16,3,3,7,14,15,22,16,24,37,21
2020-04-17,2,0,4,14,20,21,13,14,47,15
2020-04-18,1,2,3,4,7,21,11,15,33,19
2020-04-19,1,0,4,5,12,9,6,6,22,11
2020-04-20,0,1,5,12,20,18,11,18,32,21
2020-04-21,0,1,4,9,8,17,9,15,37,13
2020-04-22,0,1,10,7,14,11,7,21,35,19
2020-04-23,0,0,7,8,20,15,14,26,29,12
2020-04-24,1,4,4,7,5,10,17,12,28,17
2020-04-25,1,1,2,5,9,5,8,12,23,12
2020-04-26,1,1,2,3,6,7,11,11,23,7
2020-04-27,1,1,6,6,5,11,18,10,21,13
2020-04-28,2,1,4,3,8,6,11,11,18,13
2020-04-29,0,0,2,5,12,9,4,13,18,5
2020-04-30,1,1,3,3,8,13,9,11,22,13
2020-05-01,0,0,2,2,6,7,4,8,21,9
2020-05-02,2,1,2,3,5,3,4,8,17,3
2020-05-03,0,1,0,1,3,4,4,7,9,3
2020-05-04,0,0,4,8,4,4,7,10,19,7
2020-05-05,1,2,4,6,5,9,3,7,13,3
2020-05-06,1,3,2,4,9,7,5,4,17,9
2020-05-07,0,0,4,4,10,5,6,7,16,6
2020-05-08,1,1,5,2,10,10,9,3,15,8
2020-05-09,0,2,1,4,5,4,1,7,17,3
2020-05-10,0,0,1,4,4,8,5,4,9,5
2020-05-11,3,1,7,6,7,3,3,5,8,5
2020-05-12,0,0,2,4,5,4,1,6,9,3
2020-05-13,0,0,4,3,1,3,3,11,14,4
2020-05-14,0,1,1,8,4,6,4,7,10,6
2020-05-15,0,0,2,1,3,4,2,6,5,3
2020-05-16,0,0,1,1,4,6,6,7,8,4
2020-05-17,0,0,1,5,4,0,0,3,7,5
2020-05-18,1,0,0,4,3,3,1,3,8,3
2020-05-19,1,1,1,3,2,1,2,4,13,8
2020-05-20,1,1,3,6,2,3,1,1,7,6
2020-05-21,0,1,1,2,5,6,3,3,4,2
2020-05-22,0,1,3,2,2,2,1,3,5,3
2020-05-23,1,0,0,1,1,1,1,3,2,1
2020-05-24,1,1,3,0,3,0,1,1,3,3
2020-05-25,0,1,3,4,1,2,2,4,4,4
2020-05-26,0,1,0,4,4,5,5,2,4,3
2020-05-27,0,0,0,0,0,2,1,3,4,1
2020-05-28,1,0,2,2,2,2,2,1,6,2
2020-05-29,0,0,0,3,3,1,1,2,6,5
2020-05-30,0,0,2,2,0,0,1,2,11,1
2020-05-31,0,0,2,1,0,1,3,1,4,3
2020-06-01,0,1,1,1,3,0,0,3,7,1
2020-06-02,0,0,1,0,1,0,4,0,1,4
2020-06-03,1,0,1,3,4,1,0,3,3,1
2020-06-04,0,0,0,0,1,0,1,0,7,1
2020-06-05,0,0,2,1,4,0,1,2,5,2
2020-06-06,1,0,0,1,2,1,0,4,3,1
2020-06-07,1,1,1,2,2,1,1,0,0,2
2020-06-08,0,0,0,0,1,0,2,1,5,3
2020-06-09,0,0,2,2,0,0,2,4,1,3
2020-06-10,0,1,1,4,2,1,1,3,4,1
2020-06-11,0,1,0,6,2,1,0,2,3,2
2020-06-12,0,0,0,2,0,0,0,1,5,0
2020-06-13,2,0,3,4,2,0,2,1,2,3
2020-06-14,0,0,0,0,1,1,2,1,2,2
2020-06-15,0,2,3,0,1,3,5,4,4,1
2020-06-16,0,0,0,1,1,2,1,1,1,1
2020-06-17,0,1,0,2,1,0,0,0,4,2
2020-06-18,0,1,0,1,1,2,1,3,5,1
2020-06-19,0,2,1,1,2,4,0,0,4,2
2020-06-20,0,0,0,0,0,1,0,3,3,0
2020-06-21,0,0,0,2,0,1,0,1,1,0
2020-06-22,0,1,2,1,1,0,2,1,3,1
2020-06-23,1,0,0,3,1,2,0,0,4,1
2020-06-24,0,0,1,1,1,2,0,4,5,2
2020-06-25,0,0,0,3,2,0,0,3,3,2
2020-06-26,0,0,0,2,1,2,1,3,6,1
2020-06-27,0,0,0,1,0,1,1,1,1,0
2020-06-28,0,0,0,0,0,2,1,3,1,1
2020-06-29,1,0,0,3,2,2,1,3,4,1
2020-06-30,0,1,2,0,1,0,1,0,4,1
2020-07-01,1,1,1,1,0,1,1,0,2,3
2020-07-02,0,1,1,1,0,0,0,1,5,2
2020-07-03,0,1,1,1,1,0,1,2,8,4
2020-07-04,0,0,0,0,0,0,1,2,4,1
2020-07-05,0,2,2,1,0,1,0,1,2,0
2020-07-06,0,0,0,2,1,0,0,1,6,1
2020-07-07,1,0,0,2,0,0,1,2,2,1
2020-07-08,0,0,1,2,0,0,3,0,2,0
2020-07-09,0,0,1,2,0,3,2,1,3,1
2020-07-10,0,0,2,0,0,0,0,3,6,5
2020-07-11,1,0,0,2,0,0,0,3,1,3
2020-07-12,0,0,2,0,1,1,0,1,1,0
2020-07-13,0,0,2,2,2,1,0,1,4,0
2020-07-14,0,1,2,1,1,1,0,1,4,1
2020-07-15,0,1,2,0,0,0,2,0,4,0
2020-07-16,0,0,2,0,0,1,0,0,3,1
2020-07-17,0,0,1,2,1,2,2,2,0,0
2020-07-18,0,0,0,3,0,0,0,2,2,2
2020-07-19,1,0,0,1,1,0,1,0,0,0
2020-07-20,0,0,2,2,0,1,0,1,2,0
2020-07-21,1,0,1,2,0,1,1,0,3,1
2020-07-22,0,0,0,2,0,2,1,3,2,0
2020-07-23,0,0,0,0,1,1,0,4,2,3
2020-07-24,0,0,1,2,0,2,1,1,2,1
2020-07-25,0,0,0,1,1,0,0,1,2,0
2020-07-26,0,0,2,0,1,0,2,1,1,0
2020-07-27,0,0,0,2,0,1,0,0,2,1
2020-07-28,0,0,1,2,0,1,0,2,2,0
2020-07-29,0,0,0,0,0,1,1,1,1,3
2020-07-30,0,0,0,3,0,0,1,0,1,3
2020-07-31,0,0,2,0,3,1,0,2,4,4
2020-08-01,1,0,0,1,1,1,1,2,1,2
2020-08-02,0,0,0,0,0,1,1,3,0,1
2020-08-03,0,0,2,1,0,0,1,4,4,1
2020-08-04,0,0,1,1,1,1,2,1,2,1
2020-08-05,1,0,1,1,3,1,3,1,4,3
2020-08-06,0,0,0,0,1,1,0,0,0,2
2020-08-07,0,0,1,0,1,0,1,1,5,3
2020-08-08,0,1,2,0,0,1,2,0,0,3
2020-08-09,0,1,1,2,0,0,1,0,2,0
2020-08-10,0,6,4,1,1,1,0,1,2,3
2020-08-11,0,0,1,1,2,0,0,4,4,0
2020-08-12,1,0,0,2,2,2,1,2,5,3
2020-08-13,0,0,2,1,3,0,0,1,4,4
2020-08-14,1,2,0,2,2,1,1,1,1,1
2020-08-15,0,0,1,0,0,1,1,1,1,2
2020-08-16,1,0,1,0,0,1,1,2,0,1
2020-08-17,0,1,1,0,0,1,2,2,2,0
2020-08-18,0,0,1,3,2,3,0,1,4,1
2020-08-19,0,0,2,1,2,3,2,0,2,1
2020-08-20,0,0,1,2,1,1,1,2,2,0
2020-08-21,0,1,2,2,2,0,1,0,1,2
2020-08-22,0,2,3,0,0,2,0,2,3,3
2020-08-23,1,1,3,2,1,0,1,0,1,1
2020-08-24,3,0,1,3,1,1,2,0,3,2
2020-08-25,0,0,7,2,0,1,1,3,9,3
2020-08-26,2,1,5,2,2,1,2,4,6,2
2020-08-27,0,0,6,3,2,2,2,3,5,2
2020-08-28,0,0,0,1,1,6,0,3,8,1
2020-08-29,0,0,2,1,0,0,0,3,1,4
2020-08-30,1,1,2,4,3,1,1,0,2,3
2020-08-31,0,0,3,0,0,0,4,3,2,0
2020-09-01,0,2,1,4,1,2,2,2,5,4
2020-09-02,2,0,1,1,3,4,3,1,0,1
2020-09-03,0,0,1,0,2,3,2,6,1,3
2020-09-04,0,0,1,2,3,2,0,2,1,4
2020-09-05,0,1,2,0,1,6,0,4,0,0
2020-09-06,0,0,1,0,0,3,1,0,2,0
2020-09-07,0,1,5,1,5,3,2,3,4,0
2020-09-08,0,0,3,0,2,2,2,5,3,0
2020-09-09,0,1,3,1,0,3,1,2,3,3
2020-09-10,2,0,0,1,3,2,1,6,4,4
2020-09-11,0,2,4,3,2,2,1,3,2,0
2020-09-12,0,0,0,1,0,2,3,1,5,1
2020-09-13,2,1,1,3,0,1,2,2,3,0
2020-09-14,0,0,1,3,1,2,5,4,3,0
2020-09-15,1,0,1,3,3,5,4,2,3,3
2020-09-16,0,1,1,3,2,5,1,2,3,3
2020-09-17,2,0,7,1,2,3,1,2,4,0
2020-09-18,0,1,0,0,1,4,3,5,7,3
