date,0_9,10_19,20_29,30_39,40_49,50_59,60_69,70_79,80_89,90_+
2021-04-06,30.285714285714285,47.0,58.285714285714285,50.42857142857143,73.57142857142857,86.0,47.857142857142854,32.42857142857143,15.428571428571429,2.2857142857142856
2021-04-07,30.571428571428573,49.0,57.57142857142857,53.142857142857146,74.28571428571429,83.57142857142857,48.0,32.42857142857143,14.571428571428571,2.142857142857143
2021-04-08,35.714285714285715,55.857142857142854,66.28571428571429,62.285714285714285,85.71428571428571,90.71428571428571,52.42857142857143,34.714285714285715,15.857142857142858,2.142857142857143
2021-04-09,36.57142857142857,59.142857142857146,61.42857142857143,59.714285714285715,80.57142857142857,81.85714285714286,54.857142857142854,32.285714285714285,13.571428571428571,2.0
2021-04-10,36.714285714285715,57.857142857142854,61.714285714285715,62.0,76.57142857142857,79.0,52.57142857142857,32.857142857142854,13.571428571428571,2.2857142857142856
2021-04-11,35.857142857142854,57.857142857142854,62.42857142857143,59.714285714285715,80.42857142857143,79.42857142857143,51.142857142857146,31.0,14.0,2.4285714285714284
2021-04-12,33.714285714285715,56.57142857142857,61.285714285714285,58.285714285714285,77.28571428571429,79.71428571428571,53.285714285714285,30.285714285714285,13.714285714285714,2.142857142857143
2021-04-13,37.142857142857146,56.57142857142857,57.857142857142854,57.57142857142857,75.42857142857143,79.28571428571429,50.714285714285715,29.142857142857142,14.285714285714286,1.8571428571428572
2021-04-14,37.285714285714285,54.714285714285715,56.57142857142857,55.0,73.0,79.85714285714286,50.285714285714285,29.714285714285715,14.571428571428571,2.0
2021-04-15,41.142857142857146,55.857142857142854,55.285714285714285,54.42857142857143,70.57142857142857,80.42857142857143,48.57142857142857,29.285714285714285,14.428571428571429,2.142857142857143
2021-04-16,43.285714285714285,52.714285714285715,55.42857142857143,51.857142857142854,68.42857142857143,80.85714285714286,46.142857142857146,29.857142857142858,13.428571428571429,2.0
2021-04-17,45.142857142857146,54.142857142857146,53.142857142857146,51.285714285714285,71.71428571428571,79.28571428571429,46.42857142857143,28.714285714285715,12.0,2.142857142857143
2021-04-18,47.285714285714285,57.285714285714285,50.142857142857146,52.0,73.14285714285714,79.85714285714286,46.57142857142857,28.714285714285715,11.285714285714286,2.0
2021-04-19,52.285714285714285,56.857142857142854,50.0,52.42857142857143,75.0,79.14285714285714,45.714285714285715,26.857142857142858,11.285714285714286,2.0
2021-04-20,50.714285714285715,60.0,51.57142857142857,53.142857142857146,74.71428571428571,78.28571428571429,46.714285714285715,27.285714285714285,10.285714285714286,1.8571428571428572
2021-04-21,50.285714285714285,60.0,51.857142857142854,52.57142857142857,75.57142857142857,78.0,46.714285714285715,26.714285714285715,9.428571428571429,1.5714285714285714
2021-04-22,49.0,58.142857142857146,52.142857142857146,52.142857142857146,73.28571428571429,74.57142857142857,48.142857142857146,26.857142857142858,8.142857142857142,2.142857142857143
2021-04-23,46.142857142857146,58.0,50.57142857142857,52.57142857142857,73.71428571428571,70.57142857142857,43.857142857142854,25.285714285714285,7.0,2.142857142857143
2021-04-24,48.714285714285715,60.142857142857146,49.42857142857143,54.0,67.71428571428571,71.0,43.142857142857146,24.285714285714285,6.285714285714286,1.7142857142857142
2021-04-25,46.714285714285715,58.714285714285715,48.142857142857146,53.42857142857143,62.0,69.42857142857143,40.0,22.285714285714285,6.285714285714286,1.5714285714285714
2021-04-26,42.285714285714285,60.0,46.142857142857146,52.0,56.142857142857146,66.57142857142857,38.285714285714285,22.0,5.142857142857143,1.5714285714285714
2021-04-27,40.714285714285715,54.0,43.714285714285715,48.714285714285715,53.0,62.42857142857143,36.142857142857146,20.0,4.857142857142857,1.5714285714285714
2021-04-28,41.0,53.57142857142857,43.285714285714285,49.42857142857143,54.285714285714285,62.142857142857146,36.0,19.428571428571427,4.857142857142857,1.5714285714285714
