date,80_+,others
2020-01-28,2,11
2020-01-29,4,13
2020-01-30,1,25
2020-01-31,6,23
2020-02-01,3,41
2020-02-02,7,28
2020-02-03,8,15
2020-02-04,9,13
2020-02-05,5,22
2020-02-06,4,19
2020-02-07,4,15
2020-02-08,8,8
2020-02-09,6,11
2020-02-10,15,40
2020-02-11,11,14
2020-02-12,12,38
2020-02-13,7,37
2020-02-14,17,46
2020-02-15,25,115
2020-02-16,16,61
2020-02-17,22,114
2020-02-18,26,124
2020-02-19,24,111
2020-02-20,75,310
2020-02-21,46,253
2020-02-22,59,321
2020-02-23,83,381
2020-02-24,95,519
2020-02-25,126,640
2020-02-26,125,564
2020-02-27,161,648
2020-02-28,201,935
2020-02-29,200,803
2020-03-01,439,1826
2020-03-02,297,1494
2020-03-03,412,1605
2020-03-04,303,1457
2020-03-05,412,1950
2020-03-06,434,2220
2020-03-07,503,2343
2020-03-08,497,2870
2020-03-09,604,3343
2020-03-10,842,4616
2020-03-11,530,3212
2020-03-12,676,3578
2020-03-13,735,4005
2020-03-14,672,3412
2020-03-15,862,4313
2020-03-16,753,3961
2020-03-17,682,3358
2020-03-18,782,3400
2020-03-19,683,3052
2020-03-20,1126,4270
2020-03-21,728,2611
2020-03-22,688,2672
2020-03-23,794,3009
2020-03-24,711,2333
2020-03-25,780,2461
2020-03-26,645,2100
2020-03-27,758,2223
2020-03-28,692,1971
2020-03-29,563,1522
2020-03-30,832,2224
2020-03-31,578,1581
2020-04-01,997,2383
2020-04-02,702,1491
2020-04-03,690,1559
2020-04-04,591,1315
2020-04-05,550,1162
2020-04-06,587,1351
2020-04-07,605,1222
2020-04-08,556,1243
2020-04-09,535,1124
2020-04-10,794,1383
2020-04-11,460,834
2020-04-12,551,893
2020-04-13,462,843
2020-04-14,516,1062
2020-04-15,652,1105
2020-04-16,481,924
2020-04-17,424,941
2020-04-18,419,728
2020-04-19,338,570
2020-04-20,590,1031
2020-04-21,373,648
2020-04-22,317,734
2020-04-23,315,647
2020-04-24,268,578
2020-04-25,224,517
2020-04-26,204,384
2020-04-27,317,599
2020-04-28,218,445
2020-04-29,200,421
2020-04-30,158,415
2020-05-01,171,390
2020-05-02,119,297
2020-05-03,86,243
2020-05-04,133,318
2020-05-05,157,313
2020-05-06,115,275
2020-05-07,120,251
2020-05-08,123,293
2020-05-09,56,170
2020-05-10,63,204
2020-05-11,78,254
2020-05-12,111,219
2020-05-13,87,203
2020-05-14,51,201
2020-05-15,68,217
2020-05-16,52,142
2020-05-17,37,121
2020-05-18,66,190
2020-05-19,54,153
2020-05-20,56,175
2020-05-21,46,122
2020-05-22,50,104
2020-05-23,36,88
2020-05-24,22,71
2020-05-25,40,149
2020-05-26,39,114
2020-05-27,41,122
2020-05-28,30,97
2020-05-29,30,85
2020-05-30,19,78
2020-05-31,14,50
2020-06-01,29,107
2020-06-02,12,47
2020-06-03,28,90
2020-06-04,23,71
2020-06-05,21,95
2020-06-06,11,68
2020-06-07,16,49
2020-06-08,19,97
2020-06-09,22,81
2020-06-10,11,89
2020-06-11,17,70
2020-06-12,25,80
2020-06-13,12,56
2020-06-14,12,61
2020-06-15,18,83
2020-06-16,22,72
2020-06-17,11,66
2020-06-18,17,62
2020-06-19,11,64
2020-06-20,8,56
2020-06-21,7,53
2020-06-22,15,64
2020-06-23,13,58
2020-06-24,16,75
2020-06-25,10,66
2020-06-26,13,77
2020-06-27,3,57
2020-06-28,5,49
2020-06-29,13,76
2020-06-30,14,52
2020-07-01,22,84
2020-07-02,11,66
2020-07-03,9,59
2020-07-04,8,62
2020-07-05,6,55
2020-07-06,13,80
2020-07-07,6,90
2020-07-08,13,86
2020-07-09,13,69
2020-07-10,15,91
2020-07-11,7,74
2020-07-12,8,66
2020-07-13,11,87
2020-07-14,5,102
2020-07-15,13,84
2020-07-16,8,79
2020-07-17,7,93
2020-07-18,10,83
2020-07-19,15,73
2020-07-20,8,127
2020-07-21,15,104
2020-07-22,7,109
2020-07-23,10,122
2020-07-24,7,103
2020-07-25,7,119
2020-07-26,4,95
2020-07-27,12,115
2020-07-28,12,125
2020-07-29,15,116
2020-07-30,20,95
2020-07-31,10,105
2020-08-01,13,143
2020-08-02,8,112
2020-08-03,13,193
2020-08-04,8,178
2020-08-05,19,190
2020-08-06,10,191
2020-08-07,10,185
2020-08-08,15,230
2020-08-09,6,198
2020-08-10,19,252
2020-08-11,12,240
2020-08-12,20,245
2020-08-13,18,264
2020-08-14,13,278
2020-08-15,13,325
2020-08-16,14,334
2020-08-17,19,536
2020-08-18,18,575
2020-08-19,18,533
2020-08-20,13,535
2020-08-21,24,571
2020-08-22,15,552
2020-08-23,20,568
2020-08-24,34,626
2020-08-25,35,576
2020-08-26,20,571
2020-08-27,25,520
2020-08-28,22,523
2020-08-29,20,407
2020-08-30,18,403
2020-08-31,22,514
2020-09-01,45,657
2020-09-02,24,580
2020-09-03,29,533
2020-09-04,43,580
2020-09-05,37,494
2020-09-06,34,476
2020-09-07,45,732
2020-09-08,35,605
2020-09-09,38,618
2020-09-10,57,668
2020-09-11,43,579
2020-09-12,45,590
2020-09-13,37,553
2020-09-14,48,796
2020-09-15,62,801
2020-09-16,57,733
2020-09-17,59,751
2020-09-18,47,764
2020-09-19,51,755
2020-09-20,36,753
2020-09-21,40,872
2020-09-22,50,844
2020-09-23,52,797
2020-09-24,48,756
2020-09-25,67,868
2020-09-26,52,840
2020-09-27,51,895
2020-09-28,84,1204
2020-09-29,64,1134
2020-09-30,68,1518
2020-10-01,124,1989
2020-10-02,123,1912
2020-10-03,151,2026
2020-10-04,145,2031
2020-10-05,205,2820
2020-10-06,160,2684
2020-10-07,201,3104
2020-10-08,202,3383
2020-10-09,271,3660
2020-10-10,292,4107
2020-10-11,283,3519
2020-10-12,364,5464
2020-10-13,333,5204
2020-10-14,363,5635
2020-10-15,431,6290
2020-10-16,465,6958
2020-10-17,449,6853
2020-10-18,500,7006
2020-10-19,614,9350
2020-10-20,724,10099
2020-10-21,734,9418
2020-10-22,760,9610
2020-10-23,796,10440
2020-10-24,765,10007
2020-10-25,805,10353
2020-10-26,1010,13112
2020-10-27,894,11853
2020-10-28,1039,12627
2020-10-29,987,11836
2020-10-30,1099,12466
2020-10-31,903,10487
2020-11-01,1171,12937
2020-11-02,1347,14933
2020-11-03,1113,12853
2020-11-04,1255,13299
2020-11-05,1269,13022
2020-11-06,1268,13514
2020-11-07,1176,12042
2020-11-08,1063,11218
2020-11-09,1391,14187
2020-11-10,1466,13449
2020-11-11,1238,11871
2020-11-12,1230,11680
2020-11-13,1257,12157
2020-11-14,1162,10940
2020-11-15,1188,10219
2020-11-16,1363,11776
2020-11-17,1130,9724
2020-11-18,1211,10032
2020-11-19,1014,8237
2020-11-20,1128,9567
2020-11-21,853,7344
2020-11-22,771,6656
2020-11-23,1079,8646
2020-11-24,873,7489
2020-11-25,902,7666
2020-11-26,945,6949
2020-11-27,921,7228
2020-11-28,789,6808
2020-11-29,631,5349
2020-11-30,945,7864
2020-12-01,1006,8259
2020-12-02,782,7278
2020-12-03,789,6721
2020-12-04,863,7028
2020-12-05,705,6234
2020-12-06,602,5298
2020-12-07,814,7029
2020-12-08,619,6210
2020-12-09,770,6930
2020-12-10,805,6926
2020-12-11,717,6353
2020-12-12,643,6306
2020-12-13,575,5538
2020-12-14,824,7496
2020-12-15,691,6862
2020-12-16,662,6661
2020-12-17,631,6235
2020-12-18,648,6604
2020-12-19,609,6071
2020-12-20,665,6599
2020-12-21,752,7362
2020-12-22,698,7264
2020-12-23,667,7445
2020-12-24,689,7576
2020-12-25,589,6711
2020-12-26,617,7404
2020-12-27,663,7966
2020-12-28,871,9806
2020-12-29,826,8110
2020-12-30,783,8046
2020-12-31,706,7685
2021-01-01,832,8072
2021-01-02,761,7787
2021-01-03,677,7485
2021-01-04,952,9246
2021-01-05,830,8139
2021-01-06,675,6699
2021-01-07,772,6848
2021-01-08,709,6539
2021-01-09,597,5887
2021-01-10,639,5594
2021-01-11,723,6367
2021-01-12,637,5608
2021-01-13,582,5241
2021-01-14,644,5085
2021-01-15,629,5310
2021-01-16,511,4925
2021-01-17,427,4604
2021-01-18,645,5841
2021-01-19,483,5435
2021-01-20,571,5767
2021-01-21,509,5104
2021-01-22,540,5429
2021-01-23,462,5432
2021-01-24,410,5007
2021-01-25,569,6107
2021-01-26,473,5318
2021-01-27,498,5275
2021-01-28,500,5181
2021-01-29,448,5067
2021-01-30,450,4933
2021-01-31,372,4620
2021-02-01,612,6877
2021-02-02,446,5801
2021-02-03,478,5748
2021-02-04,425,5548
2021-02-05,477,5694
2021-02-06,444,5682
2021-02-07,411,5216
2021-02-08,511,6430
2021-02-09,422,5767
2021-02-10,475,6284
2021-02-11,430,5430
2021-02-12,429,5645
2021-02-13,371,5349
2021-02-14,334,5415
2021-02-15,518,7135
2021-02-16,453,6737
2021-02-17,462,7425
2021-02-18,501,7554
2021-02-19,538,7622
2021-02-20,588,8245
2021-02-21,521,7676
2021-02-22,692,10086
2021-02-23,557,9198
2021-02-24,564,9429
2021-02-25,583,8964
2021-02-26,677,9411
2021-02-27,598,9030
2021-02-28,571,8609
2021-03-01,912,13284
2021-03-02,686,11118
2021-03-03,733,11157
2021-03-04,722,10779
2021-03-05,866,11567
2021-03-06,651,11079
2021-03-07,651,10579
2021-03-08,924,13619
2021-03-09,777,11461
2021-03-10,937,12737
2021-03-11,723,11238
2021-03-12,796,11774
2021-03-13,744,10787
2021-03-14,698,10428
2021-03-15,931,13218
2021-03-16,815,11024
2021-03-17,796,11169
2021-03-18,755,10677
2021-03-19,751,10769
2021-03-20,746,10730
2021-03-21,645,9641
2021-03-22,873,12222
2021-03-23,801,10776
2021-03-24,740,10408
2021-03-25,767,10344
2021-03-26,726,9915
2021-03-27,635,8931
2021-03-28,576,8534
2021-03-29,717,10548
2021-03-30,620,9180
2021-03-31,565,8046
2021-04-01,659,8863
2021-04-02,573,7810
2021-04-03,458,6612
2021-04-04,427,6002
2021-04-05,441,6948
2021-04-06,473,7756
2021-04-07,452,7706
2021-04-08,464,7442
2021-04-09,423,6796
2021-04-10,395,6982
2021-04-11,341,6316
2021-04-12,414,7879
2021-04-13,402,6895
2021-04-14,336,6735
2021-04-15,308,6508
2021-04-16,333,6495
2021-04-17,257,5826
2021-04-18,272,6108
2021-04-19,333,7210
2021-04-20,306,6888
2021-04-21,280,6684
2021-04-22,320,6385
2021-04-23,257,6394
2021-04-24,230,5861
2021-04-25,204,5569
2021-04-26,229,6558
2021-04-27,220,5759
2021-04-28,194,5483
2021-04-29,185,4878
2021-04-30,200,4530
2021-05-01,176,4785
2021-05-02,121,4090
2021-05-03,185,5033
2021-05-04,134,4421
2021-05-05,151,4411
2021-05-06,123,3828
2021-05-07,111,3654
2021-05-08,103,3225
2021-05-09,88,3093
2021-05-10,116,3734
2021-05-11,86,3095
2021-05-12,85,2946
2021-05-13,86,2686
2021-05-14,59,2446
2021-05-15,68,2262
2021-05-16,47,2069
2021-05-17,83,2330
2021-05-18,72,2202
2021-05-19,61,2006
2021-05-20,66,1850
2021-05-21,38,1700
2021-05-22,37,1499
2021-05-23,32,1508
2021-05-24,60,1764
2021-05-25,54,1500
2021-05-26,39,1489
2021-05-27,42,1368
2021-05-28,51,1301
2021-05-29,30,1106
2021-05-30,32,1066
2021-05-31,29,1164
2021-06-01,38,1182
2021-06-02,23,1092
2021-06-03,24,1060
2021-06-04,31,1009
2021-06-05,31,867
2021-06-06,29,734
2021-06-07,19,880
2021-06-08,19,743
2021-06-09,22,740
2021-06-10,17,716
2021-06-11,25,536
2021-06-12,17,507
2021-06-13,21,506
2021-06-14,16,601
2021-06-15,21,445
2021-06-16,18,490
2021-06-17,12,419
2021-06-18,17,368
2021-06-19,11,317
2021-06-20,9,345
2021-06-21,7,374
2021-06-22,12,383
2021-06-23,11,372
2021-06-24,10,344
2021-06-25,10,331
2021-06-26,7,307
2021-06-27,11,360
2021-06-28,19,426
2021-06-29,14,458
2021-06-30,12,533
2021-07-01,17,598
2021-07-02,10,549
2021-07-03,15,550
2021-07-04,7,612
2021-07-05,16,766
2021-07-06,23,772
2021-07-07,14,848
2021-07-08,16,875
2021-07-09,14,1065
2021-07-10,21,1137
2021-07-11,19,1192
2021-07-12,30,1648
2021-07-13,31,1820
2021-07-14,26,2225
2021-07-15,30,2285
2021-07-16,28,2186
2021-07-17,37,2178
2021-07-18,40,2474
2021-07-19,43,2819
2021-07-20,53,3096
2021-07-21,51,3085
2021-07-22,57,2868
2021-07-23,58,2811
2021-07-24,46,2791
2021-07-25,56,3066
2021-07-26,61,3647
2021-07-27,87,3626
2021-07-28,68,3485
2021-07-29,71,3169
2021-07-30,78,3138
2021-07-31,69,2900
2021-08-01,90,3422
2021-08-02,110,3961
2021-08-03,110,3866
2021-08-04,99,3825
2021-08-05,115,3542
2021-08-06,109,3393
2021-08-07,107,3183
2021-08-08,114,3198
2021-08-09,149,3960
2021-08-10,139,4020
2021-08-11,122,3534
2021-08-12,117,3446
2021-08-13,132,3290
2021-08-14,110,3166
2021-08-15,120,3212
2021-08-16,139,4083
2021-08-17,159,3975
2021-08-18,154,4014
2021-08-19,163,3603
2021-08-20,157,3497
2021-08-21,111,3278
2021-08-22,125,3373
2021-08-23,143,3971
2021-08-24,138,3495
2021-08-25,121,3490
2021-08-26,135,3018
2021-08-27,165,2948
2021-08-28,124,2812
2021-08-29,136,2690
2021-08-30,154,3313
2021-08-31,121,2885
2021-09-01,186,3333
2021-09-02,147,2746
2021-09-03,130,2702
2021-09-04,129,2484
2021-09-05,146,2436
2021-09-06,145,2837
2021-09-07,149,2570
2021-09-08,128,2484
2021-09-09,146,2294
2021-09-10,137,2278
2021-09-11,139,1960
2021-09-12,101,2028
2021-09-13,168,2411
2021-09-14,127,2262
2021-09-15,134,2221
2021-09-16,122,1994
2021-09-17,109,1996
2021-09-18,104,1806
2021-09-19,90,1725
2021-09-20,110,2003
2021-09-21,91,1840
2021-09-22,107,1835
2021-09-23,110,1737
2021-09-24,90,1767
2021-09-25,82,1546
2021-09-26,69,1550
2021-09-27,111,1944
2021-09-28,112,1693
2021-09-29,80,1605
2021-09-30,94,1470
2021-10-01,112,1609
2021-10-02,93,1408
2021-10-03,65,1356
2021-10-04,97,1696
2021-10-05,95,1527
2021-10-06,85,1456
2021-10-07,83,1277
2021-10-08,85,1342
2021-10-09,84,1223
2021-10-10,82,1479
2021-10-11,100,1679
2021-10-12,87,1513
2021-10-13,95,1686
2021-10-14,110,1621
2021-10-15,103,1658
2021-10-16,104,1637
2021-10-17,93,1792
2021-10-18,144,2381
2021-10-19,140,2262
2021-10-20,129,2352
2021-10-21,121,2390
2021-10-22,162,2459
2021-10-23,135,2413
2021-10-24,130,2389
2021-10-25,148,3003
2021-10-26,161,2676
2021-10-27,168,2863
2021-10-28,164,2824
2021-10-29,151,2637
2021-10-30,157,2777
2021-10-31,126,2506
2021-11-01,222,3560
2021-11-02,216,3888
2021-11-03,233,4177
2021-11-04,219,3998
2021-11-05,230,4045
2021-11-06,184,3652
2021-11-07,180,3897
2021-11-08,282,4989
2021-11-09,241,4703
