date,80_+,others
2020-02-25,1.0,0
2020-02-26,1.0,2
2020-02-27,2.0,9
2020-02-28,3.0,11
2020-02-29,2.0,4
2020-03-01,0.0,3
2020-03-02,4.0,6
2020-03-03,1.0,20
2020-03-04,6.0,31
2020-03-05,6.0,35
2020-03-06,15.0,66
2020-03-07,15.0,85
2020-03-08,19.0,88
2020-03-09,16.0,91
2020-03-10,27.0,91
2020-03-11,40.0,168
2020-03-12,56.0,178
2020-03-13,51.0,269
2020-03-14,71.0,273
2020-03-15,42.0,166
2020-03-16,68.0,304
2020-03-17,69.0,402
2020-03-18,74.0,423
2020-03-19,78.0,286
2020-03-20,53.0,338
2020-03-21,110.0,473
2020-03-22,113.0,443
2020-03-23,122.0,446
2020-03-24,75.0,364
2020-03-25,109.0,480
2020-03-26,68.0,357
2020-03-27,135.0,585
2020-03-28,143.0,470
2020-03-29,102.0,377
2020-03-30,131.0,317
2020-03-31,168.0,479
2020-04-01,140.0,418
2020-04-02,125.0,486
2020-04-03,198.0,331
2020-04-04,181.0,426
2020-04-05,200.0,466
2020-04-06,119.0,272
2020-04-07,132.0,307
2020-04-08,290.0,513
2020-04-09,272.0,394
2020-04-10,441.0,513
2020-04-11,311.0,441
2020-04-12,276.0,293
2020-04-13,181.0,234
2020-04-14,188.0,223
2020-04-15,355.0,438
2020-04-16,359.0,505
2020-04-17,222.0,327
2020-04-18,254.0,421
2020-04-19,127.0,174
2020-04-20,279.0,321
2020-04-21,223.0,449
2020-04-22,217.0,291
2020-04-23,217.0,425
2020-04-24,197.0,413
2020-04-25,160.0,286
2020-04-26,77.0,178
2020-04-27,52.0,173
2020-04-28,244.0,327
2020-04-29,121.0,322
2020-04-30,90.0,324
2020-05-01,137.0,156
2020-05-02,100.0,187
2020-05-03,26.0,107
2020-05-04,35.0,116
2020-05-05,23.0,131
2020-05-06,48.0,201
2020-05-07,47.0,158
2020-05-08,51.0,119
2020-05-09,46.0,134
2020-05-10,11.0,61
2020-05-11,15.0,60
2020-05-12,35.0,103
2020-05-13,32.0,111
2020-05-14,51.0,116
2020-05-15,27.0,89
2020-05-16,13.0,54
2020-05-17,16.0,40
2020-05-18,50.0,74
2020-05-19,40.0,77
2020-05-20,24.0,61
2020-05-21,23.0,72
2020-05-22,15.0,56
2020-05-23,15.0,52
2020-05-24,5.0,24
2020-05-25,6.0,46
2020-05-26,18.0,55
2020-05-27,8.0,40
2020-05-28,22.0,61
2020-05-29,11.0,54
2020-05-30,8.0,47
2020-05-31,7.0,24
2020-06-01,6.0,43
2020-06-02,7.0,10
2020-06-03,7.0,22
2020-06-04,7.0,22
2020-06-05,10.0,29
2020-06-06,2.0,11
2020-06-07,0.0,9
2020-06-08,4.0,20
2020-06-09,0.0,18
2020-06-10,11.0,33
2020-06-11,5.0,30
2020-06-12,2.0,20
2020-06-13,4.0,23
2020-06-14,1.0,8
2020-06-15,7.0,12
2020-06-16,12.0,26
2020-06-17,8.0,28
2020-06-18,3.0,17
2020-06-19,5.0,21
2020-06-20,4.0,20
2020-06-21,2.0,3
2020-06-22,1.0,4
2020-06-23,6.0,26
2020-06-24,6.0,9
2020-06-25,2.0,13
2020-06-26,4.0,11
2020-06-27,2.0,12
2020-06-28,1.0,1
2020-06-29,1.0,9
2020-06-30,2.0,12
2020-07-01,3.0,12
2020-07-02,1.0,12
2020-07-03,4.0,11
2020-07-04,4.0,13
2020-07-05,0.0,5
2020-07-06,1.0,6
2020-07-07,5.0,13
2020-07-08,2.0,14
2020-07-09,2.0,9
2020-07-10,2.0,6
2020-07-11,0.0,5
2020-07-12,0.0,6
2020-07-13,1.0,7
2020-07-14,0.0,5
2020-07-15,1.0,5
2020-07-16,1.0,10
2020-07-17,0.0,4
2020-07-18,0.0,1
2020-07-19,2.0,4
2020-07-20,1.0,6
2020-07-21,1.0,9
2020-07-22,2.0,9
2020-07-23,0.0,13
2020-07-24,1.0,15
2020-07-25,0.0,16
2020-07-26,2.0,8
2020-07-27,1.0,7
2020-07-28,0.0,14
2020-07-29,0.0,9
2020-07-30,0.0,31
2020-07-31,0.0,21
2020-08-01,0.0,16
2020-08-02,1.0,5
2020-08-03,0.0,11
2020-08-04,1.0,24
2020-08-05,1.0,27
2020-08-06,1.0,34
2020-08-07,2.0,36
2020-08-08,1.0,41
2020-08-09,1.0,11
2020-08-10,1.0,28
2020-08-11,2.0,35
2020-08-12,2.0,24
