date,80_+,others
2020-02-22,1.0,6
2020-02-23,0.0,11
2020-02-24,0.0,6
2020-02-25,3.0,37
2020-02-26,8.0,81
2020-02-27,7.0,35
2020-02-28,11.0,34
2020-02-29,5.0,45
2020-03-01,8.0,46
2020-03-02,19.0,76
2020-03-03,29.0,141
2020-03-04,25.0,125
2020-03-05,50.0,184
2020-03-06,44.0,171
2020-03-07,42.0,179
2020-03-08,48.0,154
2020-03-09,58.0,249
2020-03-10,70.0,250
2020-03-11,76.0,288
2020-03-12,98.0,424
2020-03-13,126.0,526
2020-03-14,113.0,427
2020-03-15,61.0,320
2020-03-16,108.0,501
2020-03-17,117.0,595
2020-03-18,128.0,663
2020-03-19,143.0,684
2020-03-20,186.0,725
2020-03-21,143.0,534
2020-03-22,117.0,424
2020-03-23,141.0,600
2020-03-24,147.0,611
2020-03-25,121.0,513
2020-03-26,174.0,573
2020-03-27,135.0,485
2020-03-28,141.0,396
2020-03-29,73.0,278
2020-03-30,180.0,373
2020-03-31,232.0,494
2020-04-01,134.0,396
2020-04-02,154.0,457
2020-04-03,124.0,402
2020-04-04,165.0,312
2020-04-05,115.0,234
2020-04-06,86.0,237
2020-04-07,95.0,314
2020-04-08,179.0,388
2020-04-09,96.0,327
2020-04-10,241.0,371
2020-04-11,125.0,276
2020-04-12,61.0,115
2020-04-13,154.0,210
2020-04-14,129.0,241
2020-04-15,136.0,241
2020-04-16,60.0,206
2020-04-17,147.0,261
2020-04-18,129.0,249
2020-04-19,60.0,134
2020-04-20,91.0,196
2020-04-21,100.0,231
2020-04-22,43.0,208
2020-04-23,36.0,147
2020-04-24,102.0,196
2020-04-25,75.0,166
2020-04-26,50.0,107
2020-04-27,69.0,156
2020-04-28,32.0,170
2020-04-29,55.0,178
2020-04-30,57.0,164
2020-05-01,45.0,95
2020-05-02,13.0,94
2020-05-03,20.0,83
2020-05-04,28.0,60
2020-05-05,29.0,75
2020-05-06,21.0,98
2020-05-07,20.0,97
2020-05-08,12.0,93
2020-05-09,8.0,66
2020-05-10,11.0,25
2020-05-11,14.0,58
2020-05-12,11.0,46
2020-05-13,21.0,60
2020-05-14,13.0,51
2020-05-15,8.0,52
2020-05-16,3.0,45
2020-05-17,5.0,25
2020-05-18,13.0,49
2020-05-19,7.0,37
2020-05-20,8.0,44
2020-05-21,11.0,42
2020-05-22,6.0,43
2020-05-23,4.0,26
2020-05-24,2.0,13
2020-05-25,1.0,35
2020-05-26,3.0,49
2020-05-27,0.0,36
2020-05-28,10.0,30
2020-05-29,4.0,27
2020-05-30,0.0,14
2020-05-31,3.0,7
2020-06-01,2.0,18
2020-06-02,1.0,11
2020-06-03,4.0,12
2020-06-04,0.0,17
2020-06-05,2.0,25
2020-06-06,4.0,14
2020-06-07,2.0,9
2020-06-08,6.0,25
2020-06-09,1.0,22
2020-06-10,2.0,33
2020-06-11,2.0,15
2020-06-12,2.0,19
2020-06-13,2.0,13
2020-06-14,2.0,3
2020-06-15,2.0,22
2020-06-16,3.0,23
2020-06-17,2.0,22
2020-06-18,5.0,21
2020-06-19,3.0,22
2020-06-20,2.0,23
2020-06-21,1.0,10
2020-06-22,1.0,90
2020-06-23,4.0,29
2020-06-24,2.0,27
2020-06-25,3.0,38
2020-06-26,0.0,24
2020-06-27,0.0,25
2020-06-28,0.0,5
2020-06-29,1.0,28
2020-06-30,1.0,33
2020-07-01,1.0,27
2020-07-02,2.0,42
2020-07-03,1.0,29
2020-07-04,1.0,35
2020-07-05,8.0,7
2020-07-06,3.0,53
2020-07-07,2.0,30
2020-07-08,2.0,73
2020-07-09,1.0,34
2020-07-10,1.0,71
2020-07-11,0.0,13
2020-07-12,0.0,5
2020-07-13,0.0,28
2020-07-14,2.0,40
2020-07-15,3.0,51
2020-07-16,5.0,38
2020-07-17,2.0,48
2020-07-18,1.0,37
2020-07-19,0.0,15
2020-07-20,12.0,72
2020-07-21,4.0,42
2020-07-22,2.0,57
2020-07-23,1.0,48
2020-07-24,2.0,56
2020-07-25,0.0,28
2020-07-26,3.0,13
2020-07-27,1.0,36
2020-07-28,1.0,34
2020-07-29,2.0,38
2020-07-30,3.0,60
2020-07-31,2.0,54
2020-08-01,1.0,28
2020-08-02,3.0,23
2020-08-03,3.0,71
2020-08-04,1.0,58
2020-08-05,2.0,42
2020-08-06,2.0,43
2020-08-07,3.0,60
2020-08-08,1.0,31
2020-08-09,0.0,8
2020-08-10,3.0,51
2020-08-11,0.0,36
2020-08-12,1.0,60
2020-08-13,4.0,70
2020-08-14,2.0,55
2020-08-15,1.0,20
2020-08-16,2.0,19
2020-08-17,5.0,82
2020-08-18,2.0,88
2020-08-19,2.0,82
2020-08-20,4.0,85
2020-08-21,5.0,118
2020-08-22,0.0,112
2020-08-23,1.0,42
2020-08-24,4.0,180
2020-08-25,7.0,196
2020-08-26,3.0,139
2020-08-27,5.0,134
2020-08-28,3.0,126
2020-08-29,7.0,123
2020-08-30,2.0,39
2020-08-31,3.0,124
2020-09-01,6.0,126
2020-09-02,3.0,130
2020-09-03,3.0,127
2020-09-04,6.0,121
2020-09-05,2.0,117
2020-09-06,1.0,30
2020-09-07,15.0,140
2020-09-08,6.0,112
2020-09-09,7.0,148
2020-09-10,5.0,137
2020-09-11,5.0,131
2020-09-12,8.0,120
2020-09-13,1.0,46
2020-09-14,3.0,139
2020-09-15,2.0,117
2020-09-16,6.0,112
2020-09-17,6.0,138
2020-09-18,4.0,106
2020-09-19,5.0,90
2020-09-20,1.0,24
2020-09-21,11.0,149
2020-09-22,3.0,85
2020-09-23,9.0,102
2020-09-24,7.0,92
2020-09-25,2.0,125
2020-09-26,4.0,73
2020-09-27,3.0,38
2020-09-28,3.0,170
2020-09-29,4.0,102
2020-09-30,7.0,143
2020-10-01,9.0,184
2020-10-02,20.0,262
2020-10-03,8.0,139
2020-10-04,10.0,73
2020-10-05,11.0,262
2020-10-06,28.0,264
2020-10-07,11.0,299
2020-10-08,35.0,387
2020-10-09,22.0,377
2020-10-10,43.0,338
2020-10-11,36.0,156
2020-10-12,47.0,450
2020-10-13,46.0,636
2020-10-14,43.0,642
2020-10-15,49.0,591
2020-10-16,66.0,701
2020-10-17,78.0,673
2020-10-18,31.0,173
2020-10-19,71.0,945
2020-10-20,118.0,1225
2020-10-21,113.0,1334
2020-10-22,105.0,1462
2020-10-23,87.0,1685
2020-10-24,77.0,1188
2020-10-25,126.0,605
2020-10-26,155.0,1780
2020-10-27,113.0,2150
2020-10-28,163.0,2182
2020-10-29,127.0,2050
2020-10-30,125.0,2084
2020-10-31,142.0,1470
2020-11-01,55.0,492
2020-11-02,251.0,2359
2020-11-03,140.0,2542
2020-11-04,243.0,2594
2020-11-05,157.0,2570
2020-11-06,214.0,2588
2020-11-07,214.0,1899
2020-11-08,103.0,704
2020-11-09,186.0,2274
2020-11-10,142.0,2680
2020-11-11,225.0,2530
2020-11-12,224.0,2620
2020-11-13,246.0,2426
2020-11-14,153.0,1828
2020-11-15,117.0,662
2020-11-16,247.0,2609
2020-11-17,266.0,2689
2020-11-18,276.0,2292
2020-11-19,243.0,2415
2020-11-20,276.0,2287
2020-11-21,147.0,1647
2020-11-22,67.0,561
2020-11-23,271.0,2081
2020-11-24,166.0,1898
2020-11-25,262.0,2015
2020-11-26,257.0,1903
2020-11-27,169.0,1917
2020-11-28,158.0,1522
2020-11-29,82.0,479
2020-11-30,176.0,1783
2020-12-01,182.0,1817
2020-12-02,220.0,1887
2020-12-03,163.0,1645
2020-12-04,213.0,1775
2020-12-05,200.0,1487
2020-12-06,87.0,443
2020-12-07,193.0,1697
2020-12-08,89.0,516
2020-12-09,236.0,1709
2020-12-10,223.0,1730
2020-12-11,193.0,1479
2020-12-12,140.0,1262
2020-12-13,82.0,444
2020-12-14,256.0,1608
2020-12-15,189.0,1486
2020-12-16,153.0,1500
2020-12-17,165.0,1375
2020-12-18,153.0,1468
2020-12-19,137.0,1130
2020-12-20,119.0,423
2020-12-21,156.0,1760
2020-12-22,192.0,1830
2020-12-23,179.0,1727
2020-12-24,147.0,1601
2020-12-25,57.0,379
2020-12-26,77.0,693
2020-12-27,113.0,769
2020-12-28,183.0,2250
2020-12-29,251.0,2412
2020-12-30,246.0,2182
2020-12-31,210.0,1944
2021-01-01,90.0,450
2021-01-02,258.0,1824
2021-01-03,146.0,655
2021-01-04,220.0,2433
2021-01-05,206.0,2426
2021-01-06,96.0,659
2021-01-07,227.0,2316
2021-01-08,182.0,2053
2021-01-09,192.0,1530
2021-01-10,69.0,487
2021-01-11,157.0,1639
2021-01-12,171.0,1584
2021-01-13,180.0,1438
2021-01-14,163.0,1185
2021-01-15,150.0,1224
2021-01-16,126.0,1074
2021-01-17,71.0,399
2021-01-18,154.0,1344
2021-01-19,160.0,1182
2021-01-20,132.0,1220
2021-01-21,147.0,1125
2021-01-22,153.0,1101
2021-01-23,152.0,1018
2021-01-24,57.0,306
2021-01-25,131.0,1400
2021-01-26,157.0,1197
2021-01-27,93.0,1108
2021-01-28,113.0,1137
2021-01-29,87.0,1204
2021-01-30,93.0,962
2021-01-31,51.0,372
2021-02-01,150.0,1244
2021-02-02,61.0,1277
2021-02-03,80.0,1217
2021-02-04,94.0,1242
2021-02-05,100.0,1386
2021-02-06,69.0,1082
2021-02-07,57.0,443
2021-02-08,76.0,1315
2021-02-09,79.0,1409
2021-02-10,135.0,1353
2021-02-11,104.0,1375
2021-02-12,100.0,1356
2021-02-13,60.0,1206
2021-02-14,55.0,475
2021-02-15,77.0,1522
2021-02-16,95.0,1706
2021-02-17,108.0,1649
2021-02-18,94.0,1724
2021-02-19,103.0,1821
2021-02-20,116.0,1789
2021-02-21,50.0,580
2021-02-22,133.0,2262
2021-02-23,126.0,2661
2021-02-24,132.0,2576
2021-02-25,150.0,2693
2021-02-26,125.0,2656
2021-02-27,132.0,2231
2021-02-28,82.0,799
2021-03-01,135.0,3000
2021-03-02,154.0,3262
2021-03-03,197.0,2993
2021-03-04,140.0,2850
2021-03-05,155.0,3214
2021-03-06,163.0,2460
2021-03-07,87.0,907
2021-03-08,162.0,2908
2021-03-09,197.0,3287
2021-03-10,171.0,3021
2021-03-11,165.0,2811
2021-03-12,144.0,2859
2021-03-13,145.0,2208
2021-03-14,111.0,1134
2021-03-15,173.0,2560
2021-03-16,158.0,2900
2021-03-17,158.0,2495
2021-03-18,162.0,2258
2021-03-19,161.0,2208
2021-03-20,116.0,1832
2021-03-21,70.0,687
2021-03-22,132.0,2217
2021-03-23,121.0,2153
2021-03-24,134.0,2090
2021-03-25,151.0,2003
2021-03-26,120.0,1947
2021-03-27,110.0,1595
2021-03-28,64.0,667
2021-03-29,96.0,1870
2021-03-30,106.0,1727
2021-03-31,120.0,1777
2021-04-01,113.0,1585
2021-04-02,88.0,1583
2021-04-03,68.0,1197
2021-04-04,22.0,253
2021-04-05,37.0,514
2021-04-06,70.0,1539
2021-04-07,78.0,1270
2021-04-08,121.0,1211
2021-04-09,55.0,1244
2021-04-10,51.0,959
2021-04-11,29.0,370
2021-04-12,56.0,1168
2021-04-13,43.0,1145
2021-04-14,61.0,1096
2021-04-15,55.0,1023
2021-04-16,41.0,1039
2021-04-17,46.0,787
2021-04-18,19.0,362
2021-04-19,38.0,1006
2021-04-20,54.0,1053
2021-04-21,31.0,969
2021-04-22,34.0,1058
2021-04-23,31.0,977
2021-04-24,26.0,843
2021-04-25,14.0,337
2021-04-26,30.0,1020
2021-04-27,36.0,1022
2021-04-28,49.0,1010
2021-04-29,32.0,917
2021-04-30,23.0,851
2021-05-01,9.0,357
2021-05-02,5.0,339
2021-05-03,17.0,834
2021-05-04,31.0,799
2021-05-05,21.0,738
2021-05-06,27.0,761
2021-05-07,31.0,594
2021-05-08,17.0,542
2021-05-09,3.0,215
2021-05-10,17.0,581
2021-05-11,19.0,547
2021-05-12,8.0,495
2021-05-13,14.0,467
2021-05-14,13.0,427
2021-05-15,13.0,365
2021-05-16,12.0,125
2021-05-17,8.0,455
2021-05-18,6.0,374
2021-05-19,7.0,384
2021-05-20,5.0,290
2021-05-21,11.0,304
2021-05-22,9.0,247
2021-05-23,2.0,117
2021-05-24,5.0,279
2021-05-25,4.0,229
2021-05-26,4.0,221
2021-05-27,7.0,192
2021-05-28,9.0,179
2021-05-29,5.0,171
2021-05-30,1.0,78
2021-05-31,3.0,214
2021-06-01,4.0,195
2021-06-02,3.0,75
2021-06-03,1.0,182
2021-06-04,1.0,179
2021-06-05,1.0,112
2021-06-06,3.0,67
2021-06-07,6.0,132
2021-06-08,0.0,124
