date,hospitalized,intensive_care,deceased
2020-02-20,,,
2020-02-21,,,
2020-02-22,,,
2020-02-23,7.714285714285714,0.7142857142857143,0.5714285714285714
2020-02-24,8.285714285714286,1.1428571428571428,1.0
2020-02-25,8.571428571428571,1.4285714285714286,1.0
2020-02-26,9.285714285714286,1.8571428571428572,1.0
2020-02-27,10.0,2.142857142857143,1.4285714285714286
2020-02-28,11.571428571428571,1.8571428571428572,1.4285714285714286
2020-02-29,15.285714285714286,2.0,2.142857142857143
2020-03-01,16.571428571428573,2.2857142857142856,3.0
2020-03-02,19.428571428571427,2.7142857142857144,3.4285714285714284
2020-03-03,22.857142857142858,3.7142857142857144,4.142857142857143
2020-03-04,27.714285714285715,4.428571428571429,4.857142857142857
2020-03-05,30.857142857142858,4.571428571428571,5.428571428571429
2020-03-06,35.57142857142857,5.142857142857143,6.285714285714286
2020-03-07,39.0,6.0,6.142857142857143
2020-03-08,46.0,7.428571428571429,6.714285714285714
2020-03-09,52.57142857142857,8.0,7.285714285714286
2020-03-10,59.285714285714285,9.571428571428571,7.571428571428571
2020-03-11,64.0,9.428571428571429,8.428571428571429
2020-03-12,70.42857142857143,11.857142857142858,8.0
2020-03-13,79.0,13.714285714285714,8.857142857142858
2020-03-14,89.0,16.714285714285715,11.0
2020-03-15,99.42857142857143,17.285714285714285,12.285714285714286
2020-03-16,107.14285714285714,19.714285714285715,12.714285714285714
2020-03-17,118.85714285714286,19.0,13.571428571428571
2020-03-18,130.42857142857142,20.714285714285715,13.142857142857142
2020-03-19,132.85714285714286,19.857142857142858,14.428571428571429
2020-03-20,138.71428571428572,20.285714285714285,14.857142857142858
2020-03-21,144.57142857142858,19.0,13.857142857142858
2020-03-22,142.71428571428572,18.714285714285715,12.714285714285714
2020-03-23,141.85714285714286,15.857142857142858,11.857142857142858
2020-03-24,138.14285714285714,15.0,11.428571428571429
2020-03-25,130.0,13.857142857142858,11.0
2020-03-26,127.42857142857143,12.285714285714286,9.571428571428571
2020-03-27,120.42857142857143,9.571428571428571,8.714285714285714
2020-03-28,108.42857142857143,7.428571428571429,7.714285714285714
2020-03-29,102.85714285714286,6.428571428571429,6.571428571428571
2020-03-30,96.0,5.857142857142857,6.142857142857143
2020-03-31,83.71428571428571,5.285714285714286,5.428571428571429
2020-04-01,78.57142857142857,4.571428571428571,5.142857142857143
2020-04-02,74.14285714285714,4.857142857142857,5.285714285714286
2020-04-03,68.57142857142857,5.0,4.0
2020-04-04,65.57142857142857,5.428571428571429,3.857142857142857
2020-04-05,62.857142857142854,4.571428571428571,3.7142857142857144
2020-04-06,61.714285714285715,4.571428571428571,3.4285714285714284
2020-04-07,61.285714285714285,3.857142857142857,2.857142857142857
2020-04-08,58.57142857142857,3.2857142857142856,2.4285714285714284
2020-04-09,57.42857142857143,3.0,1.8571428571428572
2020-04-10,53.285714285714285,2.7142857142857144,1.7142857142857142
2020-04-11,53.285714285714285,2.0,1.1428571428571428
2020-04-12,49.142857142857146,2.0,1.0
2020-04-13,44.57142857142857,2.0,1.0
