date,hospitalized,intensive_care,deceased
2020-02-20,,,
2020-02-21,,,
2020-02-22,,,
2020-02-23,12.857142857142858,1.0,1.0
2020-02-24,17.142857142857142,1.4285714285714286,1.1428571428571428
2020-02-25,20.428571428571427,2.0,1.8571428571428572
2020-02-26,26.428571428571427,2.7142857142857144,2.7142857142857144
2020-02-27,31.714285714285715,3.2857142857142856,3.4285714285714284
2020-02-28,38.857142857142854,3.5714285714285716,4.428571428571429
2020-02-29,50.285714285714285,3.2857142857142856,5.142857142857143
2020-03-01,58.857142857142854,3.857142857142857,6.142857142857143
2020-03-02,70.42857142857143,4.857142857142857,7.428571428571429
2020-03-03,84.28571428571429,5.571428571428571,8.857142857142858
2020-03-04,97.28571428571429,5.571428571428571,9.428571428571429
2020-03-05,108.0,6.428571428571429,10.0
2020-03-06,121.57142857142857,7.428571428571429,10.142857142857142
2020-03-07,135.0,8.0,11.142857142857142
2020-03-08,146.71428571428572,9.0,12.142857142857142
2020-03-09,159.57142857142858,10.285714285714286,11.857142857142858
2020-03-10,177.14285714285714,11.714285714285714,13.428571428571429
2020-03-11,190.42857142857142,13.714285714285714,15.142857142857142
2020-03-12,205.71428571428572,15.0,16.0
2020-03-13,218.0,15.285714285714286,17.142857142857142
2020-03-14,233.57142857142858,16.428571428571427,18.285714285714285
2020-03-15,251.28571428571428,16.428571428571427,18.428571428571427
2020-03-16,272.85714285714283,16.714285714285715,20.142857142857142
2020-03-17,288.14285714285717,16.142857142857142,19.571428571428573
2020-03-18,302.14285714285717,15.714285714285714,18.142857142857142
2020-03-19,310.2857142857143,15.142857142857142,18.142857142857142
2020-03-20,316.85714285714283,16.285714285714285,16.571428571428573
2020-03-21,316.2857142857143,16.142857142857142,15.714285714285714
2020-03-22,315.14285714285717,16.0,15.285714285714286
2020-03-23,300.42857142857144,14.142857142857142,12.857142857142858
2020-03-24,289.57142857142856,13.714285714285714,11.0
2020-03-25,274.57142857142856,12.428571428571429,10.285714285714286
2020-03-26,259.57142857142856,11.714285714285714,9.0
2020-03-27,245.57142857142858,9.714285714285714,9.428571428571429
2020-03-28,227.57142857142858,8.714285714285714,8.285714285714286
2020-03-29,210.57142857142858,7.428571428571429,6.857142857142857
2020-03-30,198.28571428571428,7.285714285714286,7.428571428571429
2020-03-31,182.0,5.714285714285714,6.285714285714286
2020-04-01,166.57142857142858,5.0,5.571428571428571
2020-04-02,156.71428571428572,3.857142857142857,4.857142857142857
2020-04-03,147.28571428571428,3.2857142857142856,4.0
2020-04-04,137.57142857142858,2.857142857142857,3.2857142857142856
2020-04-05,129.0,3.2857142857142856,3.142857142857143
2020-04-06,119.14285714285714,2.7142857142857144,2.2857142857142856
2020-04-07,110.28571428571429,2.857142857142857,2.2857142857142856
2020-04-08,109.14285714285714,3.142857142857143,2.4285714285714284
2020-04-09,107.0,3.142857142857143,2.2857142857142856
2020-04-10,99.85714285714286,3.2857142857142856,2.2857142857142856
2020-04-11,100.42857142857143,3.4285714285714284,2.7142857142857144
