data,tutti,maschi,femmine
0.0,3422,1831.0,1591
1.0,4049,2072.0,1977
2.0,3921,2038.0,1883
3.0,4300,2240.0,2060
4.0,4497,2281.0,2216
5.0,5285,2716.0,2569
6.0,5698,2922.0,2776
7.0,6351,3391.0,2960
8.0,6784,3478.0,3306
9.0,7537,3935.0,3602
10.0,7923,4056.0,3867
11.0,8025,4170.0,3855
12.0,7602,3851.0,3751
13.0,7320,3691.0,3629
14.0,7351,3695.0,3656
15.0,7738,3918.0,3820
16.0,8431,4180.0,4251
17.0,9399,4738.0,4661
18.0,10074,5000.0,5074
19.0,10117,5119.0,4998
20.0,10606,5400.0,5206
21.0,10763,5429.0,5334
22.0,10890,5413.0,5477
23.0,10851,5381.0,5470
24.0,11071,5508.0,5563
25.0,10961,5384.0,5577
26.0,10904,5339.0,5565
27.0,10935,5341.0,5594
28.0,11029,5379.0,5650
29.0,11295,5420.0,5875
30.0,11086,5399.0,5687
31.0,10854,5312.0,5542
32.0,10532,5138.0,5394
33.0,10452,5186.0,5266
34.0,9962,4818.0,5144
35.0,9976,4905.0,5071
36.0,10063,4907.0,5156
37.0,10141,4939.0,5202
38.0,10040,5068.0,4972
39.0,9976,4751.0,5225
40.0,9934,4802.0,5132
41.0,9879,4699.0,5180
42.0,10044,4874.0,5170
43.0,10257,4916.0,5341
44.0,10395,4950.0,5445
45.0,10494,5003.0,5491
46.0,10817,5200.0,5617
47.0,11141,5268.0,5873
48.0,11073,5318.0,5755
49.0,11099,5229.0,5870
50.0,10777,4983.0,5794
51.0,10605,5055.0,5550
52.0,10654,5115.0,5539
53.0,10522,5019.0,5503
54.0,10587,5119.0,5468
55.0,10404,5083.0,5321
56.0,10448,5160.0,5288
57.0,9856,4924.0,4932
58.0,9293,4610.0,4683
59.0,8883,4384.0,4499
60.0,8815,4481.0,4334
61.0,8266,4204.0,4062
62.0,7861,4015.0,3846
63.0,7231,3692.0,3539
64.0,6963,3534.0,3429
65.0,6738,3419.0,3319
66.0,6436,3266.0,3170
67.0,5683,2922.0,2761
68.0,5348,2689.0,2659
69.0,5254,2714.0,2540
70.0,5145,2603.0,2542
71.0,5020,2473.0,2547
72.0,5135,2536.0,2599
73.0,4808,2395.0,2413
74.0,4805,2321.0,2484
75.0,4123,2000.0,2123
76.0,3259,1610.0,1649
77.0,3309,1607.0,1702
78.0,3138,1421.0,1717
79.0,2950,1355.0,1595
80.0,2789,1241.0,1548
81.0,2756,1200.0,1556
82.0,2531,1116.0,1415
83.0,2261,932.0,1329
84.0,2006,758.0,1248
85.0,1875,696.0,1179
86.0,1580,586.0,994
87.0,1459,528.0,931
88.0,1409,488.0,921
89.0,1142,415.0,727
90.0,980,292.0,688
91.0,821,246.0,575
92.0,613,186.0,427
93.0,473,127.0,346
94.0,364,86.0,278
95.0,271,61.0,210
96.0,177,47.0,130
97.0,134,33.0,101
98.0,82,27.0,55
99.0,68,12.0,56
100.0,26,6.0,20
101.0,16,4.0,12
102.0,8,3.0,5
103.0,6,0.0,6
104.0,0,0.0,0
105.0,4,2.0,2
106.0,2,,2
