data,tutti,maschi,femmine
0.0,578,314,264.0
1.0,648,326,322.0
2.0,717,354,363.0
3.0,795,416,379.0
4.0,911,454,457.0
5.0,1076,555,521.0
6.0,1156,585,571.0
7.0,1262,664,598.0
8.0,1306,681,625.0
9.0,1448,756,692.0
10.0,1595,840,755.0
11.0,1630,842,788.0
12.0,1566,817,749.0
13.0,1482,769,713.0
14.0,1478,758,720.0
15.0,1513,756,757.0
16.0,1548,819,729.0
17.0,1607,834,773.0
18.0,1823,885,938.0
19.0,1603,861,742.0
20.0,1683,886,797.0
21.0,1713,863,850.0
22.0,1701,838,863.0
23.0,1694,833,861.0
24.0,1609,814,795.0
25.0,1618,806,812.0
26.0,1578,807,771.0
27.0,1618,786,832.0
28.0,1581,795,786.0
29.0,1640,834,806.0
30.0,1635,774,861.0
31.0,1688,844,844.0
32.0,1762,887,875.0
33.0,1659,787,872.0
34.0,1651,804,847.0
35.0,1624,779,845.0
36.0,1656,777,879.0
37.0,1673,769,904.0
38.0,1663,771,892.0
39.0,1598,763,835.0
40.0,1600,751,849.0
41.0,1712,783,929.0
42.0,1668,778,890.0
43.0,1779,766,1013.0
44.0,1851,850,1001.0
45.0,1851,849,1002.0
46.0,1875,896,979.0
47.0,1835,866,969.0
48.0,1882,879,1003.0
49.0,1824,869,955.0
50.0,1846,900,946.0
51.0,1772,815,957.0
52.0,1785,843,942.0
53.0,1877,828,1049.0
54.0,1701,832,869.0
55.0,1723,841,882.0
56.0,1790,888,902.0
57.0,1596,793,803.0
58.0,1504,761,743.0
59.0,1491,713,778.0
60.0,1482,719,763.0
61.0,1400,675,725.0
62.0,1252,625,627.0
63.0,1222,625,597.0
64.0,1226,598,628.0
65.0,1161,642,519.0
66.0,1138,588,550.0
67.0,993,525,468.0
68.0,971,492,479.0
69.0,870,440,430.0
70.0,869,408,461.0
71.0,841,426,415.0
72.0,841,439,402.0
73.0,875,448,427.0
74.0,825,411,414.0
75.0,669,336,333.0
76.0,572,283,289.0
77.0,545,267,278.0
78.0,538,239,299.0
79.0,501,250,251.0
80.0,515,228,287.0
81.0,517,223,294.0
82.0,489,195,294.0
83.0,360,142,218.0
84.0,399,143,256.0
85.0,403,157,246.0
86.0,376,153,223.0
87.0,341,136,205.0
88.0,331,131,200.0
89.0,232,79,153.0
90.0,251,83,168.0
91.0,183,58,125.0
92.0,160,48,112.0
93.0,112,38,74.0
94.0,83,32,51.0
95.0,68,16,52.0
96.0,62,18,44.0
97.0,51,12,39.0
98.0,22,2,20.0
99.0,13,2,11.0
100.0,12,1,11.0
101.0,7,2,5.0
102.0,6,0,6.0
103.0,4,1,3.0
104.0,8,4,4.0
105.0,1,0,1.0
106.0,2,2,
107.0,2,2,
