data,tutti,maschi,femmine
0.0,124,53,71.0
1.0,148,83,65.0
2.0,187,106,81.0
3.0,194,94,100.0
4.0,228,112,116.0
5.0,288,131,157.0
6.0,218,108,110.0
7.0,251,126,125.0
8.0,295,160,135.0
9.0,318,169,149.0
10.0,365,186,179.0
11.0,385,209,176.0
12.0,374,201,173.0
13.0,331,182,149.0
14.0,314,164,150.0
15.0,322,172,150.0
16.0,359,187,172.0
17.0,430,216,214.0
18.0,456,251,205.0
19.0,424,219,205.0
20.0,372,192,180.0
21.0,401,216,185.0
22.0,378,213,165.0
23.0,377,213,164.0
24.0,357,197,160.0
25.0,402,228,174.0
26.0,362,181,181.0
27.0,351,178,173.0
28.0,353,196,157.0
29.0,354,178,176.0
30.0,408,201,207.0
31.0,391,207,184.0
32.0,389,182,207.0
33.0,367,183,184.0
34.0,368,187,181.0
35.0,367,179,188.0
36.0,362,175,187.0
37.0,386,179,207.0
38.0,398,195,203.0
39.0,397,200,197.0
40.0,381,196,185.0
41.0,415,194,221.0
42.0,441,213,228.0
43.0,422,193,229.0
44.0,450,213,237.0
45.0,449,216,233.0
46.0,486,226,260.0
47.0,498,255,243.0
48.0,535,254,281.0
49.0,536,244,292.0
50.0,524,260,264.0
51.0,549,256,293.0
52.0,562,250,312.0
53.0,560,273,287.0
54.0,550,265,285.0
55.0,502,255,247.0
56.0,553,270,283.0
57.0,510,261,249.0
58.0,509,259,250.0
59.0,448,223,225.0
60.0,428,234,194.0
61.0,434,233,201.0
62.0,397,194,203.0
63.0,363,172,191.0
64.0,365,181,184.0
65.0,350,196,154.0
66.0,332,167,165.0
67.0,291,148,143.0
68.0,251,122,129.0
69.0,246,129,117.0
70.0,231,115,116.0
71.0,273,129,144.0
72.0,240,130,110.0
73.0,214,111,103.0
74.0,217,113,104.0
75.0,169,72,97.0
76.0,166,82,84.0
77.0,181,90,91.0
78.0,180,76,104.0
79.0,162,60,102.0
80.0,174,74,100.0
81.0,181,82,99.0
82.0,155,54,101.0
83.0,150,58,92.0
84.0,143,64,79.0
85.0,160,60,100.0
86.0,144,52,92.0
87.0,155,61,94.0
88.0,131,41,90.0
89.0,92,32,60.0
90.0,106,48,58.0
91.0,87,21,66.0
92.0,63,21,42.0
93.0,45,16,29.0
94.0,50,11,39.0
95.0,37,9,28.0
96.0,15,5,10.0
97.0,21,7,14.0
98.0,19,7,12.0
99.0,5,1,4.0
100.0,6,2,4.0
101.0,8,3,5.0
102.0,2,0,2.0
103.0,2,1,1.0
104.0,4,2,2.0
105.0,0,0,
106.0,0,0,
107.0,0,0,
108.0,1,1,
109.0,1,1,
