età,tutti,maschi,femmine
-1.0,0.26642633032430946,,0.25840429635344037
0.0,0.29611593804732306,0.27405102558799754,0.2933241582142453
1.0,0.29044595179679605,0.29875298842028875,0.28929920193013176
2.0,0.3272128659136393,0.29152934472449854,0.32436658550714537
3.0,0.359913512440855,0.32991198106622277,0.3580211220897604
4.0,0.3821322103441091,0.361704182004707,0.3823097364121016
5.0,0.41590921187247554,0.3819646723469213,0.41393665452125716
6.0,0.4424323808768341,0.41777305785694296,0.4404047159833261
7.0,0.4632665429762299,0.44434733111768054,0.4615847097073139
8.0,0.48006121130532386,0.4648533614675054,0.4784240289789248
9.0,0.49894804927109765,0.4816013336275159,0.4959621917647748
10.0,0.5037122126262653,0.5017645271343527,0.49788460913140714
11.0,0.45302935610228423,0.5092255841616647,0.45390436626674024
12.0,0.435777760986042,0.45220594516831203,0.44486587131921934
13.0,0.4193835697535304,0.42724770392172895,0.4367418057488521
14.0,0.4295957777738942,0.40311592813715286,0.4508397430357503
15.0,0.4404847836114407,0.40956381194271085,0.4676222137446182
16.0,0.4544587885508915,0.41497279443660745,0.4796879911690097
17.0,0.434978171485644,0.4308052925392468,0.4649864296891658
18.0,0.37566695556789403,0.4071140939597315,0.39919182045806284
19.0,0.3881077455750028,0.3541268755208654,0.41740758909868264
20.0,0.39484702799413846,0.36155735603801564,0.42808798041703144
21.0,0.39754720397158033,0.36514231341520265,0.4278989001135114
22.0,0.40087249612842496,0.37002935767977546,0.4341102248723039
23.0,0.40672073180625795,0.3704857792358761,0.44106811074562563
24.0,0.4112074437873776,0.37508888246734484,0.44673318536035567
25.0,0.4079098711180582,0.37799391036208135,0.4422156132826198
26.0,0.39916638136011134,0.3754804658367277,0.43474994114934523
27.0,0.41293485330221585,0.36538337900102563,0.44956076063951445
28.0,0.41666396518640986,0.3779075140947041,0.45601654510435413
29.0,0.42354410964326356,0.3790167420254136,0.46340024724050727
30.0,0.4186209950563061,0.38481986623337827,0.45596306084780996
31.0,0.43160554310231936,0.3823179619246899,0.4712842676896633
32.0,0.4304324634197933,0.39274333962500035,0.4712536306075294
33.0,0.4161381982659793,0.3903296476243433,0.45498317757009343
34.0,0.40889237300259557,0.37772868946020594,0.4498042337211454
35.0,0.4124133042936793,0.36846733631880935,0.45473823303693534
36.0,0.40847919464577065,0.3705404541458792,0.44982187586974676
37.0,0.4125615101702786,0.3673853865816818,0.45169330535742347
38.0,0.41328976913664905,0.37346280991735537,0.4567288209772149
39.0,0.40414619929557904,0.3702486241086151,0.4454588338315511
40.0,0.38583168625819203,0.3627737035780463,0.4255359739947623
41.0,0.3827900903258018,0.3461539413837244,0.4208772265849454
42.0,0.3812061223926465,0.344505518306917,0.4180417335473515
43.0,0.37359228760883584,0.34413795331407315,0.4090390092174971
44.0,0.3691736935845041,0.3378392391071732,0.4024542223847442
45.0,0.38477709415073974,0.3355772045875958,0.41711572815452075
46.0,0.39071796905989686,0.35196159632913643,0.4226063451415564
47.0,0.3829435620001084,0.35845653991469906,0.4115134985703027
48.0,0.3838801764337874,0.35378850081054336,0.4104475281331654
49.0,0.3689970040713902,0.35677415243436145,0.3952565249602248
50.0,0.36311547904448077,0.342098988386872,0.38739738862974354
51.0,0.3615268660645246,0.338177307442093,0.3837475391460407
52.0,0.34837558560992643,0.338563086334831,0.3701886420468376
53.0,0.3468547269836563,0.3259608546810657,0.36758240208267007
54.0,0.33891822725569626,0.32550247110129543,0.3568420383481529
55.0,0.356451917117991,0.3203830043366346,0.3722750363609536
56.0,0.35920506460860174,0.33989612165455485,0.3744897714829336
57.0,0.34395963390268364,0.34310596263379467,0.35826061489513233
58.0,0.3324744852515257,0.32881729422930545,0.34575295278971924
59.0,0.32877429170517686,0.31836915426274737,0.3409493925081089
60.0,0.32555811977427535,0.31580751028086007,0.33250479230094176
61.0,0.3081257532241531,0.31808848531175454,0.3153670833963677
62.0,0.29433839082517366,0.30032436303009574,0.30173571859459514
63.0,0.2894903250284558,0.2863468210308409,0.2943777425173531
64.0,0.2794825544419834,0.28418225295821453,0.2827106603778534
65.0,0.2822788570242023,0.2759502609234797,0.2859295926550704
66.0,0.272184629331481,0.27830106243860697,0.27251767771793156
67.0,0.2601104523143944,0.27181791196150945,0.2600176886625845
68.0,0.24547721761768448,0.26020990011154266,0.24308749770837382
69.0,0.2423934652951854,0.24813158958492262,0.2403013532487257
70.0,0.23563790050068237,0.24472806637850625,0.2314957447757708
71.0,0.24369021658768522,0.2403111103215912,0.2378418693134375
72.0,0.24946631663423208,0.25031851425351287,0.24173511126542038
73.0,0.31572720615507516,0.2583619164136063,0.30350799132713235
74.0,0.2922512985054778,0.3299926204738563,0.27865444776696613
75.0,0.24990954046556507,0.3083712342954924,0.23485301085680146
76.0,0.2350186940769293,0.268228492175555,0.2205648369132856
77.0,0.2379018063193798,0.2528932038834951,0.22263824481275482
78.0,0.21407890237958402,0.2572008077658896,0.19963914996901466
79.0,0.21272458390675253,0.2327181068244313,0.1994795138109704
80.0,0.23335040931741285,0.23010588219781378,0.21869006267794236
81.0,0.2523492837133031,0.25320427236315085,0.23591414484736253
82.0,0.2573358375706862,0.2753189444250262,0.23979893300906857
83.0,0.2435526915487503,0.2830342577487765,0.22881611826126533
84.0,0.23835099939870505,0.2658440681556406,0.22668376618459907
85.0,0.25073753954863554,0.25689570875173945,0.23932997977493128
86.0,0.25556864150750164,0.2696974139194771,0.2439543343476172
87.0,0.25854673873639017,0.2761489296946333,0.2507949822224448
88.0,0.2473504524594834,0.27298807010996956,0.2394043375420595
89.0,0.27955285922930007,0.26332868483158123,0.2734194929206454
90.0,0.2924584943973339,0.29273081004598517,0.2870637855327016
91.0,0.2948102131446038,0.3050805452292441,0.2918865967500288
92.0,0.3030551095158633,0.3021414328237436,0.30100157390184573
93.0,0.3141686294264203,0.3087071240105541,0.31443466927337893
94.0,0.3189275638376251,0.3133615245208413,0.3199067752719055
95.0,0.32178444760778824,0.31576949358438994,0.32676748817525514
96.0,0.33711009487407,0.304585973579637,0.3403943224470426
97.0,0.34027237354085604,0.324677445696554,0.34332145230471817
98.0,0.34960137098576854,0.3276765660094834,0.35567388909291225
99.0,,0.32344800316330563,
