dt_TERAPIAINTENSIVA,terapia intensiva,deceduti,deceduti/terapia intensiva 35gg
2021-11-16,33,15.0,0.458980044345898
2021-11-17,45,20.0,0.455137481910275
2021-11-18,40,22.0,0.45179856115107914
2021-11-19,40,13.0,0.45058742225293713
2021-11-20,39,20.0,0.44745762711864406
2021-11-21,38,13.0,0.44289508632138114
2021-11-22,51,22.0,0.43896103896103894
2021-11-23,43,21.0,0.4378585086042065
2021-11-24,52,24.0,0.4360428481411468
2021-11-25,47,20.0,0.43537414965986393
2021-11-26,46,22.0,0.43922984356197353
2021-11-27,41,12.0,0.43335290663534937
2021-11-28,51,22.0,0.43443557582668185
2021-11-29,54,24.0,0.4346846846846847
2021-11-30,47,20.0,0.43817787418655096
2021-12-01,56,27.0,0.43907675791733763
2021-12-02,50,21.0,0.4365750528541226
2021-12-03,52,30.0,0.4382780082987552
2021-12-04,51,20.0,0.4410723318158826
2021-12-05,41,15.0,0.445993031358885
2021-12-06,85,36.0,0.447870778267254
2021-12-07,60,23.0,0.45467557251908397
2021-12-08,57,21.0,0.45016378100140386
2021-12-09,68,26.0,0.4535893918609968
2021-12-10,60,27.0,0.4532438478747204
2021-12-11,53,22.0,0.45303626037570993
2021-12-12,61,27.0,0.44899701237729406
2021-12-13,78,38.0,0.4519109617807644
2021-12-14,67,22.0,0.45129469790382243
2021-12-15,80,36.0,0.45480340494527766
2021-12-16,58,23.0,0.4555599840573934
2021-12-17,91,44.0,0.45846273291925466
2021-12-18,51,27.0,0.4598870056497175
2021-12-19,68,30.0,0.45724770642201834
2021-12-20,74,40.0,0.4598487576521426
2021-12-21,82,42.0,0.45808488249736934
2021-12-22,77,44.0,0.45864920744314264
2021-12-23,74,41.0,0.4633490248823134
2021-12-24,93,51.0,0.4671750663129973
2021-12-25,80,29.0,0.4694408322496749
2021-12-26,88,43.0,0.470662860767523
2021-12-27,99,43.0,0.4718397997496871
2021-12-28,97,45.0,0.47015384615384614
2021-12-29,106,39.0,0.47238152731663147
2021-12-30,85,44.0,0.474094040131776
2021-12-31,98,44.0,0.47624633431085045
2022-01-01,75,36.0,0.48001158748551565
2022-01-02,93,43.0,0.482729089351984
2022-01-03,121,62.0,0.48564997186268993
2022-01-04,126,60.0,0.487085906793936
2022-01-05,126,52.0,0.4866962305986696
2022-01-06,102,52.0,0.4861878453038674
2022-01-07,126,59.0,0.48410087719298245
2022-01-08,102,45.0,0.4839061647572286
2022-01-09,113,62.0,0.4826370048833424
2022-01-10,127,67.0,0.47908232118758437
2022-01-11,120,58.0,0.4769189479334407
2022-01-12,134,61.0,0.4807744017208927
2022-01-13,111,50.0,0.4805510534846029
2022-01-14,114,47.0,0.4807692307692308
2022-01-15,116,59.0,0.4812398042414356
2022-01-16,87,45.0,0.4859097127222982
2022-01-17,149,79.0,0.4861908668307356
2022-01-18,109,55.0,0.48930334613274823
2022-01-19,131,70.0,0.4905608755129959
2022-01-20,109,58.0,0.49186206896551726
2022-01-21,99,53.0,0.4921962095875139
2022-01-22,97,48.0,0.49211711711711714
2022-01-23,80,34.0,0.49514008004574045
2022-01-24,102,46.0,0.49394812680115274
2022-01-25,100,50.0,0.4942460902921216
2022-01-26,97,49.0,0.4948826008428657
2022-01-27,93,37.0,0.4944649446494465
2022-01-28,114,53.0,0.4938890629896584
2022-01-29,73,40.0,0.49295774647887325
2022-01-30,71,34.0,0.4949130292090581
2022-01-31,89,39.0,0.49631120053655264
2022-02-01,83,40.0,0.49880013712718546
2022-02-02,83,45.0,0.49631966351209256
2022-02-03,87,46.0,0.49431009957325744
2022-02-04,87,50.0,0.4910091743119266
2022-02-05,84,45.0,0.48928974069898534
2022-02-06,63,33.0,0.48558067030397506
2022-02-07,84,45.0,0.48542914171656687
2022-02-08,90,42.0,0.4828009828009828
2022-02-09,72,36.0,0.48166877370417194
2022-02-10,74,34.0,0.4834550923936399
2022-02-11,45,20.0,0.48428508189464364
2022-02-12,35,14.0,0.48475193445607645
2022-02-13,43,26.0,0.4834034595605423
2022-02-14,66,35.0,0.48802681992337166
2022-02-15,53,22.0,0.4883142715067131
2022-02-16,57,29.0,0.48756976154236426
2022-02-17,46,22.0,0.48757763975155277
2022-02-18,49,22.0,0.49070631970260226
2022-02-19,52,20.0,0.49077090119435396
2022-02-20,46,19.0,0.4858254585881045
2022-02-21,62,27.0,0.48303622771707877
2022-02-22,45,19.0,0.47604967474866944
2022-02-23,36,14.0,0.473780487804878
2022-02-24,48,28.0,0.469630557294928
2022-02-25,36,16.0,0.46601941747572817
2022-02-26,28,12.0,0.463973063973064
2022-02-27,34,16.0,0.46106133700895935
2022-02-28,34,15.0,0.45441696113074204
2022-03-01,38,21.0,0.45641389085754785
2022-03-02,39,18.0,0.45693950177935944
2022-03-03,42,22.0,0.4557235421166307
2022-03-04,37,16.0,0.4472913616398243
2022-03-05,33,19.0,0.4484536082474227
2022-03-06,32,15.0,0.4468726450640543
2022-03-07,40,21.0,0.44469525959367945
2022-03-08,42,20.0,0.4463061690784463
2022-03-09,40,15.0,0.44930875576036866
2022-03-10,27,12.0,0.4517374517374517
2022-03-11,39,15.0,0.44583987441130296
2022-03-12,33,17.0,0.44191522762951335
2022-03-13,20,6.0,0.4433150899139953
2022-03-14,32,15.0,0.43434343434343436
2022-03-15,30,11.0,0.43310131477184843
2022-03-16,38,16.0,0.43287037037037035
2022-03-17,38,8.0,0.4321179208688906
2022-03-18,41,21.0,0.42879256965944273
2022-03-19,29,12.0,0.42340261739799845
2022-03-20,27,17.0,0.42275172943889316
2022-03-21,43,13.0,0.41307692307692306
2022-03-22,45,20.0,0.4102760736196319
2022-03-23,26,13.0,0.4059861857252494
2022-03-24,48,20.0,0.40479876160990713
2022-03-25,33,17.0,0.40692307692307694
2022-03-26,41,19.0,0.4055512721665382
2022-03-27,39,19.0,0.406858924395947
2022-03-28,41,10.0,0.4037122969837587
2022-03-29,45,14.0,0.4031128404669261
2022-03-30,41,18.0,0.4048174048174048
2022-03-31,56,20.0,0.4063222821896685
2022-04-01,42,17.0,0.4037122969837587
2022-04-02,31,13.0,0.40076335877862596
2022-04-03,27,12.0,0.3970814132104455
2022-04-04,37,12.0,0.4001530221882173
2022-04-05,45,17.0,0.39663093415007655
2022-04-06,41,18.0,0.39509954058192953
2022-04-07,41,9.0,0.39180834621329214
2022-04-08,41,14.0,0.39593114241001565
2022-04-09,32,13.0,0.3923444976076555
2022-04-10,21,9.0,0.39106145251396646
2022-04-11,48,27.0,0.38704453441295544
2022-04-12,39,17.0,0.3834281072298944
2022-04-13,26,11.0,0.3816982687551525
2022-04-14,37,12.0,0.3795986622073579
2022-04-15,31,11.0,0.3880851063829787
2022-04-16,35,20.0,0.38850771869639794
2022-04-17,30,12.0,0.38648180242634317
2022-04-18,28,10.0,0.38957597173144876
2022-04-19,47,14.0,0.38613861386138615
2022-04-20,30,8.0,0.3860127157129882
2022-04-21,43,14.0,0.38426349496797807
2022-04-22,40,16.0,0.3848987108655617
2022-04-23,29,10.0,0.3836003770028275
2022-04-24,15,8.0,0.3797348484848485
2022-04-25,27,12.0,0.38409961685823757
2022-04-26,21,6.0,0.3839458413926499
2022-04-27,25,11.0,0.3837095191364082
2022-04-28,30,8.0,0.380859375
2022-04-29,29,11.0,0.37162837162837165
2022-04-30,23,10.0,0.3665987780040733
2022-05-01,22,10.0,0.36289500509684
2022-05-02,20,12.0,0.36231884057971014
2022-05-03,36,11.0,0.3594566353187043
2022-05-04,29,11.0,0.3518716577540107
2022-05-05,34,15.0,0.3500545256270447
2022-05-06,21,5.0,0.3469613259668508
2022-05-07,21,9.0,0.34698521046643915
2022-05-08,19,7.0,0.35185185185185186
2022-05-09,30,10.0,0.3492822966507177
2022-05-10,20,6.0,0.34686346863468637
2022-05-11,36,12.0,0.34210526315789475
2022-05-12,29,9.0,0.3379746835443038
2022-05-13,31,10.0,0.334610472541507
2022-05-14,17,7.0,0.33762886597938147
2022-05-15,26,8.0,0.3359477124183007
2022-05-16,25,9.0,0.33781965006729475
2022-05-17,20,5.0,0.3342503438789546
2022-05-18,25,7.0,0.33053221288515405
2022-05-19,22,6.0,0.32711621233859395
2022-05-20,22,5.0,0.3166189111747851
2022-05-21,13,5.0,0.32456140350877194
2022-05-22,12,4.0,0.3213751868460389
2022-05-23,16,3.0,0.312210200927357
2022-05-24,21,5.0,0.3130841121495327
2022-05-25,15,7.0,0.3102362204724409
2022-05-26,15,2.0,0.3076923076923077
2022-05-27,17,6.0,0.3055555555555556
2022-05-28,14,1.0,0.3051948051948052
2022-05-29,7,2.0,0.30082644628099175
2022-05-30,20,7.0,0.2981260647359455
2022-05-31,14,6.0,0.29772329246935203
2022-06-01,14,6.0,0.29094076655052264
2022-06-02,8,2.0,0.2905525846702317
2022-06-03,13,3.0,0.2844364937388193
2022-06-04,10,3.0,0.2826475849731664
2022-06-05,5,2.0,0.27486437613019893
2022-06-06,21,5.0,0.2781818181818182
2022-06-07,22,12.0,0.2818181818181818
2022-06-08,14,4.0,0.2764811490125673
2022-06-09,12,2.0,0.26868327402135234
2022-06-10,16,4.0,0.2607944732297064
2022-06-11,14,5.0,0.26475548060708265
2022-06-12,8,2.0,0.25573770491803277
2022-06-13,18,5.0,0.25961538461538464
2022-06-14,24,7.0,0.2593167701863354
2022-06-15,25,6.0,0.26595744680851063
2022-06-16,11,2.0,0.2650957290132548
2022-06-17,15,5.0,0.26676176890156916
2022-06-18,20,4.0,0.2594142259414226
2022-06-19,13,4.0,0.25725593667546176
2022-06-20,23,5.0,0.2550761421319797
2022-06-21,20,4.0,0.25339925834363414
2022-06-22,19,1.0,0.2536057692307692
2022-06-23,19,7.0,0.2479627473806752
2022-06-24,22,7.0,0.2395005675368899
2022-06-25,20,4.0,0.23059866962305986
2022-06-26,17,1.0,0.2280130293159609
2022-06-27,33,3.0,0.22421052631578947
2022-06-28,35,11.0,0.22095435684647302
2022-06-29,32,6.0,0.2161060142711519
2022-06-30,29,8.0,0.2150753768844221
2022-07-01,37,11.0,0.21068249258160238
2022-07-02,28,9.0,0.20717131474103587
2022-07-03,28,7.0,0.20418326693227093
2022-07-04,42,14.0,0.19960861056751467
2022-07-05,30,5.0,0.1962890625
2022-07-06,55,15.0,
2022-07-07,38,8.0,
2022-07-08,34,7.0,
2022-07-09,33,9.0,
2022-07-10,32,4.0,
2022-07-11,43,3.0,
2022-07-12,43,9.0,
2022-07-13,33,6.0,
2022-07-14,41,5.0,
2022-07-15,30,4.0,
2022-07-16,31,4.0,
2022-07-17,22,4.0,
2022-07-18,34,4.0,
2022-07-19,17,2.0,
2022-07-20,25,3.0,
2022-07-21,29,1.0,
2022-07-22,17,2.0,
2022-07-23,6,,
2022-07-24,3,,
