data,rt_positivi,rt_positivi_err68perc,rt_sintomatici,rt_sintomatici_err68perc
2020-12-02,0.6941158803891432,0.06499693251981671,0.6920270150632346,0.0652888108733181
2020-12-03,0.6850281961107451,0.06611834271780606,0.6835824649022234,0.06631656974046164
2020-12-04,0.682459970446075,0.06644485766550379,0.6815051077456842,0.06657930630274866
2020-12-05,0.685495615878191,0.06603233711403686,0.6850121036386909,0.06610530163924387
2020-12-06,0.6808687711004403,0.06667993236604149,0.6810780129159258,0.0666531942218312
2020-12-07,0.6684596731288726,0.0684505677581918,0.669407449795084,0.06832328189584295
2020-12-08,0.6543524167828721,0.07033114955872712,0.6560397336180154,0.07012355351204752
2020-12-09,0.6430558596549779,0.07166121966459076,0.6453257979033493,0.07140082195462161
2020-12-10,0.6454244047506924,0.0714318144955009,0.648329586802813,0.07110354348081388
2020-12-11,0.6535647533555712,0.07073745507093936,0.6574211809370453,0.07031995183779703
2020-12-12,0.6686974574467351,0.0693948604390906,0.673111103679789,0.06890645133593963
2020-12-13,0.6811127172077958,0.06818850931194856,0.6855813952086951,0.06767426316234884
2020-12-14,0.6918667339679455,0.06701494822983768,0.6964525604967545,0.06647200744221596
2020-12-15,0.7120224640954212,0.06440350343819536,0.7169049884499472,0.0637732738191856
2020-12-16,0.7320572991186732,0.061545813926382816,0.7371146606798917,0.060848182677477616
2020-12-17,0.7586594764698523,0.057639432841612694,0.7645021890561872,0.05677952058790065
2020-12-18,0.7890472325340862,0.05236248006239182,0.7955369406104174,0.05135753771990935
2020-12-19,0.8283960739897287,0.04458372575343318,0.8353355040848784,0.04341904265255511
2020-12-20,0.8743097858072175,0.036124336598398546,0.8810738527632319,0.034809257055435736
2020-12-21,0.9136305108891396,0.03045001237510719,0.9202181884763501,0.029207673796360585
2020-12-22,0.9458195013987205,0.028010627422447545,0.9519188902927781,0.02706207935295275
2020-12-23,0.9661417429788901,0.027074556498918913,0.9717888987410882,0.02640155790363303
2020-12-24,0.97894477442933,0.025022232254636886,0.9839932973720118,0.02460500329075292
2020-12-25,0.9932073590555003,0.02231298271054178,0.9979856216066595,0.022031599673916016
2020-12-26,1.0104176197903343,0.019193669748887383,1.0149762470873507,0.01918316692881102
2020-12-27,1.0254398511849714,0.018318813596751124,1.0297997614419805,0.01870042624728243
2020-12-28,1.03222163753743,0.01882629765734911,1.0361903814085667,0.0193095142609827
2020-12-29,1.0282865635905136,0.01853386174781755,1.031182187629704,0.01886475881374197
2020-12-30,1.0116575365931386,0.017230451320454664,1.0137875983239604,0.017223701314042824
2020-12-31,0.9867532729403158,0.018514576802248675,0.9884242482911831,0.01838702560415672
2021-01-01,0.9581678026765464,0.01958911302275284,0.959628186572532,0.019504595510182826
2021-01-02,0.9295321709364521,0.022890870474686565,0.9306227520722243,0.022938004532299997
2021-01-03,0.9074244550032337,0.027730876599918568,0.9080804247493149,0.027725599080928028
2021-01-04,0.8915409835251714,0.03134202291432703,0.8919660917305582,0.03133749439782683
2021-01-05,0.8810666673306413,0.03385387722664387,0.8811815689120784,0.03389310871749218
2021-01-06,0.8788713344759568,0.03425722003156237,0.8785583951056135,0.0343737445893881
2021-01-07,0.8752258572241992,0.03461331831705705,0.874586396346391,0.034765448421487856
2021-01-08,0.8755642797648616,0.034584807431517865,0.874490568358888,0.03477336646949476
2021-01-09,0.8755485002152268,0.03458684156905251,0.8739777991226757,0.03483999272785995
2021-01-10,0.8820959326946893,0.03341669230260033,0.8802245549137089,0.03369674923191938
2021-01-11,0.8950546219755258,0.030494481176892175,0.8927360567598931,0.030823340115284217
2021-01-12,0.9080476055013685,0.027205412342508093,0.9047930249623646,0.02775444876867675
2021-01-13,0.9249788270743788,0.022931925984926264,0.9211097082674202,0.02359349458338827
2021-01-14,0.9460507421846928,0.01962196792381475,0.9413515551053321,0.02028064562267501
2021-01-15,0.966224115439744,0.015451612153830192,0.9605425597504637,0.016189180270395873
2021-01-16,0.984439176732246,0.012374925054714252,0.9778217603556955,0.013142269801778591
2021-01-17,0.991734100372051,0.011526258803154523,0.9845461885671069,0.0121415823743203
