data,0-5 anni,6-12 anni,13-19 anni,20-29 anni,30-39 anni,40-49 anni,50-59 anni,60-69 anni,70-79 anni,80-89 anni,≥90 anni
2021-01-24,11.714285714285714,24.714285714285715,35.0,61.0,57.857142857142854,79.0,85.0,53.0,42.0,33.142857142857146,18.0
2021-01-25,11.857142857142858,26.857142857142858,32.42857142857143,60.142857142857146,60.42857142857143,80.71428571428571,84.57142857142857,52.57142857142857,38.714285714285715,33.142857142857146,17.142857142857142
2021-01-26,12.285714285714286,26.285714285714285,31.714285714285715,61.142857142857146,64.14285714285714,81.28571428571429,84.42857142857143,53.285714285714285,37.285714285714285,34.285714285714285,15.285714285714286
2021-01-27,12.142857142857142,27.428571428571427,32.57142857142857,59.857142857142854,63.714285714285715,82.0,85.28571428571429,52.57142857142857,35.57142857142857,34.57142857142857,14.285714285714286
2021-01-28,11.571428571428571,26.714285714285715,32.57142857142857,59.0,62.57142857142857,83.42857142857143,84.57142857142857,53.42857142857143,35.714285714285715,35.142857142857146,14.142857142857142
2021-01-29,12.142857142857142,28.857142857142858,32.57142857142857,57.142857142857146,63.42857142857143,83.57142857142857,85.14285714285714,55.42857142857143,34.142857142857146,32.857142857142854,10.142857142857142
2021-01-30,12.0,28.714285714285715,30.428571428571427,54.857142857142854,62.857142857142854,82.14285714285714,85.85714285714286,53.285714285714285,33.142857142857146,27.857142857142858,7.428571428571429
2021-01-31,11.714285714285714,31.285714285714285,29.428571428571427,56.42857142857143,62.714285714285715,79.71428571428571,84.14285714285714,53.42857142857143,32.285714285714285,25.285714285714285,7.285714285714286
2021-02-01,12.285714285714286,30.428571428571427,29.142857142857142,56.857142857142854,64.0,79.14285714285714,83.42857142857143,54.57142857142857,34.42857142857143,24.857142857142858,6.428571428571429
2021-02-02,12.142857142857142,32.0,30.857142857142858,54.714285714285715,61.714285714285715,76.71428571428571,82.0,54.142857142857146,34.0,23.571428571428573,6.571428571428571
2021-02-03,12.285714285714286,32.285714285714285,31.285714285714285,54.0,61.57142857142857,74.14285714285714,81.14285714285714,54.857142857142854,34.857142857142854,22.714285714285715,6.428571428571429
