data,tutti,maschi,femmine
0,691,386,305
1,176,109,67
2,90,60,30
3,79,45,34
4,55,29,26
5,49,29,20
6,44,27,17
7,47,30,17
8,55,29,26
9,47,21,26
10,45,29,16
11,59,30,29
12,49,20,29
13,64,40,24
14,40,25,15
15,58,29,29
16,52,26,26
17,66,26,40
18,75,40,35
19,76,40,36
20,76,34,42
21,92,42,50
22,104,38,66
23,120,45,75
24,138,59,79
25,149,55,94
26,170,58,112
27,166,63,103
28,188,50,138
29,198,68,130
30,209,60,149
31,245,79,166
32,206,69,137
33,204,71,133
34,208,87,121
35,193,68,125
36,202,77,125
37,191,77,114
38,183,86,97
39,190,90,100
40,180,99,81
41,183,97,86
42,196,111,85
43,199,103,96
44,215,134,81
45,255,157,98
46,265,164,101
47,299,175,124
48,298,181,117
49,322,189,133
50,328,207,121
51,336,212,124
52,366,210,156
53,389,223,166
54,397,249,148
55,454,298,156
56,456,298,158
57,488,320,168
58,498,320,178
59,501,308,193
60,537,350,187
61,536,329,207
62,519,343,176
63,522,331,191
64,550,357,193
65,570,379,191
66,593,394,199
67,578,374,204
68,543,336,207
69,587,364,223
70,593,370,223
71,636,412,224
72,674,416,258
73,710,447,263
74,745,459,286
75,739,444,295
76,619,383,236
77,583,343,240
78,641,368,273
79,635,357,278
80,567,303,264
81,649,344,305
82,585,318,267
83,590,313,277
84,468,236,232
85,493,216,277
86,452,214,238
87,414,178,236
88,385,189,196
89,325,142,183
90,256,128,128
91,175,79,96
92,186,84,102
93,117,43,74
94,92,26,66
95,55,18,37
96,42,15,27
97,25,13,12
98,15,3,12
99,18,5,13
100,8,2,6
101,3,0,3
102,2,1,1
