dt_PRELIEVO,positivi,ricoveri,ricoveri/positivi 7gg
2020-02-27,1,1,
2020-02-28,0,0,
2020-02-29,5,0,
2020-03-01,7,2,
2020-03-02,4,2,
2020-03-03,6,3,0.2991496598639456
2020-03-04,10,1,0.3573507180650038
2020-03-05,8,1,0.3604904354904355
2020-03-06,12,7,0.3604904354904355
2020-03-07,27,11,0.3429702198570123
2020-03-08,39,12,0.375559505571298
2020-03-09,26,13,0.4121241314216381
2020-03-10,53,20,0.37482254412005084
2020-03-11,64,21,0.37482254412005084
2020-03-12,42,16,0.3993188811163878
2020-03-13,90,29,0.3943927727420036
2020-03-14,54,22,0.38147820576673114
2020-03-15,48,23,0.40331929979928083
2020-03-16,58,27,0.42253523359547973
2020-03-17,115,33,0.45686063042087655
2020-03-18,79,38,0.4318821635819446
2020-03-19,97,50,0.4210738929052528
2020-03-20,64,36,0.39560486450152155
2020-03-21,86,20,0.39603964711021716
2020-03-22,57,23,0.36683723088921766
2020-03-23,94,27,0.3413198291374155
2020-03-24,100,29,0.29590616007266723
2020-03-25,94,26,0.29487672766426337
2020-03-26,95,32,0.2616228612910132
2020-03-27,139,34,0.2532424878650471
2020-03-28,71,16,0.23912484080622357
2020-03-29,41,7,0.22986326383500952
2020-03-30,70,16,0.20436201070217744
2020-03-31,68,13,0.18846615595740182
2020-04-01,85,18,0.1842842014854722
2020-04-02,120,19,0.19254701880752298
2020-04-03,45,6,0.18959692788006288
2020-04-04,51,10,0.19876016764405358
2020-04-05,35,8,0.18891623006902356
2020-04-06,101,21,0.18058289673569025
2020-04-07,47,12,0.19504497786443806
2020-04-08,42,6,0.192674799023671
2020-04-09,50,5,0.18553194188081384
2020-04-10,81,19,0.16814424251974475
2020-04-11,39,7,0.16024150695743472
2020-04-12,28,5,0.15487093767709098
2020-04-13,58,5,0.15357223637838965
2020-04-14,70,14,0.1359355520750387
2020-04-15,57,6,0.1200347861742728
2020-04-16,44,4,0.11833410590216396
2020-04-17,45,5,0.1381616921090605
2020-04-18,44,3,0.14768550163287003
2020-04-19,24,4,0.18233734864169643
2020-04-20,40,9,0.19077890708325487
2020-04-21,15,4,0.19531405447554512
2020-04-22,23,8,0.24906585822734886
2020-04-23,20,3,0.2570023661638568
2020-04-24,28,4,0.2724785566400473
2020-04-25,18,8,0.26035734451883513
2020-04-26,9,2,0.2626159554730983
2020-04-27,15,5,0.24768089053803335
2020-04-28,11,2,0.29870129870129863
2020-04-29,11,4,0.32092352092352083
2020-04-30,22,1,0.2891774891774891
2020-05-01,2,1,0.2987012987012986
2020-05-02,5,3,0.31354359925788483
2020-05-03,2,0,0.28540507111935665
2020-05-04,5,2,0.3338566195709051
2020-05-05,14,4,0.3005232862375718
2020-05-06,6,1,0.26242804814233367
2020-05-07,13,5,0.26242804814233367
2020-05-08,15,4,0.22909471480900034
2020-05-09,9,3,0.22399267399267384
2020-05-10,1,0,0.29542124542124526
2020-05-11,12,2,0.26088435374149643
2020-05-12,8,2,0.2487631416202843
2020-05-13,9,6,0.2011440940012367
2020-05-14,7,1,0.2725726654298081
2020-05-15,11,2,0.2487631416202843
2020-05-16,6,0,0.2487631416202843
2020-05-17,2,1,0.15352504638218908
2020-05-18,6,0,0.2045454545454544
2020-05-19,8,2,0.1785714285714284
2020-05-20,7,0,0.24999999999999983
