data,0-9 anni,10-19 anni,20-29 anni,30-39 anni,40-49 anni,50-59 anni,60-69 anni,70-79 anni,80-89 anni,≥90 anni
2020-09-22,0.7142857142857143,0.7142857142857143,3.142857142857143,4.714285714285714,3.4285714285714284,5.571428571428571,4.857142857142857,1.7142857142857142,1.8571428571428572,0.2857142857142857
2020-09-23,0.7142857142857143,1.0,3.2857142857142856,5.142857142857143,3.142857142857143,6.142857142857143,4.571428571428571,2.0,1.7142857142857142,0.14285714285714285
2020-09-24,1.0,1.1428571428571428,2.857142857142857,4.714285714285714,2.5714285714285716,5.714285714285714,4.142857142857143,2.142857142857143,1.4285714285714286,0.14285714285714285
2020-09-25,1.0,1.4285714285714286,3.0,5.285714285714286,2.7142857142857144,5.857142857142857,4.571428571428571,2.5714285714285716,1.1428571428571428,0.2857142857142857
2020-09-26,1.4285714285714286,1.7142857142857142,2.2857142857142856,5.285714285714286,3.142857142857143,4.857142857142857,4.285714285714286,2.857142857142857,1.0,0.2857142857142857
2020-09-27,2.0,1.8571428571428572,2.7142857142857144,7.571428571428571,4.714285714285714,6.714285714285714,6.428571428571429,3.4285714285714284,1.8571428571428572,0.42857142857142855
2020-09-28,1.8571428571428572,2.2857142857142856,3.7142857142857144,7.142857142857143,6.428571428571429,7.142857142857143,6.142857142857143,3.5714285714285716,2.142857142857143,0.42857142857142855
2020-09-29,1.7142857142857142,2.5714285714285716,3.7142857142857144,7.285714285714286,8.428571428571429,9.571428571428571,6.714285714285714,4.142857142857143,3.0,0.7142857142857143
2020-09-30,2.0,2.7142857142857144,4.571428571428571,8.714285714285714,8.714285714285714,10.428571428571429,8.285714285714286,4.714285714285714,3.4285714285714284,0.8571428571428571
2020-10-01,2.7142857142857144,3.2857142857142856,6.142857142857143,10.571428571428571,10.428571428571429,12.857142857142858,9.714285714285714,4.714285714285714,4.0,1.7142857142857142
2020-10-02,3.2857142857142856,3.142857142857143,7.142857142857143,11.571428571428571,11.857142857142858,14.142857142857142,10.571428571428571,6.285714285714286,4.571428571428571,1.5714285714285714
2020-10-03,3.0,4.0,9.285714285714286,12.714285714285714,13.714285714285714,16.857142857142858,11.571428571428571,7.714285714285714,4.571428571428571,1.8571428571428572
2020-10-04,3.0,4.285714285714286,9.857142857142858,13.142857142857142,14.428571428571429,17.0,11.0,7.571428571428571,4.285714285714286,2.0
2020-10-05,3.7142857142857144,4.142857142857143,10.857142857142858,14.285714285714286,15.0,18.714285714285715,12.142857142857142,8.142857142857142,4.0,2.142857142857143
2020-10-06,3.857142857142857,4.857142857142857,12.0,14.285714285714286,15.0,18.0,13.285714285714286,8.857142857142858,3.5714285714285716,2.4285714285714284
2020-10-07,3.7142857142857144,5.142857142857143,12.571428571428571,13.857142857142858,16.142857142857142,18.285714285714285,13.285714285714286,9.285714285714286,4.142857142857143,3.142857142857143
2020-10-08,3.7142857142857144,5.857142857142857,13.285714285714286,14.857142857142858,19.428571428571427,20.142857142857142,14.142857142857142,11.0,4.142857142857143,2.4285714285714284
2020-10-09,3.5714285714285716,7.857142857142857,16.285714285714285,16.428571428571427,21.285714285714285,20.857142857142858,15.0,10.142857142857142,4.0,3.142857142857143
2020-10-10,4.428571428571429,8.142857142857142,17.0,17.857142857142858,23.142857142857142,20.857142857142858,16.142857142857142,10.428571428571429,5.0,3.142857142857143
2020-10-11,5.428571428571429,8.285714285714286,19.857142857142858,18.285714285714285,25.142857142857142,23.428571428571427,18.142857142857142,12.0,6.0,3.0
2020-10-12,5.571428571428571,10.0,21.857142857142858,19.285714285714285,26.428571428571427,24.428571428571427,19.571428571428573,12.571428571428571,6.857142857142857,3.0
2020-10-13,5.714285714285714,10.428571428571429,23.142857142857142,22.285714285714285,28.285714285714285,27.571428571428573,20.428571428571427,14.428571428571429,7.571428571428571,3.4285714285714284
2020-10-14,6.571428571428571,11.428571428571429,25.142857142857142,23.714285714285715,32.142857142857146,30.857142857142858,22.714285714285715,16.285714285714285,8.142857142857142,3.0
2020-10-15,6.142857142857143,12.0,29.714285714285715,26.285714285714285,32.57142857142857,34.285714285714285,27.0,17.285714285714285,9.714285714285714,3.5714285714285716
2020-10-16,6.571428571428571,12.142857142857142,32.0,28.142857142857142,35.57142857142857,38.857142857142854,29.857142857142858,21.428571428571427,11.571428571428571,4.0
2020-10-17,6.857142857142857,15.714285714285714,32.857142857142854,31.142857142857142,36.285714285714285,41.857142857142854,31.857142857142858,23.142857142857142,12.285714285714286,4.428571428571429
2020-10-18,6.714285714285714,18.714285714285715,35.142857142857146,34.714285714285715,43.714285714285715,46.0,34.285714285714285,24.428571428571427,13.285714285714286,4.714285714285714
2020-10-19,6.571428571428571,19.714285714285715,36.57142857142857,36.0,47.714285714285715,49.714285714285715,38.142857142857146,27.285714285714285,14.857142857142858,5.285714285714286
2020-10-20,7.571428571428571,22.571428571428573,40.57142857142857,38.857142857142854,52.857142857142854,55.0,41.857142857142854,29.571428571428573,16.428571428571427,4.428571428571429
2020-10-21,7.857142857142857,26.142857142857142,42.0,43.0,55.714285714285715,60.285714285714285,46.714285714285715,30.714285714285715,18.428571428571427,5.428571428571429
2020-10-22,9.0,29.142857142857142,43.714285714285715,45.857142857142854,62.0,66.28571428571429,48.857142857142854,32.857142857142854,21.0,4.714285714285714
2020-10-23,9.0,31.428571428571427,44.57142857142857,47.42857142857143,62.714285714285715,68.71428571428571,51.714285714285715,33.285714285714285,22.714285714285715,4.0
2020-10-24,8.714285714285714,30.857142857142858,48.0,49.142857142857146,66.42857142857143,74.0,57.42857142857143,34.57142857142857,25.428571428571427,4.714285714285714
2020-10-25,9.142857142857142,31.142857142857142,48.42857142857143,50.42857142857143,66.14285714285714,77.57142857142857,58.714285714285715,38.0,27.428571428571427,5.142857142857143
2020-10-26,8.857142857142858,33.42857142857143,50.714285714285715,53.857142857142854,68.28571428571429,86.42857142857143,60.285714285714285,40.142857142857146,29.0,4.714285714285714
2020-10-27,8.285714285714286,33.285714285714285,49.285714285714285,53.857142857142854,68.0,86.57142857142857,60.142857142857146,40.0,29.571428571428573,5.571428571428571
2020-10-28,9.571428571428571,35.142857142857146,58.0,62.714285714285715,79.57142857142857,101.57142857142857,69.14285714285714,49.142857142857146,32.42857142857143,6.285714285714286
2020-10-29,8.714285714285714,35.0,59.285714285714285,67.0,80.0,104.42857142857143,72.57142857142857,53.857142857142854,32.857142857142854,8.0
2020-10-30,9.285714285714286,37.285714285714285,59.142857142857146,70.42857142857143,85.57142857142857,113.71428571428571,77.28571428571429,58.57142857142857,34.0,8.428571428571429
2020-10-31,10.0,39.142857142857146,59.42857142857143,70.71428571428571,88.57142857142857,117.28571428571429,78.57142857142857,62.57142857142857,36.142857142857146,7.571428571428571
2020-11-01,10.142857142857142,39.857142857142854,61.42857142857143,72.85714285714286,89.57142857142857,119.85714285714286,82.85714285714286,63.142857142857146,37.857142857142854,7.857142857142857
2020-11-02,11.285714285714286,37.714285714285715,64.14285714285714,76.28571428571429,94.57142857142857,120.28571428571429,85.0,65.28571428571429,40.42857142857143,8.714285714285714
2020-11-03,12.0,38.714285714285715,66.42857142857143,79.0,95.85714285714286,125.0,90.85714285714286,68.28571428571429,43.0,8.857142857142858
2020-11-04,11.142857142857142,35.285714285714285,59.142857142857146,72.28571428571429,88.71428571428571,112.85714285714286,84.85714285714286,63.857142857142854,42.714285714285715,8.428571428571429
2020-11-05,12.571428571428571,36.0,57.57142857142857,71.85714285714286,92.0,115.71428571428571,89.42857142857143,65.14285714285714,45.57142857142857,7.857142857142857
2020-11-06,13.428571428571429,34.857142857142854,60.857142857142854,73.71428571428571,94.0,115.85714285714286,91.28571428571429,65.85714285714286,48.285714285714285,8.285714285714286
2020-11-07,13.285714285714286,34.42857142857143,62.142857142857146,74.0,94.14285714285714,115.57142857142857,89.57142857142857,66.71428571428571,46.714285714285715,8.714285714285714
2020-11-08,13.0,34.57142857142857,60.0,75.42857142857143,93.71428571428571,114.57142857142857,91.28571428571429,69.28571428571429,47.57142857142857,9.0
2020-11-09,13.285714285714286,35.57142857142857,58.714285714285715,75.14285714285714,92.28571428571429,113.14285714285714,92.71428571428571,72.71428571428571,47.142857142857146,9.285714285714286
2020-11-10,13.0,34.857142857142854,59.142857142857146,74.42857142857143,93.0,113.42857142857143,90.71428571428571,73.0,46.857142857142854,9.857142857142858
