data,tutti,maschi,femmine
0.0,8,5.0,3
1.0,1,1.0,0
2.0,1,0.0,1
3.0,1,1.0,0
4.0,0,0.0,0
5.0,0,0.0,0
6.0,3,1.0,2
7.0,1,0.0,1
8.0,2,1.0,1
9.0,1,0.0,1
10.0,2,2.0,0
11.0,2,2.0,0
12.0,4,3.0,1
13.0,4,3.0,1
14.0,12,8.0,4
15.0,1,0.0,1
16.0,3,3.0,0
17.0,7,6.0,1
18.0,3,3.0,0
19.0,6,4.0,2
20.0,3,2.0,1
21.0,3,2.0,1
22.0,6,1.0,5
23.0,5,2.0,3
24.0,7,4.0,3
25.0,7,5.0,2
26.0,7,5.0,2
27.0,7,2.0,5
28.0,8,5.0,3
29.0,13,7.0,6
30.0,11,6.0,5
31.0,18,10.0,8
32.0,19,12.0,7
33.0,21,15.0,6
34.0,26,18.0,8
35.0,26,18.0,8
36.0,32,22.0,10
37.0,32,22.0,10
38.0,32,23.0,9
39.0,35,20.0,15
40.0,38,29.0,9
41.0,37,29.0,8
42.0,41,28.0,13
43.0,60,41.0,19
44.0,64,50.0,14
45.0,76,58.0,18
46.0,93,66.0,27
47.0,101,76.0,25
48.0,123,99.0,24
49.0,143,110.0,33
50.0,143,109.0,34
51.0,152,122.0,30
52.0,165,122.0,43
53.0,194,147.0,47
54.0,222,173.0,49
55.0,230,177.0,53
56.0,264,209.0,55
57.0,241,191.0,50
58.0,281,223.0,58
59.0,308,241.0,67
60.0,256,201.0,55
61.0,331,245.0,86
62.0,343,272.0,71
63.0,334,239.0,95
64.0,349,265.0,84
65.0,384,294.0,90
66.0,361,277.0,84
67.0,378,275.0,103
68.0,384,289.0,95
69.0,402,284.0,118
70.0,390,285.0,105
71.0,391,276.0,115
72.0,396,288.0,108
73.0,399,289.0,110
74.0,370,268.0,102
75.0,271,198.0,73
76.0,220,151.0,69
77.0,188,132.0,56
78.0,170,120.0,50
79.0,140,98.0,42
80.0,98,64.0,34
81.0,58,36.0,22
82.0,63,40.0,23
83.0,29,18.0,11
84.0,43,29.0,14
85.0,17,11.0,6
86.0,11,5.0,6
87.0,5,0.0,5
88.0,11,5.0,6
89.0,2,1.0,1
90.0,9,3.0,6
91.0,2,,2
92.0,3,,3
93.0,0,,0
94.0,0,,0
95.0,1,,1
