data,tutti,maschi,femmine
0.0,0,0.0,0
1.0,0,0.0,0
2.0,0,0.0,0
3.0,1,0.0,1
4.0,0,0.0,0
5.0,0,0.0,0
6.0,0,0.0,0
7.0,0,0.0,0
8.0,0,0.0,0
9.0,0,0.0,0
10.0,0,0.0,0
11.0,0,0.0,0
12.0,0,0.0,0
13.0,0,0.0,0
14.0,0,0.0,0
15.0,0,0.0,0
16.0,0,0.0,0
17.0,0,0.0,0
18.0,0,0.0,0
19.0,0,0.0,0
20.0,0,0.0,0
21.0,0,0.0,0
22.0,0,0.0,0
23.0,1,0.0,1
24.0,0,0.0,0
25.0,0,0.0,0
26.0,0,0.0,0
27.0,1,1.0,0
28.0,1,1.0,0
29.0,2,2.0,0
30.0,2,2.0,0
31.0,0,0.0,0
32.0,1,1.0,0
33.0,0,0.0,0
34.0,2,2.0,0
35.0,1,1.0,0
36.0,1,0.0,1
37.0,1,1.0,0
38.0,1,1.0,0
39.0,5,3.0,2
40.0,2,2.0,0
41.0,3,3.0,0
42.0,2,2.0,0
43.0,10,8.0,2
44.0,4,3.0,1
45.0,8,5.0,3
46.0,4,1.0,3
47.0,8,6.0,2
48.0,8,5.0,3
49.0,7,5.0,2
50.0,8,6.0,2
51.0,19,14.0,5
52.0,8,4.0,4
53.0,15,9.0,6
54.0,22,13.0,9
55.0,35,24.0,11
56.0,32,22.0,10
57.0,28,22.0,6
58.0,31,24.0,7
59.0,36,28.0,8
60.0,38,28.0,10
61.0,43,32.0,11
62.0,45,31.0,14
63.0,44,30.0,14
64.0,64,43.0,21
65.0,60,42.0,18
66.0,81,59.0,22
67.0,99,71.0,28
68.0,74,61.0,13
69.0,101,69.0,32
70.0,108,73.0,35
71.0,135,93.0,42
72.0,137,100.0,37
73.0,144,105.0,39
74.0,157,99.0,58
75.0,148,101.0,47
76.0,154,104.0,50
77.0,190,124.0,66
78.0,216,146.0,70
79.0,235,148.0,87
80.0,270,160.0,110
81.0,302,184.0,118
82.0,298,173.0,125
83.0,302,180.0,122
84.0,323,201.0,122
85.0,324,178.0,146
86.0,334,186.0,148
87.0,317,159.0,158
88.0,289,139.0,150
89.0,304,137.0,167
90.0,285,143.0,142
91.0,259,105.0,154
92.0,227,90.0,137
93.0,192,68.0,124
94.0,154,45.0,109
95.0,131,36.0,95
96.0,106,37.0,69
97.0,90,16.0,74
98.0,67,13.0,54
99.0,36,5.0,31
100.0,25,3.0,22
101.0,12,3.0,9
102.0,4,2.0,2
103.0,4,1.0,3
104.0,3,1.0,2
105.0,3,1.0,2
106.0,2,,2
107.0,1,,1
108.0,1,,1
