dt_PRELIEVO,positivi,deceduti,deceduti/positivi 7gg
2020-08-12,623,9.0,0.01018832973139858
2020-08-13,531,3.0,0.009060706735125339
2020-08-14,599,4.0,0.009388335704125178
2020-08-15,294,4.0,0.009573091849935317
2020-08-16,256,2.0,0.007073803348266918
2020-08-17,690,9.0,0.006455643481882549
2020-08-18,872,6.0,0.006182942353155119
2020-08-19,999,2.0,0.005355404089581304
2020-08-20,1092,4.0,0.006114338122898196
2020-08-21,1296,7.0,0.005528586839266451
2020-08-22,957,3.0,0.005949429846306396
2020-08-23,636,9.0,0.007246376811594203
2020-08-24,1564,10.0,0.008291316526610644
2020-08-25,1524,13.0,0.008878037953612252
2020-08-26,1487,16.0,0.00969803835133348
2020-08-27,1461,16.0,0.009718498659517426
2020-08-28,1382,13.0,0.010532341156267888
2020-08-29,1020,11.0,0.011555970584802148
2020-08-30,514,8.0,0.011613053071652538
2020-08-31,1347,15.0,0.012216203757058891
2020-09-01,1356,20.0,0.012708052181736392
2020-09-02,1531,17.0,0.013047842087654735
2020-09-03,1527,22.0,0.013379417995317203
2020-09-04,1597,20.0,0.013908662797064944
2020-09-05,1095,15.0,0.01406484861498819
2020-09-06,516,11.0,0.01507698887938409
2020-09-07,1509,22.0,0.015069510771516503
2020-09-08,1539,24.0,0.01489520161719332
2020-09-09,1569,27.0,0.01477728520160439
2020-09-10,1598,23.0,0.015263157894736841
2020-09-11,1573,18.0,0.014962854452233965
2020-09-12,1170,15.0,0.014861125345905503
2020-09-13,542,16.0,0.014528593508500772
2020-09-14,1566,20.0,0.014104660670482421
2020-09-15,1739,26.0,0.014261493966291014
2020-09-16,1517,23.0,0.015202369200394866
2020-09-17,1677,20.0,0.014922442568230904
2020-09-18,1816,23.0,0.014064430295543096
2020-09-19,1273,26.0,0.014363499812241833
2020-09-20,598,14.0,0.015221111411330271
2020-09-21,1903,16.0,0.015453903214411868
2020-09-22,1868,31.0,0.015704989154013017
2020-09-23,1968,39.0,0.015105999485022744
2020-09-24,1898,26.0,0.015247241175975066
2020-09-25,2017,29.0,0.016512549537648614
2020-09-26,1399,21.0,0.016673346693386774
2020-09-27,818,19.0,0.016917871424177177
2020-09-28,2144,35.0,0.017934976777420508
2020-09-29,2231,39.0,0.019026227125586312
2020-09-30,2497,51.0,0.019062944853623816
2020-10-01,2889,57.0,0.021012360211889347
2020-10-02,3159,66.0,0.02321716096192801
2020-10-03,2419,41.0,0.023459061637534497
2020-10-04,1651,68.0,0.022919130541168793
2020-10-05,4407,125.0,0.0226580626450116
2020-10-06,4718,102.0,0.022059531837009923
2020-10-07,5278,103.0,0.022202281016615526
2020-10-08,5952,120.0,0.023057310719432435
2020-10-09,6718,128.0,0.022741166401760608
2020-10-10,5822,121.0,0.023015084064485457
2020-10-11,3189,133.0,0.022393362653402218
2020-10-12,9218,223.0,0.022637336052117714
2020-10-13,10097,237.0,0.02263741375300411
2020-10-14,11073,204.0,0.022753858883277696
2020-10-15,11752,264.0,0.023056689590925283
2020-10-16,13344,278.0,0.02281223397036507
2020-10-17,11425,256.0,0.022656951791595967
2020-10-18,6085,221.0,0.022971386864193633
2020-10-19,17277,389.0,0.022590998871331827
2020-10-20,19215,431.0,0.02250218583578412
2020-10-21,22289,490.0,0.022876621390797137
2020-10-22,23773,497.0,0.02356402232381062
2020-10-23,25746,547.0,0.02400074897851368
2020-10-24,19682,492.0,0.023666255600518066
2020-10-25,10704,422.0,0.023687594860446526
2020-10-26,28128,710.0,0.023581320025118153
2020-10-27,31047,661.0,0.023358827445573827
2020-10-28,33542,760.0,0.02383513184253317
2020-10-29,32693,689.0,0.023870902774281253
2020-10-30,34967,722.0,0.02403967960086531
2020-10-31,25100,712.0,0.024394162032421604
2020-11-01,13133,487.0,0.024323904967918003
2020-11-02,34762,903.0,0.0245622417469629
2020-11-03,37452,890.0,0.024630880853973757
2020-11-04,41019,927.0,0.024690368182297712
2020-11-05,39605,911.0,0.025014540904925497
2020-11-06,41442,897.0,0.024862631687667835
2020-11-07,29562,836.0,0.02489623162328501
2020-11-08,15139,614.0,0.025342940622988166
2020-11-09,37831,943.0,0.025639535366451065
2020-11-10,39937,960.0,0.02606912343830601
2020-11-11,38800,980.0,0.02588047633917645
2020-11-12,38167,946.0,0.025950008695246458
2020-11-13,39007,937.0,0.026614979357807957
2020-11-14,28093,753.0,0.026591392570774013
2020-11-15,13926,599.0,0.02643766213416439
2020-11-16,36299,1059.0,0.02611900768076278
2020-11-17,37926,901.0,0.026216325620954866
2020-11-18,36330,879.0,0.025870400545328062
2020-11-19,34959,789.0,0.02525741399762752
2020-11-20,32330,784.0,0.024995926187454633
2020-11-21,22413,530.0,0.025310225123701457
2020-11-22,10493,381.0,0.025679125233360002
2020-11-23,28062,798.0,0.026424494506561844
2020-11-24,28418,724.0,0.026990407673860912
2020-11-25,27054,712.0,0.02780345324804969
2020-11-26,26257,696.0,0.028312457356043392
2020-11-27,24103,661.0,0.028703721742744517
2020-11-28,17895,540.0,0.029512591006135548
2020-11-29,7964,392.0,0.030096747055524398
2020-11-30,22296,695.0,0.030964683087220737
2020-12-01,22910,686.0,0.03129957844159376
2020-12-02,21215,623.0,0.031655775269455996
2020-12-03,19869,622.0,0.03129912484456019
2020-12-04,20217,585.0,0.03160466140723239
2020-12-05,15142,500.0,0.03259359461830945
2020-12-06,6214,291.0,0.03266034352062418
2020-12-07,19288,639.0,0.0321307675325631
2020-12-08,7463,306.0,0.0320464177971905
2020-12-09,19981,590.0,0.031459057442912136
2020-12-10,20407,582.0,0.03127260429681262
2020-12-11,19567,555.0,0.030969287364188552
2020-12-12,14108,404.0,0.030145172122819405
2020-12-13,5637,253.0,0.029845592662109996
2020-12-14,18038,568.0,0.02947789616658866
2020-12-15,18400,549.0,0.029610247818761943
2020-12-16,16791,460.0,0.02968656247321352
2020-12-17,16422,423.0,0.029749408983451537
2020-12-18,16851,489.0,0.02880599576634819
2020-12-19,12858,375.0,0.028146008006647027
2020-12-20,6390,282.0,0.02809212291691727
2020-12-21,17162,443.0,0.028358361806518885
2020-12-22,19438,509.0,0.029494086451449977
2020-12-23,18952,515.0,0.030389469127717905
2020-12-24,15760,433.0,0.030522237786727368
2020-12-25,4476,246.0,0.03106309087401119
2020-12-26,7919,310.0,0.030497723668729857
2020-12-27,7669,333.0,0.029115221316675613
2020-12-28,19080,552.0,0.028585766768927774
2020-12-29,23889,592.0,0.028026717057381804
2020-12-30,23662,517.0,0.0273254904686604
2020-12-31,18917,469.0,0.02695487650001296
2021-01-01,5762,223.0,0.026377029968190187
2021-01-02,16115,459.0,0.02635434355542237
2021-01-03,8324,308.0,0.027983500071120382
2021-01-04,22791,583.0,0.028159480760315252
2021-01-05,24561,607.0,0.02703867547083889
2021-01-06,8985,302.0,0.026951224498139744
2021-01-07,21312,555.0,0.02712475899676456
2021-01-08,20884,511.0,0.027620704654197477
2021-01-09,15438,430.0,0.028008658414310748
2021-01-10,6878,290.0,0.027256079760082805
2021-01-11,16892,480.0,0.02820136300312512
2021-01-12,16328,421.0,0.0285846289823631
2021-01-13,15307,394.0,0.028807364573787932
2021-01-14,14509,470.0,0.02870298648764954
2021-01-15,14212,361.0,0.028957315590530296
2021-01-16,10815,319.0,0.029319785492520463
2021-01-17,4889,223.0,0.029781502544148457
2021-01-18,14418,432.0,0.028693966276952
2021-01-19,14425,398.0,0.028578196245632737
2021-01-20,13598,384.0,0.028572788613725888
2021-01-21,12748,325.0,0.028785207072391936
2021-01-22,13542,332.0,0.028498739892263775
2021-01-23,10411,307.0,0.02787822371797167
2021-01-24,4790,238.0,0.027290167865707433
2021-01-25,14209,402.0,0.026945746171312623
2021-01-26,14495,348.0,0.026112586169098482
2021-01-27,13205,324.0,0.025636641221374046
2021-01-28,12144,280.0,0.024814896268602008
2021-01-29,12852,245.0,0.024373680376347406
2021-01-30,10180,262.0,0.023969020818806655
2021-01-31,4761,170.0,0.023469502097936926
2021-02-01,13352,345.0,0.023420499391435843
2021-02-02,13818,299.0,0.02356241234221599
2021-02-03,13210,284.0,0.02289511659774687
2021-02-04,13166,300.0,0.022968841001747235
2021-02-05,13508,272.0,0.02204887944358578
2021-02-06,10648,218.0,0.021328604294478526
2021-02-07,4714,175.0,0.02116282393292683
2021-02-08,13752,278.0,0.020948010414561364
2021-02-09,14458,253.0,0.02106798670397207
2021-02-10,13722,281.0,0.021078840180330443
2021-02-11,13311,285.0,0.020678015493333982
2021-02-12,13029,272.0,0.02111604623199431
2021-02-13,9751,200.0,0.021458433534351992
2021-02-14,4335,134.0,0.0214768072622606
2021-02-15,12896,296.0,0.021598952778047124
2021-02-16,14043,272.0,0.020643472724914822
2021-02-17,13932,287.0,0.020508314027138992
2021-02-18,14518,321.0,0.02090169461050928
2021-02-19,15346,241.0,0.02108603742239167
2021-02-20,12553,246.0,0.021301596866526062
2021-02-21,5700,197.0,0.02052897203354457
2021-02-22,17809,416.0,0.01990857474558746
2021-02-23,19712,413.0,0.020067063053097346
2021-02-24,19774,330.0,0.020182329958408605
2021-02-25,19360,352.0,0.020075146718981196
2021-02-26,20804,368.0,0.01949117107844714
2021-02-27,15856,326.0,0.019127395821906
2021-02-28,6983,210.0,0.01930619318354565
2021-03-01,21875,425.0,0.01922435084440291
2021-03-02,22966,430.0,0.019671846388790378
2021-03-03,23720,429.0,0.01967729520931625
2021-03-04,22625,404.0,0.019808008155405787
2021-03-05,24142,494.0,0.02022241160116794
2021-03-06,18003,369.0,0.020876426350323968
2021-03-07,7925,247.0,0.021149527906284663
2021-03-08,23777,522.0,0.021032517466278305
2021-03-09,25810,583.0,0.02090337380848792
2021-03-10,25570,508.0,0.020936578123066703
2021-03-11,25492,447.0,0.021021954536623276
2021-03-12,25121,495.0,0.020985884571177664
2021-03-13,19864,413.0,0.020378748707342294
2021-03-14,8776,278.0,0.02048580626280363
2021-03-15,24233,526.0,0.02068525665892997
2021-03-16,25664,486.0,0.020830977013406075
2021-03-17,24615,505.0,0.021095822001471174
2021-03-18,23816,443.0,0.021098017449691687
2021-03-19,23337,480.0,0.021069426829767212
2021-03-20,17740,408.0,0.021279963661640318
2021-03-21,8334,269.0,0.02144955587045934
2021-03-22,23152,499.0,0.021763625740756198
2021-03-23,24307,488.0,0.021798289265804106
2021-03-24,23979,516.0,0.02156025195573297
2021-03-25,22923,469.0,0.0216657326982348
2021-03-26,23246,483.0,0.02156303801755525
2021-03-27,17100,360.0,0.021190120293259306
2021-03-28,8053,278.0,0.021025166596799608
2021-03-29,22116,462.0,0.0208694127189425
2021-03-30,23073,409.0,0.020661064425770308
2021-03-31,21847,448.0,0.02040229450136974
2021-04-01,21416,416.0,0.02009426175765009
2021-04-02,20270,393.0,0.020432723752714335
2021-04-03,15367,290.0,0.02088490099009901
2021-04-04,5550,187.0,0.020249686956846768
2021-04-05,7146,200.0,0.019969710502300838
2021-04-06,18292,361.0,0.01974409883079638
2021-04-07,18973,320.0,0.01928874042691869
2021-04-08,17408,306.0,0.018796992481203006
2021-04-09,16990,305.0,0.017707576746623516
2021-04-10,13833,215.0,0.017474193248395796
2021-04-11,6576,158.0,0.01711215632289396
2021-04-12,16695,261.0,0.01689543862403234
2021-04-13,17055,314.0,0.016386874474137586
2021-04-14,16047,231.0,0.01661354991261437
2021-04-15,14725,238.0,0.01664157799117571
2021-04-16,14905,219.0,0.016522782538519534
2021-04-17,11267,195.0,0.015867872149670004
2021-04-18,5631,145.0,0.01577536582150547
2021-04-19,14543,214.0,0.015213206169370008
2021-04-20,15459,227.0,0.01502930100938078
2021-04-21,14498,198.0,0.014439194945728543
2021-04-22,14079,177.0,0.014102692534588885
2021-04-23,14281,193.0,0.013451299541867873
2021-04-24,11888,151.0,0.013010134209805532
2021-04-25,5093,107.0,0.012521060770420292
2021-04-26,13541,142.0,0.012453123894431473
2021-04-27,14244,172.0,0.011947216118535596
2021-04-28,13528,143.0,0.011682303378046575
2021-04-29,12223,148.0,0.011640170305847427
2021-04-30,12766,132.0,0.011973077335621581
2021-05-01,5987,60.0,0.011523955859756949
2021-05-02,4514,97.0,0.01148990082861262
2021-05-03,11322,141.0,0.011106046794287451
2021-05-04,11250,104.0,0.010998877665544332
2021-05-05,10607,107.0,0.010845646023263125
2021-05-06,9374,90.0,0.010301868711068519
2021-05-07,9316,87.0,0.009929364958950759
2021-05-08,7237,64.0,0.009548703723461005
2021-05-09,3504,52.0,0.009564954910764818
2021-05-10,8031,85.0,0.009303159488425833
2021-05-11,8169,52.0,0.00919389609840639
2021-05-12,7375,77.0,0.009152301403945264
2021-05-13,6566,50.0,0.008923451012777282
2021-05-14,6432,55.0,0.008682503292522317
2021-05-15,4939,41.0,0.009178593652769134
2021-05-16,2081,29.0,0.009033897836837307
2021-05-17,5440,52.0,0.00933176332057698
2021-05-18,5735,50.0,0.009219902487810976
2021-05-19,5004,50.0,0.009104258443465492
2021-05-20,4339,40.0,0.008811748998664886
2021-05-21,4458,33.0,0.008856711067374266
2021-05-22,3588,25.0,0.008799520706957237
2021-05-23,1396,14.0,0.008210310254993289
2021-05-24,3933,40.0,0.00820950660865282
2021-05-25,3988,33.0,0.008375209380234505
2021-05-26,3632,23.0,0.008763693270735524
2021-05-27,3367,32.0,0.008949152542372881
2021-05-28,3379,28.0,0.008805150539670518
2021-05-29,2670,26.0,0.00849802371541502
2021-05-30,1156,16.0,0.009302846895314952
2021-05-31,2932,28.0,0.0085480025585858
2021-06-01,3104,19.0,0.008356213441566193
2021-06-02,1236,17.0,0.007937984496124031
2021-06-03,2720,13.0,0.00816788137723046
2021-06-04,2936,21.0,0.007386888273314866
2021-06-05,2041,14.0,0.007547968397291196
2021-06-06,947,18.0,0.007246867592279038
2021-06-07,2178,10.0,0.007587253414264037
2021-06-08,2118,14.0,0.007949626131444313
2021-06-09,1825,17.0,0.007529610829103215
2021-06-10,1794,11.0,0.006740196078431373
2021-06-11,1802,17.0,0.0070126227208976155
2021-06-12,1156,2.0,0.006883287782164187
2021-06-13,551,6.0,0.006375621352928463
2021-06-14,1449,8.0,0.006183642515459106
2021-06-15,1302,7.0,0.005608667941363926
2021-06-16,1200,8.0,0.0061276142267217264
2021-06-17,1111,5.0,0.0061542669584245075
2021-06-18,1076,8.0,0.006612784717119765
2021-06-19,818,4.0,0.007325436408977556
2021-06-20,356,5.0,0.007850342408551862
2021-06-21,942,8.0,0.00830682219865677
2021-06-22,913,9.0,0.008480825958702065
2021-06-23,771,8.0,0.009719839908519153
2021-06-24,782,5.0,0.00989522700814901
2021-06-25,842,7.0,0.009724151617384401
2021-06-26,641,9.0,0.009975570032573289
2021-06-27,263,5.0,0.010179640718562874
2021-06-28,827,6.0,0.00954607442041691
2021-06-29,786,9.0,0.008558387219475086
2021-06-30,869,10.0,0.0075589970501474925
2021-07-01,905,3.0,0.007553956834532374
2021-07-02,967,3.0,0.006989430617115581
2021-07-03,807,5.0,0.006209251785159888
2021-07-04,399,6.0,0.005319148936170213
2021-07-05,1133,5.0,0.00552944429084877
2021-07-06,1362,8.0,0.006203955021326095
2021-07-07,1195,6.0,0.005785223574786068
2021-07-08,1371,7.0,0.005310551835603787
2021-07-09,1470,11.0,0.005897840968931017
2021-07-10,1367,5.0,0.0055305586801649795
2021-07-11,764,4.0,0.005319148936170213
2021-07-12,1966,15.0,0.004878759193184301
2021-07-13,2535,11.0,0.0040929412505509724
2021-07-14,2559,11.0,0.0038601140750129633
2021-07-15,3072,10.0,0.003947368421052632
2021-07-16,3618,9.0,0.0038182886234579987
2021-07-17,2843,7.0,0.0037265991494585472
2021-07-18,1647,9.0,0.0036760346258745405
2021-07-19,4154,21.0,0.003794157733819575
2021-07-20,4916,18.0,0.003942590351028878
2021-07-21,5049,19.0,0.004163362410785091
2021-07-22,4920,20.0,0.004157734034950952
2021-07-23,5386,20.0,0.003919781221513218
2021-07-24,4192,19.0,0.004104922996302658
2021-07-25,2169,11.0,0.004604779931069552
2021-07-26,6278,22.0,0.004952538175815105
2021-07-27,6355,30.0,0.00518484512975615
2021-07-28,6098,41.0,0.005825345548906424
2021-07-29,5867,37.0,0.006242427435073487
2021-07-30,6072,32.0,0.006633585792635153
2021-07-31,4927,47.0,0.006584341053494569
2021-08-01,2369,28.0,0.0065909374609911375
2021-08-02,6602,39.0,0.006212405088255596
2021-08-03,7097,33.0,0.006472102591247022
2021-08-04,7121,48.0,0.006093318939666546
2021-08-05,6376,25.0,0.0064539007092198585
2021-08-06,7071,49.0,0.007075747990909304
2021-08-07,5049,32.0,0.007631093790109916
2021-08-08,2984,47.0,0.007596782539159885
2021-08-09,6983,68.0,0.008649151360148802
2021-08-10,7267,58.0,0.00914291072768192
2021-08-11,6788,44.0,0.009603644219028835
2021-08-12,6868,74.0,0.009439147370181852
2021-08-13,6717,67.0,0.009825459285903967
2021-08-14,4981,51.0,0.009936397455898235
2021-08-15,2243,33.0,0.010386392872457002
2021-08-16,6559,80.0,0.010339172390844484
2021-08-17,7509,65.0,0.00994208267873473
2021-08-18,7101,66.0,0.010046296296296296
2021-08-19,6963,73.0,0.01027763250642352
2021-08-20,7291,56.0,0.009714968575728069
2021-08-21,5534,61.0,0.00971130342868468
2021-08-22,3022,51.0,0.009777235807765173
2021-08-23,7768,67.0,0.009465648854961832
2021-08-24,7732,67.0,0.009885547329803826
2021-08-25,7613,74.0,0.009636539646220188
2021-08-26,6890,58.0,0.010066447382944436
2021-08-27,6962,72.0,0.009963931469792606
2021-08-28,5465,49.0,0.009604144222614436
2021-08-29,2869,69.0,0.009891895711156645
2021-08-30,6829,53.0,0.009993753903810118
2021-08-31,6999,44.0,0.009455222418185381
2021-09-01,6445,75.0,0.009901486476324167
2021-09-02,6057,54.0,0.00892584681110772
2021-09-03,6160,42.0,0.009002172035694658
2021-09-04,4534,58.0,0.009567701595515309
2021-09-05,2300,25.0,0.009622069579243027
2021-09-06,5718,46.0,0.009533654950608775
2021-09-07,5890,55.0,0.009970918155380142
2021-09-08,5300,66.0,0.009589206848569181
2021-09-09,4922,40.0,0.009704265577495931
2021-09-10,5034,46.0,0.010058332019549109
2021-09-11,3894,39.0,0.010478654592496766
2021-09-12,1805,24.0,0.009610953854255809
2021-09-13,4870,49.0,0.01026452177424783
2021-09-14,5095,60.0,0.010405934473521533
2021-09-15,4762,34.0,0.010362151978229013
2021-09-16,4254,53.0,0.010449907072974015
2021-09-17,4438,44.0,0.010263403430704084
2021-09-18,3438,33.0,0.009805018081497223
2021-09-19,1660,25.0,0.010030983733539892
2021-09-20,4219,37.0,0.009429062287746214
2021-09-21,4052,37.0,0.009317541825409972
2021-09-22,3759,30.0,0.009143100148841165
2021-09-23,3463,30.0,0.00882543802725503
2021-09-24,3557,33.0,0.008835735641929581
2021-09-25,2805,23.0,0.00845992904575639
2021-09-26,1260,14.0,0.008826247689463955
2021-09-27,3513,31.0,0.008668499790278231
2021-09-28,3629,25.0,0.008526651741056542
2021-09-29,3413,35.0,0.008775294907451808
2021-09-30,3280,25.0,0.009353494232819618
2021-10-01,3093,26.0,0.009019277466673274
2021-10-02,2666,27.0,0.009719112558518216
2021-10-03,1040,24.0,0.00933452199905606
2021-10-04,3058,20.0,0.009782726191763052
2021-10-05,3102,34.0,0.009755016073606031
2021-10-06,2830,22.0,0.010251417444590802
2021-10-07,2713,28.0,0.0104557336060916
2021-10-08,2633,21.0,0.011074323552917
2021-10-09,2085,30.0,0.010555782352598122
2021-10-10,1177,29.0,0.012157695939565628
2021-10-11,2978,30.0,0.012463083284111045
2021-10-12,2731,21.0,0.012640531251820353
2021-10-13,2627,47.0,0.01250648377615123
