data,tutti,maschi,femmine
0.0,208,104.0,104
1.0,264,148.0,116
2.0,340,186.0,154
3.0,486,258.0,228
4.0,535,273.0,262
5.0,560,298.0,262
6.0,537,287.0,250
7.0,624,363.0,261
8.0,620,319.0,301
9.0,699,368.0,331
10.0,675,340.0,335
11.0,712,378.0,334
12.0,591,320.0,271
13.0,519,283.0,236
14.0,583,303.0,280
15.0,578,304.0,274
16.0,618,328.0,290
17.0,660,356.0,304
18.0,648,331.0,317
19.0,500,280.0,220
20.0,543,260.0,283
21.0,521,277.0,244
22.0,537,272.0,265
23.0,519,289.0,230
24.0,473,229.0,244
25.0,490,259.0,231
26.0,492,253.0,239
27.0,499,242.0,257
28.0,521,271.0,250
29.0,497,232.0,265
30.0,558,284.0,274
31.0,479,231.0,248
32.0,531,247.0,284
33.0,565,277.0,288
34.0,593,272.0,321
35.0,545,252.0,293
36.0,620,299.0,321
37.0,580,264.0,316
38.0,557,254.0,303
39.0,613,260.0,353
40.0,586,281.0,305
41.0,630,299.0,331
42.0,694,296.0,398
43.0,681,292.0,389
44.0,658,274.0,384
45.0,705,305.0,400
46.0,727,333.0,394
47.0,713,359.0,354
48.0,665,311.0,354
49.0,652,294.0,358
50.0,683,315.0,368
51.0,653,314.0,339
52.0,648,297.0,351
53.0,591,307.0,284
54.0,612,311.0,301
55.0,577,293.0,284
56.0,573,276.0,297
57.0,575,288.0,287
58.0,561,287.0,274
59.0,523,256.0,267
60.0,499,244.0,255
61.0,478,226.0,252
62.0,448,206.0,242
63.0,401,176.0,225
64.0,373,186.0,187
65.0,425,221.0,204
66.0,333,165.0,168
67.0,356,191.0,165
68.0,292,152.0,140
69.0,287,137.0,150
70.0,311,178.0,133
71.0,315,167.0,148
72.0,268,139.0,129
73.0,299,159.0,140
74.0,274,140.0,134
75.0,247,124.0,123
76.0,188,117.0,71
77.0,178,90.0,88
78.0,166,88.0,78
79.0,158,65.0,93
80.0,189,95.0,94
81.0,200,94.0,106
82.0,161,72.0,89
83.0,142,67.0,75
84.0,124,56.0,68
85.0,160,70.0,90
86.0,148,59.0,89
87.0,147,49.0,98
88.0,115,40.0,75
89.0,105,24.0,81
90.0,113,29.0,84
91.0,107,29.0,78
92.0,87,25.0,62
93.0,61,26.0,35
94.0,58,16.0,42
95.0,41,9.0,32
96.0,31,6.0,25
97.0,22,8.0,14
98.0,22,6.0,16
99.0,13,4.0,9
100.0,7,0.0,7
101.0,4,0.0,4
102.0,1,0.0,1
103.0,3,1.0,2
104.0,0,,0
105.0,1,,1
106.0,1,,1
