data,rt_positivi,rt_positivi_err68perc,rt_sintomatici,rt_sintomatici_err68perc
2020-01-28,,,,
2020-01-29,,,,
2020-01-30,,,,
2020-01-31,,,,
2020-02-01,,,,
2020-02-02,,,,
2020-02-03,,,,
2020-02-04,,,,
2020-02-05,,,,
2020-02-06,,,,
2020-02-07,,,,
2020-02-08,,,,
2020-02-09,,,,
2020-02-10,,,,
2020-02-11,,,,
2020-02-12,,,,
2020-02-13,,,,
2020-02-14,,,,
2020-02-15,,,,
2020-02-16,,,,
2020-02-17,,,,
2020-02-18,,,,
2020-02-19,,,,
2020-02-20,,,,
2020-02-21,,,,
2020-02-22,,,,
2020-02-23,1.8890429940574818,0.41230102035562005,2.0188783493592113,0.49131831451228203
2020-02-24,1.9888739235393613,0.4763986164952223,2.108439600085906,0.552193135225863
2020-02-25,2.1033709292141176,0.5525639108417568,2.21253881873334,0.6258267567765673
2020-02-26,2.2316412696272043,0.638223863076799,2.3300517655865445,0.708897079242276
2020-02-27,2.3348276011984614,0.7113935246061176,2.4216070555266307,0.7770674167109157
2020-02-28,2.412717011185781,0.7692831584180913,2.4890272679917653,0.8292147633952112
2020-02-29,2.4823018036724815,0.8203481821252916,2.5598225912596786,0.882737056857347
2020-03-01,2.548150743561697,0.873165095358716,2.6275780309886607,0.9383967138607157
2020-03-02,2.6095915562995633,0.9223669349297133,2.6906402101561726,0.9899694990615173
2020-03-03,2.642971051014616,0.9495206451717381,2.7136095579397628,1.0090881894307733
2020-03-04,2.6168451564045982,0.927879810293332,2.6757972174597713,0.9771239476402681
2020-03-05,2.612442131237112,0.9243694531417956,2.665164409881261,0.9685072143268956
2020-03-06,2.5821801288254145,0.9000814871800783,2.626955050893911,0.9373481684549175
2020-03-07,2.536993440842158,0.8641017394467658,2.5711566662845944,0.8921553389281561
2020-03-08,2.4731107522958684,0.8136830297982166,2.4992519131031483,0.8345922797936299
2020-03-09,2.4174994466123834,0.7709388500573827,2.4349914951529543,0.7845360634801491
2020-03-10,2.378738261608029,0.7414416895109049,2.3914977589837503,0.7512274505568952
2020-03-11,2.3132012810259575,0.6927072171872989,2.3219527969305873,0.6992308369438712
2020-03-12,2.236606752488959,0.6374618956001981,2.2425511821729724,0.6417673867885187
2020-03-13,2.157200651259617,0.5818005865181781,2.1606612971407415,0.5842497952356805
2020-03-14,2.0499335905046125,0.507298238368068,2.0520196289481563,0.5088013105611499
2020-03-15,1.981446641294865,0.46380388531333866,1.9831243339990232,0.4651375751940367
2020-03-16,1.909536654836272,0.41975175635503076,1.9098276115201824,0.42032740809736024
2020-03-17,1.8318281747138017,0.3745570120528586,1.8292306122944244,0.37341414270831996
2020-03-18,1.7463659004944962,0.3266218270367511,1.7407774760534152,0.3238523253815108
2020-03-19,1.6549520617146367,0.2773043865398214,1.6460583701541354,0.2729410023271975
2020-03-20,1.5752908408212825,0.23562576144922642,1.5637942671055465,0.2301273241550797
2020-03-21,1.4949606848117216,0.19578066493965104,1.4815311025608406,0.18971203570199877
2020-03-22,1.4154658038451535,0.15824760597105736,1.4004889696607683,0.15204469607600823
2020-03-23,1.3423281422501954,0.12534716029958862,1.32618033480618,0.11926005319230053
2020-03-24,1.2792509842012771,0.10170278294470006,1.2613135263212576,0.09550307066274193
2020-03-25,1.2212716412770515,0.0800591418417568,1.2022476942378357,0.0740191062755656
2020-03-26,1.1650129911170377,0.0602367411288622,1.1447745416258626,0.05449922259010325
2020-03-27,1.114013487511753,0.04456496235557241,1.0931296513846331,0.039503108309978094
2020-03-28,1.0687966537880311,0.032489918647813504,1.047072224758926,0.02862698230172767
2020-03-29,1.0207987312186206,0.025312102193105757,0.9985688781195278,0.024204254511895763
2020-03-30,0.9814873606194358,0.023527472126280306,0.9587612432529812,0.025077398143538883
2020-03-31,0.9461902737056572,0.02414829579302119,0.9238489231705633,0.02759637376327002
2020-04-01,0.921162107970714,0.02541431895485989,0.8992797396296681,0.029763232110813016
2020-04-02,0.9016281341798503,0.027120096978650265,0.8795711759980461,0.03195009128869893
2020-04-03,0.8883513928873117,0.029704574501936212,0.8657646513343513,0.03467735015091435
2020-04-04,0.8774411893975564,0.03194193308763857,0.8545420983489802,0.03693228851783691
2020-04-05,0.8689559024430518,0.0337532443491144,0.8460678910571557,0.03864297415699863
2020-04-06,0.8621382646638429,0.03536427792109354,0.8390279306666305,0.040201692866020024
2020-04-07,0.8521530195722785,0.037290853912094975,0.828867083062578,0.04209040661679007
2020-04-08,0.845903873231428,0.038691127474094,0.8218685444971876,0.043590075794726096
2020-04-09,0.8448075977546033,0.038920687562575586,0.8198479383347267,0.043992321890517994
2020-04-10,0.8493932749119677,0.03806251225038151,0.8219434628002926,0.0436006771503797
2020-04-11,0.8540767927646196,0.037096131215107464,0.8247836835143658,0.04304103643619943
2020-04-12,0.8528962767685088,0.037303993464625075,0.8225252541384218,0.04342294437842284
2020-04-13,0.846928798855893,0.03849792700681205,0.8158580660962157,0.04466427880919337
2020-04-14,0.8438831674140271,0.03908542882218465,0.8121905236332263,0.045327899761856486
2020-04-15,0.8426923988091664,0.03935835413860693,0.8099295595020611,0.04580832363311261
2020-04-16,0.8417520949247411,0.03959423284520882,0.8086826314175948,0.0460897727258458
2020-04-17,0.8348760742174575,0.041204450474702066,0.79937380211258,0.04808524421847178
2020-04-18,0.8274150432290963,0.04285178412215666,0.7894079550234762,0.05009991029987106
2020-04-19,0.8209657625393162,0.04416267520679815,0.779617849534291,0.05197365768276584
2020-04-20,0.8161257459267878,0.04499209014819499,0.7705638064947882,0.053462754843405645
