data,rt_positivi,rt_positivi_err68perc,rt_sintomatici,rt_sintomatici_err68perc
2021-02-24,1.025849429309832,0.018421636700100934,1.0225318518995006,0.017992319411551543
2021-02-25,1.0540554602491952,0.023761022155019722,1.049717892093298,0.022618098032602965
2021-02-26,1.0851841151766342,0.03125294820767385,1.0797352395901882,0.029490973285242784
2021-02-27,1.1158630793512692,0.03934688159372022,1.1100647870783185,0.03717577115334445
2021-02-28,1.1436402714941014,0.04688475708700904,1.1373397138273031,0.04455950378159583
2021-03-01,1.171987232439133,0.05653251486677867,1.1665613765313105,0.05463991037400198
2021-03-02,1.1973545897947704,0.06518713136496612,1.1929187336560538,0.06368838264679677
2021-03-03,1.218489539650188,0.07245235368560339,1.214031486221081,0.0710298283936908
2021-03-04,1.2336118663858038,0.07778323066736875,1.230188242610809,0.07674041131035006
2021-03-05,1.2442704663070738,0.08162317611928648,1.241665578420756,0.08083946650205624
2021-03-06,1.2489263316345094,0.08328497809873699,1.2469168872478924,0.08269325159330673
2021-03-07,1.2476616442318362,0.08284083181246166,1.2473949596408118,0.08285981880902381
2021-03-08,1.244820670817921,0.0818101869361015,1.2461298734655288,0.08240636832735587
2021-03-09,1.2393021702549198,0.07982379026822235,1.241969900999402,0.08092826093990847
2021-03-10,1.2325540605180925,0.07730700076990364,1.2356580592692676,0.07856765681974555
2021-03-11,1.2219594286176145,0.07337725217711978,1.225471480163661,0.0747659850540068
2021-03-12,1.2103219692595013,0.06913073823257526,1.2141573574660895,0.07058103397131213
2021-03-13,1.1967595951410264,0.06415235949953402,1.200327742374229,0.06543053427492003
2021-03-14,1.1810636419134164,0.05809239706029889,1.1847245576938605,0.05933392932330449
2021-03-15,1.1716142256425288,0.05475026606167971,1.1759742352037412,0.05624127761409244
2021-03-16,1.162783447473104,0.05167129580358486,1.1671953624885814,0.053210111483989214
2021-03-17,1.1543444574469155,0.04875855736034957,1.15874169574177,0.050318528298558124
2021-03-18,1.1475373572777683,0.04640750536451524,1.152236102688147,0.04809455829051258
2021-03-19,1.1414253320944863,0.04437771494682909,1.146574815853645,0.046189621989564916
2021-03-20,1.1358703520433306,0.04246703996320605,1.1410219218228246,0.044244458352239266
2021-03-21,1.1274466998937125,0.03949050720451267,1.1327669585280102,0.041318891390871804
2021-03-22,1.1213965266579646,0.03742930100144881,1.1267914404169133,0.03925371797645648
2021-03-23,1.1137539602439643,0.03486564787634404,1.1187493913673758,0.03651015897798765
2021-03-24,1.1067519581344496,0.03275026125067321,1.1118113960615505,0.034379113216776815
2021-03-25,1.0999397093694445,0.030634762617482235,1.1049642294133655,0.0322410560142683
2021-03-26,1.0908624049067026,0.027894159028116757,1.0964030681065187,0.02966134585621236
2021-03-27,1.0811404476748958,0.024962180434737066,1.0870088121869617,0.02683479037525085
2021-03-28,1.072114488170859,0.022396863163025416,1.0785229120025113,0.024435075895081437
2021-03-29,1.0594021046076885,0.018975919875215054,1.0656458272220424,0.020995573481081328
2021-03-30,1.0462211333062272,0.015475505094350368,1.051990793572247,0.01723574004680656
2021-03-31,1.02990107519469,0.011919904977396647,1.0349040570244297,0.01317950682406049
2021-04-01,1.017035478186162,0.009171697138291711,1.0212717442672203,0.009834270776388397
2021-04-02,1.0024631540153692,0.007034073184831613,1.0062271629154176,0.007307946866083307
2021-04-03,0.9867133488137212,0.008603947355911903,0.989988394574317,0.008566772975350695
2021-04-04,0.9708841747216331,0.01146470980577921,0.9735251475855251,0.011212179515953099
2021-04-05,0.9503483413001514,0.01703865622007614,0.9531664320325547,0.01656446130148552
2021-04-06,0.9316779440168953,0.021242122331922842,0.9353801892298795,0.020363915342428783
2021-04-07,0.912879444176091,0.0250222531892105,0.9172408061197609,0.023948087989968354
2021-04-08,0.8988489372267054,0.027780720787500324,0.9040901719891961,0.026464032152207256
2021-04-09,0.8856709119619863,0.03032600622824368,0.891347304521621,0.028939200793218642
2021-04-10,0.8770300230708125,0.03193810998996469,0.8832935368406221,0.030450357878925086
2021-04-11,0.8707829387406437,0.033151510358558525,0.8774779379172618,0.031605135245059666
2021-04-12,0.8647517042500356,0.034325949301999864,0.871460997576763,0.032796991295986275
2021-04-13,0.8613088532141585,0.03502355083527314,0.8682357226408635,0.033472026485774374
2021-04-14,0.8600562880954442,0.035260264479780916,0.8676675708593184,0.033581175921995436
2021-04-15,0.8596898578306003,0.03534381255949834,0.8678058345282516,0.033548628605321776
2021-04-16,0.8616548879240316,0.03488260339391974,0.8698343729455469,0.03306356960261779
2021-04-17,0.8635521810593024,0.03444672341490058,0.8718052398937537,0.032610210929860134
2021-04-18,0.8693269301277387,0.0331307476957235,0.8773698797498816,0.03134323511957634
2021-04-19,0.8741108336567851,0.03222504228754477,0.8816860177444603,0.030528395226449356
2021-04-20,0.8804586745273759,0.030982416168179785,0.8878952162753502,0.029279510047503413
2021-04-21,0.8860979100546691,0.029837345592364447,0.8930999291545041,0.028202693848746848
2021-04-22,0.8900042072439398,0.02893140652983695,0.8970657550486643,0.027248522093986108
2021-04-23,0.8950842110533431,0.027799690329966847,0.9019776938532715,0.026138238313553372
2021-04-24,0.8991104045677702,0.02676922714246749,0.9059210308952633,0.025101861556658143
2021-04-25,0.9024836167868174,0.025887540158766768,0.9091708354430816,0.024240151225854607
2021-04-26,0.9039479660140907,0.025502506423532686,0.9104882560275561,0.02389143098341133
2021-04-27,0.903661345785253,0.025577338329070522,0.910645210935307,0.023851401617661507
2021-04-28,0.9046542859893228,0.02530546478863758,0.9122037780742294,0.023419021221338467
2021-04-29,0.8980453908990856,0.026944585088347937,0.9058322633868071,0.025015872646201698
2021-04-30,0.8885234605236167,0.029163925085249672,0.8971293865311982,0.027061944191576093
2021-05-01,0.8818019555698167,0.030467017861438166,0.8931017340765532,0.027829372192380894
2021-05-02,0.8739470105809768,0.03209738662411667,0.8874495526145335,0.029032090471123182
2021-05-03,0.8671094830213356,0.033680996383226657,0.8827644044571852,0.03015640793892848
2021-05-04,0.858047430513835,0.03586741996048999,0.8758498308826468,0.031888849535739755
2021-05-05,0.8458390880628492,0.038806752199664,0.8660854897129794,0.03434778155004261
2021-05-06,0.8298783537531103,0.042265684551902515,0.8520279044432829,0.03756168615003605
2021-05-07,0.8139014259967425,0.04570315648110626,0.837665525937287,0.0408836392270116
2021-05-08,0.7962858323565938,0.049075550529748956,0.8208315163344914,0.04435162766210055
2021-05-09,0.7803192211246783,0.05189168520965195,0.8048228384028633,0.04741401771805407
2021-05-10,0.7606413292373676,0.055329250167046706,0.7851904914444883,0.05109992725994957
2021-05-11,0.739521377251279,0.058806097431409604,0.7637088848121585,0.05498004740984383
2021-05-12,0.7190935931461369,0.06193260202710543,0.7425849984031228,0.05846589852462717
2021-05-13,0.699880018230584,0.06452666221292055,0.7220411882114078,0.06142539010442947
2021-05-14,0.6842274512215887,0.06638601095976573,0.7040542601785921,0.06371799068619617
2021-05-15,0.6701807953016894,0.06820273637487426,0.6862676880278128,0.06626421706414412
2021-05-16,0.6608433537619105,0.06930377739160683,0.6727938171118251,0.06796065905814239
2021-05-17,0.6509423336269835,0.07046145651733846,0.6591145337421289,0.06962180136615924
2021-05-18,0.6420886963943963,0.07143905907909061,0.6462090038907199,0.07108685914505863
2021-05-19,0.6373052944164735,0.07191612838067549,0.6389807026759303,0.07180807621863394
2021-05-20,0.6350773259712482,0.07213721616902566,0.6349788171188886,0.07219767750320344
2021-05-21,0.6343525194830961,0.07220793214937649,0.6336050935807991,0.07232675403076305
2021-05-22,0.6364302917487583,0.07199627614414168,0.6353345712098899,0.07215715171525026
2021-05-23,0.6430360429516726,0.07127083771111324,0.6414277433990224,0.07151378377719503
2021-05-24,0.6460510705220239,0.070925845088724,0.6456876881197297,0.07104128903890908
2021-05-25,0.6514129964485165,0.0703336810785056,0.6530100974414447,0.07025919248769127
2021-05-26,0.657864619455934,0.06961609528543579,0.6622105903183951,0.06922952587408654
2021-05-27,0.6654943752329473,0.06871062058634121,0.6729815805285346,0.06789050317860018
2021-05-28,0.6728181569691294,0.06771254555423951,0.6838850533386751,0.06631186007058779
2021-05-29,0.675189935939246,0.06740312512852739,0.6875739896230081,0.06580383784783485
2021-05-30,0.681986334953151,0.06649539139722,0.6952064903137259,0.06471503736005611
2021-05-31,0.6816380920904522,0.06654307906171304,0.6961424223408368,0.06457850819155012
2021-06-01,0.6816963817875368,0.06653556612504805,0.6974148127149321,0.06440860355112543
2021-06-02,0.6825831761552529,0.06641560798321401,0.699214590194097,0.06415134535063735
2021-06-03,0.6833335995086485,0.06631506181271012,0.6996148059851407,0.06409380311656306
2021-06-04,0.6852586064883947,0.06606030676757971,0.7010839041173947,0.06388331007579082
2021-06-05,0.6886543195099286,0.0656219935265082,0.7046988093879545,0.06338805949429094
2021-06-06,0.6939008690217038,0.06493864645830606,0.7098199804759026,0.06268897061179614
2021-06-07,0.6956128527806009,0.06471870380442522,0.7102832011341815,0.06262529485846106
2021-06-08,0.699300137567308,0.06421241148791441,0.7135646244829843,0.062142918255663745
2021-06-09,0.7039070347467724,0.06353853788616227,0.7166170969705635,0.06166618090374193
2021-06-10,0.7132877060359158,0.06217469216673718,0.7252413969602458,0.060376166669365794
2021-06-11,0.7221626694039429,0.060920984353720335,0.732261913628602,0.05933652608441094
