data,ospedalizzati,terapia intensiva,deceduti
2020-03-02,10.285714285714286,2.4285714285714284,2.0
2020-03-03,14.857142857142858,2.5714285714285716,2.5714285714285716
2020-03-04,21.285714285714285,2.5714285714285716,2.4285714285714284
2020-03-05,26.428571428571427,2.5714285714285716,2.7142857142857144
2020-03-06,31.142857142857142,2.857142857142857,3.2857142857142856
2020-03-07,33.857142857142854,3.5714285714285716,3.4285714285714284
2020-03-08,41.0,3.4285714285714284,3.0
2020-03-09,48.714285714285715,3.5714285714285716,2.857142857142857
2020-03-10,58.714285714285715,4.285714285714286,2.857142857142857
2020-03-11,56.714285714285715,5.142857142857143,2.7142857142857144
2020-03-12,55.142857142857146,6.428571428571429,2.5714285714285716
2020-03-13,53.857142857142854,8.285714285714286,2.2857142857142856
2020-03-14,56.57142857142857,8.714285714285714,1.7142857142857142
2020-03-15,53.0,9.285714285714286,2.0
2020-03-16,47.285714285714285,10.0,2.2857142857142856
2020-03-17,39.857142857142854,10.142857142857142,2.4285714285714284
2020-03-18,43.0,11.428571428571429,2.7142857142857144
2020-03-19,44.857142857142854,13.0,3.5714285714285716
2020-03-20,48.142857142857146,15.571428571428571,4.571428571428571
2020-03-21,43.285714285714285,19.142857142857142,5.428571428571429
2020-03-22,41.57142857142857,22.142857142857142,6.142857142857143
2020-03-23,41.285714285714285,24.0,5.857142857142857
2020-03-24,37.57142857142857,25.142857142857142,5.714285714285714
2020-03-25,31.571428571428573,24.0,6.0
2020-03-26,27.571428571428573,22.571428571428573,5.285714285714286
2020-03-27,23.285714285714285,20.0,4.428571428571429
2020-03-28,24.571428571428573,16.142857142857142,4.714285714285714
2020-03-29,25.571428571428573,14.142857142857142,4.285714285714286
2020-03-30,25.857142857142858,12.571428571428571,4.142857142857143
2020-03-31,25.714285714285715,11.428571428571429,4.428571428571429
2020-04-01,26.571428571428573,11.571428571428571,4.428571428571429
2020-04-02,25.857142857142858,10.571428571428571,4.428571428571429
2020-04-03,26.428571428571427,10.0,4.857142857142857
2020-04-04,28.285714285714285,12.285714285714286,5.285714285714286
2020-04-05,32.142857142857146,13.142857142857142,6.571428571428571
2020-04-06,35.142857142857146,18.0,8.714285714285714
2020-04-07,37.714285714285715,19.714285714285715,8.857142857142858
2020-04-08,39.142857142857146,20.142857142857142,9.142857142857142
2020-04-09,39.285714285714285,21.285714285714285,9.571428571428571
2020-04-10,38.0,20.714285714285715,9.0
2020-04-11,39.42857142857143,18.285714285714285,8.571428571428571
2020-04-12,36.142857142857146,17.285714285714285,7.0
2020-04-13,34.42857142857143,12.285714285714286,5.714285714285714
2020-04-14,35.285714285714285,14.142857142857142,6.857142857142857
2020-04-15,35.0,16.571428571428573,8.0
2020-04-16,38.714285714285715,18.285714285714285,9.857142857142858
2020-04-17,43.0,22.428571428571427,11.857142857142858
2020-04-18,42.285714285714285,24.857142857142858,12.857142857142858
2020-04-19,43.714285714285715,27.428571428571427,14.714285714285714
2020-04-20,42.714285714285715,30.571428571428573,15.571428571428571
2020-04-21,43.42857142857143,31.714285714285715,15.142857142857142
2020-04-22,42.285714285714285,31.857142857142858,15.571428571428571
2020-04-23,41.42857142857143,31.142857142857142,15.428571428571429
2020-04-24,41.285714285714285,29.714285714285715,14.714285714285714
2020-04-25,40.857142857142854,29.428571428571427,13.428571428571429
2020-04-26,40.0,28.857142857142858,13.428571428571429
2020-04-27,40.0,27.285714285714285,12.428571428571429
2020-04-28,34.42857142857143,24.0,12.857142857142858
2020-04-29,35.142857142857146,22.142857142857142,11.0
2020-04-30,33.57142857142857,21.428571428571427,9.142857142857142
2020-05-01,31.714285714285715,20.285714285714285,8.0
2020-05-02,29.142857142857142,19.142857142857142,8.142857142857142
2020-05-03,27.285714285714285,18.428571428571427,7.285714285714286
2020-05-04,27.142857142857142,17.285714285714285,7.285714285714286
2020-05-05,28.571428571428573,18.428571428571427,6.142857142857143
2020-05-06,28.428571428571427,17.428571428571427,5.714285714285714
2020-05-07,30.0,16.714285714285715,5.285714285714286
2020-05-08,30.142857142857142,16.571428571428573,5.428571428571429
2020-05-09,29.571428571428573,16.0,4.857142857142857
2020-05-10,30.0,14.142857142857142,3.7142857142857144
2020-05-11,29.285714285714285,14.857142857142858,3.5714285714285716
2020-05-12,31.0,13.714285714285714,3.4285714285714284
2020-05-13,30.857142857142858,13.714285714285714,3.7142857142857144
2020-05-14,28.857142857142858,14.0,4.0
2020-05-15,29.428571428571427,12.857142857142858,3.7142857142857144
2020-05-16,28.571428571428573,12.857142857142858,4.0
2020-05-17,27.285714285714285,12.714285714285714,4.285714285714286
2020-05-18,25.428571428571427,11.142857142857142,3.4285714285714284
2020-05-19,25.142857142857142,9.857142857142858,2.857142857142857
2020-05-20,24.0,9.571428571428571,2.7142857142857144
2020-05-21,24.857142857142858,8.714285714285714,2.4285714285714284
2020-05-22,23.428571428571427,9.0,2.7142857142857144
2020-05-23,23.428571428571427,8.571428571428571,2.0
2020-05-24,24.0,8.142857142857142,1.5714285714285714
2020-05-25,24.0,7.428571428571429,1.5714285714285714
2020-05-26,22.571428571428573,7.142857142857143,1.7142857142857142
2020-05-27,23.857142857142858,7.0,1.4285714285714286
2020-05-28,22.428571428571427,6.571428571428571,1.4285714285714286
2020-05-29,23.0,5.714285714285714,1.0
2020-05-30,22.428571428571427,5.0,1.1428571428571428
2020-05-31,22.714285714285715,4.142857142857143,1.2857142857142858
2020-06-01,22.857142857142858,4.285714285714286,1.4285714285714286
2020-06-02,23.571428571428573,3.857142857142857,1.0
2020-06-03,21.571428571428573,3.0,1.0
2020-06-04,20.428571428571427,3.2857142857142856,1.0
2020-06-05,20.428571428571427,3.2857142857142856,1.0
2020-06-06,21.428571428571427,3.5714285714285716,1.0
2020-06-07,19.428571428571427,4.142857142857143,0.8571428571428571
2020-06-08,19.0,4.285714285714286,0.8571428571428571
2020-06-09,18.571428571428573,4.428571428571429,0.8571428571428571
2020-06-10,18.714285714285715,4.285714285714286,0.8571428571428571
2020-06-11,19.857142857142858,4.0,1.1428571428571428
2020-06-12,17.285714285714285,3.7142857142857144,1.0
2020-06-13,16.0,3.5714285714285716,0.8571428571428571
2020-06-14,19.0,3.0,0.8571428571428571
2020-06-15,20.0,2.4285714285714284,0.5714285714285714
2020-06-16,20.714285714285715,2.857142857142857,0.7142857142857143
2020-06-17,19.857142857142858,3.142857142857143,0.8571428571428571
2020-06-18,19.857142857142858,3.2857142857142856,0.42857142857142855
2020-06-19,22.428571428571427,3.5714285714285716,0.7142857142857143
2020-06-20,22.714285714285715,3.2857142857142856,0.8571428571428571
2020-06-21,20.714285714285715,4.142857142857143,0.7142857142857143
2020-06-22,18.571428571428573,4.428571428571429,0.7142857142857143
2020-06-23,17.571428571428573,3.857142857142857,0.8571428571428571
2020-06-24,18.285714285714285,3.5714285714285716,0.7142857142857143
2020-06-25,16.857142857142858,3.4285714285714284,0.8571428571428571
2020-06-26,16.857142857142858,2.7142857142857144,0.7142857142857143
2020-06-27,16.571428571428573,3.142857142857143,0.5714285714285714
2020-06-28,16.0,2.857142857142857,0.7142857142857143
2020-06-29,16.857142857142858,2.5714285714285716,0.8571428571428571
2020-06-30,15.857142857142858,2.142857142857143,0.7142857142857143
2020-07-01,15.0,2.2857142857142856,0.7142857142857143
2020-07-02,15.142857142857142,2.4285714285714284,0.5714285714285714
2020-07-03,13.428571428571429,2.4285714285714284,0.42857142857142855
2020-07-04,14.428571428571429,2.2857142857142856,0.42857142857142855
2020-07-05,14.0,2.142857142857143,0.2857142857142857
2020-07-06,15.142857142857142,2.142857142857143,0.14285714285714285
2020-07-07,15.0,2.857142857142857,0.0
2020-07-08,15.857142857142858,2.5714285714285716,0.0
2020-07-09,16.285714285714285,2.4285714285714284,0.0
2020-07-10,16.428571428571427,2.857142857142857,0.14285714285714285
2020-07-11,16.428571428571427,2.4285714285714284,0.14285714285714285
2020-07-12,17.428571428571427,2.0,0.14285714285714285
2020-07-13,16.142857142857142,1.8571428571428572,0.2857142857142857
2020-07-14,17.428571428571427,1.2857142857142858,0.2857142857142857
2020-07-15,18.428571428571427,1.2857142857142858,0.2857142857142857
2020-07-16,18.857142857142858,1.0,0.2857142857142857
2020-07-17,19.285714285714285,1.1428571428571428,0.14285714285714285
2020-07-18,18.714285714285715,1.7142857142857142,0.14285714285714285
2020-07-19,18.285714285714285,2.142857142857143,0.14285714285714285
2020-07-20,18.142857142857142,2.2857142857142856,0.0
2020-07-21,16.142857142857142,2.4285714285714284,0.0
2020-07-22,15.0,2.857142857142857,0.0
2020-07-23,14.714285714285714,3.142857142857143,0.0
2020-07-24,13.857142857142858,2.7142857142857144,0.0
2020-07-25,13.714285714285714,2.7142857142857144,0.0
2020-07-26,13.571428571428571,2.142857142857143,0.14285714285714285
2020-07-27,14.714285714285714,2.2857142857142856,0.14285714285714285
2020-07-28,15.142857142857142,2.4285714285714284,0.14285714285714285
2020-07-29,15.142857142857142,2.857142857142857,0.14285714285714285
2020-07-30,15.0,2.857142857142857,0.14285714285714285
2020-07-31,16.571428571428573,3.2857142857142856,0.14285714285714285
2020-08-01,15.428571428571429,2.857142857142857,0.14285714285714285
2020-08-02,15.0,3.0,0.0
2020-08-03,14.142857142857142,2.857142857142857,0.0
2020-08-04,14.285714285714286,2.4285714285714284,0.0
2020-08-05,14.0,1.7142857142857142,0.14285714285714285
2020-08-06,13.714285714285714,1.8571428571428572,0.14285714285714285
2020-08-07,12.0,1.2857142857142858,0.2857142857142857
2020-08-08,12.142857142857142,1.2857142857142858,0.2857142857142857
2020-08-09,12.857142857142858,1.2857142857142858,0.2857142857142857
2020-08-10,12.142857142857142,1.1428571428571428,0.2857142857142857
2020-08-11,10.857142857142858,2.142857142857143,0.2857142857142857
2020-08-12,11.142857142857142,2.5714285714285716,0.2857142857142857
2020-08-13,11.857142857142858,2.2857142857142856,0.2857142857142857
2020-08-14,11.857142857142858,3.0,0.2857142857142857
2020-08-15,14.142857142857142,3.4285714285714284,0.2857142857142857
2020-08-16,14.714285714285714,3.857142857142857,0.42857142857142855
2020-08-17,16.0,4.142857142857143,0.42857142857142855
2020-08-18,16.142857142857142,3.4285714285714284,0.42857142857142855
2020-08-19,16.714285714285715,3.0,0.2857142857142857
2020-08-20,15.857142857142858,3.0,0.42857142857142855
2020-08-21,15.285714285714286,2.7142857142857144,0.2857142857142857
2020-08-22,14.0,2.5714285714285716,0.2857142857142857
2020-08-23,12.285714285714286,2.2857142857142856,0.2857142857142857
2020-08-24,10.714285714285714,2.0,0.42857142857142855
2020-08-25,11.571428571428571,2.142857142857143,0.8571428571428571
2020-08-26,10.428571428571429,2.142857142857143,0.8571428571428571
2020-08-27,10.571428571428571,2.2857142857142856,0.8571428571428571
2020-08-28,11.0,2.142857142857143,1.0
2020-08-29,10.571428571428571,1.8571428571428572,1.1428571428571428
2020-08-30,12.428571428571429,2.0,1.0
2020-08-31,13.428571428571429,2.142857142857143,1.1428571428571428
2020-09-01,13.571428571428571,2.142857142857143,0.7142857142857143
2020-09-02,13.857142857142858,2.4285714285714284,0.8571428571428571
2020-09-03,15.0,2.2857142857142856,0.7142857142857143
2020-09-04,14.285714285714286,2.4285714285714284,0.7142857142857143
2020-09-05,15.857142857142858,2.7142857142857144,0.5714285714285714
2020-09-06,13.428571428571429,2.857142857142857,0.5714285714285714
2020-09-07,13.571428571428571,2.857142857142857,0.2857142857142857
2020-09-08,14.142857142857142,2.7142857142857144,0.42857142857142855
2020-09-09,14.285714285714286,3.2857142857142856,0.2857142857142857
2020-09-10,13.428571428571429,3.7142857142857144,0.2857142857142857
2020-09-11,15.428571428571429,3.5714285714285716,0.2857142857142857
2020-09-12,14.285714285714286,4.0,0.2857142857142857
2020-09-13,15.714285714285714,4.0,0.8571428571428571
2020-09-14,15.857142857142858,4.428571428571429,0.8571428571428571
2020-09-15,14.142857142857142,4.714285714285714,0.8571428571428571
2020-09-16,13.714285714285714,4.428571428571429,0.8571428571428571
2020-09-17,13.714285714285714,4.285714285714286,0.8571428571428571
2020-09-18,13.571428571428571,4.571428571428571,0.8571428571428571
2020-09-19,14.142857142857142,4.0,1.0
2020-09-20,15.285714285714286,4.142857142857143,0.5714285714285714
2020-09-21,17.428571428571427,4.142857142857143,0.5714285714285714
2020-09-22,18.857142857142858,4.285714285714286,0.5714285714285714
2020-09-23,19.571428571428573,4.142857142857143,0.5714285714285714
2020-09-24,19.285714285714285,4.428571428571429,0.5714285714285714
2020-09-25,21.285714285714285,5.571428571428571,0.8571428571428571
2020-09-26,21.285714285714285,6.0,0.7142857142857143
2020-09-27,21.285714285714285,6.857142857142857,1.1428571428571428
2020-09-28,21.571428571428573,7.142857142857143,1.4285714285714286
2020-09-29,22.857142857142858,7.857142857142857,1.8571428571428572
2020-09-30,23.571428571428573,8.571428571428571,2.0
2020-10-01,24.714285714285715,9.714285714285714,2.5714285714285716
2020-10-02,24.0,9.571428571428571,2.2857142857142856
2020-10-03,27.285714285714285,10.571428571428571,2.7142857142857144
2020-10-04,28.571428571428573,12.0,2.857142857142857
2020-10-05,29.428571428571427,12.428571428571429,2.857142857142857
2020-10-06,30.0,14.142857142857142,3.0
2020-10-07,32.0,14.428571428571429,3.142857142857143
2020-10-08,34.0,15.285714285714286,2.857142857142857
2020-10-09,35.42857142857143,17.142857142857142,3.142857142857143
2020-10-10,34.714285714285715,19.714285714285715,3.7142857142857144
2020-10-11,34.57142857142857,20.857142857142858,3.4285714285714284
2020-10-12,35.57142857142857,26.714285714285715,3.857142857142857
2020-10-13,37.285714285714285,28.428571428571427,4.571428571428571
2020-10-14,38.57142857142857,32.42857142857143,5.714285714285714
2020-10-15,38.0,36.714285714285715,6.857142857142857
2020-10-16,42.0,40.0,7.714285714285714
2020-10-17,47.714285714285715,43.142857142857146,8.857142857142858
2020-10-18,50.142857142857146,48.42857142857143,10.857142857142858
2020-10-19,54.285714285714285,49.714285714285715,12.857142857142858
2020-10-20,56.285714285714285,56.0,14.571428571428571
2020-10-21,58.42857142857143,64.0,16.714285714285715
2020-10-22,62.42857142857143,68.85714285714286,18.142857142857142
2020-10-23,63.142857142857146,74.57142857142857,19.857142857142858
2020-10-24,62.714285714285715,80.0,21.714285714285715
2020-10-25,63.714285714285715,84.71428571428571,23.857142857142858
2020-10-26,64.0,87.28571428571429,26.428571428571427
2020-10-27,66.42857142857143,89.85714285714286,27.142857142857142
2020-10-28,66.85714285714286,92.85714285714286,28.0
2020-10-29,65.42857142857143,95.0,27.714285714285715
2020-10-30,65.42857142857143,102.42857142857143,31.285714285714285
2020-10-31,64.85714285714286,107.57142857142857,32.57142857142857
2020-11-01,67.57142857142857,112.85714285714286,33.42857142857143
2020-11-02,66.71428571428571,122.71428571428571,35.42857142857143
2020-11-03,64.85714285714286,131.0,37.42857142857143
2020-11-04,67.28571428571429,133.85714285714286,37.0
2020-11-05,68.28571428571429,140.42857142857142,38.714285714285715
2020-11-06,68.57142857142857,140.42857142857142,38.142857142857146
2020-11-07,71.14285714285714,140.14285714285714,38.0
2020-11-08,69.71428571428571,137.85714285714286,40.285714285714285
2020-11-09,73.14285714285714,136.85714285714286,37.714285714285715
2020-11-10,77.14285714285714,136.57142857142858,37.285714285714285
2020-11-11,73.85714285714286,132.71428571428572,36.857142857142854
2020-11-12,73.0,127.14285714285714,36.57142857142857
2020-11-13,72.85714285714286,125.42857142857143,36.42857142857143
2020-11-14,71.0,126.42857142857143,36.0
2020-11-15,70.42857142857143,131.0,36.0
2020-11-16,64.85714285714286,129.85714285714286,36.42857142857143
2020-11-17,59.0,125.71428571428571,36.142857142857146
2020-11-18,59.42857142857143,122.14285714285714,36.142857142857146
2020-11-19,58.57142857142857,120.71428571428571,35.285714285714285
2020-11-20,54.714285714285715,119.85714285714286,33.57142857142857
2020-11-21,50.42857142857143,117.28571428571429,31.857142857142858
2020-11-22,48.285714285714285,111.0,28.285714285714285
2020-11-23,46.285714285714285,104.14285714285714,26.571428571428573
2020-11-24,43.714285714285715,98.28571428571429,24.857142857142858
2020-11-25,40.285714285714285,97.57142857142857,24.0
2020-11-26,39.285714285714285,94.0,24.571428571428573
2020-11-27,36.42857142857143,87.0,24.571428571428573
2020-11-28,34.714285714285715,82.42857142857143,24.714285714285715
2020-11-29,32.57142857142857,76.0,23.571428571428573
2020-11-30,31.0,73.57142857142857,24.285714285714285
2020-12-01,32.42857142857143,72.57142857142857,23.285714285714285
2020-12-02,32.142857142857146,69.14285714285714,23.142857142857142
2020-12-03,31.428571428571427,66.57142857142857,21.428571428571427
2020-12-04,31.714285714285715,64.42857142857143,19.857142857142858
2020-12-05,30.428571428571427,59.857142857142854,19.428571428571427
2020-12-06,28.857142857142858,60.142857142857146,18.714285714285715
2020-12-07,27.714285714285715,57.714285714285715,16.571428571428573
2020-12-08,25.714285714285715,54.142857142857146,16.571428571428573
2020-12-09,25.857142857142858,52.714285714285715,16.714285714285715
2020-12-10,24.428571428571427,51.0,17.0
2020-12-11,23.714285714285715,50.857142857142854,16.142857142857142
2020-12-12,25.428571428571427,49.857142857142854,16.285714285714285
2020-12-13,24.857142857142858,46.42857142857143,16.428571428571427
2020-12-14,26.571428571428573,44.714285714285715,16.285714285714285
2020-12-15,26.142857142857142,42.57142857142857,16.0
2020-12-16,25.285714285714285,41.285714285714285,13.857142857142858
2020-12-17,26.0,41.857142857142854,13.142857142857142
2020-12-18,25.285714285714285,41.57142857142857,13.714285714285714
2020-12-19,24.857142857142858,42.42857142857143,13.0
2020-12-20,25.571428571428573,42.142857142857146,12.428571428571429
2020-12-21,24.714285714285715,43.714285714285715,11.571428571428571
2020-12-22,23.571428571428573,43.57142857142857,11.0
2020-12-23,23.714285714285715,43.714285714285715,11.285714285714286
2020-12-24,24.285714285714285,43.0,11.428571428571429
2020-12-25,23.857142857142858,40.0,10.428571428571429
2020-12-26,23.571428571428573,37.285714285714285,10.571428571428571
2020-12-27,23.571428571428573,37.57142857142857,9.857142857142858
2020-12-28,23.0,35.857142857142854,9.714285714285714
2020-12-29,23.428571428571427,37.857142857142854,8.714285714285714
2020-12-30,22.571428571428573,38.42857142857143,9.142857142857142
2020-12-31,21.857142857142858,37.285714285714285,9.857142857142858
2021-01-01,20.857142857142858,38.42857142857143,10.285714285714286
2021-01-02,20.285714285714285,39.57142857142857,10.0
2021-01-03,20.0,39.714285714285715,10.0
2021-01-04,21.285714285714285,41.0,10.571428571428571
2021-01-05,22.571428571428573,40.285714285714285,11.857142857142858
2021-01-06,24.285714285714285,39.857142857142854,12.0
2021-01-07,24.428571428571427,41.714285714285715,11.285714285714286
2021-01-08,24.0,42.142857142857146,11.428571428571429
2021-01-09,23.714285714285715,42.57142857142857,11.285714285714286
2021-01-10,23.428571428571427,42.42857142857143,12.285714285714286
2021-01-11,22.142857142857142,41.285714285714285,13.857142857142858
2021-01-12,21.714285714285715,40.714285714285715,13.0
2021-01-13,20.0,42.42857142857143,13.714285714285714
2021-01-14,18.714285714285715,41.142857142857146,14.0
2021-01-15,20.857142857142858,40.285714285714285,15.428571428571429
2021-01-16,19.428571428571427,38.857142857142854,14.714285714285714
2021-01-17,19.0,38.142857142857146,14.142857142857142
2021-01-18,19.0,39.714285714285715,13.0
2021-01-19,18.142857142857142,38.714285714285715,14.0
2021-01-20,17.714285714285715,38.285714285714285,13.0
2021-01-21,18.285714285714285,37.285714285714285,12.571428571428571
2021-01-22,17.142857142857142,37.42857142857143,10.714285714285714
2021-01-23,17.571428571428573,38.57142857142857,10.714285714285714
2021-01-24,17.0,37.285714285714285,10.714285714285714
2021-01-25,14.857142857142858,35.857142857142854,9.428571428571429
2021-01-26,13.857142857142858,37.0,8.714285714285714
2021-01-27,14.0,34.57142857142857,9.0
2021-01-28,13.142857142857142,36.42857142857143,8.428571428571429
2021-01-29,13.857142857142858,36.57142857142857,7.857142857142857
2021-01-30,14.142857142857142,36.142857142857146,8.0
2021-01-31,15.0,37.142857142857146,8.285714285714286
2021-02-01,16.571428571428573,35.57142857142857,9.571428571428571
2021-02-02,17.0,36.57142857142857,10.428571428571429
2021-02-03,16.571428571428573,37.57142857142857,10.285714285714286
2021-02-04,17.428571428571427,37.285714285714285,10.0
2021-02-05,15.428571428571429,37.42857142857143,9.857142857142858
2021-02-06,14.142857142857142,38.142857142857146,9.714285714285714
2021-02-07,13.285714285714286,38.0,9.428571428571429
2021-02-08,12.714285714285714,40.285714285714285,8.714285714285714
2021-02-09,13.0,38.142857142857146,7.857142857142857
2021-02-10,13.142857142857142,37.42857142857143,7.285714285714286
2021-02-11,13.142857142857142,36.57142857142857,7.571428571428571
2021-02-12,13.571428571428571,37.42857142857143,7.571428571428571
2021-02-13,14.285714285714286,37.142857142857146,7.714285714285714
2021-02-14,15.428571428571429,36.714285714285715,7.428571428571429
2021-02-15,14.428571428571429,36.857142857142854,7.571428571428571
2021-02-16,14.428571428571429,37.57142857142857,8.142857142857142
2021-02-17,14.857142857142858,38.714285714285715,8.428571428571429
