data,tutti,maschi,femmine
0,61,31.0,30
1,9,6.0,3
2,5,3.0,2
3,9,6.0,3
4,6,3.0,3
5,4,2.0,2
6,4,2.0,2
7,4,2.0,2
8,2,2.0,0
9,5,2.0,3
10,6,3.0,3
11,2,2.0,0
12,5,3.0,2
13,6,3.0,3
14,5,3.0,2
15,4,1.0,3
16,3,3.0,0
17,9,5.0,4
18,6,6.0,0
19,7,6.0,1
20,12,6.0,6
21,13,6.0,7
22,12,5.0,7
23,14,5.0,9
24,27,13.0,14
25,27,10.0,17
26,18,8.0,10
27,24,9.0,15
28,22,10.0,12
29,29,7.0,22
30,35,5.0,30
31,30,9.0,21
32,29,15.0,14
33,32,14.0,18
34,36,12.0,24
35,31,14.0,17
36,38,14.0,24
37,40,18.0,22
38,33,13.0,20
39,43,20.0,23
40,43,24.0,19
41,36,17.0,19
42,37,25.0,12
43,60,36.0,24
44,44,28.0,16
45,54,38.0,16
46,73,48.0,25
47,68,53.0,15
48,84,54.0,30
49,91,55.0,36
50,109,80.0,29
51,102,67.0,35
52,108,82.0,26
53,118,76.0,42
54,146,97.0,49
55,139,97.0,42
56,172,121.0,51
57,138,92.0,46
58,134,101.0,33
59,163,112.0,51
60,170,107.0,63
61,182,122.0,60
62,186,122.0,64
63,184,132.0,52
64,206,140.0,66
65,206,136.0,70
66,210,140.0,70
67,218,134.0,84
68,211,139.0,72
69,255,167.0,88
70,274,192.0,82
71,321,200.0,121
72,350,212.0,138
73,375,241.0,134
74,367,231.0,136
75,351,218.0,133
76,363,233.0,130
77,441,268.0,173
78,412,228.0,184
79,425,224.0,201
80,464,269.0,195
81,491,282.0,209
82,474,268.0,206
83,445,218.0,227
84,420,196.0,224
85,398,199.0,199
86,377,171.0,206
87,372,164.0,208
88,364,170.0,194
89,321,150.0,171
90,293,128.0,165
91,261,125.0,136
92,222,71.0,151
93,161,53.0,108
94,161,55.0,106
95,128,35.0,93
96,105,42.0,63
97,66,17.0,49
98,48,16.0,32
99,32,11.0,21
100,14,3.0,11
101,14,2.0,12
102,5,2.0,3
103,2,1.0,1
104,0,0.0,0
105,1,1.0,0
106,1,,1
