giorni,casi
0.0,132
1.0,235
2.0,254
3.0,280
4.0,313
5.0,321
6.0,310
7.0,296
8.0,264
9.0,266
10.0,253
11.0,245
12.0,222
13.0,190
14.0,181
15.0,188
16.0,167
17.0,164
18.0,138
19.0,117
20.0,127
21.0,107
22.0,104
23.0,85
24.0,64
25.0,64
26.0,55
27.0,58
28.0,47
29.0,48
30.0,43
31.0,31
32.0,30
33.0,19
34.0,20
35.0,17
36.0,22
37.0,25
38.0,17
39.0,12
40.0,15
41.0,16
42.0,14
43.0,13
44.0,10
45.0,11
46.0,9
47.0,10
48.0,8
49.0,7
50.0,5
51.0,9
52.0,2
53.0,2
54.0,4
55.0,1
56.0,3
57.0,3
58.0,5
59.0,2
60.0,4
61.0,4
62.0,4
63.0,4
64.0,1
65.0,2
66.0,2
67.0,1
68.0,1
69.0,1
70.0,0
71.0,0
72.0,2
73.0,0
74.0,1
75.0,4
76.0,3
77.0,0
78.0,1
79.0,2
80.0,1
81.0,2
82.0,3
83.0,1
84.0,1
85.0,1
86.0,3
87.0,1
88.0,1
89.0,1
90.0,1
91.0,3
92.0,2
93.0,3
94.0,0
95.0,0
96.0,2
97.0,1
98.0,3
99.0,2
100.0,2
101.0,1
102.0,5
103.0,1
104.0,3
105.0,0
106.0,2
107.0,0
108.0,1
109.0,0
110.0,0
111.0,0
112.0,0
113.0,0
114.0,0
115.0,1
116.0,0
117.0,0
118.0,0
119.0,0
120.0,1
121.0,0
122.0,1
123.0,2
124.0,1
125.0,0
126.0,1
127.0,2
128.0,1
129.0,0
130.0,0
131.0,4
132.0,1
133.0,2
134.0,0
135.0,2
136.0,1
137.0,0
138.0,1
139.0,0
140.0,0
141.0,0
142.0,1
143.0,1
144.0,0
145.0,0
146.0,3
147.0,1
148.0,0
149.0,2
150.0,0
151.0,1
152.0,0
153.0,0
154.0,0
155.0,0
156.0,1
157.0,0
158.0,0
159.0,0
160.0,0
161.0,1
162.0,0
163.0,0
164.0,0
165.0,2
166.0,0
167.0,1
168.0,2
169.0,1
170.0,0
171.0,0
172.0,0
173.0,0
174.0,1
175.0,0
176.0,2
177.0,0
178.0,0
179.0,2
180.0,0
181.0,4
182.0,0
183.0,1
184.0,1
185.0,0
186.0,2
187.0,0
188.0,1
189.0,0
190.0,1
191.0,0
192.0,1
193.0,0
194.0,1
195.0,1
196.0,2
197.0,0
198.0,0
199.0,1
200.0,1
201.0,1
202.0,0
203.0,0
204.0,1
205.0,0
206.0,2
207.0,1
208.0,0
209.0,0
210.0,1
211.0,2
212.0,1
213.0,2
214.0,0
215.0,1
216.0,0
217.0,1
218.0,2
219.0,0
220.0,2
221.0,0
222.0,0
223.0,0
224.0,2
225.0,1
226.0,3
227.0,2
228.0,0
229.0,1
230.0,1
231.0,0
232.0,1
233.0,0
234.0,0
235.0,0
236.0,2
237.0,0
238.0,1
239.0,0
240.0,0
241.0,2
242.0,1
243.0,0
244.0,0
245.0,0
246.0,1
247.0,0
248.0,1
249.0,0
250.0,1
251.0,0
252.0,0
253.0,0
254.0,0
255.0,0
256.0,0
257.0,0
258.0,0
259.0,0
260.0,0
261.0,0
262.0,0
263.0,1
264.0,0
265.0,1
266.0,1
267.0,2
268.0,0
269.0,1
270.0,0
271.0,0
272.0,1
273.0,1
274.0,1
275.0,2
276.0,1
277.0,0
278.0,0
279.0,0
280.0,0
281.0,0
282.0,0
283.0,1
284.0,0
285.0,0
286.0,0
287.0,0
288.0,0
289.0,0
290.0,1
291.0,1
292.0,0
293.0,0
294.0,0
295.0,0
296.0,1
297.0,1
298.0,0
299.0,0
300.0,1
301.0,1
302.0,0
303.0,0
304.0,1
305.0,0
306.0,1
307.0,0
308.0,1
309.0,0
310.0,0
311.0,0
312.0,0
313.0,0
314.0,0
315.0,0
316.0,0
317.0,1
318.0,0
319.0,0
320.0,0
321.0,0
322.0,0
323.0,1
324.0,0
325.0,0
326.0,0
327.0,0
328.0,1
329.0,0
330.0,1
331.0,0
332.0,0
333.0,1
334.0,1
335.0,1
336.0,0
337.0,0
338.0,0
339.0,1
340.0,0
341.0,0
342.0,0
343.0,0
344.0,0
345.0,0
346.0,0
347.0,1
348.0,0
349.0,0
350.0,1
351.0,0
352.0,0
353.0,0
354.0,0
355.0,0
356.0,0
357.0,0
358.0,0
359.0,0
360.0,0
361.0,0
362.0,0
363.0,1
364.0,0
365.0,0
366.0,0
367.0,0
368.0,0
369.0,0
370.0,1
371.0,2
372.0,0
373.0,1
374.0,0
375.0,0
376.0,0
377.0,0
378.0,0
379.0,0
380.0,0
381.0,0
382.0,0
383.0,0
384.0,0
385.0,0
386.0,0
387.0,0
388.0,0
389.0,0
390.0,0
391.0,0
392.0,0
393.0,0
394.0,0
395.0,0
396.0,0
397.0,0
398.0,0
399.0,0
400.0,1
401.0,0
402.0,0
403.0,0
404.0,0
405.0,0
406.0,0
407.0,0
