data,0-9 anni,10-19 anni,20-29 anni,30-39 anni,40-49 anni,50-59 anni,60-69 anni,70-79 anni,80-89 anni,≥90 anni
2021-04-02,68.57142857142857,142.57142857142858,173.71428571428572,182.42857142857142,247.85714285714286,294.14285714285717,216.28571428571428,164.28571428571428,99.28571428571429,19.285714285714285
2021-04-03,66.42857142857143,137.28571428571428,163.0,175.28571428571428,240.42857142857142,284.42857142857144,206.0,158.0,92.85714285714286,17.285714285714285
2021-04-04,61.285714285714285,125.0,152.71428571428572,155.0,224.71428571428572,262.14285714285717,186.28571428571428,145.42857142857142,80.71428571428571,16.714285714285715
2021-04-05,58.57142857142857,115.57142857142857,141.71428571428572,148.85714285714286,210.28571428571428,244.28571428571428,180.28571428571428,137.85714285714286,76.28571428571429,15.142857142857142
2021-04-06,58.42857142857143,112.28571428571429,132.85714285714286,145.71428571428572,198.85714285714286,235.28571428571428,171.57142857142858,131.14285714285714,73.14285714285714,14.571428571428571
2021-04-07,63.285714285714285,114.14285714285714,129.85714285714286,143.42857142857142,198.28571428571428,230.14285714285714,167.85714285714286,128.71428571428572,69.28571428571429,14.0
2021-04-08,67.57142857142857,113.42857142857143,132.71428571428572,144.71428571428572,198.57142857142858,232.0,164.57142857142858,130.71428571428572,71.0,14.571428571428571
2021-04-09,71.42857142857143,118.14285714285714,137.0,149.57142857142858,198.57142857142858,234.14285714285714,166.42857142857142,129.14285714285714,68.14285714285714,15.571428571428571
2021-04-10,70.85714285714286,113.57142857142857,131.57142857142858,143.28571428571428,184.57142857142858,218.28571428571428,159.14285714285714,120.0,65.85714285714286,14.857142857142858
2021-04-11,70.28571428571429,113.0,128.0,140.85714285714286,176.28571428571428,202.85714285714286,151.57142857142858,111.28571428571429,60.0,13.428571428571429
2021-04-12,71.71428571428571,112.14285714285714,130.28571428571428,138.28571428571428,171.57142857142858,198.42857142857142,145.57142857142858,107.42857142857143,56.57142857142857,13.571428571428571
2021-04-13,69.71428571428571,107.85714285714286,128.14285714285714,134.28571428571428,162.28571428571428,190.28571428571428,141.57142857142858,103.14285714285714,53.57142857142857,12.142857142857142
2021-04-14,68.28571428571429,106.71428571428571,129.42857142857142,129.0,159.14285714285714,185.42857142857142,141.57142857142858,101.71428571428571,53.857142857142854,12.571428571428571
2021-04-15,67.71428571428571,103.71428571428571,125.71428571428571,126.14285714285714,156.71428571428572,180.57142857142858,142.57142857142858,100.85714285714286,51.42857142857143,11.285714285714286
2021-04-16,70.71428571428571,99.0,121.28571428571429,122.0,150.85714285714286,175.42857142857142,136.71428571428572,100.42857142857143,50.57142857142857,10.285714285714286
2021-04-17,73.85714285714286,98.14285714285714,112.71428571428571,123.14285714285714,151.14285714285714,167.14285714285714,132.85714285714286,101.28571428571429,44.142857142857146,9.571428571428571
2021-04-18,73.42857142857143,95.42857142857143,105.57142857142857,117.71428571428571,143.85714285714286,161.28571428571428,126.71428571428571,100.85714285714286,48.0,9.285714285714286
2021-04-19,71.71428571428571,93.57142857142857,98.71428571428571,109.42857142857143,138.57142857142858,150.71428571428572,120.71428571428571,95.42857142857143,46.285714285714285,8.571428571428571
2021-04-20,79.42857142857143,93.42857142857143,97.28571428571429,112.14285714285714,143.0,147.42857142857142,116.0,92.42857142857143,45.857142857142854,9.857142857142858
2021-04-21,84.42857142857143,94.57142857142857,93.57142857142857,112.71428571428571,142.85714285714286,146.14285714285714,113.71428571428571,91.57142857142857,43.714285714285715,8.857142857142858
2021-04-22,87.0,95.71428571428571,93.85714285714286,113.71428571428571,141.71428571428572,144.85714285714286,108.85714285714286,87.28571428571429,40.857142857142854,9.142857142857142
2021-04-23,87.28571428571429,99.57142857142857,89.57142857142857,116.0,148.14285714285714,141.42857142857142,105.85714285714286,86.0,37.0,9.142857142857142
2021-04-24,91.57142857142857,101.42857142857143,91.14285714285714,116.85714285714286,150.0,142.71428571428572,105.28571428571429,80.85714285714286,36.142857142857146,8.428571428571429
2021-04-25,96.0,101.57142857142857,89.42857142857143,117.14285714285714,150.57142857142858,142.14285714285714,104.0,75.71428571428571,32.285714285714285,8.857142857142858
2021-04-26,98.71428571428571,103.28571428571429,87.71428571428571,118.28571428571429,154.85714285714286,143.71428571428572,106.85714285714286,75.57142857142857,28.857142857142858,8.571428571428571
2021-04-27,91.57142857142857,103.85714285714286,82.71428571428571,110.71428571428571,149.28571428571428,135.42857142857142,102.14285714285714,75.42857142857143,28.0,6.571428571428571
2021-04-28,84.28571428571429,99.85714285714286,80.57142857142857,109.85714285714286,144.42857142857142,129.57142857142858,97.85714285714286,71.42857142857143,26.714285714285715,6.428571428571429
2021-04-29,84.42857142857143,101.85714285714286,78.42857142857143,108.85714285714286,141.57142857142858,129.57142857142858,97.57142857142857,70.14285714285714,26.428571428571427,6.857142857142857
2021-04-30,84.71428571428571,103.57142857142857,77.71428571428571,102.57142857142857,134.0,125.0,93.71428571428571,62.42857142857143,23.857142857142858,5.428571428571429
