età,tutti,maschi,femmine
0.0,0.009487341375604254,0.010161875575776946,0.008777655797208952
1.0,0.0027885572993578077,0.0030941558297012247,0.002465027713887108
2.0,0.001670624559930376,0.001862617104608489,0.001467404269876351
3.0,0.0012296055086326787,0.0013878161308842785,0.0010627686866531063
4.0,0.0009550012505968757,0.001025888600567256,0.0008800870733490927
5.0,0.0009135640216049877,0.0009423822800978209,0.0008830277122154918
6.0,0.0007392206839861145,0.0008549531692692259,0.0006167379431789595
7.0,0.0008064622747524426,0.0008813646462606269,0.0007271511230013065
8.0,0.0008031202709787284,0.0008743753816359491,0.0007275985800339291
9.0,0.0007597275808180516,0.000791491120240109,0.0007259622722991412
10.0,0.0008298327540496549,0.0009012555422036216,0.0007541146840039829
11.0,0.0008694323397214655,0.0009502454230984837,0.0007840133535177631
12.0,0.0007886976805598345,0.0008440375750492924,0.0007298898991953055
13.0,0.0008575500427896384,0.000919793966151582,0.0007912339983812369
14.0,0.000871223300010073,0.0009003395957714849,0.0008401550268666966
15.0,0.0010101186627287184,0.0009711177361411992,0.0010514792728948809
16.0,0.0011179459371908043,0.001065679319331491,0.0011735426090431812
17.0,0.0012787655932464197,0.0012508267450746554,0.0013085656220072957
18.0,0.0014737944726617215,0.0014295302013422819,0.0015214649430625173
19.0,0.0013711523096298904,0.0012679120957516839,0.0014839054692009932
20.0,0.001640968375611533,0.0014796115370762745,0.0018190346941479362
21.0,0.0018768433282688355,0.001599708795524647,0.0021870030553719157
22.0,0.0021675163578956987,0.0019518017872697357,0.0024054457013333143
23.0,0.0023499364015776457,0.002008473043837669,0.002723477007637039
24.0,0.002481272142142413,0.002016292683877126,0.0029861691363378354
25.0,0.0027596805987103673,0.0021106866034430374,0.0034538552492376627
26.0,0.002900089460386744,0.002368067109045825,0.0034629494753311216
27.0,0.0029745171513737116,0.002253279654660401,0.003734194971413093
28.0,0.0031904858640689248,0.0024215163745032195,0.00399454937295239
29.0,0.0033668162514877437,0.002449536823092699,0.0043257238483154934
30.0,0.003602617386571669,0.0025454678478450403,0.004690666984607082
31.0,0.0036529832192500277,0.0027481944481703045,0.0045836680381900795
