età,tutti,maschi,femmine
32.0,0.004033307913325476,0.003101110850228848,0.004985240449886034
33.0,0.003974543303055478,0.0031600472791689076,0.004803692006941072
34.0,0.004071127262129744,0.0033267685101399905,0.00482392523364486
35.0,0.003954663700303935,0.003442101016667779,0.004473398990180845
36.0,0.004077603597244102,0.0036875092758553766,0.004471936435029977
37.0,0.003983206988024019,0.003712556296960241,0.004255496799332035
38.0,0.004107797649970442,0.004173553719008264,0.004041985921978092
39.0,0.004094227743939333,0.00416247296400197,0.004025351610410802
40.0,0.004003280864708667,0.0042513766735391605,0.0037555283932019985
41.0,0.004040906906817653,0.0044518063488998,0.00362973258905233
42.0,0.0039786079312919016,0.004719319609362591,0.0032417161463321204
43.0,0.004209489984634211,0.004903499136984152,0.003519834900252236
44.0,0.0043704575085865924,0.005486953317874848,0.003263527672177333
45.0,0.004572467432650859,0.005728130211007345,0.0034276731542368854
46.0,0.005173234301836445,0.0064270075570308635,0.0039376804594452655
47.0,0.0054923260000610255,0.00682195811152621,0.004178069008226423
48.0,0.005731951802006444,0.007349628413229752,0.004146740991669383
49.0,0.006330797579555551,0.00811028974424335,0.004586668887477749
50.0,0.0062909379561109265,0.008017847849570495,0.004605020788379559
51.0,0.006959888790389079,0.008921642251558934,0.005049599739270365
52.0,0.00720184920125693,0.009268454846337674,0.005201936714828251
53.0,0.0074886701365700975,0.009695371028825641,0.005341203309735474
54.0,0.007809376773289846,0.010048384184121436,0.0056358631917886055
55.0,0.008219792338899039,0.01082412491808465,0.005701367533592378
56.0,0.00931425646000054,0.012465401453414642,0.0063025652916253875
57.0,0.009498932961386715,0.012592979849397867,0.006561402668535963
58.0,0.009877005268268638,0.013101760057133729,0.006831428565089381
59.0,0.010332131181966077,0.013770418416353224,0.007095398526410777
60.0,0.010885009672468533,0.014320662777783337,0.007659118719863212
61.0,0.011584708337408283,0.015504039432239018,0.00793977634294735
62.0,0.011637433745213772,0.015625,0.007936133961941278
63.0,0.012130609386743466,0.0164048445085803,0.008174200449137463
64.0,0.012558223389455612,0.01692974380851876,0.008533137620748291
65.0,0.013075944647908946,0.01764749783281378,0.008898076105832542
66.0,0.01392381699467042,0.018832221478977215,0.00941898730676696
67.0,0.014139767064703268,0.018945343904218873,0.009775398907042444
68.0,0.014146324092373984,0.01904035843615356,0.009720287426638673
69.0,0.014803796775735654,0.01971594690948657,0.010381408686562999
70.0,0.015442129829717348,0.02048723091648428,0.010921050475030185
71.0,0.016261395427778064,0.021630871807625577,0.011502095465030534
72.0,0.017581688743670835,0.023003466905144005,0.012797890077581805
73.0,0.018624860139403464,0.02447169416780323,0.013543350656959649
74.0,0.024601280088255715,0.03197107555562885,0.01828859178902614
75.0,0.022074124855071244,0.029069458033298263,0.016173698058741876
76.0,0.02194209082137257,0.028904076397998146,0.016219965252741667
77.0,0.023684951750375233,0.030921251348435815,0.01783346592415805
78.0,0.02397147752075038,0.031168071990363495,0.01827969794191406
79.0,0.023599420926662836,0.030514123823014747,0.01824261516215658
80.0,0.025475019198455,0.03315356654667563,0.019623736045845656
81.0,0.027314825126399402,0.03517547205798207,0.021513209525921076
82.0,0.03126608513448881,0.03981343935686823,0.02515177797051171
83.0,0.03378684461003629,0.04307943280210817,0.027445472995538504
84.0,0.0324413755311834,0.04098208729959091,0.02679520898337498
85.0,0.03484605977510988,0.0433713189664899,0.029482471416672977
86.0,0.0385528356816938,0.04791880448748351,0.03292018876730799
87.0,0.039640680892153064,0.05048189104189916,0.03352856391132261
88.0,0.040651234404467565,0.05181280684773355,0.03465997295808503
89.0,0.04013157601897971,0.05078041192877065,0.0348402571875937
90.0,0.045309515784743286,0.057888220728687656,0.03945505432993085
91.0,0.045988410138093405,0.06035822913146333,0.039846699021647024
92.0,0.0453972465045768,0.06002369736728029,0.03956436556413507
93.0,0.04777347480662868,0.06072539676288741,0.043067677779367576
94.0,0.04970660712583899,0.06299082871107695,0.04532783027406683
95.0,0.04715268917680462,0.06263761293751424,0.04235133480860681
96.0,0.04622771250030159,0.06454730963376651,0.04091984067712223
97.0,0.04740290765135485,0.0630409929772987,0.043271927175460544
98.0,0.0433852140077821,0.05839780384327427,0.03975110251918081
99.0,0.04478056776693242,0.05614867536575722,0.04214102093279471
