data,0-39 anni,40-59 anni,60-79 anni,80-89 anni,≥90 anni
2020-09-23,46.0,72.71428571428571,75.85714285714286,33.42857142857143,11.142857142857142
2020-09-24,47.714285714285715,73.85714285714286,76.57142857142857,33.42857142857143,11.0
2020-09-25,48.0,75.0,77.71428571428571,32.714285714285715,12.142857142857142
2020-09-26,46.42857142857143,73.71428571428571,80.14285714285714,34.57142857142857,14.142857142857142
2020-09-27,46.142857142857146,72.0,81.14285714285714,35.142857142857146,14.0
2020-09-28,48.714285714285715,74.85714285714286,83.28571428571429,38.285714285714285,15.428571428571429
2020-09-29,48.285714285714285,75.28571428571429,88.85714285714286,41.0,18.0
2020-09-30,51.57142857142857,79.28571428571429,96.14285714285714,45.42857142857143,18.857142857142858
2020-10-01,54.142857142857146,84.71428571428571,100.85714285714286,51.142857142857146,19.571428571428573
2020-10-02,56.857142857142854,86.85714285714286,110.0,58.42857142857143,20.857142857142858
2020-10-03,65.0,91.85714285714286,117.57142857142857,65.71428571428571,22.0
2020-10-04,67.85714285714286,100.57142857142857,129.28571428571428,71.71428571428571,24.857142857142858
2020-10-05,72.57142857142857,106.85714285714286,139.71428571428572,75.85714285714286,25.857142857142858
2020-10-06,81.28571428571429,112.28571428571429,149.57142857142858,83.85714285714286,24.857142857142858
2020-10-07,85.14285714285714,123.28571428571429,157.85714285714286,90.42857142857143,25.857142857142858
2020-10-08,91.0,131.42857142857142,172.28571428571428,96.14285714285714,29.714285714285715
2020-10-09,95.71428571428571,146.42857142857142,185.71428571428572,104.85714285714286,33.714285714285715
2020-10-10,98.0,160.42857142857142,208.28571428571428,111.0,35.714285714285715
2020-10-11,106.71428571428571,175.71428571428572,226.0,119.57142857142857,37.714285714285715
2020-10-12,109.71428571428571,189.0,253.42857142857142,132.14285714285714,42.57142857142857
2020-10-13,114.0,206.0,276.14285714285717,140.42857142857142,47.57142857142857
2020-10-14,121.85714285714286,222.57142857142858,307.7142857142857,157.0,52.0
2020-10-15,128.14285714285714,236.85714285714286,333.57142857142856,171.42857142857142,54.714285714285715
2020-10-16,138.85714285714286,253.28571428571428,366.7142857142857,188.0,56.42857142857143
2020-10-17,148.28571428571428,270.7142857142857,397.0,208.71428571428572,62.857142857142854
2020-10-18,156.71428571428572,284.14285714285717,433.14285714285717,227.28571428571428,68.14285714285714
2020-10-19,168.85714285714286,307.42857142857144,460.14285714285717,245.0,70.0
2020-10-20,177.0,332.2857142857143,506.14285714285717,268.57142857142856,75.57142857142857
2020-10-21,179.85714285714286,350.14285714285717,531.8571428571429,284.7142857142857,79.85714285714286
2020-10-22,186.85714285714286,373.14285714285717,565.4285714285714,305.0,84.85714285714286
2020-10-23,192.85714285714286,398.14285714285717,603.8571428571429,328.57142857142856,89.85714285714286
2020-10-24,195.42857142857142,416.0,639.7142857142857,349.2857142857143,93.28571428571429
2020-10-25,194.71428571428572,443.14285714285717,679.0,364.2857142857143,98.14285714285714
2020-10-26,192.71428571428572,457.42857142857144,724.1428571428571,387.2857142857143,101.85714285714286
2020-10-27,195.14285714285714,472.7142857142857,762.1428571428571,407.85714285714283,107.0
2020-10-28,198.0,485.42857142857144,794.2857142857143,425.7142857142857,111.42857142857143
2020-10-29,194.85714285714286,492.0,817.4285714285714,437.2857142857143,112.57142857142857
2020-10-30,193.14285714285714,500.2857142857143,853.5714285714286,453.2857142857143,117.14285714285714
2020-10-31,197.14285714285714,514.0,891.1428571428571,466.42857142857144,123.28571428571429
2020-11-01,199.0,522.0,931.8571428571429,492.85714285714283,130.85714285714286
2020-11-02,200.28571428571428,535.7142857142857,962.7142857142857,513.4285714285714,137.42857142857142
2020-11-03,195.42857142857142,542.8571428571429,986.1428571428571,528.0,137.28571428571428
2020-11-04,194.14285714285714,547.5714285714286,1020.7142857142857,540.2857142857143,139.0
2020-11-05,194.14285714285714,545.7142857142857,1043.5714285714287,551.7142857142857,142.14285714285714
2020-11-06,191.85714285714286,540.8571428571429,1055.5714285714287,554.4285714285714,144.71428571428572
2020-11-07,185.0,536.5714285714286,1057.142857142857,569.4285714285714,145.85714285714286
2020-11-08,183.14285714285714,535.4285714285714,1057.0,579.7142857142857,142.85714285714286
2020-11-09,181.0,526.2857142857143,1055.5714285714287,579.1428571428571,143.71428571428572
2020-11-10,180.28571428571428,516.0,1054.0,585.5714285714286,147.42857142857142
2020-11-11,177.28571428571428,507.42857142857144,1046.142857142857,589.2857142857143,147.85714285714286
2020-11-12,170.14285714285714,499.85714285714283,1039.2857142857142,588.2857142857143,147.14285714285714
2020-11-13,164.0,498.42857142857144,1027.2857142857142,601.8571428571429,151.0
2020-11-14,158.85714285714286,493.57142857142856,1024.0,607.1428571428571,150.71428571428572
2020-11-15,149.14285714285714,480.42857142857144,1008.1428571428571,599.0,152.14285714285714
2020-11-16,143.57142857142858,467.2857142857143,992.5714285714286,599.2857142857143,154.42857142857142
2020-11-17,137.0,456.42857142857144,966.1428571428571,594.2857142857143,154.57142857142858
2020-11-18,130.0,436.2857142857143,933.5714285714286,578.7142857142857,157.85714285714286
2020-11-19,127.71428571428571,423.2857142857143,904.5714285714286,564.7142857142857,157.71428571428572
2020-11-20,126.57142857142857,404.0,881.8571428571429,543.5714285714286,154.28571428571428
2020-11-21,126.28571428571429,384.42857142857144,853.4285714285714,522.0,150.71428571428572
2020-11-22,130.71428571428572,366.7142857142857,815.5714285714286,508.14285714285717,149.42857142857142
2020-11-23,127.71428571428571,353.7142857142857,780.2857142857143,487.57142857142856,145.14285714285714
2020-11-24,125.57142857142857,340.14285714285717,750.2857142857143,472.85714285714283,143.85714285714286
2020-11-25,126.85714285714286,332.57142857142856,727.7142857142857,474.14285714285717,141.14285714285714
2020-11-26,126.57142857142857,323.7142857142857,707.1428571428571,470.2857142857143,141.71428571428572
2020-11-27,122.71428571428571,310.42857142857144,678.5714285714286,459.57142857142856,139.42857142857142
2020-11-28,120.71428571428571,297.2857142857143,648.5714285714286,452.85714285714283,142.28571428571428
2020-11-29,115.42857142857143,286.57142857142856,637.1428571428571,449.2857142857143,140.85714285714286
2020-11-30,112.14285714285714,279.57142857142856,622.5714285714286,444.57142857142856,142.14285714285714
2020-12-01,108.42857142857143,268.0,618.4285714285714,430.0,142.0
2020-12-02,106.14285714285714,263.42857142857144,613.4285714285714,418.2857142857143,140.28571428571428
2020-12-03,104.0,263.0,605.7142857142857,412.7142857142857,139.71428571428572
2020-12-04,102.57142857142857,258.42857142857144,589.8571428571429,410.7142857142857,136.85714285714286
2020-12-05,98.28571428571429,248.14285714285714,576.2857142857143,398.0,131.71428571428572
2020-12-06,97.71428571428571,243.57142857142858,565.7142857142857,387.42857142857144,130.71428571428572
2020-12-07,97.0,240.42857142857142,549.2857142857143,385.85714285714283,126.28571428571429
2020-12-08,98.14285714285714,240.0,532.8571428571429,389.14285714285717,123.71428571428571
2020-12-09,97.28571428571429,236.14285714285714,524.1428571428571,381.85714285714283,121.0
2020-12-10,94.57142857142857,226.57142857142858,512.8571428571429,375.85714285714283,119.0
2020-12-11,93.14285714285714,225.0,510.7142857142857,370.7142857142857,120.71428571428571
2020-12-12,88.71428571428571,229.85714285714286,507.42857142857144,370.85714285714283,120.14285714285714
2020-12-13,85.85714285714286,226.57142857142858,498.7142857142857,363.57142857142856,116.28571428571429
2020-12-14,82.71428571428571,220.14285714285714,499.7142857142857,355.42857142857144,117.42857142857143
2020-12-15,80.71428571428571,212.71428571428572,496.14285714285717,346.14285714285717,115.57142857142857
2020-12-16,79.85714285714286,213.28571428571428,494.14285714285717,338.57142857142856,116.0
2020-12-17,80.85714285714286,214.57142857142858,493.2857142857143,339.42857142857144,115.0
2020-12-18,80.14285714285714,206.71428571428572,488.42857142857144,338.57142857142856,113.71428571428571
2020-12-19,83.57142857142857,205.14285714285714,487.85714285714283,341.14285714285717,111.71428571428571
2020-12-20,82.28571428571429,203.85714285714286,485.57142857142856,341.42857142857144,114.28571428571429
2020-12-21,83.0,200.71428571428572,485.14285714285717,342.85714285714283,111.71428571428571
2020-12-22,79.0,197.28571428571428,469.42857142857144,330.0,107.85714285714286
2020-12-23,77.42857142857143,196.71428571428572,461.57142857142856,331.85714285714283,107.57142857142857
2020-12-24,77.28571428571429,203.28571428571428,471.2857142857143,333.85714285714283,110.71428571428571
2020-12-25,76.85714285714286,211.57142857142858,478.85714285714283,335.42857142857144,109.71428571428571
2020-12-26,78.71428571428571,214.0,492.57142857142856,333.42857142857144,111.42857142857143
2020-12-27,81.28571428571429,217.0,500.0,336.85714285714283,110.14285714285714
2020-12-28,84.28571428571429,221.28571428571428,506.42857142857144,339.57142857142856,109.28571428571429
2020-12-29,87.14285714285714,224.14285714285714,514.8571428571429,348.2857142857143,109.57142857142857
2020-12-30,88.0,227.71428571428572,537.1428571428571,359.0,111.28571428571429
2020-12-31,88.57142857142857,222.28571428571428,540.4285714285714,363.2857142857143,110.14285714285714
2021-01-01,87.71428571428571,224.85714285714286,549.4285714285714,363.57142857142856,109.14285714285714
2021-01-02,85.85714285714286,224.0,550.2857142857143,371.42857142857144,110.14285714285714
2021-01-03,82.0,223.71428571428572,541.4285714285714,368.85714285714283,108.14285714285714
2021-01-04,79.85714285714286,222.28571428571428,544.7142857142857,372.14285714285717,111.0
2021-01-05,82.42857142857143,226.57142857142858,563.5714285714286,385.85714285714283,116.85714285714286
2021-01-06,82.57142857142857,223.14285714285714,552.2857142857143,379.57142857142856,118.0
2021-01-07,79.0,225.0,546.5714285714286,382.42857142857144,114.85714285714286
2021-01-08,78.57142857142857,221.85714285714286,539.8571428571429,377.2857142857143,118.0
2021-01-09,78.42857142857143,221.14285714285714,527.0,372.14285714285717,115.57142857142857
2021-01-10,81.71428571428571,219.71428571428572,530.2857142857143,374.0,118.14285714285714
2021-01-11,79.28571428571429,216.0,521.1428571428571,372.2857142857143,117.14285714285714
2021-01-12,79.85714285714286,216.28571428571428,504.14285714285717,358.0,116.28571428571429
2021-01-13,78.14285714285714,215.57142857142858,499.42857142857144,356.7142857142857,112.28571428571429
2021-01-14,81.14285714285714,211.57142857142858,486.0,337.42857142857144,113.28571428571429
2021-01-15,78.71428571428571,205.42857142857142,476.42857142857144,329.7142857142857,113.28571428571429
2021-01-16,75.71428571428571,202.85714285714286,468.85714285714283,312.14285714285717,110.57142857142857
2021-01-17,74.57142857142857,199.85714285714286,455.14285714285717,303.7142857142857,107.0
2021-01-18,74.85714285714286,201.0,445.57142857142856,292.57142857142856,105.57142857142857
2021-01-19,71.42857142857143,196.14285714285714,432.7142857142857,289.7142857142857,103.0
2021-01-20,70.0,195.71428571428572,418.85714285714283,279.85714285714283,100.57142857142857
2021-01-21,69.28571428571429,193.0,415.7142857142857,280.0,96.71428571428571
2021-01-22,71.71428571428571,192.85714285714286,413.42857142857144,284.42857142857144,93.14285714285714
2021-01-23,72.71428571428571,186.28571428571428,403.0,286.7142857142857,92.42857142857143
2021-01-24,68.71428571428571,184.71428571428572,395.2857142857143,278.7142857142857,92.0
2021-01-25,68.0,181.28571428571428,387.42857142857144,271.14285714285717,89.0
2021-01-26,66.57142857142857,183.57142857142858,386.2857142857143,269.57142857142856,85.14285714285714
2021-01-27,65.85714285714286,178.71428571428572,382.7142857142857,266.57142857142856,84.14285714285714
2021-01-28,65.28571428571429,181.14285714285714,379.85714285714283,263.42857142857144,83.85714285714286
2021-01-29,68.57142857142857,180.14285714285714,374.85714285714283,254.14285714285714,79.85714285714286
2021-01-30,67.71428571428571,183.14285714285714,381.57142857142856,247.0,79.14285714285714
2021-01-31,69.42857142857143,183.57142857142858,384.85714285714283,251.28571428571428,76.85714285714286
2021-02-01,69.85714285714286,183.14285714285714,387.42857142857144,247.14285714285714,77.28571428571429
2021-02-02,70.28571428571429,183.57142857142858,388.14285714285717,240.0,75.85714285714286
2021-02-03,71.28571428571429,186.85714285714286,387.7142857142857,236.14285714285714,74.71428571428571
2021-02-04,73.85714285714286,188.42857142857142,385.57142857142856,236.28571428571428,75.0
2021-02-05,72.0,193.71428571428572,381.0,233.57142857142858,74.28571428571429
2021-02-06,73.0,196.71428571428572,376.57142857142856,231.57142857142858,73.28571428571429
2021-02-07,74.85714285714286,201.0,379.7142857142857,227.57142857142858,72.0
2021-02-08,75.14285714285714,212.14285714285714,373.14285714285717,227.42857142857142,67.71428571428571
2021-02-09,73.14285714285714,210.71428571428572,371.14285714285717,228.14285714285714,66.57142857142857
2021-02-10,72.0,209.0,368.7142857142857,229.14285714285714,64.0
2021-02-11,70.57142857142857,205.14285714285714,368.42857142857144,224.14285714285714,59.42857142857143
2021-02-12,69.28571428571429,204.71428571428572,369.14285714285717,218.57142857142858,58.857142857142854
2021-02-13,69.0,207.14285714285714,369.2857142857143,216.42857142857142,57.142857142857146
2021-02-14,68.85714285714286,210.28571428571428,370.57142857142856,212.57142857142858,58.857142857142854
2021-02-15,70.85714285714286,212.28571428571428,380.14285714285717,208.42857142857142,59.285714285714285
2021-02-16,75.14285714285714,217.57142857142858,388.85714285714283,205.14285714285714,58.57142857142857
2021-02-17,79.28571428571429,223.14285714285714,397.2857142857143,207.14285714285714,59.0
2021-02-18,79.85714285714286,236.42857142857142,409.0,208.57142857142858,59.714285714285715
2021-02-19,86.42857142857143,246.28571428571428,428.2857142857143,217.57142857142858,59.0
2021-02-20,91.0,254.14285714285714,447.57142857142856,229.57142857142858,62.0
2021-02-21,92.14285714285714,259.85714285714283,464.85714285714283,232.42857142857142,60.857142857142854
2021-02-22,93.14285714285714,263.42857142857144,478.0,237.85714285714286,60.714285714285715
2021-02-23,97.57142857142857,277.7142857142857,491.2857142857143,249.0,62.142857142857146
