data,ospedalizzati,terapia intensiva,deceduti
2020-02-20,,,
2020-02-21,,,
2020-02-22,,,
2020-02-23,113.14285714285714,7.857142857142857,8.714285714285714
2020-02-24,132.0,9.142857142857142,11.285714285714286
2020-02-25,152.71428571428572,12.428571428571429,13.428571428571429
2020-02-26,172.14285714285714,15.0,15.285714285714286
2020-02-27,196.42857142857142,17.0,17.142857142857142
2020-02-28,239.14285714285714,20.285714285714285,20.714285714285715
2020-02-29,284.2857142857143,23.428571428571427,21.714285714285715
2020-03-01,337.7142857142857,28.142857142857142,26.857142857142858
2020-03-02,406.7142857142857,33.42857142857143,30.142857142857142
2020-03-03,480.85714285714283,35.857142857142854,34.714285714285715
2020-03-04,547.4285714285714,37.285714285714285,38.857142857142854
2020-03-05,602.8571428571429,41.0,42.285714285714285
2020-03-06,661.2857142857143,44.42857142857143,46.0
2020-03-07,721.2857142857143,48.285714285714285,46.857142857142854
2020-03-08,781.7142857142857,51.142857142857146,46.857142857142854
2020-03-09,830.8571428571429,52.0,48.57142857142857
2020-03-10,895.4285714285714,56.857142857142854,51.57142857142857
2020-03-11,945.7142857142857,60.42857142857143,53.285714285714285
2020-03-12,987.8571428571429,60.57142857142857,55.857142857142854
2020-03-13,1059.7142857142858,62.0,57.857142857142854
2020-03-14,1122.857142857143,63.857142857142854,59.857142857142854
2020-03-15,1171.2857142857142,65.42857142857143,63.0
2020-03-16,1205.7142857142858,67.85714285714286,63.142857142857146
2020-03-17,1211.4285714285713,66.71428571428571,62.0
2020-03-18,1212.2857142857142,68.14285714285714,60.714285714285715
2020-03-19,1209.142857142857,69.71428571428571,60.0
2020-03-20,1188.857142857143,69.14285714285714,59.142857142857146
2020-03-21,1156.2857142857142,68.0,61.57142857142857
2020-03-22,1111.857142857143,67.0,58.57142857142857
2020-03-23,1067.0,64.71428571428571,56.285714285714285
2020-03-24,1030.4285714285713,62.142857142857146,53.57142857142857
2020-03-25,988.2857142857143,58.0,50.42857142857143
2020-03-26,943.2857142857143,54.714285714285715,47.0
2020-03-27,882.2857142857143,50.857142857142854,42.285714285714285
2020-03-28,822.7142857142857,46.285714285714285,37.285714285714285
2020-03-29,775.8571428571429,41.285714285714285,35.142857142857146
2020-03-30,734.1428571428571,38.0,34.142857142857146
2020-03-31,674.1428571428571,34.714285714285715,31.142857142857142
2020-04-01,627.4285714285714,32.0,29.428571428571427
2020-04-02,586.0,29.142857142857142,28.142857142857142
2020-04-03,540.8571428571429,27.857142857142858,27.0
2020-04-04,498.57142857142856,24.571428571428573,23.285714285714285
2020-04-05,462.7142857142857,21.571428571428573,21.857142857142858
2020-04-06,428.14285714285717,19.285714285714285,19.428571428571427
2020-04-07,402.42857142857144,17.0,18.142857142857142
2020-04-08,386.85714285714283,15.571428571428571,17.285714285714285
2020-04-09,381.2857142857143,14.0,14.857142857142858
2020-04-10,354.85714285714283,12.0,12.714285714285714
2020-04-11,346.2857142857143,11.285714285714286,12.285714285714286
2020-04-12,327.0,12.0,10.428571428571429
