giorni,casi
0.0,1872
1.0,153
2.0,138
3.0,139
4.0,168
5.0,157
6.0,175
7.0,148
8.0,151
9.0,183
10.0,156
11.0,136
12.0,128
13.0,126
14.0,113
15.0,106
16.0,77
17.0,85
18.0,83
19.0,80
20.0,68
21.0,69
22.0,63
23.0,66
24.0,71
25.0,44
26.0,53
27.0,38
28.0,46
29.0,27
30.0,43
31.0,33
32.0,33
33.0,38
34.0,32
35.0,29
36.0,28
37.0,34
38.0,29
39.0,13
40.0,13
41.0,17
42.0,22
43.0,22
44.0,14
45.0,14
46.0,13
47.0,7
48.0,15
49.0,11
50.0,12
51.0,14
52.0,15
53.0,8
54.0,12
55.0,4
56.0,10
57.0,18
58.0,8
59.0,4
60.0,11
61.0,5
62.0,5
63.0,8
64.0,6
65.0,8
66.0,7
67.0,6
68.0,10
69.0,7
70.0,5
71.0,4
72.0,4
73.0,6
74.0,7
75.0,4
76.0,2
77.0,7
78.0,2
79.0,3
80.0,3
81.0,3
82.0,3
83.0,3
84.0,4
85.0,2
86.0,1
87.0,1
88.0,2
89.0,0
90.0,0
91.0,2
92.0,6
93.0,1
94.0,1
95.0,7
96.0,2
97.0,2
98.0,2
99.0,1
100.0,4
101.0,2
102.0,1
103.0,2
104.0,0
105.0,3
106.0,0
107.0,3
108.0,0
109.0,2
110.0,0
111.0,1
112.0,4
113.0,4
114.0,2
115.0,1
116.0,2
117.0,1
118.0,0
119.0,0
120.0,0
121.0,1
122.0,1
123.0,1
124.0,0
125.0,0
126.0,1
127.0,0
128.0,0
129.0,1
130.0,0
131.0,0
132.0,1
133.0,0
134.0,0
135.0,1
136.0,0
137.0,1
138.0,0
139.0,0
140.0,2
141.0,0
142.0,1
143.0,0
144.0,0
145.0,0
146.0,0
147.0,0
148.0,1
149.0,0
150.0,0
151.0,0
152.0,2
153.0,0
154.0,0
155.0,1
156.0,0
157.0,0
158.0,0
159.0,0
160.0,0
161.0,0
162.0,1
163.0,0
164.0,0
165.0,1
166.0,0
167.0,1
168.0,0
169.0,1
170.0,0
171.0,0
172.0,0
173.0,0
174.0,0
175.0,0
176.0,0
177.0,1
178.0,0
179.0,0
180.0,0
181.0,0
182.0,0
183.0,0
184.0,0
185.0,1
186.0,0
187.0,0
188.0,1
189.0,2
190.0,0
191.0,0
192.0,0
193.0,0
194.0,1
195.0,0
196.0,0
197.0,0
198.0,0
199.0,0
200.0,0
201.0,0
202.0,0
203.0,0
204.0,1
205.0,1
206.0,0
207.0,0
208.0,0
209.0,0
210.0,0
211.0,0
212.0,0
213.0,0
214.0,0
215.0,0
216.0,0
217.0,0
218.0,0
219.0,0
220.0,0
221.0,0
222.0,0
223.0,0
224.0,0
225.0,0
226.0,0
227.0,0
228.0,0
229.0,0
230.0,1
