data,0-5 anni,6-12 anni,13-19 anni,20-29 anni,30-39 anni,40-49 anni,50-59 anni,60-69 anni,70-79 anni,80-89 anni,≥90 anni
2020-09-22,6.142857142857143,7.142857142857143,15.571428571428571,33.714285714285715,35.0,36.42857142857143,40.285714285714285,26.428571428571427,11.0,5.285714285714286,0.7142857142857143
2020-09-23,6.714285714285714,8.285714285714286,16.857142857142858,38.142857142857146,38.42857142857143,37.857142857142854,44.142857142857146,27.571428571428573,13.285714285714286,5.714285714285714,0.42857142857142855
2020-09-24,6.571428571428571,9.285714285714286,18.0,40.285714285714285,40.285714285714285,39.285714285714285,46.0,28.0,14.0,6.0,0.2857142857142857
2020-09-25,6.0,9.285714285714286,18.571428571428573,42.857142857142854,41.142857142857146,39.57142857142857,46.857142857142854,30.857142857142858,15.0,5.857142857142857,0.14285714285714285
2020-09-26,7.571428571428571,10.0,19.857142857142858,45.57142857142857,45.57142857142857,39.857142857142854,47.714285714285715,29.857142857142858,17.142857142857142,6.285714285714286,0.42857142857142855
2020-09-27,7.857142857142857,12.857142857142858,21.428571428571427,50.714285714285715,48.857142857142854,41.714285714285715,52.714285714285715,30.714285714285715,18.571428571428573,6.142857142857143,0.5714285714285714
2020-09-28,7.571428571428571,15.285714285714286,22.142857142857142,56.42857142857143,53.57142857142857,47.57142857142857,57.285714285714285,33.42857142857143,19.0,6.714285714285714,0.5714285714285714
2020-09-29,8.428571428571429,17.714285714285715,22.142857142857142,59.857142857142854,53.857142857142854,51.714285714285715,63.142857142857146,37.285714285714285,21.0,8.285714285714286,0.8571428571428571
2020-09-30,9.571428571428571,20.428571428571427,24.857142857142858,61.142857142857146,54.142857142857146,53.0,64.85714285714286,37.0,20.428571428571427,8.142857142857142,1.0
2020-10-01,12.142857142857142,22.857142857142858,26.714285714285715,66.85714285714286,60.714285714285715,59.285714285714285,71.85714285714286,41.0,21.285714285714285,9.571428571428571,1.4285714285714286
2020-10-02,15.142857142857142,28.571428571428573,33.0,75.85714285714286,71.85714285714286,71.14285714285714,83.0,48.42857142857143,26.714285714285715,14.714285714285714,3.2857142857142856
2020-10-03,16.714285714285715,31.571428571428573,38.142857142857146,80.57142857142857,77.42857142857143,74.14285714285714,88.57142857142857,54.42857142857143,28.142857142857142,16.0,3.2857142857142856
