data,rt_positivi,rt_positivi_err68perc,rt_sintomatici,rt_sintomatici_err68perc
2020-09-13,0.7260446536086429,0.06935422868316607,0.7260446536086429,0.06935422868316607
2020-09-14,0.7589788238533666,0.07120546987372833,0.7589788238533666,0.07120546987372833
2020-09-15,0.7953708648713483,0.07133790087550795,0.7953708648713483,0.07133790087550795
2020-09-16,0.9145511311396779,0.08500214289716633,0.9145511311396779,0.08500214289716633
2020-09-17,1.0372593512746082,0.10443999087596714,1.0372593512746082,0.10443999087596714
2020-09-18,1.1522996722349776,0.12083876529995549,1.1522996722349776,0.12083876529995549
2020-09-19,1.240666067181497,0.1378222738972914,1.240666067181497,0.1378222738972914
2020-09-20,1.3398398453403932,0.15480333095840734,1.3398398453403932,0.15480333095840734
2020-09-21,1.425827279521436,0.1771499203366371,1.425827279521436,0.1771499203366371
2020-09-22,1.482737310208329,0.1968617201833605,1.482737310208329,0.1968617201833605
2020-09-23,1.4586118497634588,0.18582370115178345,1.4586118497634588,0.18582370115178345
2020-09-24,1.4803666175229853,0.19401123268961049,1.4803666175229853,0.19401123268961049
2020-09-25,1.473601554652899,0.19108582343328528,1.473601554652899,0.19108582343328528
2020-09-26,1.4225471308416708,0.16623385772847293,1.4225471308416708,0.16623385772847293
2020-09-27,1.383339666110642,0.1461231988732934,1.383339666110642,0.1461231988732934
2020-09-28,1.3814917443423604,0.14528189895583118,1.3814917443423604,0.14528189895583118
2020-09-29,1.3344485143535183,0.12161987317852116,1.3344485143535183,0.12161987317852116
2020-09-30,1.3478371275402175,0.12623391824975982,1.3478371275402175,0.12623391824975982
2020-10-01,1.3860303338081568,0.14074047348109028,1.3860303338081568,0.14074047348109028
2020-10-02,1.4228230856612782,0.15740561803121583,1.4228230856612782,0.15740561803121583
2020-10-03,1.4601559706534797,0.17566437258336567,1.4601559706534797,0.17566437258336567
2020-10-04,1.5060161237359873,0.2004036898462171,1.5060161237359873,0.2004036898462171
2020-10-05,1.5565637652663247,0.22641914519200274,1.5565637652663247,0.22641914519200274
2020-10-06,1.6055602512208078,0.25059916760823936,1.6055602512208078,0.25059916760823936
2020-10-07,1.6467466908964241,0.2711855223265146,1.6467466908964241,0.2711855223265146
2020-10-08,1.6792524515424225,0.2877723900879099,1.6792524515424225,0.2877723900879099
2020-10-09,1.7117968366384715,0.3044431480269994,1.7117968366384715,0.3044431480269994
2020-10-10,1.7451902159813406,0.32248931214453036,1.7451902159813406,0.32248931214453036
2020-10-11,1.7648916001714756,0.33270005477180903,1.7648916001714756,0.33270005477180903
2020-10-12,1.7817424907425408,0.34162583950211395,1.7817424907425408,0.34162583950211395
2020-10-13,1.7739962482328873,0.337320273183949,1.7739962482328873,0.337320273183949
2020-10-14,1.7220633881531795,0.3078427861998782,1.7220633881531795,0.3078427861998782
2020-10-15,1.6939338265192483,0.2915963954453411,1.6939338265192483,0.2915963954453411
2020-10-16,1.6701802764791693,0.2782969317789996,1.6701802764791693,0.2782969317789996
2020-10-17,1.6461813220763701,0.2652476156550608,1.6434787434030635,0.26386512613234303
2020-10-18,1.6242155553922888,0.25449805456015295,1.6192437349868203,0.2520802167706852
2020-10-19,1.5901404216724204,0.23832348903520226,1.583425100311007,0.23518044985065997
2020-10-20,1.534515229199742,0.2127736998287385,1.526529122180933,0.2092020229121139
2020-10-21,1.4693529630662618,0.18395891483295748,1.4605766997961083,0.18020311124846272
2020-10-22,1.3982093631269956,0.1538577453817468,1.3890837434701326,0.1501142360832127
2020-10-23,1.3325940684925972,0.12637009562867121,1.3235795272322088,0.12276904254870902
2020-10-24,1.2729393552614718,0.10500018231160861,1.2643007628849912,0.10165682893599289
2020-10-25,1.208220240068099,0.08005324021115456,1.2003730698897421,0.07704877224859306
2020-10-26,1.1655755690737526,0.06265008422405864,1.158907444672435,0.060057798903056146
2020-10-27,1.1642676827350045,0.06199957106208948,1.1592914588381007,0.060250405429303926
2020-10-28,1.1622188104143678,0.06093818859190752,1.159290675027962,0.06024999968195791
2020-10-29,1.193877289332217,0.07477436115837838,1.1933774124291432,0.07497595824489059
2020-10-30,1.2360302745166272,0.09090481672612104,1.238352927781661,0.09191815623831383
2020-10-31,1.311547795680915,0.12131237569855448,1.3158240738523153,0.12338583285424165
2020-11-01,1.3765601410896617,0.14698816831508274,1.38246678519606,0.14989013618183517
2020-11-02,1.4377975746557852,0.1709757054059484,1.4450616521150599,0.1745680822324968
2020-11-03,1.486459375489603,0.19069021675069586,1.494685751461758,0.19479307961717085
2020-11-04,1.5311319381787818,0.20986351647435258,1.5399510655296327,0.21432170850348725
2020-11-05,1.573957040039741,0.22974565001273534,1.582973264954612,0.2343816135606793
2020-11-06,1.6248747715154948,0.2548552967557403,1.6338004018953078,0.2595405575203488
2020-11-07,1.646184093964759,0.2659771408939743,1.6544420865307299,0.27035423815008924
2020-11-08,1.6393425931204668,0.2623793754103703,1.6465215723195772,0.2661729663475647
2020-11-09,1.613646221474516,0.2490382706501592,1.6195019973280418,0.2520901094357394
2020-11-10,1.5970607479803824,0.24114255360441078,1.6020501791861983,0.2437394853121714
2020-11-11,1.5754927277309358,0.23061681176123347,1.5793375343300422,0.23260231647560223
2020-11-12,1.5412567563182924,0.21456306278758178,1.5437861948061862,0.2158458914817207
2020-11-13,1.489682304945033,0.19061803478162004,1.4906956420617787,0.19105494581634538
2020-11-14,1.448127681777801,0.1735508760165789,1.4492434603634972,0.1740155523450199
2020-11-15,1.4022147024862908,0.15425046317645283,1.4033659509221779,0.1547179394877587
2020-11-16,1.342776827847125,0.1298845998205884,1.343913451188282,0.13033260347734898
2020-11-17,1.274397982897906,0.10165990475460114,1.2754711077613754,0.1020731901798891
2020-11-18,1.2098678173411925,0.07480792560987688,1.2108344470283525,0.07518032107377334
2020-11-19,1.1484480447049497,0.05183147244549625,1.1492820882445909,0.05215873926786746
2020-11-20,1.088795929083766,0.039231085789243364,1.0894887044067478,0.0394776500977226
2020-11-21,1.0344663779628078,0.03391980339591087,1.0349914246249505,0.034056997013900796
2020-11-22,0.9794304543718981,0.033781216596220465,0.9797623444144031,0.03380586548597809
2020-11-23,0.9215836286214886,0.03845747975825689,0.9217043035351634,0.038403854040852115
2020-11-24,0.8637357936219555,0.04459863004194665,0.8636069997785166,0.04464235625833593
2020-11-25,0.8076001834642582,0.05425002389927734,0.8072552296965649,0.05434759309856015
2020-11-26,0.7519439149026207,0.06219026309512275,0.751430957607092,0.06230434589952337
2020-11-27,0.6985368759805913,0.06856013063666225,0.6978994227991193,0.06867011532692868
2020-11-28,0.6353442707505638,0.07512245954287473,0.6346328415426811,0.07520930317600756
2020-11-29,0.5759780238426162,0.08028404560232902,0.5752226369658093,0.08034034521821405
2020-11-30,0.5318080773450197,0.08209133116857274,0.5310383156277957,0.0821245835675476
2020-12-01,0.5037766829615897,0.08254124912695185,0.5030139705136742,0.08255988617244123
2020-12-02,0.4775106815049928,0.08301661306808791,0.4767812937271433,0.0830204777069081
2020-12-03,0.4559102872444296,0.08310971784337082,0.4552464592680542,0.08310290824786178
2020-12-04,0.4398134181838678,0.08277235223099183,0.43925924645861264,0.08276216028889012
2020-12-05,0.42876116807179115,0.0825008804191789,0.4283509300648538,0.0824915301429856
2020-12-06,0.436082599903018,0.0827320070254194,0.4358508206348397,0.08272892266711415
2020-12-07,0.4521014547765303,0.08308939395394109,0.4521014547765303,0.08308939395394109
2020-12-08,0.4677648286330193,0.08302668981911748,0.4677648286330193,0.08302668981911748
2020-12-09,0.4846884235374128,0.08282491131135467,0.4846884235374128,0.08282491131135467
2020-12-10,0.5060839158798708,0.08217095868981646,0.5060839158798708,0.08217095868981646
2020-12-11,0.5455460335946333,0.08048367944055106,0.5455460335946333,0.08048367944055106
2020-12-12,0.5961699459891826,0.07838119140518657,0.5961699459891826,0.07838119140518657
2020-12-13,0.6381420892899589,0.07619749279787051,0.6381420892899589,0.07619749279787051
2020-12-14,0.6922334921530322,0.07182310066818634,0.6922334921530322,0.07182310066818634
2020-12-15,0.753337434501013,0.06345084971479985,0.753337434501013,0.06345084971479985
2020-12-16,0.8010874629962557,0.05638948396592718,0.8010874629962557,0.05638948396592718
2020-12-17,0.8392661602651806,0.05026440665999244,0.8392661602651806,0.05026440665999244
2020-12-18,0.871880820883575,0.04299602363391858,0.871880820883575,0.04299602363391858
2020-12-19,0.8918319793153802,0.03867415261797341,0.8918319793153802,0.03867415261797341
2020-12-20,0.9157464568572338,0.03154881358665716,0.9157464568572338,0.03154881358665716
2020-12-21,0.9462640699549852,0.02214102922112284,0.9462640699549852,0.02214102922112284
2020-12-22,0.9511215069361465,0.02102269436498225,0.9511215069361465,0.02102269436498225
2020-12-23,0.9445407369421331,0.0220753474999828,0.9445407369421331,0.0220753474999828
2020-12-24,0.9306931430544154,0.022037343062089904,0.9306931430544154,0.022037343062089904
2020-12-25,0.9287897664303661,0.022052620317917795,0.9287897664303661,0.022052620317917795
2020-12-26,0.9392928667263811,0.020178307372666553,0.9392928667263811,0.020178307372666553
2020-12-27,0.9577483303613008,0.018824420382935643,0.9577483303613008,0.018824420382935643
2020-12-28,0.9765520597715334,0.016165169371307735,0.9765520597715334,0.016165169371307735
2020-12-29,1.016029612324657,0.022229781376633548,1.016029612324657,0.022229781376633548
2020-12-30,1.0647133440623242,0.033276423658539334,1.0647133440623242,0.033276423658539334
2020-12-31,1.1132777550095756,0.044941357825637136,1.1132777550095756,0.044941357825637136
2021-01-01,1.1622745284022682,0.060707466840914555,1.1622745284022682,0.060707466840914555
2021-01-02,1.204359355975197,0.07411073424651743,1.204359355975197,0.07411073424651743
2021-01-03,1.2400449006043248,0.08643360099113767,1.2400449006043248,0.08643360099113767
2021-01-04,1.2745368412413893,0.0970843356628126,1.2745368412413893,0.0970843356628126
2021-01-05,1.3057094372505837,0.10809498167685117,1.3057094372505837,0.10809498167685117
2021-01-06,1.3236791314166165,0.11476078301817785,1.3236791314166165,0.11476078301817785
2021-01-07,1.3273225377998874,0.1160300168118362,1.3273225377998874,0.1160300168118362
2021-01-08,1.3271454314260365,0.11596755700226051,1.3271454314260365,0.11596755700226051
