dt_RICOVERO,ricoveri,terapia intensiva,terapia intensiva/ricoveri 7gg
2020-02-20,1,,
2020-02-21,2,1.0,
2020-02-22,2,0.0,
2020-02-23,2,0.0,
2020-02-24,5,0.0,0.12103174603174603
2020-02-25,6,0.0,0.09041950113378684
2020-02-26,9,2.0,0.11639352710781282
2020-02-27,8,1.0,0.14236755308183882
2020-02-28,7,2.0,0.16141517212945786
2020-02-29,11,2.0,0.18284374355802926
2020-03-01,11,2.0,0.18117289978192236
2020-03-02,15,2.0,0.19287240717108492
2020-03-03,20,3.0,0.16991322349761553
2020-03-04,19,4.0,0.17965348323787528
2020-03-05,29,6.0,0.18309122196973163
2020-03-06,32,4.0,0.19107062994913962
2020-03-07,32,8.0,0.18934649201810516
2020-03-08,34,7.0,0.17813922857648223
2020-03-09,37,7.0,0.17179686404446254
2020-03-10,58,8.0,0.16747355577378586
2020-03-11,53,7.0,0.1527116510118811
2020-03-12,80,13.0,0.14300431980353573
2020-03-13,95,9.0,0.12849032718735334
2020-03-14,75,11.0,0.130525024124599
2020-03-15,87,12.0,0.13282112076031827
2020-03-16,137,12.0,0.12182488015881451
2020-03-17,138,21.0,0.12089608758915507
2020-03-18,135,20.0,0.12254768493695496
2020-03-19,152,13.0,0.12262347121963778
2020-03-20,204,18.0,0.13261532917669921
2020-03-21,158,25.0,0.12735971522543307
2020-03-22,130,18.0,0.12702902739474523
2020-03-23,146,23.0,0.12590668269805202
2020-03-24,130,15.0,0.13793218255316647
2020-03-25,144,21.0,0.13416650880557593
2020-03-26,103,8.0,0.12853056059537032
2020-03-27,87,15.0,0.11863071024427098
2020-03-28,91,12.0,0.11903031064387137
2020-03-29,101,10.0,0.10772078683434756
2020-03-30,102,9.0,0.10523093839760475
2020-03-31,110,13.0,0.09692692713792847
2020-04-01,75,5.0,0.0912465173221803
2020-04-02,83,5.0,0.08809125674117714
2020-04-03,70,8.0,0.09204936172230002
2020-04-04,76,7.0,0.08795942181146459
2020-04-05,65,5.0,0.0969884879833879
2020-04-06,69,8.0,0.0932252510161485
2020-04-07,67,6.0,0.08856052798407851
2020-04-08,77,10.0,0.08380599459177422
2020-04-09,59,2.0,0.086422425779634
2020-04-10,49,4.0,0.08530329422571983
2020-04-11,34,2.0,0.08253517991007998
2020-04-12,42,4.0,0.06859059914522272
2020-04-13,37,4.0,0.07296457399486733
2020-04-14,57,4.0,0.07258096190341422
2020-04-15,62,2.0,0.07098032164731179
2020-04-16,31,2.0,0.06247692028676756
2020-04-17,38,3.0,0.06804130820409666
2020-04-18,42,2.0,0.058016245547455055
2020-04-19,28,1.0,0.05816985537848424
2020-04-20,34,5.0,0.052437586074224385
2020-04-21,31,0.0,0.057032406458518446
2020-04-22,30,1.0,0.055155793744467316
2020-04-23,41,1.0,0.050053752928140786
2020-04-24,36,4.0,0.0349977305191772
2020-04-25,29,1.0,0.0349977305191772
2020-04-26,27,0.0,0.03023582575727244
2020-04-27,24,1.0,0.032703886152162104
2020-04-28,23,0.0,0.03111658456486052
