data,0-39 anni,40-59 anni,60-79 anni,80-89 anni,≥90 anni
2021-01-28,4737.285714285715,3791.285714285714,2218.5714285714284,708.8571428571429,221.28571428571428
2021-01-29,4710.714285714285,3747.4285714285716,2186.5714285714284,700.4285714285714,207.71428571428572
2021-01-30,4679.571428571428,3738.285714285714,2153.5714285714284,693.2857142857143,191.71428571428572
2021-01-31,4721.571428571428,3724.714285714286,2143.1428571428573,678.8571428571429,189.0
2021-02-01,4818.857142857143,3771.8571428571427,2168.5714285714284,659.8571428571429,182.28571428571428
2021-02-02,4864.285714285715,3791.1428571428573,2188.5714285714284,666.4285714285714,185.71428571428572
2021-02-03,4905.714285714285,3829.1428571428573,2180.5714285714284,659.8571428571429,188.28571428571428
2021-02-04,4908.571428571428,3817.714285714286,2178.285714285714,664.0,189.85714285714286
2021-02-05,4964.428571428572,3848.714285714286,2170.285714285714,644.8571428571429,189.42857142857142
2021-02-06,5017.428571428572,3898.5714285714284,2183.0,626.1428571428571,186.0
2021-02-07,5059.714285714285,3933.0,2176.1428571428573,630.5714285714286,184.85714285714286
2021-02-08,5067.428571428572,3932.1428571428573,2189.5714285714284,630.1428571428571,184.0
2021-02-09,5040.428571428572,3924.1428571428573,2178.714285714286,615.1428571428571,175.85714285714286
2021-02-10,5008.0,3867.5714285714284,2159.714285714286,600.1428571428571,171.0
2021-02-11,4990.857142857143,3859.0,2148.285714285714,587.4285714285714,165.85714285714286
2021-02-12,4971.0,3804.0,2124.8571428571427,575.1428571428571,156.42857142857142
2021-02-13,4974.0,3771.4285714285716,2103.0,569.1428571428571,152.71428571428572
2021-02-14,5022.428571428572,3767.8571428571427,2107.8571428571427,558.1428571428571,145.71428571428572
2021-02-15,5123.0,3836.5714285714284,2115.714285714286,558.8571428571429,141.42857142857142
2021-02-16,5302.714285714285,3944.285714285714,2157.0,559.0,145.0
2021-02-17,5456.285714285715,4086.0,2236.4285714285716,579.7142857142857,148.28571428571428
2021-02-18,5533.428571428572,4146.857142857143,2274.8571428571427,596.8571428571429,149.71428571428572
2021-02-19,5820.571428571428,4395.142857142857,2396.5714285714284,633.1428571428571,158.14285714285714
2021-02-20,6153.428571428572,4687.142857142857,2538.0,671.0,165.14285714285714
2021-02-21,6504.428571428572,4988.285714285715,2697.285714285714,688.1428571428571,168.14285714285714
2021-02-22,6810.142857142857,5209.285714285715,2835.8571428571427,714.5714285714286,170.57142857142858
2021-02-23,7138.0,5472.857142857143,2979.285714285714,754.8571428571429,174.14285714285714
2021-02-24,7359.857142857143,5627.714285714285,3059.0,766.4285714285714,178.71428571428572
2021-02-25,7435.285714285715,5693.714285714285,3095.8571428571427,769.8571428571429,180.42857142857142
2021-02-26,7694.571428571428,5884.857142857143,3218.285714285714,776.2857142857143,181.28571428571428
2021-02-27,7902.0,6020.428571428572,3319.0,794.2857142857143,183.28571428571428
2021-02-28,8134.142857142857,6210.714285714285,3408.0,833.2857142857143,196.71428571428572
2021-03-01,8330.857142857143,6388.571428571428,3480.8571428571427,845.4285714285714,198.28571428571428
2021-03-02,8520.857142857143,6561.714285714285,3566.1428571428573,868.4285714285714,199.85714285714286
2021-03-03,8617.57142857143,6680.0,3633.714285714286,889.1428571428571,200.71428571428572
2021-03-04,8680.285714285714,6728.285714285715,3649.714285714286,896.5714285714286,201.42857142857142
2021-03-05,8747.0,6851.285714285715,3698.8571428571427,921.8571428571429,206.57142857142858
2021-03-06,8872.0,6985.714285714285,3811.714285714286,950.8571428571429,210.85714285714286
2021-03-07,8930.0,7087.428571428572,3893.0,972.7142857142857,212.0
2021-03-08,9057.142857142857,7254.857142857143,3983.1428571428573,994.0,216.42857142857142
2021-03-09,9074.857142857143,7325.285714285715,4036.0,992.2857142857143,219.85714285714286
2021-03-10,9192.57142857143,7416.0,4079.8571428571427,1003.7142857142857,224.57142857142858
2021-03-11,9225.285714285714,7442.571428571428,4126.714285714285,1015.7142857142857,227.85714285714286
2021-03-12,9212.857142857143,7474.142857142857,4171.714285714285,1014.0,230.0
2021-03-13,9142.142857142857,7511.285714285715,4187.428571428572,1009.7142857142857,231.57142857142858
2021-03-14,9074.285714285714,7456.714285714285,4174.571428571428,1010.1428571428571,229.42857142857142
2021-03-15,8940.0,7354.285714285715,4153.142857142857,1018.0,237.71428571428572
2021-03-16,8784.714285714286,7272.571428571428,4133.142857142857,1018.8571428571429,240.14285714285714
2021-03-17,8620.714285714286,7178.428571428572,4091.1428571428573,1009.8571428571429,243.0
2021-03-18,8589.857142857143,7164.714285714285,4076.285714285714,1001.7142857142857,248.0
2021-03-19,8524.142857142857,7104.571428571428,4054.1428571428573,996.4285714285714,247.14285714285714
2021-03-20,8494.142857142857,7021.857142857143,3983.0,988.4285714285714,244.85714285714286
2021-03-21,8414.285714285714,7012.857142857143,3978.4285714285716,986.2857142857143,248.0
2021-03-22,8335.42857142857,6976.857142857143,3978.714285714286,984.8571428571429,255.42857142857142
2021-03-23,8337.142857142857,6950.428571428572,3989.714285714286,980.4285714285714,259.42857142857144
2021-03-24,8294.57142857143,6917.857142857143,3983.1428571428573,977.5714285714286,257.57142857142856
2021-03-25,8278.142857142857,6905.857142857143,3974.4285714285716,978.1428571428571,254.0
2021-03-26,8196.714285714286,6865.0,3950.1428571428573,977.0,254.42857142857142
2021-03-27,8109.428571428572,6811.142857142857,3926.8571428571427,958.8571428571429,259.42857142857144
2021-03-28,8021.714285714285,6668.0,3875.8571428571427,937.8571428571429,256.85714285714283
2021-03-29,7942.714285714285,6592.142857142857,3835.1428571428573,913.4285714285714,243.85714285714286
2021-03-30,7762.714285714285,6440.571428571428,3759.285714285714,896.0,239.14285714285714
2021-03-31,7651.0,6348.285714285715,3734.0,878.7142857142857,233.71428571428572
2021-04-01,7487.714285714285,6228.571428571428,3675.714285714286,865.1428571428571,229.71428571428572
2021-04-02,6626.857142857143,5468.0,3276.4285714285716,772.4285714285714,206.42857142857142
2021-04-03,6358.0,5215.571428571428,3155.4285714285716,744.5714285714286,194.0
2021-04-04,6181.142857142857,5121.571428571428,3068.1428571428573,702.7142857142857,184.14285714285714
2021-04-05,5979.714285714285,4902.571428571428,2949.714285714286,673.8571428571429,181.57142857142858
2021-04-06,5853.142857142857,4732.428571428572,2834.4285714285716,638.7142857142857,164.85714285714286
2021-04-07,5813.857142857143,4648.142857142857,2765.4285714285716,616.5714285714286,161.28571428571428
2021-04-08,5940.142857142857,4678.285714285715,2775.285714285714,601.8571428571429,157.28571428571428
2021-04-09,6582.714285714285,5110.0,3013.285714285714,640.7142857142857,166.57142857142858
2021-04-10,6573.714285714285,5006.428571428572,2970.0,623.4285714285714,163.71428571428572
2021-04-11,6481.142857142857,4799.0,2874.285714285714,609.8571428571429,158.28571428571428
2021-04-12,6372.571428571428,4649.428571428572,2790.285714285714,577.1428571428571,149.14285714285714
2021-04-13,6284.0,4531.142857142857,2721.1428571428573,557.7142857142857,145.71428571428572
2021-04-14,6161.428571428572,4383.285714285715,2651.1428571428573,540.0,136.85714285714286
2021-04-15,6093.428571428572,4351.428571428572,2622.5714285714284,532.7142857142857,135.71428571428572
2021-04-16,5984.571428571428,4265.571428571428,2542.1428571428573,510.85714285714283,130.28571428571428
2021-04-17,5928.857142857143,4189.285714285715,2474.4285714285716,490.14285714285717,122.85714285714286
2021-04-18,5870.714285714285,4120.571428571428,2408.285714285714,463.85714285714283,119.0
2021-04-19,5886.571428571428,4086.8571428571427,2349.5714285714284,453.14285714285717,113.71428571428571
2021-04-20,5890.285714285715,4059.714285714286,2295.5714285714284,439.2857142857143,117.0
2021-04-21,5997.714285714285,4080.285714285714,2268.4285714285716,425.7142857142857,118.28571428571429
2021-04-22,5980.571428571428,4063.714285714286,2239.5714285714284,415.0,116.28571428571429
2021-04-23,5976.0,3987.0,2196.285714285714,395.7142857142857,112.28571428571429
2021-04-24,5929.142857142857,3939.4285714285716,2145.714285714286,369.7142857142857,109.28571428571429
2021-04-25,5904.857142857143,3883.0,2102.714285714286,358.14285714285717,106.0
2021-04-26,5794.0,3803.285714285714,2044.7142857142858,345.42857142857144,104.57142857142857
2021-04-27,5711.857142857143,3740.285714285714,1998.4285714285713,329.7142857142857,96.14285714285714
2021-04-28,5282.714285714285,3490.714285714286,1864.7142857142858,309.57142857142856,87.42857142857143
2021-04-29,5259.857142857143,3459.1428571428573,1843.7142857142858,306.7142857142857,83.85714285714286
2021-04-30,5116.571428571428,3372.1428571428573,1772.142857142857,296.57142857142856,81.42857142857143
