data,0-9 anni,10-19 anni,20-29 anni,30-39 anni,40-49 anni,50-59 anni,60-69 anni,70-79 anni,80-89 anni,≥90 anni
2020-10-27,13.714285714285714,10.142857142857142,24.571428571428573,42.714285714285715,104.0,201.71428571428572,246.57142857142858,264.2857142857143,218.14285714285714,41.285714285714285
2020-10-28,14.0,9.428571428571429,25.142857142857142,39.857142857142854,103.85714285714286,209.57142857142858,254.14285714285714,271.7142857142857,224.42857142857142,40.714285714285715
2020-10-29,14.0,9.571428571428571,25.142857142857142,39.714285714285715,103.42857142857143,221.57142857142858,261.14285714285717,290.57142857142856,236.42857142857142,44.285714285714285
2020-10-30,13.714285714285714,10.714285714285714,24.428571428571427,41.285714285714285,106.71428571428571,227.85714285714286,271.14285714285717,306.0,242.57142857142858,46.714285714285715
2020-10-31,13.142857142857142,11.142857142857142,26.0,41.42857142857143,111.0,230.57142857142858,274.57142857142856,327.14285714285717,254.57142857142858,49.0
2020-11-01,14.0,11.428571428571429,25.285714285714285,42.714285714285715,112.85714285714286,240.42857142857142,280.57142857142856,344.14285714285717,268.14285714285717,50.857142857142854
2020-11-02,14.0,10.714285714285714,24.285714285714285,40.857142857142854,115.57142857142857,246.42857142857142,286.57142857142856,352.57142857142856,278.42857142857144,50.42857142857143
2020-11-03,12.857142857142858,10.428571428571429,24.285714285714285,40.0,119.14285714285714,247.28571428571428,299.2857142857143,363.57142857142856,286.42857142857144,52.857142857142854
2020-11-04,12.285714285714286,10.142857142857142,23.857142857142858,40.0,117.0,246.85714285714286,305.57142857142856,374.7142857142857,292.85714285714283,56.142857142857146
2020-11-05,12.0,9.857142857142858,22.285714285714285,40.714285714285715,117.42857142857143,243.14285714285714,313.85714285714283,376.0,294.14285714285717,56.714285714285715
2020-11-06,12.142857142857142,9.285714285714286,21.428571428571427,40.42857142857143,117.57142857142857,241.85714285714286,316.2857142857143,374.7142857142857,300.14285714285717,59.142857142857146
2020-11-07,12.857142857142858,8.428571428571429,20.285714285714285,41.0,116.0,246.0,323.0,371.85714285714283,307.85714285714283,58.285714285714285
2020-11-08,13.285714285714286,7.571428571428571,20.142857142857142,39.142857142857146,113.0,243.28571428571428,319.14285714285717,370.42857142857144,307.7142857142857,59.0
2020-11-09,13.0,7.428571428571429,21.0,37.857142857142854,109.57142857142857,239.0,317.85714285714283,369.2857142857143,305.57142857142856,61.285714285714285
2020-11-10,12.857142857142858,7.857142857142857,19.857142857142858,35.857142857142854,104.28571428571429,239.0,311.57142857142856,369.14285714285717,307.2857142857143,60.0
