dt_PRELIEVO,positivi,terapia intensiva,fascia di età,terapia intensiva/positivi 14gg
2020-09-11,264,2.0,50-59 anni,0.009754562617998742
2020-09-12,198,3.0,50-59 anni,0.009727016002510198
2020-09-13,101,3.0,50-59 anni,0.009984399375975039
2020-09-14,257,1.0,50-59 anni,0.00950337216431637
2020-09-15,289,4.0,50-59 anni,0.009523809523809525
2020-09-16,236,1.0,50-59 anni,0.00988084859052601
2020-09-17,241,0.0,50-59 anni,0.009316770186335404
2020-09-18,284,3.0,50-59 anni,0.010237963475373547
2020-09-19,199,4.0,50-59 anni,0.010167628469359714
2020-09-20,105,2.0,50-59 anni,0.011165577342047931
2020-09-21,338,2.0,50-59 anni,0.011512717536813922
2020-09-22,347,2.0,50-59 anni,0.010752688172043012
2020-09-23,336,5.0,50-59 anni,0.011074754593506167
2020-09-24,347,1.0,50-59 anni,0.011956001912960305
2020-09-25,336,6.0,50-59 anni,0.011276499774470004
2020-09-26,223,3.0,50-59 anni,0.010432514670723756
2020-09-27,134,7.0,50-59 anni,0.010899182561307902
2020-09-28,320,3.0,50-59 anni,0.010909799337619326
2020-09-29,367,2.0,50-59 anni,0.01129842180774749
2020-09-30,396,4.0,50-59 anni,0.011693017127799736
2020-10-01,450,6.0,50-59 anni,0.01199760047990402
2020-10-02,536,3.0,50-59 anni,0.011922503725782414
2020-10-03,366,2.0,50-59 anni,0.011813930593157764
2020-10-04,275,6.0,50-59 anni,0.011456241880240935
2020-10-05,700,6.0,50-59 anni,0.011114573595097123
2020-10-06,790,9.0,50-59 anni,0.011657559198542805
2020-10-07,832,13.0,50-59 anni,0.011672205560509038
2020-10-08,943,10.0,50-59 anni,0.011354596080133074
2020-10-09,1049,14.0,50-59 anni,0.011415672363753628
2020-10-10,968,11.0,50-59 anni,0.01144097629664398
2020-10-11,475,8.0,50-59 anni,0.011352725218864728
2020-10-12,1480,13.0,50-59 anni,0.011353360795739977
2020-10-13,1720,23.0,50-59 anni,0.01089431620306291
2020-10-14,1753,20.0,50-59 anni,0.010602238688317831
2020-10-15,1940,19.0,50-59 anni,0.010123655725645426
2020-10-16,2214,23.0,50-59 anni,0.010194189937146252
2020-10-17,1905,20.0,50-59 anni,0.010198448441177324
2020-10-18,936,12.0,50-59 anni,0.01055512118842846
2020-10-19,2901,31.0,50-59 anni,0.010348500989194948
2020-10-20,3281,27.0,50-59 anni,0.009856423987812196
2020-10-21,3807,38.0,50-59 anni,0.00958285173899338
2020-10-22,4118,30.0,50-59 anni,0.009228919867382748
2020-10-23,4481,51.0,50-59 anni,0.009110963645820256
2020-10-24,3406,36.0,50-59 anni,0.009158263017081704
2020-10-25,1870,35.0,50-59 anni,0.009357214596585202
2020-10-26,5094,43.0,50-59 anni,0.009070545179202423
2020-10-27,5616,42.0,50-59 anni,0.00904363890999568
2020-10-28,6016,49.0,50-59 anni,0.008894643510569426
2020-10-29,5932,39.0,50-59 anni,0.008953260490214502
2020-10-30,6394,55.0,50-59 anni,0.008742580984245407
2020-10-31,4456,46.0,50-59 anni,0.00888633725646818
2020-11-01,2368,37.0,50-59 anni,0.008902993183838782
2020-11-02,6553,47.0,50-59 anni,0.008885842772286752
2020-11-03,7008,59.0,50-59 anni,0.009022238407950847
2020-11-04,7742,63.0,50-59 anni,0.008902488308989088
2020-11-05,7562,65.0,50-59 anni,0.008889394111628965
2020-11-06,7992,66.0,50-59 anni,0.008826303732650587
2020-11-07,5520,66.0,50-59 anni,0.008811112472569703
2020-11-08,2731,44.0,50-59 anni,0.008849853059043547
2020-11-09,7276,61.0,50-59 anni,0.008774651008198537
2020-11-10,7573,71.0,50-59 anni,0.008755444515686838
2020-11-11,7498,52.0,50-59 anni,0.008606465997770346
2020-11-12,7297,50.0,50-59 anni,0.008577507119781173
2020-11-13,7476,59.0,50-59 anni,0.008485309017223911
2020-11-14,5177,51.0,50-59 anni,0.008226648255201629
2020-11-15,2427,41.0,50-59 anni,0.008098458337274189
2020-11-16,6981,44.0,50-59 anni,0.007938143080484288
2020-11-17,7206,59.0,50-59 anni,0.007918918245884901
2020-11-18,6984,43.0,50-59 anni,0.008009993174764658
2020-11-19,6699,55.0,50-59 anni,0.008061624277840494
2020-11-20,6011,41.0,50-59 anni,0.008079940128059428
2020-11-21,4118,32.0,50-59 anni,0.007925627624025362
2020-11-22,1861,26.0,50-59 anni,0.007718310676512833
2020-11-23,5205,31.0,50-59 anni,0.007901189719371537
2020-11-24,5374,52.0,50-59 anni,0.0077204130262112786
2020-11-25,4837,38.0,50-59 anni,0.007755833626480393
2020-11-26,4939,35.0,50-59 anni,0.007708628005657709
2020-11-27,4335,35.0,50-59 anni,0.007734480276152327
2020-11-28,3049,23.0,50-59 anni,0.007799570072478931
2020-11-29,1328,18.0,50-59 anni,0.007705677867902665
2020-11-30,4120,34.0,50-59 anni,0.00808157401125434
2020-12-01,4090,23.0,50-59 anni,0.008012855312588217
2020-12-02,3731,20.0,50-59 anni,0.007959333823824494
2020-12-03,3562,28.0,50-59 anni,0.007952878621195453
2020-12-04,3624,24.0,50-59 anni,0.007846903401105594
2020-12-05,2512,23.0,50-59 anni,0.007940646629373282
2020-12-06,1074,15.0,50-59 anni,0.007842012145555396
2020-12-07,3539,37.0,50-59 anni,0.007881146437574956
2020-12-08,1311,16.0,50-59 anni,0.008080252163906539
2020-12-09,3639,26.0,50-59 anni,0.008363293301716005
2020-12-10,3718,25.0,50-59 anni,0.008386727092774913
2020-12-11,3395,23.0,50-59 anni,0.008442727080245606
2020-12-12,2545,23.0,50-59 anni,0.008383393405419838
2020-12-13,966,11.0,50-59 anni,0.008494043485228912
2020-12-14,3151,28.0,50-59 anni,0.008260670032124828
2020-12-15,3207,24.0,50-59 anni,0.008208004078511343
2020-12-16,2976,25.0,50-59 anni,0.008299501516008017
2020-12-17,2737,22.0,50-59 anni,0.00848417779885648
2020-12-18,3014,21.0,50-59 anni,0.008755773426652687
2020-12-19,2183,18.0,50-59 anni,0.009004252822994574
2020-12-20,1057,19.0,50-59 anni,0.009196936288731578
2020-12-21,3144,25.0,50-59 anni,0.009036751374219358
2020-12-22,3498,32.0,50-59 anni,0.008846584546472564
2020-12-23,3327,27.0,50-59 anni,0.00835820895522388
2020-12-24,2753,24.0,50-59 anni,0.008451231579791928
2020-12-25,733,10.0,50-59 anni,0.008612629968552568
2020-12-26,1349,21.0,50-59 anni,0.008532900626678603
2020-12-27,1339,21.0,50-59 anni,0.008380120032082307
2020-12-28,3430,25.0,50-59 anni,0.008044856167723062
2020-12-29,4180,26.0,50-59 anni,0.00783033391729044
2020-12-30,4106,17.0,50-59 anni,0.007893562423295771
2020-12-31,3278,30.0,50-59 anni,0.007708021244722865
2021-01-01,920,9.0,50-59 anni,0.007594359922031238
2021-01-02,2630,19.0,50-59 anni,0.007430295004781873
2021-01-03,1470,17.0,50-59 anni,0.007209698525962322
2021-01-04,3905,19.0,50-59 anni,0.007137133126314735
2021-01-05,4254,30.0,50-59 anni,0.007139148494288681
2021-01-06,1505,15.0,50-59 anni,0.007656224726370842
2021-01-07,3616,24.0,50-59 anni,0.007516303747098486
2021-01-08,3521,27.0,50-59 anni,0.007401512136888181
2021-01-09,2625,24.0,50-59 anni,0.007269176521644787
2021-01-10,1061,10.0,50-59 anni,0.007347863318692854
2021-01-11,2861,18.0,50-59 anni,0.007730773652143925
2021-01-12,2768,16.0,50-59 anni,0.007850625928283471
2021-01-13,2680,26.0,50-59 anni,0.007879613721192013
2021-01-14,2372,18.0,50-59 anni,0.008033121176543286
2021-01-15,2427,16.0,50-59 anni,0.00798921936663779
2021-01-16,1803,8.0,50-59 anni,0.008066115702479339
2021-01-17,803,15.0,50-59 anni,0.008093374803518277
2021-01-18,2500,22.0,50-59 anni,0.008241478717992199
2021-01-19,2449,20.0,50-59 anni,0.008590179706559462
2021-01-20,2272,22.0,50-59 anni,0.00874899787374952
2021-01-21,2224,18.0,50-59 anni,0.00928639525440486
2021-01-22,2322,16.0,50-59 anni,0.00930032908856775
2021-01-23,1708,19.0,50-59 anni,0.009644103782072044
2021-01-24,712,8.0,50-59 anni,0.009487392229717543
2021-01-25,2445,19.0,50-59 anni,0.009432931492879775
2021-01-26,2386,23.0,50-59 anni,0.009401865739893909
2021-01-27,2266,27.0,50-59 anni,0.009349220898258478
2021-01-28,2004,30.0,50-59 anni,0.009551800146950772
2021-01-29,2062,13.0,50-59 anni,0.009706939350153754
2021-01-30,1636,16.0,50-59 anni,0.009681114436684773
2021-01-31,735,10.0,50-59 anni,0.009720938828312696
2021-02-01,2236,18.0,50-59 anni,0.00954326030449313
2021-02-02,2327,18.0,50-59 anni,0.009793776332323157
2021-02-03,2212,20.0,50-59 anni,0.00987326849395815
2021-02-04,2169,23.0,50-59 anni,0.009423584628923438
2021-02-05,2093,18.0,50-59 anni,0.009514399677974164
2021-02-06,1780,19.0,50-59 anni,0.009937660432709938
2021-02-07,704,9.0,50-59 anni,0.010149297639185114
2021-02-08,2320,13.0,50-59 anni,0.010906939771508854
2021-02-09,2514,31.0,50-59 anni,0.011333013400273173
2021-02-10,2352,30.0,50-59 anni,0.011449398078268232
2021-02-11,2132,19.0,50-59 anni,0.011845135816912222
2021-02-12,2117,16.0,50-59 anni,0.011834961997828448
2021-02-13,1579,27.0,50-59 anni,0.012644586536389108
2021-02-14,659,15.0,50-59 anni,0.012888254194930383
2021-02-15,2089,37.0,50-59 anni,0.013454481915079504
2021-02-16,2369,30.0,50-59 anni,0.013820201883341238
2021-02-17,2286,24.0,50-59 anni,0.013589181047185567
2021-02-18,2359,36.0,50-59 anni,0.013604794976691086
2021-02-19,2370,21.0,50-59 anni,0.01391758842834569
2021-02-20,1988,44.0,50-59 anni,0.013934813415210204
2021-02-21,876,18.0,50-59 anni,0.014199255121042831
2021-02-22,2925,37.0,50-59 anni,0.014082939048149178
2021-02-23,3421,54.0,50-59 anni,0.014064209655466894
2021-02-24,3369,37.0,50-59 anni,0.014202299905657972
2021-02-25,3126,33.0,50-59 anni,0.014076203110030217
2021-02-26,3492,45.0,50-59 anni,0.014138362404701772
2021-02-27,2543,41.0,50-59 anni,0.013876104565537555
2021-02-28,1155,31.0,50-59 anni,0.013909474404286854
2021-03-01,3651,55.0,50-59 anni,0.013996096176026972
2021-03-02,3910,51.0,50-59 anni,0.01383789889861621
2021-03-03,4034,54.0,50-59 anni,0.014228678219503908
2021-03-04,3847,52.0,50-59 anni,0.014268604939291319
2021-03-05,4030,47.0,50-59 anni,0.014199070975070489
2021-03-06,3077,48.0,50-59 anni,0.014037820244014457
2021-03-07,1275,25.0,50-59 anni,0.014044776415900196
2021-03-08,4154,58.0,50-59 anni,0.013879644493167849
2021-03-09,4370,60.0,50-59 anni,0.01389264075946436
2021-03-10,4424,70.0,50-59 anni,0.013870769703015885
2021-03-11,4466,54.0,50-59 anni,0.013855226244775663
2021-03-12,4363,54.0,50-59 anni,0.014099824467679158
2021-03-13,3323,44.0,50-59 anni,0.014209964141298543
2021-03-14,1415,35.0,50-59 anni,0.014284899092690165
2021-03-15,4394,57.0,50-59 anni,0.014199130898833574
2021-03-16,4654,62.0,50-59 anni,0.014037969364758013
2021-03-17,4332,57.0,50-59 anni,0.013745638587477474
2021-03-18,4122,55.0,50-59 anni,0.013989126018226496
2021-03-19,4043,60.0,50-59 anni,0.013937010939385682
2021-03-20,3093,54.0,50-59 anni,0.014020247116646106
2021-03-21,1420,31.0,50-59 anni,0.013816756491915728
2021-03-22,4049,52.0,50-59 anni,0.013629898862199747
2021-03-23,4260,50.0,50-59 anni,0.013366001354527708
2021-03-24,4228,52.0,50-59 anni,0.013309940105269527
2021-03-25,3987,60.0,50-59 anni,0.013024484405161027
2021-03-26,4054,47.0,50-59 anni,0.012599169646894398
2021-03-27,3018,44.0,50-59 anni,0.012205010915895624
2021-03-28,1371,24.0,50-59 anni,0.012063385313774115
2021-03-29,3993,42.0,50-59 anni,0.012171155478136585
2021-03-30,4232,43.0,50-59 anni,0.011977964203259653
2021-03-31,3717,46.0,50-59 anni,0.011759774584914888
2021-04-01,3750,36.0,50-59 anni,0.01129270500786201
2021-04-02,3482,32.0,50-59 anni,0.01094263702831346
2021-04-03,2534,28.0,50-59 anni,0.010656351385076116
2021-04-04,907,18.0,50-59 anni,0.010502984661108732
2021-04-05,1245,23.0,50-59 anni,0.010245208934654288
2021-04-06,3229,29.0,50-59 anni,0.010169674408567343
2021-04-07,3424,33.0,50-59 anni,0.009692290602088425
2021-04-08,3018,29.0,50-59 anni,0.00957145335723787
2021-04-09,2838,19.0,50-59 anni,0.009647838943815526
2021-04-10,2330,25.0,50-59 anni,0.009285561562662269
2021-04-11,1004,14.0,50-59 anni,0.009240277820273536
2021-04-12,2747,19.0,50-59 anni,0.008969933020565932
2021-04-13,2846,26.0,50-59 anni,0.009030704394942806
2021-04-14,2654,18.0,50-59 anni,0.008910490076954233
2021-04-15,2324,18.0,50-59 anni,0.009074875741542409
2021-04-16,2379,24.0,50-59 anni,0.009502588636214693
2021-04-17,1794,9.0,50-59 anni,0.009261426326523789
2021-04-18,851,16.0,50-59 anni,0.009268621503201888
2021-04-19,2453,25.0,50-59 anni,0.009315805817203189
2021-04-20,2558,25.0,50-59 anni,0.00921382426660077
2021-04-21,2301,19.0,50-59 anni,0.009023641941887746
2021-04-22,2106,26.0,50-59 anni,0.009123886995712873
2021-04-23,2171,26.0,50-59 anni,0.008984156570363467
2021-04-24,1721,12.0,50-59 anni,0.009463844252163164
2021-04-25,765,12.0,50-59 anni,0.009307578471843601
2021-04-26,2060,14.0,50-59 anni,0.009333066292809934
2021-04-27,2190,17.0,50-59 anni,0.009381486093814862
2021-04-28,2032,7.0,50-59 anni,0.009636799725886585
2021-04-29,1910,17.0,50-59 anni,0.009269476936658574
2021-04-30,1913,16.0,50-59 anni,0.008800729594163247
2021-05-01,857,13.0,50-59 anni,0.008859566446748351
2021-05-02,641,10.0,50-59 anni,0.008866008866008865
2021-05-03,1740,19.0,50-59 anni,0.00898798291786672
2021-05-04,1683,18.0,50-59 anni,0.009005726184279021
2021-05-05,1559,18.0,50-59 anni,0.009616960821813016
2021-05-06,1413,11.0,50-59 anni,0.00935813526237226
2021-05-07,1446,9.0,50-59 anni,0.009467742914365479
2021-05-08,1011,7.0,50-59 anni,0.009169264624977077
2021-05-09,524,10.0,50-59 anni,0.008962469658305845
2021-05-10,1219,9.0,50-59 anni,0.008780616623753878
2021-05-11,1262,9.0,50-59 anni,0.0083344909015141
2021-05-12,1123,10.0,50-59 anni,0.008014116609072862
2021-05-13,1027,4.0,50-59 anni,0.008072653884964682
2021-05-14,972,9.0,50-59 anni,0.008254230293025175
2021-05-15,739,7.0,50-59 anni,0.008219881839198561
2021-05-16,349,4.0,50-59 anni,0.00791487116348606
2021-05-17,820,8.0,50-59 anni,0.00787839466122903
2021-05-18,934,5.0,50-59 anni,0.007748136524127109
2021-05-19,762,7.0,50-59 anni,0.00755615360728703
2021-05-20,695,6.0,50-59 anni,0.008195825592831385
2021-05-21,678,5.0,50-59 anni,0.008381171067738231
2021-05-22,575,3.0,50-59 anni,0.0082250566217666
2021-05-23,216,4.0,50-59 anni,0.008374802767326132
2021-05-24,637,4.0,50-59 anni,0.008411929645679326
2021-05-25,669,3.0,50-59 anni,0.008661523886858844
2021-05-26,588,4.0,50-59 anni,0.008807985907222548
2021-05-27,517,6.0,50-59 anni,0.008718262465585805
2021-05-28,531,7.0,50-59 anni,0.00903757729506897
2021-05-29,418,3.0,50-59 anni,0.009224180530390381
2021-05-30,199,4.0,50-59 anni,0.009361417586091608
2021-05-31,427,5.0,50-59 anni,0.009363957597173145
2021-06-01,477,3.0,50-59 anni,0.009855951478392721
2021-06-02,185,3.0,50-59 anni,0.010466988727858293
2021-06-03,421,3.0,50-59 anni,0.01
2021-06-04,447,5.0,50-59 anni,0.009240477800315528
2021-06-05,339,2.0,50-59 anni,0.009539709038874314
2021-06-06,127,4.0,50-59 anni,0.009352695052916565
2021-06-07,315,1.0,50-59 anni,0.009143155694879833
2021-06-08,285,2.0,50-59 anni,0.009351090960612072
2021-06-09,280,4.0,50-59 anni,0.009122006841505131
2021-06-10,249,1.0,50-59 anni,0.00896168108776267
2021-06-11,268,1.0,50-59 anni,0.00856457690990065
2021-06-12,174,2.0,50-59 anni,0.008617459722742601
2021-06-13,69,2.0,50-59 anni,0.007713073659853451
2021-06-14,192,2.0,50-59 anni,0.009615384615384616
2021-06-15,178,1.0,50-59 anni,0.0101905183872397
2021-06-16,164,2.0,50-59 anni,0.010101010101010102
2021-06-17,149,0.0,50-59 anni,0.010897768552153606
2021-06-18,130,1.0,50-59 anni,0.012557077625570776
2021-06-19,89,0.0,50-59 anni,0.013855421686746987
2021-06-20,51,1.0,50-59 anni,0.013546798029556651
2021-06-21,114,4.0,50-59 anni,0.012853470437017995
2021-06-22,150,2.0,50-59 anni,0.01350438892640108
2021-06-23,102,2.0,50-59 anni,0.01342756183745583
2021-06-24,97,1.0,50-59 anni,0.014063656550703183
2021-06-25,93,2.0,50-59 anni,0.013688212927756654
2021-06-26,82,3.0,50-59 anni,0.014570552147239263
2021-06-27,33,1.0,50-59 anni,0.013921113689095127
2021-06-28,124,0.0,50-59 anni,0.012139605462822459
2021-06-29,103,1.0,50-59 anni,0.011485451761102604
2021-06-30,98,1.0,50-59 anni,0.010494752623688156
2021-07-01,85,0.0,50-59 anni,0.010241404535479151
2021-07-02,94,0.0,50-59 anni,0.009845288326300985
2021-07-03,78,1.0,50-59 anni,0.008977900552486187
2021-07-04,40,0.0,50-59 anni,0.008048289738430584
2021-07-05,139,2.0,50-59 anni,0.007677543186180422
2021-07-06,138,1.0,50-59 anni,0.006964596633778294
2021-07-07,130,1.0,50-59 anni,0.0075716603569497025
2021-07-08,130,1.0,50-59 anni,0.008399209486166008
2021-07-09,148,2.0,50-59 anni,0.007623318385650224
2021-07-10,108,2.0,50-59 anni,0.006614303431169905
2021-07-11,76,0.0,50-59 anni,0.0070202808112324495
2021-07-12,196,0.0,50-59 anni,0.006650332516625832
2021-07-13,263,1.0,50-59 anni,0.00645359557467732
2021-07-14,224,3.0,50-59 anni,0.006934812760055479
2021-07-15,260,3.0,50-59 anni,0.007325082091437232
2021-07-16,300,0.0,50-59 anni,0.007541133455210238
2021-07-17,267,0.0,50-59 anni,0.006590136054421769
2021-07-18,185,2.0,50-59 anni,0.006798516687268232
2021-07-19,432,3.0,50-59 anni,0.007352941176470588
2021-07-20,535,3.0,50-59 anni,0.007170339279468346
2021-07-21,481,5.0,50-59 anni,0.007506527415143603
2021-07-22,484,5.0,50-59 anni,0.008368200836820083
2021-07-23,565,6.0,50-59 anni,0.008971907633475511
2021-07-24,436,0.0,50-59 anni,0.009182087865517729
2021-07-25,226,2.0,50-59 anni,0.00899128968811464
2021-07-26,646,6.0,50-59 anni,0.00937882288976485
2021-07-27,677,3.0,50-59 anni,0.009471191791633781
2021-07-28,634,8.0,50-59 anni,0.009219499873705482
2021-07-29,585,11.0,50-59 anni,0.009476923076923077
2021-07-30,646,7.0,50-59 anni,0.009793383494565867
2021-07-31,547,4.0,50-59 anni,0.010477984459618554
2021-08-01,224,1.0,50-59 anni,0.010884668828161186
2021-08-02,671,8.0,50-59 anni,0.011267926246300934
2021-08-03,780,6.0,50-59 anni,0.012215622548470246
2021-08-04,797,6.0,50-59 anni,0.011916583912611719
2021-08-05,691,9.0,50-59 anni,0.011573081868838405
2021-08-06,813,11.0,50-59 anni,0.011215932914046121
2021-08-07,557,7.0,50-59 anni,0.011416003351487222
2021-08-08,368,7.0,50-59 anni,0.011841695232159551
2021-08-09,796,11.0,50-59 anni,0.011690556063840602
2021-08-10,814,13.0,50-59 anni,0.011913034845626924
2021-08-11,774,7.0,50-59 anni,0.012448132780082987
2021-08-12,854,11.0,50-59 anni,0.011876947040498442
2021-08-13,854,6.0,50-59 anni,0.011585248117397182
2021-08-14,555,6.0,50-59 anni,0.011187607573149742
2021-08-15,303,6.0,50-59 anni,0.011199387383937973
2021-08-16,881,9.0,50-59 anni,0.011036694651447977
2021-08-17,1016,11.0,50-59 anni,0.010351580714352326
2021-08-18,846,12.0,50-59 anni,0.010505161231387596
2021-08-19,841,5.0,50-59 anni,0.010103768432550519
2021-08-20,899,9.0,50-59 anni,0.010464058234758872
2021-08-21,657,4.0,50-59 anni,0.010261026102610262
2021-08-22,357,7.0,50-59 anni,0.010108238661776545
2021-08-23,950,11.0,50-59 anni,0.009788218544224951
2021-08-24,936,7.0,50-59 anni,0.0096033028181655
2021-08-25,998,11.0,50-59 anni,0.009528946422150306
2021-08-26,893,7.0,50-59 anni,0.009348339081502994
2021-08-27,858,10.0,50-59 anni,0.009122422915526365
2021-08-28,675,5.0,50-59 anni,0.009249931312391244
2021-08-29,372,5.0,50-59 anni,0.009121901778310145
2021-08-30,940,6.0,50-59 anni,0.008976157082748949
2021-08-31,920,8.0,50-59 anni,0.008922638822971049
2021-09-01,828,11.0,50-59 anni,0.008871989860583017
2021-09-02,735,2.0,50-59 anni,0.008783311707755264
2021-09-03,843,6.0,50-59 anni,0.008462479608482872
2021-09-04,614,5.0,50-59 anni,0.00870285951098218
2021-09-05,291,5.0,50-59 anni,0.008921074727120067
2021-09-06,792,8.0,50-59 anni,0.00907617504051864
2021-09-07,776,5.0,50-59 anni,0.009342676009342675
2021-09-08,720,8.0,50-59 anni,0.009023415191319247
2021-09-09,655,4.0,50-59 anni,0.009651162790697674
2021-09-10,647,5.0,50-59 anni,0.010215118375195288
2021-09-11,519,6.0,50-59 anni,0.010194055514615573
2021-09-12,248,6.0,50-59 anni,0.00968823748602658
2021-09-13,667,5.0,50-59 anni,0.009601843553962361
2021-09-14,656,8.0,50-59 anni,0.009624258404746209
2021-09-15,592,6.0,50-59 anni,0.009383924928600572
2021-09-16,580,6.0,50-59 anni,0.009816295049782639
2021-09-17,564,8.0,50-59 anni,0.0097045191193511
2021-09-18,435,3.0,50-59 anni,0.009394572025052192
2021-09-19,200,0.0,50-59 anni,0.008767951625094483
2021-09-20,552,5.0,50-59 anni,0.009082367679298466
2021-09-21,550,3.0,50-59 anni,0.008541498791297342
2021-09-22,488,4.0,50-59 anni,0.008740105540897098
2021-09-23,433,5.0,50-59 anni,0.008481764206955046
2021-09-24,420,2.0,50-59 anni,0.007883672039243167
2021-09-25,321,2.0,50-59 anni,0.0075013395249151635
2021-09-26,157,1.0,50-59 anni,0.007933645870897944
2021-09-27,438,5.0,50-59 anni,0.0074005550416281225
2021-09-28,475,3.0,50-59 anni,0.007379375591296121
2021-09-29,451,6.0,50-59 anni,0.007530411276308167
2021-09-30,411,3.0,50-59 anni,0.006818624586012079
2021-10-01,377,3.0,50-59 anni,0.007125890736342043
2021-10-02,326,0.0,50-59 anni,0.007960199004975124
2021-10-03,147,2.0,50-59 anni,0.007820332865450171
2021-10-04,411,1.0,50-59 anni,0.007060722211014727
2021-10-05,430,2.0,50-59 anni,0.007367990176013099
2021-10-06,382,4.0,50-59 anni,0.007297748123436197
2021-10-07,387,1.0,50-59 anni,0.007388642600802195
2021-10-08,339,3.0,50-59 anni,0.007374631268436578
2021-10-09,294,6.0,50-59 anni,0.008003369839932602
2021-10-10,119,0.0,50-59 anni,0.00779768177028451
2021-10-11,408,1.0,50-59 anni,0.008244023083264633
2021-10-12,404,4.0,50-59 anni,0.008301275561854626
2021-10-13,361,5.0,50-59 anni,0.00767867690490254
2021-10-14,352,3.0,50-59 anni,0.007307692307692308
2021-10-15,386,3.0,50-59 anni,0.006935572184705238
2021-10-16,328,3.0,50-59 anni,0.006150061500615006
2021-10-17,144,1.0,50-59 anni,0.006220839813374806
2021-10-18,518,4.0,50-59 anni,0.005983048030580023
2021-10-19,517,3.0,50-59 anni,0.005285920230658337
2021-10-20,522,2.0,50-59 anni,0.004327666151468315
2021-10-21,508,0.0,50-59 anni,0.0037942024586431933
2021-10-22,618,3.0,50-59 anni,0.00336494340776996
2021-10-23,506,3.0,50-59 anni,0.0032807373847836274
2021-10-24,215,1.0,50-59 anni,
2021-10-25,638,1.0,50-59 anni,
2021-10-26,630,1.0,50-59 anni,
2021-10-27,588,0.0,50-59 anni,
2021-10-28,471,0.0,50-59 anni,
2021-10-29,335,0.0,50-59 anni,
2021-10-30,191,2.0,50-59 anni,
2021-10-31,32,,50-59 anni,
2021-11-01,1,,50-59 anni,
2020-01-29,2,,60-69 anni,
2020-01-30,0,,60-69 anni,
2020-01-31,0,,60-69 anni,
2020-02-01,0,,60-69 anni,
2020-02-02,0,,60-69 anni,
2020-02-03,0,,60-69 anni,
2020-02-04,0,,60-69 anni,
2020-02-05,0,,60-69 anni,
2020-02-06,0,,60-69 anni,
2020-02-07,0,,60-69 anni,
2020-02-08,0,,60-69 anni,
2020-02-09,0,,60-69 anni,
2020-02-10,0,,60-69 anni,
2020-02-11,0,,60-69 anni,
2020-02-12,0,,60-69 anni,
2020-02-13,0,,60-69 anni,
2020-02-14,0,,60-69 anni,
2020-02-15,0,,60-69 anni,
2020-02-16,0,,60-69 anni,
2020-02-17,0,,60-69 anni,
2020-02-18,0,,60-69 anni,
2020-02-19,0,,60-69 anni,
2020-02-20,0,0.0,60-69 anni,
2020-02-21,7,3.0,60-69 anni,
2020-02-22,12,5.0,60-69 anni,
2020-02-23,12,1.0,60-69 anni,
2020-02-24,15,6.0,60-69 anni,
2020-02-25,42,9.0,60-69 anni,
2020-02-26,34,5.0,60-69 anni,0.24502487562189054
2020-02-27,48,14.0,60-69 anni,0.2320388349514563
2020-02-28,61,17.0,60-69 anni,0.2140695915279879
2020-02-29,58,15.0,60-69 anni,0.21474358974358973
2020-03-01,64,22.0,60-69 anni,0.20699071545603495
2020-03-02,111,27.0,60-69 anni,0.20081227436823104
2020-03-03,148,25.0,60-69 anni,0.19577735124760076
2020-03-04,192,48.0,60-69 anni,0.19075907590759075
2020-03-05,226,42.0,60-69 anni,0.18491620111731844
2020-03-06,299,47.0,60-69 anni,0.1775767674363247
2020-03-07,250,57.0,60-69 anni,0.17256544502617802
2020-03-08,283,45.0,60-69 anni,0.1726315789473684
2020-03-09,400,72.0,60-69 anni,0.1649105201538719
2020-03-10,431,74.0,60-69 anni,0.1597019286966686
2020-03-11,459,73.0,60-69 anni,0.15233766233766233
2020-03-12,598,98.0,60-69 anni,0.14931700423928404
2020-03-13,682,101.0,60-69 anni,0.14448261056247316
2020-03-14,632,93.0,60-69 anni,0.14021804966686857
2020-03-15,514,100.0,60-69 anni,0.13958898797983715
2020-03-16,865,111.0,60-69 anni,0.13775184611176952
2020-03-17,1013,132.0,60-69 anni,0.13442906574394464
2020-03-18,1048,128.0,60-69 anni,0.13118708926046085
2020-03-19,1018,137.0,60-69 anni,0.12812576362303493
2020-03-20,1123,125.0,60-69 anni,0.12364043506078055
2020-03-21,840,100.0,60-69 anni,0.12104045320354265
2020-03-22,693,96.0,60-69 anni,0.1165821868211441
2020-03-23,1053,143.0,60-69 anni,0.11379649352777323
2020-03-24,1022,117.0,60-69 anni,0.11013661663012313
2020-03-25,920,96.0,60-69 anni,0.10696539098596461
2020-03-26,854,94.0,60-69 anni,0.10227683411637152
2020-03-27,909,74.0,60-69 anni,0.09904489016236867
2020-03-28,661,64.0,60-69 anni,0.09677099841521394
2020-03-29,410,32.0,60-69 anni,0.09349551592619318
2020-03-30,642,51.0,60-69 anni,0.0868560105680317
2020-03-31,665,49.0,60-69 anni,0.08189401950417108
2020-04-01,661,49.0,60-69 anni,0.07899305555555555
2020-04-02,615,42.0,60-69 anni,0.07594112283444053
2020-04-03,525,30.0,60-69 anni,0.07268448013290876
2020-04-04,466,40.0,60-69 anni,0.06863457903155445
2020-04-05,298,26.0,60-69 anni,0.06797287113790505
2020-04-06,436,25.0,60-69 anni,0.06660216094178359
