dt_PRELIEVO,positivi,terapia intensiva,fascia di età,terapia intensiva/positivi 14gg
2020-01-29,0,,0-9 anni,
2020-01-30,0,,0-9 anni,
2020-01-31,0,,0-9 anni,
2020-02-01,0,,0-9 anni,
2020-02-02,0,,0-9 anni,
2020-02-03,0,,0-9 anni,
2020-02-04,0,,0-9 anni,
2020-02-05,0,,0-9 anni,
2020-02-06,0,,0-9 anni,
2020-02-07,0,,0-9 anni,
2020-02-08,0,,0-9 anni,
2020-02-09,0,,0-9 anni,
2020-02-10,0,,0-9 anni,
2020-02-11,0,,0-9 anni,
2020-02-12,0,,0-9 anni,
2020-02-13,0,,0-9 anni,
2020-02-14,0,,0-9 anni,
2020-02-15,0,,0-9 anni,
2020-02-16,0,,0-9 anni,
2020-02-17,0,,0-9 anni,
2020-02-18,0,,0-9 anni,
2020-02-19,0,,0-9 anni,
2020-02-20,0,0.0,0-9 anni,
2020-02-21,0,0.0,0-9 anni,
2020-02-22,0,0.0,0-9 anni,
2020-02-23,2,0.0,0-9 anni,
2020-02-24,0,0.0,0-9 anni,
2020-02-25,2,0.0,0-9 anni,
2020-02-26,1,0.0,0-9 anni,0.0
2020-02-27,2,0.0,0-9 anni,0.0
2020-02-28,2,0.0,0-9 anni,0.0
2020-02-29,6,0.0,0-9 anni,0.0
2020-03-01,2,0.0,0-9 anni,0.0
2020-03-02,4,0.0,0-9 anni,0.0
2020-03-03,5,0.0,0-9 anni,0.013157894736842105
2020-03-04,6,0.0,0-9 anni,0.011235955056179775
2020-03-05,3,0.0,0-9 anni,0.01020408163265306
2020-03-06,10,0.0,0-9 anni,0.00847457627118644
2020-03-07,5,0.0,0-9 anni,0.007692307692307693
2020-03-08,9,0.0,0-9 anni,0.0070921985815602835
2020-03-09,11,0.0,0-9 anni,0.006060606060606061
2020-03-10,10,1.0,0-9 anni,0.005235602094240838
2020-03-11,14,0.0,0-9 anni,0.0043859649122807015
2020-03-12,11,0.0,0-9 anni,0.0038461538461538464
2020-03-13,22,0.0,0-9 anni,0.0036101083032490976
2020-03-14,18,0.0,0-9 anni,0.0033112582781456954
2020-03-15,13,0.0,0-9 anni,0.003048780487804878
2020-03-16,28,0.0,0-9 anni,0.002770083102493075
2020-03-17,31,0.0,0-9 anni,0.0
2020-03-18,43,0.0,0-9 anni,0.0
2020-03-19,35,0.0,0-9 anni,0.0020876826722338203
2020-03-20,27,0.0,0-9 anni,0.0020491803278688526
2020-03-21,30,0.0,0-9 anni,0.002028397565922921
2020-03-22,35,0.0,0-9 anni,0.005836575875486381
2020-03-23,44,0.0,0-9 anni,0.005703422053231939
2020-03-24,47,0.0,0-9 anni,0.005714285714285714
2020-03-25,60,0.0,0-9 anni,0.005847953216374269
2020-03-26,46,1.0,0-9 anni,0.005836575875486381
2020-03-27,31,0.0,0-9 anni,0.0057251908396946565
2020-03-28,23,0.0,0-9 anni,0.005714285714285714
2020-03-29,34,2.0,0-9 anni,0.005952380952380952
2020-03-30,40,0.0,0-9 anni,0.006211180124223602
2020-03-31,30,0.0,0-9 anni,0.006396588486140725
2020-04-01,31,0.0,0-9 anni,0.006756756756756757
2020-04-02,36,0.0,0-9 anni,0.006944444444444444
2020-04-03,37,0.0,0-9 anni,0.007042253521126761
2020-04-04,31,0.0,0-9 anni,0.006944444444444444
2020-04-05,14,0.0,0-9 anni,0.0024330900243309003
2020-04-06,23,0.0,0-9 anni,0.005141388174807198
2020-04-07,33,0.0,0-9 anni,0.005154639175257732
2020-04-08,35,0.0,0-9 anni,0.005208333333333333
2020-04-09,34,1.0,0-9 anni,0.005221932114882507
2020-04-10,25,0.0,0-9 anni,0.005208333333333333
2020-04-11,29,0.0,0-9 anni,0.005390835579514825
2020-04-12,13,0.0,0-9 anni,0.005249343832020997
2020-04-13,18,1.0,0-9 anni,0.005277044854881266
2020-04-14,29,0.0,0-9 anni,0.0053475935828877
2020-04-15,27,0.0,0-9 anni,0.005291005291005291
2020-04-16,35,0.0,0-9 anni,0.0026954177897574125
2020-04-17,38,0.0,0-9 anni,0.002680965147453083
2020-04-18,18,0.0,0-9 anni,0.0027624309392265192
2020-04-19,24,0.0,0-9 anni,0.002793296089385475
2020-04-20,21,0.0,0-9 anni,0.0
2020-04-21,28,0.0,0-9 anni,0.0
2020-04-22,39,0.0,0-9 anni,0.002793296089385475
2020-04-23,27,0.0,0-9 anni,0.0029411764705882353
2020-04-24,27,0.0,0-9 anni,0.0031847133757961785
2020-04-25,18,0.0,0-9 anni,0.003205128205128205
2020-04-26,9,0.0,0-9 anni,0.003289473684210526
2020-04-27,21,0.0,0-9 anni,0.0033444816053511705
2020-04-28,26,0.0,0-9 anni,0.003401360544217687
2020-04-29,27,1.0,0-9 anni,0.0034965034965034965
2020-04-30,17,0.0,0-9 anni,0.0035460992907801418
2020-05-01,12,0.0,0-9 anni,0.003676470588235294
2020-05-02,16,0.0,0-9 anni,0.003745318352059925
2020-05-03,16,0.0,0-9 anni,0.0037593984962406013
2020-05-04,16,0.0,0-9 anni,0.0038461538461538464
2020-05-05,23,0.0,0-9 anni,0.00390625
2020-05-06,31,0.0,0-9 anni,0.0
2020-05-07,23,0.0,0-9 anni,0.0
2020-05-08,17,0.0,0-9 anni,0.0040650406504065045
2020-05-09,13,0.0,0-9 anni,0.0041841004184100415
2020-05-10,8,0.0,0-9 anni,0.004329004329004329
2020-05-11,15,0.0,0-9 anni,0.004524886877828055
2020-05-12,22,0.0,0-9 anni,0.004739336492890996
2020-05-13,17,0.0,0-9 anni,0.005263157894736842
2020-05-14,20,0.0,0-9 anni,0.010869565217391304
2020-05-15,9,1.0,0-9 anni,0.010810810810810811
2020-05-16,9,0.0,0-9 anni,0.011111111111111112
2020-05-17,8,0.0,0-9 anni,0.011428571428571429
2020-05-18,6,0.0,0-9 anni,0.012048192771084338
2020-05-19,13,0.0,0-9 anni,0.012658227848101266
2020-05-20,10,0.0,0-9 anni,0.013422818791946308
2020-05-21,17,1.0,0-9 anni,0.02027027027027027
2020-05-22,18,0.0,0-9 anni,0.013333333333333334
2020-05-23,8,0.0,0-9 anni,0.013888888888888888
2020-05-24,3,0.0,0-9 anni,0.014705882352941176
2020-05-25,6,0.0,0-9 anni,0.014285714285714285
2020-05-26,14,0.0,0-9 anni,0.015625
2020-05-27,8,0.0,0-9 anni,0.016260162601626018
2020-05-28,19,1.0,0-9 anni,0.008547008547008548
2020-05-29,11,0.0,0-9 anni,0.008771929824561403
2020-05-30,3,0.0,0-9 anni,0.009174311926605505
2020-05-31,0,0.0,0-9 anni,0.009174311926605505
2020-06-01,10,0.0,0-9 anni,0.009345794392523364
2020-06-02,1,0.0,0-9 anni,0.009523809523809525
2020-06-03,5,0.0,0-9 anni,0.009345794392523364
2020-06-04,11,0.0,0-9 anni,0.0
2020-06-05,15,0.0,0-9 anni,0.0
2020-06-06,3,0.0,0-9 anni,0.0
2020-06-07,3,0.0,0-9 anni,0.0
2020-06-08,4,0.0,0-9 anni,0.0
2020-06-09,12,0.0,0-9 anni,0.0
2020-06-10,10,0.0,0-9 anni,0.0
2020-06-11,18,0.0,0-9 anni,0.0
2020-06-12,11,0.0,0-9 anni,0.0
2020-06-13,9,0.0,0-9 anni,0.0
2020-06-14,4,0.0,0-9 anni,0.0
2020-06-15,14,0.0,0-9 anni,0.0
2020-06-16,8,0.0,0-9 anni,0.0
2020-06-17,12,0.0,0-9 anni,0.0
2020-06-18,7,0.0,0-9 anni,0.0
2020-06-19,14,0.0,0-9 anni,0.0
2020-06-20,9,0.0,0-9 anni,0.0
2020-06-21,2,0.0,0-9 anni,0.0
2020-06-22,7,0.0,0-9 anni,0.0
2020-06-23,14,0.0,0-9 anni,0.0
2020-06-24,7,0.0,0-9 anni,0.0
2020-06-25,8,0.0,0-9 anni,0.0
2020-06-26,10,0.0,0-9 anni,0.0
2020-06-27,5,0.0,0-9 anni,0.0
2020-06-28,1,0.0,0-9 anni,0.0
2020-06-29,8,0.0,0-9 anni,0.0
2020-06-30,5,0.0,0-9 anni,0.0
2020-07-01,12,0.0,0-9 anni,0.0
2020-07-02,9,0.0,0-9 anni,0.0
2020-07-03,13,0.0,0-9 anni,0.0
2020-07-04,10,0.0,0-9 anni,0.0
2020-07-05,1,0.0,0-9 anni,0.0
2020-07-06,16,0.0,0-9 anni,0.0
2020-07-07,18,0.0,0-9 anni,0.0
2020-07-08,22,0.0,0-9 anni,0.0
2020-07-09,7,0.0,0-9 anni,0.0
2020-07-10,18,0.0,0-9 anni,0.0
2020-07-11,9,0.0,0-9 anni,0.0
2020-07-12,9,0.0,0-9 anni,0.0
2020-07-13,13,0.0,0-9 anni,0.0
2020-07-14,13,0.0,0-9 anni,0.0
2020-07-15,6,0.0,0-9 anni,0.0
2020-07-16,19,0.0,0-9 anni,0.0
2020-07-17,17,0.0,0-9 anni,0.0
2020-07-18,10,0.0,0-9 anni,0.0
2020-07-19,4,0.0,0-9 anni,0.0
2020-07-20,11,0.0,0-9 anni,0.0
2020-07-21,11,0.0,0-9 anni,0.0
2020-07-22,28,0.0,0-9 anni,0.0
2020-07-23,16,0.0,0-9 anni,0.0
2020-07-24,23,0.0,0-9 anni,0.0
2020-07-25,15,0.0,0-9 anni,0.0
2020-07-26,7,0.0,0-9 anni,0.0
2020-07-27,25,0.0,0-9 anni,0.0
2020-07-28,19,0.0,0-9 anni,0.0
2020-07-29,18,0.0,0-9 anni,0.0
2020-07-30,13,0.0,0-9 anni,0.0
2020-07-31,26,0.0,0-9 anni,0.0
2020-08-01,9,0.0,0-9 anni,0.0
2020-08-02,7,0.0,0-9 anni,0.0
2020-08-03,12,0.0,0-9 anni,0.0
2020-08-04,16,0.0,0-9 anni,0.0
2020-08-05,27,0.0,0-9 anni,0.0
2020-08-06,18,0.0,0-9 anni,0.0
2020-08-07,22,0.0,0-9 anni,0.0035087719298245615
2020-08-08,31,0.0,0-9 anni,0.003424657534246575
2020-08-09,9,0.0,0-9 anni,0.0034482758620689655
2020-08-10,30,0.0,0-9 anni,0.003257328990228013
2020-08-11,35,0.0,0-9 anni,0.0029498525073746312
2020-08-12,23,0.0,0-9 anni,0.0029411764705882353
2020-08-13,17,0.0,0-9 anni,0.002898550724637681
2020-08-14,29,1.0,0-9 anni,0.0028011204481792717
2020-08-15,16,0.0,0-9 anni,0.002824858757062147
2020-08-16,5,0.0,0-9 anni,0.002777777777777778
2020-08-17,29,0.0,0-9 anni,0.005390835579514825
2020-08-18,48,0.0,0-9 anni,0.005263157894736842
2020-08-19,28,0.0,0-9 anni,0.004842615012106538
2020-08-20,23,0.0,0-9 anni,0.0045045045045045045
2020-08-21,34,0.0,0-9 anni,0.002145922746781116
2020-08-22,28,0.0,0-9 anni,0.00411522633744856
2020-08-23,15,0.0,0-9 anni,0.00392156862745098
2020-08-24,41,1.0,0-9 anni,0.0037105751391465678
2020-08-25,44,0.0,0-9 anni,0.0036968576709796672
2020-08-26,56,0.0,0-9 anni,0.0034782608695652175
2020-08-27,48,0.0,0-9 anni,0.0031397174254317113
2020-08-28,51,0.0,0-9 anni,0.0029154518950437317
2020-08-29,36,1.0,0-9 anni,0.002728512960436562
2020-08-30,29,0.0,0-9 anni,0.0026595744680851063
2020-08-31,58,0.0,0-9 anni,0.0012836970474967907
2020-09-01,50,0.0,0-9 anni,0.0012330456226880395
2020-09-02,62,0.0,0-9 anni,0.0011876484560570072
2020-09-03,85,0.0,0-9 anni,0.0011123470522803114
2020-09-04,83,0.0,0-9 anni,0.001072961373390558
2020-09-05,75,0.0,0-9 anni,0.0
2020-09-06,34,0.0,0-9 anni,0.0
2020-09-07,68,0.0,0-9 anni,0.0
2020-09-08,76,0.0,0-9 anni,0.0
2020-09-09,87,0.0,0-9 anni,0.0
2020-09-10,105,0.0,0-9 anni,0.0
2020-09-11,84,0.0,0-9 anni,0.0
2020-09-12,72,0.0,0-9 anni,0.0
2020-09-13,33,0.0,0-9 anni,0.0
2020-09-14,95,0.0,0-9 anni,0.0
2020-09-15,104,0.0,0-9 anni,0.0
2020-09-16,61,0.0,0-9 anni,0.0
2020-09-17,110,0.0,0-9 anni,0.0
2020-09-18,119,0.0,0-9 anni,0.0
2020-09-19,79,0.0,0-9 anni,0.0
2020-09-20,34,0.0,0-9 anni,0.0
2020-09-21,117,0.0,0-9 anni,0.000724112961622013
2020-09-22,123,0.0,0-9 anni,0.0007022471910112359
2020-09-23,107,0.0,0-9 anni,0.0013131976362442547
2020-09-24,102,0.0,0-9 anni,0.001265022137887413
2020-09-25,154,0.0,0-9 anni,0.0011883541295306002
2020-09-26,85,0.0,0-9 anni,0.0016787912702853946
2020-09-27,53,0.0,0-9 anni,0.0016251354279523294
2020-09-28,133,1.0,0-9 anni,0.0015037593984962407
2020-09-29,147,0.0,0-9 anni,0.0013953488372093023
2020-09-30,160,1.0,0-9 anni,0.001258917331095258
2020-10-01,168,0.0,0-9 anni,0.0011529592621060721
2020-10-02,221,0.0,0-9 anni,0.0010589481115425344
2020-10-03,183,1.0,0-9 anni,0.0009784735812133072
2020-10-04,93,0.0,0-9 anni,0.0009351620947630922
2020-10-05,266,0.0,0-9 anni,0.0008382229673093043
2020-10-06,278,0.0,0-9 anni,0.0007594936708860759
2020-10-07,340,0.0,0-9 anni,0.000687915615684476
2020-10-08,321,0.0,0-9 anni,0.0008431703204047217
2020-10-09,385,0.0,0-9 anni,0.0007719027402547279
2020-10-10,318,0.0,0-9 anni,0.0007190364911019234
2020-10-11,195,0.0,0-9 anni,0.000689655172413793
2020-10-12,504,1.0,0-9 anni,0.0006402048655569782
2020-10-13,518,0.0,0-9 anni,0.0005913660555884093
2020-10-14,571,1.0,0-9 anni,0.0008231581835642749
2020-10-15,551,1.0,0-9 anni,0.0007586294095334429
2020-10-16,659,0.0,0-9 anni,0.0009314239143089998
2020-10-17,564,1.0,0-9 anni,0.000985869208018403
2020-10-18,330,0.0,0-9 anni,0.0009603072983354673
2020-10-19,714,0.0,0-9 anni,0.0008058829455021658
2020-10-20,794,0.0,0-9 anni,0.0007545034424219561
2020-10-21,865,2.0,0-9 anni,0.0007097232079489
2020-10-22,941,0.0,0-9 anni,0.0006739679865206403
2020-10-23,1065,2.0,0-9 anni,0.0008781032968787419
2020-10-24,858,1.0,0-9 anni,0.0007644091117566122
2020-10-25,438,0.0,0-9 anni,0.0008296877357067431
2020-10-26,1059,0.0,0-9 anni,0.0007953148723881137
2020-10-27,1194,0.0,0-9 anni,0.0008257638315441783
2020-10-28,1240,1.0,0-9 anni,0.0006626027034190299
2020-10-29,1149,1.0,0-9 anni,0.0007039549468833995
2020-10-30,1316,3.0,0-9 anni,0.0006832722529349649
2020-10-31,1119,0.0,0-9 anni,0.0007270964614638875
2020-11-01,506,1.0,0-9 anni,0.0007211538461538462
2020-11-02,1287,0.0,0-9 anni,0.0007060069424016002
2020-11-03,1495,1.0,0-9 anni,0.0008097165991902834
2020-11-04,1425,0.0,0-9 anni,0.0008610297916307905
2020-11-05,1475,1.0,0-9 anni,0.0007913628398620768
2020-11-06,1538,2.0,0-9 anni,0.0006712911165808906
2020-11-07,1263,2.0,0-9 anni,0.0006678539626001781
2020-11-08,574,0.0,0-9 anni,0.0006670372429127293
2020-11-09,1416,0.0,0-9 anni,0.0008266740148801323
2020-11-10,1487,2.0,0-9 anni,0.0008335185596799289
2020-11-11,1371,2.0,0-9 anni,0.000842034355001684
2020-11-12,1419,0.0,0-9 anni,0.0009127731188316504
2020-11-13,1501,1.0,0-9 anni,0.0009312070771737865
2020-11-14,1211,0.0,0-9 anni,0.0008322929671244278
2020-11-15,528,1.0,0-9 anni,0.0008379721074998504
2020-11-16,1442,3.0,0-9 anni,0.000850908648878624
2020-11-17,1346,1.0,0-9 anni,0.0007462222498600833
2020-11-18,1243,0.0,0-9 anni,0.0006358896095637797
2020-11-19,1190,2.0,0-9 anni,0.000654407434068451
2020-11-20,1191,2.0,0-9 anni,0.0006062238986932507
2020-11-21,902,0.0,0-9 anni,0.0006203901564761839
2020-11-22,460,0.0,0-9 anni,0.0005573359342343597
2020-11-23,1162,0.0,0-9 anni,0.00035803795202291446
2020-11-24,1115,0.0,0-9 anni,0.00029398794649419373
2020-11-25,1016,0.0,0-9 anni,0.00037678975131876413
2020-11-26,974,0.0,0-9 anni,0.0003861600247142416
2020-11-27,1066,0.0,0-9 anni,0.00023668639053254438
2020-11-28,872,0.0,0-9 anni,0.00023862551702195356
2020-11-29,375,0.0,0-9 anni,0.00024189646831156264
2020-11-30,1053,0.0,0-9 anni,0.000246669955599408
2020-12-01,987,0.0,0-9 anni,0.0003506311360448808
2020-12-02,907,1.0,0-9 anni,0.0003550821127385708
2020-12-03,868,2.0,0-9 anni,0.0004499235130027895
2020-12-04,918,0.0,0-9 anni,0.0005488976305918946
2020-12-05,799,0.0,0-9 anni,0.0006491699897987573
2020-12-06,290,0.0,0-9 anni,0.00065610647670822
2020-12-07,922,0.0,0-9 anni,0.0007627037849175327
2020-12-08,361,1.0,0-9 anni,0.0007729468599033816
2020-12-09,873,0.0,0-9 anni,0.0007827022796203894
2020-12-10,822,1.0,0-9 anni,0.0007953867568104991
2020-12-11,884,1.0,0-9 anni,0.0008092251669026907
2020-12-12,724,1.0,0-9 anni,0.0008244023083264633
2020-12-13,261,0.0,0-9 anni,0.0008183306055646482
2020-12-14,873,1.0,0-9 anni,0.0008229606007612386
2020-12-15,848,0.0,0-9 anni,0.0006816632583503749
2020-12-16,778,1.0,0-9 anni,0.0006839945280437756
2020-12-17,705,2.0,0-9 anni,0.0005903187721369539
2020-12-18,746,0.0,0-9 anni,0.0005274818018778352
2020-12-19,617,0.0,0-9 anni,0.0004385003288752467
2020-12-20,362,0.0,0-9 anni,0.0004337924303220909
2020-12-21,867,0.0,0-9 anni,0.0003271537622682661
2020-12-22,909,0.0,0-9 anni,0.0003208213025344883
2020-12-23,838,0.0,0-9 anni,0.00031311971610479075
2020-12-24,752,0.0,0-9 anni,0.00010313531353135314
2020-12-25,199,0.0,0-9 anni,0.00010870746820306555
2020-12-26,367,0.0,0-9 anni,0.0001071007818357074
2020-12-27,360,0.0,0-9 anni,0.00010699764605178686
2020-12-28,822,0.0,0-9 anni,0.0002109704641350211
2020-12-29,1029,0.0,0-9 anni,0.00020879006159306817
2020-12-30,1008,1.0,0-9 anni,0.00021850759313886157
2020-12-31,820,0.0,0-9 anni,0.0002139266231682533
2021-01-01,249,0.0,0-9 anni,0.0001982750074353128
2021-01-02,755,0.0,0-9 anni,0.00019042178425211843
2021-01-03,371,0.0,0-9 anni,0.0001905850962454736
2021-01-04,1001,1.0,0-9 anni,0.0001918649270913277
2021-01-05,1008,0.0,0-9 anni,0.0001967148618078096
2021-01-06,412,0.0,0-9 anni,0.00020078305391024997
2021-01-07,948,0.0,0-9 anni,0.00020279862096937742
2021-01-08,937,0.0,0-9 anni,0.00019329274185754324
2021-01-09,783,0.0,0-9 anni,0.0001952362358453729
2021-01-10,351,0.0,0-9 anni,0.0001967729240456513
2021-01-11,752,0.0,0-9 anni,0.00010005002501250626
2021-01-12,772,0.0,0-9 anni,0.00020437359493153485
2021-01-13,802,1.0,0-9 anni,0.00019621308741293045
2021-01-14,721,0.0,0-9 anni,0.00019974033756117049
2021-01-15,734,0.0,0-9 anni,0.000300270243218897
2021-01-16,652,0.0,0-9 anni,0.0002996404314822213
2021-01-17,291,0.0,0-9 anni,0.0004992012779552715
2021-01-18,832,0.0,0-9 anni,0.0005837143691020527
2021-01-19,799,1.0,0-9 anni,0.0006649567778094424
2021-01-20,819,0.0,0-9 anni,0.0005631687629059508
2021-01-21,768,0.0,0-9 anni,0.0005576208178438662
2021-01-22,915,1.0,0-9 anni,0.0006353240152477764
2021-01-23,804,0.0,0-9 anni,0.0006223881924068641
2021-01-24,355,2.0,0-9 anni,0.0006194690265486725
2021-01-25,1015,1.0,0-9 anni,0.0006980193700375186
2021-01-26,1020,1.0,0-9 anni,0.0005973715651135006
2021-01-27,929,0.0,0-9 anni,0.0005905677887454653
2021-01-28,827,0.0,0-9 anni,0.0006639004149377593
2021-01-29,992,1.0,0-9 anni,0.0005737234652897303
2021-01-30,881,0.0,0-9 anni,0.0005705901532442126
2021-01-31,344,0.0,0-9 anni,0.0004072987943955686
2021-02-01,993,1.0,0-9 anni,0.000404498017959712
2021-02-02,1056,0.0,0-9 anni,0.00032344141667340503
2021-02-03,954,0.0,0-9 anni,0.0004019938896928767
2021-02-04,965,1.0,0-9 anni,0.0003959455178967374
2021-02-05,1066,0.0,0-9 anni,0.0003170074496750674
2021-02-06,871,0.0,0-9 anni,0.0003193357815743254
2021-02-07,363,0.0,0-9 anni,0.00031910650179497405
2021-02-08,1100,1.0,0-9 anni,0.0003180408682515703
2021-02-09,1026,0.0,0-9 anni,0.00040115532734274714
2021-02-10,1000,1.0,0-9 anni,0.0003993929227574087
2021-02-11,1017,0.0,0-9 anni,0.0003176872369152569
2021-02-12,982,0.0,0-9 anni,0.00031608060055314107
2021-02-13,789,0.0,0-9 anni,0.0003137008862050035
2021-02-14,353,0.0,0-9 anni,0.0003119881444505109
2021-02-15,1035,1.0,0-9 anni,0.00030721966205837174
2021-02-16,943,1.0,0-9 anni,0.0003782434374763598
2021-02-17,1009,0.0,0-9 anni,0.0002955737826054829
2021-02-18,1037,0.0,0-9 anni,0.00028874611997401286
2021-02-19,1130,0.0,0-9 anni,0.00027989643831782243
2021-02-20,967,0.0,0-9 anni,0.0002727582679849983
2021-02-21,433,0.0,0-9 anni,0.00026899798251513114
2021-02-22,1299,1.0,0-9 anni,0.00025957170668397143
2021-02-23,1225,1.0,0-9 anni,0.00018662519440124418
2021-02-24,1314,0.0,0-9 anni,0.0001797483523067705
2021-02-25,1337,0.0,0-9 anni,0.00023196474135931338
2021-02-26,1420,0.0,0-9 anni,0.0002236761169826092
2021-02-27,1163,0.0,0-9 anni,0.00022009464069549907
2021-02-28,558,0.0,0-9 anni,0.00021713169037020953
2021-03-01,1575,1.0,0-9 anni,0.00021444271698922425
2021-03-02,1608,0.0,0-9 anni,0.0001576375387525616
2021-03-03,1624,0.0,0-9 anni,0.0001551911437587295
2021-03-04,1591,1.0,0-9 anni,0.00015221472423765793
2021-03-05,1769,0.0,0-9 anni,0.00015049663890839772
2021-03-06,1258,0.0,0-9 anni,0.00014837529056827735
2021-03-07,681,0.0,0-9 anni,0.00014806771630225556
2021-03-08,1530,1.0,0-9 anni,9.904912836767037e-05
2021-03-09,1603,0.0,0-9 anni,9.931966032676168e-05
2021-03-10,1614,0.0,0-9 anni,9.992505620784411e-05
2021-03-11,1715,0.0,0-9 anni,5.020080321285141e-05
2021-03-12,1645,0.0,0-9 anni,0.0001021293979471991
2021-03-13,1448,0.0,0-9 anni,0.00010249577204940297
2021-03-14,600,0.0,0-9 anni,0.00010298661174047374
2021-03-15,1506,0.0,0-9 anni,5.172235440157236e-05
2021-03-16,1553,0.0,0-9 anni,5.223568742164647e-05
2021-03-17,1502,0.0,0-9 anni,5.2988554472234e-05
2021-03-18,1496,0.0,0-9 anni,5.409206469410937e-05
2021-03-19,1432,1.0,0-9 anni,0.00010960705869457993
2021-03-20,1188,0.0,0-9 anni,0.00011177555468619013
2021-03-21,588,0.0,0-9 anni,0.0001122334455667789
2021-03-22,1444,0.0,0-9 anni,0.00011346230215011063
2021-03-23,1413,0.0,0-9 anni,0.00011473811026332397
2021-03-24,1342,0.0,0-9 anni,0.00011596219632399837
2021-03-25,1330,0.0,0-9 anni,0.00011697274535033338
2021-03-26,1405,1.0,0-9 anni,5.8868546535586034e-05
2021-03-27,1094,0.0,0-9 anni,5.9417706476530004e-05
2021-03-28,527,0.0,0-9 anni,6.039012017633915e-05
2021-03-29,1313,0.0,0-9 anni,6.414368184733804e-05
2021-03-30,1357,0.0,0-9 anni,6.492241771083555e-05
2021-03-31,1318,0.0,0-9 anni,6.546216286986122e-05
2021-04-01,1347,0.0,0-9 anni,6.595435958316844e-05
2021-04-02,1321,0.0,0-9 anni,0.0
2021-04-03,1031,0.0,0-9 anni,0.0
2021-04-04,317,0.0,0-9 anni,0.0
2021-04-05,475,0.0,0-9 anni,0.0
2021-04-06,1226,0.0,0-9 anni,0.0
2021-04-07,1215,0.0,0-9 anni,6.798558705554423e-05
2021-04-08,1216,0.0,0-9 anni,6.878525244187646e-05
2021-04-09,1185,0.0,0-9 anni,6.909417536101706e-05
2021-04-10,1097,0.0,0-9 anni,6.889899407468652e-05
2021-04-11,590,0.0,0-9 anni,6.806888571234089e-05
2021-04-12,1203,0.0,0-9 anni,6.432522835456066e-05
2021-04-13,1254,0.0,0-9 anni,0.00012655824843384167
2021-04-14,1232,1.0,0-9 anni,0.0001252897325064211
2021-04-15,1176,0.0,0-9 anni,0.0001229785402447273
2021-04-16,1256,0.0,0-9 anni,0.00012089705615668258
2021-04-17,1072,0.0,0-9 anni,0.00011887779362815027
2021-04-18,494,0.0,0-9 anni,0.00011898387768457374
2021-04-19,1330,0.0,0-9 anni,0.00011739845034045551
2021-04-20,1483,1.0,0-9 anni,0.00011630611770179111
2021-04-21,1375,0.0,0-9 anni,5.760036864235931e-05
2021-04-22,1516,0.0,0-9 anni,5.705808513066301e-05
2021-04-23,1465,0.0,0-9 anni,5.649717514124294e-05
2021-04-24,1378,0.0,0-9 anni,5.777675063554426e-05
2021-04-25,575,0.0,0-9 anni,5.783021050196623e-05
2021-04-26,1430,0.0,0-9 anni,5.8024834629221305e-05
2021-04-27,1414,0.0,0-9 anni,0.0
2021-04-28,1397,0.0,0-9 anni,0.0
2021-04-29,1341,0.0,0-9 anni,0.0
2021-04-30,1430,0.0,0-9 anni,0.0
2021-05-01,680,0.0,0-9 anni,0.0
2021-05-02,478,0.0,0-9 anni,0.0
2021-05-03,1272,0.0,0-9 anni,0.0
2021-05-04,1151,0.0,0-9 anni,7.237461098646595e-05
2021-05-05,1144,0.0,0-9 anni,7.584951456310679e-05
2021-05-06,994,0.0,0-9 anni,7.955449482895784e-05
2021-05-07,1012,0.0,0-9 anni,8.49762066621346e-05
2021-05-08,822,0.0,0-9 anni,8.593280054996992e-05
2021-05-09,398,0.0,0-9 anni,8.781173164734808e-05
2021-05-10,892,0.0,0-9 anni,9.365926758452749e-05
2021-05-11,806,1.0,0-9 anni,9.934432743890324e-05
2021-05-12,764,0.0,0-9 anni,0.00010647359454855196
2021-05-13,727,0.0,0-9 anni,0.00011344299489506523
2021-05-14,628,0.0,0-9 anni,0.00012110936175366356
2021-05-15,549,0.0,0-9 anni,0.0001285512276642242
2021-05-16,229,0.0,0-9 anni,0.0001332800213248034
2021-05-17,561,0.0,0-9 anni,0.00014316392269148176
2021-05-18,540,0.0,0-9 anni,0.0
2021-05-19,470,0.0,0-9 anni,0.00032706459525756336
2021-05-20,417,0.0,0-9 anni,0.00035192679922576106
2021-05-21,454,0.0,0-9 anni,0.0003739016638624042
2021-05-22,344,0.0,0-9 anni,0.00039737730975561295
2021-05-23,122,0.0,0-9 anni,0.0004083299305839118
2021-05-24,374,0.0,0-9 anni,0.0004344048653344917
2021-05-25,369,0.0,0-9 anni,0.00046146746654360867
2021-05-26,331,2.0,0-9 anni,0.0005040322580645161
2021-05-27,295,0.0,0-9 anni,0.0005246589716684155
2021-05-28,294,0.0,0-9 anni,0.0005512679162072767
2021-05-29,233,0.0,0-9 anni,0.0005768676088837611
2021-05-30,94,0.0,0-9 anni,0.0005810575246949448
2021-05-31,267,0.0,0-9 anni,0.0006093845216331506
2021-06-01,270,0.0,0-9 anni,0.000973393900064893
2021-06-02,104,0.0,0-9 anni,0.00034340659340659343
2021-06-03,261,0.0,0-9 anni,0.00036075036075036075
2021-06-04,270,0.0,0-9 anni,0.00038022813688212925
2021-06-05,183,0.0,0-9 anni,0.00040112314480545525
2021-06-06,97,0.0,0-9 anni,0.0004068348250610252
