dt_PRELIEVO,positivi,ricoveri,ricoveri/positivi 7gg
2020-02-20,1,,
2020-02-21,0,,
2020-02-22,2,,
2020-02-23,2,,
2020-02-24,1,,
2020-02-25,1,,
2020-02-26,3,,
2020-02-27,11,3.0,
2020-02-28,14,0.0,
2020-02-29,6,2.0,
2020-03-01,3,2.0,0.4808704808704808
2020-03-02,11,7.0,0.5150801736167588
2020-03-03,22,16.0,0.606790931994184
2020-03-04,37,27.0,0.6171740326028485
2020-03-05,41,21.0,0.588691611597063
2020-03-06,81,52.0,0.5752191027974514
2020-03-07,133,54.0,0.5245917640345193
2020-03-08,107,50.0,0.4695586037382012
2020-03-09,107,58.0,0.451332926975939
2020-03-10,118,44.0,0.4105150257413711
2020-03-11,209,72.0,0.3699041818614851
2020-03-12,234,90.0,0.323752903233571
2020-03-13,320,114.0,0.2624021120088102
2020-03-14,345,42.0,0.22490526073672415
2020-03-15,208,30.0,0.1915004573435696
2020-03-16,373,42.0,0.15774849502017868
2020-03-17,471,52.0,0.1229316334929591
2020-03-18,497,55.0,0.12566796782947273
2020-03-19,364,54.0,0.11765350028263108
2020-03-20,391,44.0,0.1304912506453975
2020-03-21,582,82.0,0.14693541228056936
2020-03-22,556,49.0,0.13913015239235335
2020-03-23,568,115.0,0.12465974884631956
2020-03-24,439,99.0,0.11275041989734867
2020-03-25,589,33.0,0.09752474199732267
2020-03-26,425,20.0,0.09328554462870399
2020-03-27,720,21.0,0.06914516664652522
2020-03-28,612,21.0,0.04222827419288174
2020-03-29,479,28.0,0.04472106531046064
2020-03-30,448,15.0,0.04664929977937095
2020-03-31,647,24.0,0.04842376192717903
2020-04-01,558,41.0,0.04800082047336979
2020-04-02,611,37.0,0.04200959214393687
2020-04-03,529,22.0,0.04014933717238304
2020-04-04,606,19.0,0.03973137768980783
2020-04-05,666,11.0,0.052895976139426155
2020-04-06,391,8.0,0.07620558455541755
2020-04-07,439,15.0,0.07221318906428263
2020-04-08,803,133.0,0.06906395696782071
2020-04-09,666,149.0,0.06971197340531081
2020-04-10,953,13.0,0.06954293774494924
2020-04-11,752,7.0,0.07128192324414365
2020-04-12,570,12.0,0.051403755151288824
2020-04-13,415,8.0,0.024562958946330767
2020-04-14,410,19.0,0.050457056744510585
2020-04-15,793,21.0,0.07621721660041512
2020-04-16,865,31.0,0.1026354215813059
2020-04-17,549,107.0,0.12440535847172471
2020-04-18,675,128.0,0.1390436528138518
2020-04-19,301,62.0,0.1555080197364606
2020-04-20,600,103.0,0.17353025104808742
2020-04-21,672,100.0,0.1648911669991673
2020-04-22,508,72.0,0.16022274457289737
2020-04-23,642,104.0,0.15936844936644268
2020-04-24,610,82.0,0.16341606841406173
2020-04-25,446,70.0,0.1614220133489534
2020-04-26,255,51.0,0.15798126697166232
2020-04-27,225,45.0,0.15278270915221867
2020-04-28,571,77.0,0.15600704594115009
2020-04-29,442,52.0,0.15050936398528778
2020-04-30,414,52.0,0.1455684402473716
2020-05-01,293,46.0,0.1529478158386677
2020-05-02,287,34.0,0.1605850372612281
2020-05-03,133,22.0,0.16099001853084438
2020-05-04,151,38.0,0.16743685318552634
2020-05-05,154,29.0,0.16433650041643233
2020-05-06,249,30.0,0.17677773707369687
2020-05-07,205,35.0,0.19282977192272424
2020-05-08,170,23.0,0.20449801537904716
2020-05-09,180,37.0,0.20244106611712898
2020-05-10,72,20.0,0.20132594163529824
2020-05-11,75,25.0,0.20088779354124248
2020-05-12,138,24.0,0.2000329688527464
2020-05-13,142,16.0,0.1877254587840423
2020-05-14,167,28.0,0.17355312318313526
2020-05-15,116,15.0,0.14897555021846554
2020-05-16,67,8.0,0.14977185536259677
2020-05-17,56,10.0,0.15216267084371876
2020-05-18,124,20.0,0.14625568781729043
2020-05-19,117,21.0,0.146150128352125
2020-05-20,85,11.0,0.14828232451417195
2020-05-21,95,12.0,0.1621809874276132
2020-05-22,70,9.0,0.16386478749851002
2020-05-23,67,9.0,0.16004915868288122
2020-05-24,29,8.0,0.1742998589629933
2020-05-25,52,9.0,0.1734664501397303
2020-05-26,72,11.0,0.17048371858557018
2020-05-27,48,11.0,0.1720731739063688
2020-05-28,83,10.0,0.14648919170392163
2020-05-29,65,7.0,0.1339219716898931
2020-05-30,55,8.0,0.1373066588981097
2020-05-31,31,3.0,0.14397743065508833
2020-06-01,47,4.0,0.1661745936914703
2020-06-02,17,3.0,0.17710576778053913
2020-06-03,29,8.0,0.17830456897934033
2020-06-04,29,8.0,0.1803527000597295
2020-06-05,38,7.0,0.20986131201515
2020-06-06,13,2.0,0.18465122798153652
2020-06-07,9,1.0,0.15498262072672236
2020-06-08,24,7.0,0.13288977104766578
2020-06-09,18,0.0,0.14553502053502054
2020-06-10,44,3.0,0.14004051504051504
2020-06-11,33,4.0,0.18765956265956266
2020-06-12,22,6.0,0.1911056779477832
2020-06-13,26,3.0,0.2099026704289862
2020-06-14,9,4.0,0.24778145830777407
