data,tutti,maschi,femmine
0.0,65,39.0,26
1.0,15,11.0,4
2.0,5,2.0,3
3.0,9,6.0,3
4.0,4,2.0,2
5.0,3,2.0,1
6.0,2,1.0,1
7.0,6,5.0,1
8.0,4,2.0,2
9.0,4,3.0,1
10.0,2,2.0,0
11.0,4,3.0,1
12.0,4,2.0,2
13.0,6,3.0,3
14.0,6,3.0,3
15.0,5,1.0,4
16.0,8,4.0,4
17.0,8,4.0,4
18.0,6,4.0,2
19.0,9,4.0,5
20.0,14,8.0,6
21.0,11,2.0,9
22.0,20,13.0,7
23.0,17,4.0,13
24.0,20,7.0,13
25.0,20,4.0,16
26.0,17,5.0,12
27.0,16,7.0,9
28.0,16,5.0,11
29.0,15,6.0,9
30.0,18,6.0,12
31.0,23,6.0,17
32.0,22,8.0,14
33.0,34,12.0,22
34.0,24,12.0,12
35.0,30,15.0,15
36.0,24,6.0,18
37.0,16,2.0,14
38.0,24,11.0,13
39.0,16,9.0,7
40.0,24,16.0,8
41.0,27,18.0,9
42.0,25,14.0,11
43.0,20,9.0,11
44.0,32,18.0,14
45.0,23,14.0,9
46.0,34,20.0,14
47.0,46,27.0,19
48.0,51,31.0,20
49.0,57,33.0,24
50.0,48,36.0,12
51.0,53,33.0,20
52.0,52,37.0,15
53.0,66,42.0,24
54.0,73,56.0,17
55.0,66,42.0,24
56.0,58,35.0,23
57.0,67,48.0,19
58.0,87,62.0,25
59.0,65,40.0,25
60.0,68,42.0,26
61.0,76,47.0,29
62.0,63,41.0,22
63.0,86,49.0,37
64.0,71,44.0,27
65.0,63,47.0,16
66.0,87,58.0,29
67.0,66,44.0,22
68.0,93,43.0,50
69.0,82,51.0,31
70.0,85,57.0,28
71.0,94,58.0,36
72.0,117,74.0,43
73.0,103,66.0,37
74.0,121,72.0,49
75.0,116,70.0,46
76.0,115,63.0,52
77.0,130,71.0,59
78.0,134,85.0,49
79.0,151,96.0,55
80.0,143,71.0,72
81.0,171,86.0,85
82.0,158,81.0,77
83.0,149,82.0,67
84.0,134,71.0,63
85.0,130,65.0,65
86.0,125,66.0,59
87.0,113,57.0,56
88.0,110,47.0,63
89.0,101,48.0,53
90.0,84,35.0,49
91.0,80,37.0,43
92.0,55,21.0,34
93.0,44,17.0,27
94.0,45,17.0,28
95.0,37,14.0,23
96.0,23,8.0,15
97.0,18,5.0,13
98.0,9,4.0,5
99.0,10,1.0,9
100.0,5,,5
101.0,2,,2
102.0,1,,1
