data,tutti,maschi,femmine
0.0,2,1,1.0
1.0,0,0,0.0
2.0,0,0,0.0
3.0,0,0,0.0
4.0,0,0,0.0
5.0,0,0,0.0
6.0,0,0,0.0
7.0,0,0,0.0
8.0,0,0,0.0
9.0,0,0,0.0
10.0,0,0,0.0
11.0,1,0,1.0
12.0,0,0,0.0
13.0,0,0,0.0
14.0,0,0,0.0
15.0,0,0,0.0
16.0,0,0,0.0
17.0,1,1,0.0
18.0,0,0,0.0
19.0,0,0,0.0
20.0,1,1,0.0
21.0,2,1,1.0
22.0,0,0,0.0
23.0,1,1,0.0
24.0,0,0,0.0
25.0,0,0,0.0
26.0,0,0,0.0
27.0,2,1,1.0
28.0,1,0,1.0
29.0,1,1,0.0
30.0,2,2,0.0
31.0,1,1,0.0
32.0,1,0,1.0
33.0,5,3,2.0
34.0,3,1,2.0
35.0,3,3,0.0
36.0,5,4,1.0
37.0,4,3,1.0
38.0,4,3,1.0
39.0,3,3,0.0
40.0,4,4,0.0
41.0,6,5,1.0
42.0,5,3,2.0
43.0,6,2,4.0
44.0,3,1,2.0
45.0,8,6,2.0
46.0,5,3,2.0
47.0,6,5,1.0
48.0,12,9,3.0
49.0,15,8,7.0
50.0,14,9,5.0
51.0,7,3,4.0
52.0,14,6,8.0
53.0,25,20,5.0
54.0,14,8,6.0
55.0,17,13,4.0
56.0,25,20,5.0
57.0,22,18,4.0
58.0,26,22,4.0
59.0,22,14,8.0
60.0,28,21,7.0
61.0,25,20,5.0
62.0,29,21,8.0
63.0,35,25,10.0
64.0,28,21,7.0
65.0,42,27,15.0
66.0,32,24,8.0
67.0,39,24,15.0
68.0,40,27,13.0
69.0,57,40,17.0
70.0,35,24,11.0
71.0,41,22,19.0
72.0,49,37,12.0
73.0,39,32,7.0
74.0,39,29,10.0
75.0,33,20,13.0
76.0,27,20,7.0
77.0,32,20,12.0
78.0,26,18,8.0
79.0,25,18,7.0
80.0,24,16,8.0
81.0,11,7,4.0
82.0,13,10,3.0
83.0,12,9,3.0
84.0,8,5,3.0
85.0,8,6,2.0
86.0,4,2,2.0
87.0,8,4,4.0
88.0,6,4,2.0
89.0,1,1,0.0
90.0,1,0,1.0
91.0,1,1,
