dt_RICOVERO,ricoveri,deceduti,deceduti/ricoveri 7gg
2020-02-20,5,3.0,
2020-02-21,9,5.0,
2020-02-22,3,1.0,
2020-02-23,8,2.0,0.39219126246990016
2020-02-24,17,6.0,0.3540960243746621
2020-02-25,24,10.0,0.3374487150444259
2020-02-26,38,9.0,0.35615619803762316
2020-02-27,39,13.0,0.375997467878893
2020-02-28,41,18.0,0.3838479765033954
2020-02-29,56,26.0,0.3937500681811881
2020-03-01,54,21.0,0.41102950530611043
2020-03-02,76,31.0,0.4096289450820208
2020-03-03,107,52.0,0.40386729082682277
2020-03-04,109,39.0,0.3990355568087122
2020-03-05,136,44.0,0.40617270423362944
2020-03-06,153,61.0,0.3981813571508387
2020-03-07,151,65.0,0.388728501771339
2020-03-08,139,61.0,0.3933636071001118
2020-03-09,179,63.0,0.39558166170392756
2020-03-10,212,89.0,0.3934596007583372
2020-03-11,205,80.0,0.38487485707425567
2020-03-12,233,79.0,0.3741799647122832
2020-03-13,297,114.0,0.3768876480903577
2020-03-14,270,100.0,0.36481625551115476
2020-03-15,261,95.0,0.3532229707471383
2020-03-16,275,102.0,0.3525251222157012
2020-03-17,337,113.0,0.34278486247544154
2020-03-18,330,102.0,0.3293114292836985
2020-03-19,398,133.0,0.3205347287652892
2020-03-20,396,125.0,0.30348661964170837
2020-03-21,355,98.0,0.29940617586419005
2020-03-22,314,95.0,0.2974785437478787
2020-03-23,318,80.0,0.28963203356895173
2020-03-24,326,100.0,0.2840119226856829
2020-03-25,318,94.0,0.28694818432330527
2020-03-26,265,74.0,0.2810897115858516
2020-03-27,304,84.0,0.28821300867935723
2020-03-28,236,70.0,0.28145743627961306
2020-03-29,195,51.0,0.27891176392261996
2020-03-30,209,63.0,0.274341401670317
2020-03-31,185,48.0,0.2799804994146779
2020-04-01,180,50.0,0.29329769069797085
2020-04-02,182,45.0,0.29765439593963183
2020-04-03,171,54.0,0.2889638383768938
2020-04-04,118,46.0,0.29252729698622393
2020-04-05,113,33.0,0.2903154832990004
2020-04-06,133,32.0,0.2979895013752376
2020-04-07,109,31.0,0.30482477136840236
2020-04-08,122,32.0,0.2908540413334756
2020-04-09,103,31.0,0.2992083364316809
2020-04-10,110,40.0,0.32095914201707293
2020-04-11,113,33.0,0.3377171037291631
2020-04-12,97,34.0,0.3457009231883924
2020-04-13,84,33.0,0.34513789878609086
2020-04-14,117,47.0,0.3307838318004449
2020-04-15,88,28.0,0.3320937490928764
2020-04-16,101,30.0,0.33592846718552094
2020-04-17,95,25.0,0.31967312784048063
2020-04-18,83,25.0,0.30655166401479145
2020-04-19,53,20.0,0.2993264948177913
2020-04-20,86,24.0,0.29901822223229096
2020-04-21,71,22.0,0.30123688363990836
2020-04-22,71,19.0,0.28677905231460715
2020-04-23,78,23.0,0.2804897441385066
2020-04-24,61,17.0,0.29384392301936124
2020-04-25,50,10.0,0.2852926151722787
2020-04-26,39,13.0,0.2938164856679802
2020-04-27,51,19.0,0.29751404596931413
2020-04-28,48,12.0,0.300991442889334
2020-04-29,55,18.0,0.316070807968699
2020-04-30,53,17.0,0.31011842701631803
2020-05-01,33,10.0,0.2952246646333161
2020-05-02,36,11.0,0.30098503329691056
2020-05-03,24,7.0,0.2871988195106968
2020-05-04,41,11.0,0.2617848803501269
2020-05-05,31,9.0,0.2381992705576206
2020-05-06,52,12.0,0.21597704833539838
2020-05-07,28,4.0,0.20028440764275768
2020-05-08,29,4.0,0.2027732080409657
2020-05-09,20,3.0,0.18510807747260935
2020-05-10,22,4.0,0.21336553430149477
2020-05-11,35,10.0,0.19295737103618865
2020-05-12,24,4.0,0.18912595341166757
2020-05-13,14,6.0,0.21964543393114808
2020-05-14,18,0.0,0.1936714079571221
2020-05-15,18,2.0,0.15285508142650986
2020-05-16,11,4.0,0.1576169861884146
2020-05-17,11,0.0,0.14150527834738344
2020-05-18,16,0.0,0.1605528973950025
2020-05-19,15,3.0,0.1576668945089996
2020-05-20,19,6.0,0.1465351690915599
2020-05-21,15,2.0,0.1465351690915599
2020-05-22,11,1.0,0.17510659766298844
2020-05-23,7,2.0,0.1465351690915599
2020-05-24,4,0.0,0.11241139812568365
2020-05-25,20,4.0,0.11933780505209057
2020-05-26,7,0.0,0.1420650777793633
2020-05-27,13,1.0,0.12505827505827485
2020-05-28,11,2.0,0.12505827505827485
2020-05-29,4,1.0,0.11077256077256058
2020-05-30,6,1.0,0.11077256077256058
2020-05-31,3,0.0,0.0997835497835496
2020-06-01,10,1.0,0.11462585034013587
2020-06-02,6,0.0,0.11972789115646242
2020-06-03,5,0.0,0.12448979591836717
2020-06-04,7,2.0,0.12448979591836717
2020-06-05,7,2.0,0.1102040816326529
2020-06-06,5,1.0,0.130612244897959
2020-06-07,3,0.0,0.15102040816326512
2020-06-08,6,0.0,0.11020408163265287
2020-06-09,7,1.0,0.11700680272108825
2020-06-10,7,1.0,0.11700680272108828
2020-06-11,1,0.0,0.2122448979591835
2020-06-12,6,2.0,0.2122448979591835
2020-06-13,5,1.0,0.19183673469387738
2020-06-14,3,2.0,0.17142857142857126
2020-06-15,7,0.0,0.22499999999999984
2020-06-16,3,0.0,0.17738095238095222
2020-06-17,2,0.0,0.2202380952380951
2020-06-18,8,3.0,0.12499999999999986
2020-06-19,4,0.0,0.12499999999999986
2020-06-20,2,1.0,0.12499999999999986
2020-06-21,7,0.0,0.12499999999999986
2020-06-22,5,0.0,0.07142857142857129
2020-06-23,3,0.0,0.07142857142857129
2020-06-24,3,0.0,0.0
2020-06-25,10,0.0,0.0
2020-06-26,6,0.0,0.0
2020-06-27,2,0.0,0.0
2020-06-28,2,0.0,0.0
2020-06-29,7,0.0,0.0
2020-06-30,4,0.0,0.0
2020-07-01,2,0.0,0.0
2020-07-02,8,0.0,0.04761904761904747
2020-07-03,5,0.0,0.04761904761904747
2020-07-04,2,0.0,0.04761904761904747
2020-07-05,12,4.0,0.04761904761904747
2020-07-06,8,0.0,0.04761904761904747
2020-07-07,5,0.0,0.04761904761904747
2020-07-08,6,0.0,0.04761904761904747
2020-07-09,4,0.0,0.0
2020-07-10,6,0.0,0.0
2020-07-11,4,0.0,0.0
2020-07-12,2,0.0,0.0
2020-07-13,3,0.0,0.0
2020-07-14,2,0.0,0.012987012987012844
2020-07-15,2,0.0,0.012987012987012844
2020-07-16,9,0.0,0.048701298701298565
2020-07-17,11,1.0,0.07727272727272713
2020-07-18,1,0.0,0.1058441558441557
2020-07-19,4,1.0,0.1058441558441557
2020-07-20,5,1.0,0.1296536796536795
2020-07-21,5,1.0,0.1166666666666665
2020-07-22,3,0.0,0.1166666666666665
2020-07-23,6,1.0,0.10952380952380936
2020-07-24,3,0.0,0.08095238095238079
2020-07-25,5,0.0,0.07619047619047602
2020-07-26,5,1.0,0.07619047619047602
2020-07-27,2,0.0,0.05238095238095221
2020-07-28,6,1.0,0.05238095238095221
2020-07-29,5,0.0,0.05238095238095221
2020-07-30,5,0.0,0.023809523809523638
2020-07-31,3,0.0,0.023809523809523638
2020-08-01,8,0.0,0.04761904761904745
2020-08-02,10,0.0,0.04761904761904745
2020-08-03,5,0.0,0.06802721088435357
2020-08-04,6,2.0,0.06802721088435357
2020-08-05,5,0.0,0.06802721088435357
2020-08-06,7,1.0,0.06802721088435357
2020-08-07,6,0.0,0.06802721088435357
2020-08-08,4,0.0,0.020408163265305954
2020-08-09,2,0.0,0.020408163265305954
2020-08-10,4,0.0,0.011904761904761736
2020-08-11,1,0.0,0.011904761904761736
2020-08-12,6,0.0,0.011904761904761736
2020-08-13,12,1.0,0.011904761904761736
2020-08-14,4,0.0,0.011904761904761736
2020-08-15,4,0.0,0.011904761904761736
2020-08-16,5,0.0,0.024891774891774722
2020-08-17,5,0.0,0.01298701298701282
2020-08-18,6,0.0,0.030844155844155674
2020-08-19,11,1.0,0.054653679653679475
2020-08-20,1,0.0,0.07052669552669535
2020-08-21,8,1.0,0.07052669552669535
2020-08-22,6,1.0,0.1022727272727271
2020-08-23,9,1.0,0.1035714285714284
2020-08-24,6,0.0,0.11944444444444427
2020-08-25,9,2.0,0.12539682539682523
2020-08-26,10,1.0,0.13015873015873
