data,ospedalizzati,terapia intensiva,deceduti
2020-02-21,,,
2020-02-22,,,
2020-02-23,,,
2020-02-24,1.0,0.0,0.0
2020-02-25,0.8571428571428571,0.0,0.0
2020-02-26,0.8571428571428571,0.0,0.0
2020-02-27,1.0,0.0,0.14285714285714285
2020-02-28,1.8571428571428572,0.0,0.14285714285714285
2020-02-29,2.4285714285714284,0.0,0.14285714285714285
2020-03-01,3.4285714285714284,0.0,0.14285714285714285
2020-03-02,4.285714285714286,0.0,0.14285714285714285
2020-03-03,5.285714285714286,0.2857142857142857,0.2857142857142857
2020-03-04,6.571428571428571,0.2857142857142857,0.42857142857142855
2020-03-05,7.428571428571429,0.42857142857142855,0.42857142857142855
2020-03-06,7.571428571428571,0.5714285714285714,0.5714285714285714
2020-03-07,7.857142857142857,0.7142857142857143,0.5714285714285714
2020-03-08,8.571428571428571,1.0,0.7142857142857143
2020-03-09,9.857142857142858,1.1428571428571428,0.8571428571428571
2020-03-10,11.714285714285714,1.2857142857142858,0.8571428571428571
2020-03-11,12.857142857142858,1.5714285714285714,0.7142857142857143
2020-03-12,14.285714285714286,2.4285714285714284,0.8571428571428571
2020-03-13,14.714285714285714,2.857142857142857,0.8571428571428571
2020-03-14,16.857142857142858,3.4285714285714284,0.8571428571428571
2020-03-15,19.714285714285715,3.5714285714285716,1.2857142857142858
2020-03-16,23.285714285714285,4.285714285714286,1.1428571428571428
2020-03-17,25.142857142857142,4.285714285714286,1.4285714285714286
2020-03-18,25.0,4.428571428571429,1.5714285714285714
2020-03-19,24.571428571428573,3.857142857142857,1.4285714285714286
2020-03-20,27.571428571428573,3.5714285714285716,1.4285714285714286
2020-03-21,28.0,3.142857142857143,1.5714285714285714
2020-03-22,26.428571428571427,3.0,1.0
2020-03-23,24.0,2.2857142857142856,1.0
2020-03-24,22.857142857142858,2.142857142857143,0.8571428571428571
2020-03-25,23.428571428571427,1.7142857142857142,0.7142857142857143
2020-03-26,22.0,1.4285714285714286,0.5714285714285714
2020-03-27,19.0,1.2857142857142858,0.42857142857142855
2020-03-28,17.714285714285715,1.0,0.42857142857142855
2020-03-29,16.714285714285715,1.0,0.42857142857142855
2020-03-30,15.285714285714286,0.8571428571428571,0.5714285714285714
2020-03-31,12.571428571428571,0.5714285714285714,0.42857142857142855
2020-04-01,10.857142857142858,0.8571428571428571,0.42857142857142855
2020-04-02,10.857142857142858,0.8571428571428571,0.42857142857142855
2020-04-03,10.0,0.8571428571428571,0.42857142857142855
2020-04-04,9.285714285714286,0.8571428571428571,0.42857142857142855
2020-04-05,8.714285714285714,0.5714285714285714,0.42857142857142855
2020-04-06,7.571428571428571,0.5714285714285714,0.2857142857142857
2020-04-07,8.857142857142858,0.5714285714285714,0.2857142857142857
2020-04-08,9.142857142857142,0.5714285714285714,0.2857142857142857
2020-04-09,9.571428571428571,0.42857142857142855,0.2857142857142857
2020-04-10,9.428571428571429,0.2857142857142857,0.7142857142857143
2020-04-11,8.428571428571429,0.42857142857142855,0.5714285714285714
2020-04-12,7.857142857142857,0.42857142857142855,0.5714285714285714
2020-04-13,7.285714285714286,0.42857142857142855,0.5714285714285714
2020-04-14,6.0,0.5714285714285714,0.42857142857142855
2020-04-15,5.285714285714286,0.2857142857142857,0.42857142857142855
2020-04-16,4.428571428571429,0.2857142857142857,0.42857142857142855
2020-04-17,4.714285714285714,0.2857142857142857,0.0
2020-04-18,4.0,0.14285714285714285,0.0
2020-04-19,5.0,0.14285714285714285,0.14285714285714285
2020-04-20,5.285714285714286,0.14285714285714285,0.14285714285714285
2020-04-21,4.571428571428571,0.0,0.14285714285714285
2020-04-22,5.142857142857143,0.0,0.14285714285714285
2020-04-23,5.0,0.0,0.14285714285714285
2020-04-24,5.0,0.0,0.14285714285714285
2020-04-25,5.285714285714286,0.0,0.14285714285714285
2020-04-26,4.142857142857143,0.0,0.0
2020-04-27,4.0,0.0,0.0
2020-04-28,4.0,0.0,0.0
2020-04-29,3.142857142857143,0.0,0.0
2020-04-30,3.142857142857143,0.0,0.0
2020-05-01,2.2857142857142856,0.0,0.0
2020-05-02,2.0,0.14285714285714285,0.0
2020-05-03,1.7142857142857142,0.14285714285714285,0.14285714285714285
2020-05-04,1.7142857142857142,0.2857142857142857,0.14285714285714285
2020-05-05,2.4285714285714284,0.2857142857142857,0.2857142857142857
2020-05-06,2.2857142857142856,0.2857142857142857,0.2857142857142857
2020-05-07,2.2857142857142856,0.2857142857142857,0.2857142857142857
2020-05-08,2.4285714285714284,0.2857142857142857,0.2857142857142857
2020-05-09,2.2857142857142856,0.14285714285714285,0.2857142857142857
2020-05-10,2.4285714285714284,0.14285714285714285,0.14285714285714285
2020-05-11,2.857142857142857,0.0,0.14285714285714285
2020-05-12,3.2857142857142856,0.0,0.0
2020-05-13,3.7142857142857144,0.0,0.0
2020-05-14,3.5714285714285716,0.0,0.0
2020-05-15,3.7142857142857144,0.0,0.0
2020-05-16,3.7142857142857144,0.0,0.0
2020-05-17,3.2857142857142856,0.0,0.0
2020-05-18,2.7142857142857144,0.0,0.0
2020-05-19,1.4285714285714286,0.0,0.0
2020-05-20,1.0,0.0,0.0
2020-05-21,1.0,0.0,0.0
2020-05-22,0.8571428571428571,0.0,0.0
2020-05-23,0.8571428571428571,0.14285714285714285,0.0
2020-05-24,1.0,0.2857142857142857,0.0
2020-05-25,0.8571428571428571,0.2857142857142857,0.0
2020-05-26,1.1428571428571428,0.2857142857142857,0.0
2020-05-27,1.1428571428571428,0.2857142857142857,0.0
2020-05-28,1.2857142857142858,0.2857142857142857,0.0
2020-05-29,1.2857142857142858,0.2857142857142857,0.0
2020-05-30,1.2857142857142858,0.2857142857142857,0.0
2020-05-31,1.2857142857142858,0.2857142857142857,0.0
2020-06-01,1.2857142857142858,0.2857142857142857,0.0
2020-06-02,1.1428571428571428,0.2857142857142857,0.0
2020-06-03,1.0,0.2857142857142857,0.0
2020-06-04,0.8571428571428571,0.2857142857142857,0.0
2020-06-05,0.8571428571428571,0.2857142857142857,0.0
2020-06-06,1.0,0.14285714285714285,0.0
2020-06-07,0.8571428571428571,0.0,0.0
2020-06-08,0.7142857142857143,0.0,0.0
2020-06-09,0.7142857142857143,0.0,0.0
2020-06-10,0.5714285714285714,0.0,0.0
2020-06-11,0.5714285714285714,0.0,0.0
2020-06-12,0.5714285714285714,0.0,0.0
2020-06-13,0.5714285714285714,0.0,0.0
2020-06-14,0.5714285714285714,0.0,0.0
2020-06-15,0.5714285714285714,0.0,0.0
2020-06-16,0.7142857142857143,0.0,0.0
2020-06-17,1.0,0.0,0.0
2020-06-18,1.0,0.0,0.0
2020-06-19,0.8571428571428571,0.0,0.0
2020-06-20,0.7142857142857143,0.0,0.0
2020-06-21,0.7142857142857143,0.0,0.0
2020-06-22,0.8571428571428571,0.0,0.0
2020-06-23,0.7142857142857143,0.0,0.0
2020-06-24,0.42857142857142855,0.0,0.0
2020-06-25,0.42857142857142855,0.0,0.0
2020-06-26,0.42857142857142855,0.0,0.0
2020-06-27,0.42857142857142855,0.0,0.0
2020-06-28,0.42857142857142855,0.0,0.0
2020-06-29,0.2857142857142857,0.0,0.0
2020-06-30,0.5714285714285714,0.0,0.0
2020-07-01,0.5714285714285714,0.0,0.0
2020-07-02,0.8571428571428571,0.0,0.0
2020-07-03,0.8571428571428571,0.0,0.0
2020-07-04,1.1428571428571428,0.0,0.0
2020-07-05,1.1428571428571428,0.0,0.0
2020-07-06,1.1428571428571428,0.0,0.0
2020-07-07,0.7142857142857143,0.0,0.0
