data,0-9 anni,10-19 anni,20-29 anni,30-39 anni,40-49 anni,50-59 anni,60-69 anni,70-79 anni,80-89 anni,≥90 anni
2021-09-15,17.285714285714285,20.428571428571427,16.857142857142858,22.285714285714285,25.285714285714285,20.714285714285715,17.0,11.714285714285714,7.0,1.7142857142857142
2021-09-16,17.285714285714285,20.428571428571427,16.428571428571427,22.285714285714285,25.0,20.428571428571427,17.0,12.142857142857142,6.857142857142857,1.5714285714285714
2021-09-17,16.0,19.0,18.142857142857142,21.571428571428573,26.142857142857142,20.571428571428573,15.714285714285714,10.571428571428571,7.714285714285714,1.0
2021-09-18,13.714285714285714,18.285714285714285,18.0,19.285714285714285,23.857142857142858,19.285714285714285,13.428571428571429,10.285714285714286,7.857142857142857,0.7142857142857143
2021-09-19,13.571428571428571,16.142857142857142,18.428571428571427,19.428571428571427,22.142857142857142,19.285714285714285,14.285714285714286,11.714285714285714,7.0,1.0
2021-09-20,13.0,15.0,18.714285714285715,19.0,21.142857142857142,18.714285714285715,15.285714285714286,11.285714285714286,6.571428571428571,0.7142857142857143
2021-09-21,10.714285714285714,12.0,18.285714285714285,19.571428571428573,19.428571428571427,18.857142857142858,16.285714285714285,12.285714285714286,9.0,1.8571428571428572
2021-09-22,10.428571428571429,11.428571428571429,17.571428571428573,19.285714285714285,18.857142857142858,18.428571428571427,16.428571428571427,12.714285714285714,9.428571428571429,2.0
2021-09-23,10.714285714285714,11.428571428571429,17.857142857142858,19.0,18.428571428571427,18.428571428571427,16.285714285714285,12.0,9.285714285714286,2.0
2021-09-24,11.0,11.142857142857142,14.714285714285714,17.428571428571427,16.714285714285715,17.857142857142858,15.714285714285714,12.714285714285714,9.714285714285714,2.142857142857143
2021-09-25,11.857142857142858,11.0,13.857142857142858,17.714285714285715,18.428571428571427,17.857142857142858,16.857142857142858,12.142857142857142,8.571428571428571,2.2857142857142856
2021-09-26,12.571428571428571,12.428571428571429,12.714285714285714,17.285714285714285,18.428571428571427,18.285714285714285,16.428571428571427,10.857142857142858,8.714285714285714,2.142857142857143
2021-09-27,12.571428571428571,12.857142857142858,11.428571428571429,16.571428571428573,18.857142857142858,18.571428571428573,15.285714285714286,11.0,9.285714285714286,2.142857142857143
2021-09-28,13.285714285714286,12.857142857142858,9.428571428571429,15.428571428571429,19.0,17.857142857142858,14.857142857142858,10.0,6.142857142857143,1.1428571428571428
2021-09-29,13.142857142857142,13.857142857142858,9.142857142857142,14.428571428571429,19.714285714285715,17.428571428571427,13.714285714285714,10.571428571428571,6.0,1.0
2021-09-30,13.428571428571429,13.571428571428571,9.0,14.857142857142858,19.714285714285715,17.714285714285715,14.142857142857142,11.0,6.285714285714286,1.1428571428571428
2021-10-01,13.0,13.714285714285714,8.428571428571429,14.571428571428571,20.142857142857142,16.285714285714285,14.285714285714286,10.714285714285714,5.857142857142857,1.0
