data,tutti,maschi,femmine
0.0,8215,4278.0,3937
1.0,9841,5102.0,4739
2.0,10358,5341.0,5017
3.0,12524,6449.0,6075
4.0,14390,7545.0,6845
5.0,15499,7911.0,7588
6.0,17207,8817.0,8390
7.0,19009,9838.0,9171
8.0,20306,10526.0,9780
9.0,21735,11140.0,10595
10.0,22853,11856.0,10997
11.0,22706,11828.0,10878
12.0,20260,10471.0,9789
13.0,19560,9908.0,9652
14.0,18367,9299.0,9068
15.0,19067,9275.0,9792
16.0,18804,9046.0,9758
17.0,19277,9435.0,9842
18.0,18989,9247.0,9742
19.0,16198,7904.0,8294
20.0,16413,7897.0,8516
21.0,17072,8253.0,8819
22.0,16689,8089.0,8600
23.0,16893,8219.0,8674
24.0,17050,8118.0,8932
25.0,17285,8297.0,8988
26.0,17669,8312.0,9357
27.0,18134,8550.0,9584
28.0,18498,8680.0,9818
29.0,19134,8822.0,10312
30.0,19571,8995.0,10576
31.0,19655,9110.0,10545
32.0,20017,9148.0,10869
33.0,20120,9154.0,10966
34.0,20034,9065.0,10969
35.0,20215,9019.0,11196
36.0,21098,9435.0,11663
37.0,21598,9594.0,12004
38.0,22440,10068.0,12372
39.0,23134,10371.0,12763
40.0,23365,10442.0,12923
41.0,23757,10460.0,13297
42.0,24035,10662.0,13373
43.0,24879,11061.0,13818
44.0,25260,11177.0,14083
45.0,25710,11581.0,14129
46.0,26826,11952.0,14874
47.0,27279,12336.0,14943
48.0,27180,12418.0,14762
49.0,26505,12068.0,14437
50.0,26267,12039.0,14228
51.0,25782,11843.0,13939
52.0,25069,11586.0,13483
53.0,24365,11373.0,12992
54.0,24043,11113.0,12930
55.0,23485,11067.0,12418
56.0,23121,10848.0,12273
57.0,22391,10414.0,11977
58.0,21047,9987.0,11060
59.0,19541,9125.0,10416
60.0,18608,8772.0,9836
61.0,17023,8202.0,8821
62.0,16080,7598.0,8482
63.0,15015,7066.0,7949
64.0,14496,6858.0,7638
65.0,13782,6465.0,7317
66.0,13134,6285.0,6849
67.0,12153,5790.0,6363
68.0,11254,5374.0,5880
69.0,10770,5136.0,5634
70.0,10608,5124.0,5484
71.0,10543,5074.0,5469
72.0,10718,5140.0,5578
73.0,10717,5166.0,5551
74.0,10333,4986.0,5347
75.0,9632,4650.0,4982
76.0,7934,3776.0,4158
77.0,7289,3475.0,3814
78.0,7629,3554.0,4075
79.0,7247,3425.0,3822
80.0,7179,3265.0,3914
81.0,7376,3357.0,4019
82.0,6952,3147.0,3805
83.0,6304,2742.0,3562
84.0,5816,2431.0,3385
85.0,5136,2127.0,3009
86.0,4885,1957.0,2928
87.0,4486,1721.0,2765
88.0,3957,1480.0,2477
89.0,3283,1179.0,2104
90.0,3035,1023.0,2012
91.0,2614,829.0,1785
92.0,2092,636.0,1456
93.0,1664,486.0,1178
94.0,1342,353.0,989
95.0,1045,277.0,768
96.0,764,171.0,593
97.0,546,108.0,438
98.0,402,86.0,316
99.0,210,33.0,177
100.0,135,28.0,107
101.0,53,12.0,41
102.0,20,0.0,20
103.0,19,1.0,18
104.0,19,7.0,12
105.0,8,2.0,6
106.0,9,4.0,5
107.0,5,0.0,5
108.0,4,1.0,3
109.0,1,,1
110.0,1,,1
