data,operatori sanitari,altri
2020-02-21,1.0,94
2020-02-22,6.0,88
2020-02-23,5.0,110
2020-02-24,11.0,119
2020-02-25,17.0,189
2020-02-26,15.0,186
2020-02-27,14.0,212
2020-02-28,20.0,258
2020-02-29,8.0,253
2020-03-01,12.0,300
2020-03-02,32.0,445
2020-03-03,22.0,529
2020-03-04,39.0,605
2020-03-05,31.0,738
2020-03-06,46.0,800
2020-03-07,35.0,731
2020-03-08,24.0,726
2020-03-09,49.0,887
2020-03-10,62.0,942
2020-03-11,57.0,1030
2020-03-12,61.0,1070
2020-03-13,74.0,1279
2020-03-14,58.0,1097
2020-03-15,68.0,996
2020-03-16,107.0,1356
2020-03-17,76.0,1397
2020-03-18,79.0,1380
2020-03-19,77.0,1313
2020-03-20,75.0,1302
2020-03-21,41.0,1121
2020-03-22,32.0,1016
2020-03-23,57.0,1254
2020-03-24,44.0,1210
2020-03-25,33.0,1087
2020-03-26,47.0,997
2020-03-27,55.0,1029
2020-03-28,32.0,784
2020-03-29,29.0,657
2020-03-30,36.0,788
2020-03-31,39.0,731
2020-04-01,30.0,712
2020-04-02,46.0,676
2020-04-03,35.0,585
2020-04-04,16.0,442
2020-04-05,19.0,348
2020-04-06,19.0,472
2020-04-07,20.0,405
2020-04-08,20.0,440
2020-04-09,24.0,423
2020-04-10,20.0,395
2020-04-11,23.0,310
2020-04-12,13.0,287
2020-04-13,6.0,271
2020-04-14,17.0,340
2020-04-15,21.0,296
2020-04-16,12.0,311
2020-04-17,22.0,268
2020-04-18,12.0,202
2020-04-19,5.0,147
2020-04-20,10.0,231
2020-04-21,4.0,219
2020-04-22,8.0,209
2020-04-23,9.0,198
2020-04-24,6.0,186
2020-04-25,3.0,146
2020-04-26,3.0,131
2020-04-27,8.0,167
2020-04-28,3.0,171
2020-04-29,5.0,144
2020-04-30,9.0,132
2020-05-01,4.0,108
2020-05-02,2.0,87
2020-05-03,2.0,68
2020-05-04,7.0,111
2020-05-05,5.0,102
2020-05-06,2.0,114
2020-05-07,6.0,97
2020-05-08,5.0,110
2020-05-09,3.0,66
2020-05-10,6.0,62
2020-05-11,2.0,97
2020-05-12,1.0,69
2020-05-13,2.0,75
2020-05-14,5.0,69
2020-05-15,3.0,57
2020-05-16,2.0,50
2020-05-17,3.0,47
2020-05-18,4.0,44
2020-05-19,3.0,56
2020-05-20,3.0,53
2020-05-21,1.0,37
2020-05-22,1.0,36
2020-05-23,1.0,33
2020-05-24,1.0,35
2020-05-25,2.0,41
2020-05-26,2.0,42
2020-05-27,0.0,34
2020-05-28,2.0,34
2020-05-29,2.0,42
