data,tutti,maschi,femmine
0.0,0,0.0,0
1.0,0,0.0,0
2.0,0,0.0,0
3.0,0,0.0,0
4.0,0,0.0,0
5.0,0,0.0,0
6.0,0,0.0,0
7.0,0,0.0,0
8.0,0,0.0,0
9.0,0,0.0,0
10.0,0,0.0,0
11.0,0,0.0,0
12.0,0,0.0,0
13.0,0,0.0,0
14.0,0,0.0,0
15.0,0,0.0,0
16.0,0,0.0,0
17.0,0,0.0,0
18.0,0,0.0,0
19.0,0,0.0,0
20.0,1,1.0,0
21.0,0,0.0,0
22.0,1,0.0,1
23.0,0,0.0,0
24.0,0,0.0,0
25.0,0,0.0,0
26.0,0,0.0,0
27.0,1,0.0,1
28.0,0,0.0,0
29.0,0,0.0,0
30.0,0,0.0,0
31.0,0,0.0,0
32.0,0,0.0,0
33.0,1,1.0,0
34.0,0,0.0,0
35.0,0,0.0,0
36.0,0,0.0,0
37.0,2,1.0,1
38.0,0,0.0,0
39.0,1,1.0,0
40.0,0,0.0,0
41.0,0,0.0,0
42.0,0,0.0,0
43.0,3,1.0,2
44.0,1,1.0,0
45.0,2,0.0,2
46.0,5,4.0,1
47.0,4,3.0,1
48.0,4,2.0,2
49.0,3,0.0,3
50.0,7,5.0,2
51.0,5,4.0,1
52.0,3,3.0,0
53.0,6,5.0,1
54.0,7,6.0,1
55.0,8,7.0,1
56.0,13,9.0,4
57.0,11,7.0,4
58.0,17,14.0,3
59.0,24,18.0,6
60.0,18,12.0,6
61.0,20,14.0,6
62.0,22,15.0,7
63.0,23,19.0,4
64.0,25,17.0,8
65.0,26,21.0,5
66.0,22,16.0,6
67.0,28,20.0,8
68.0,37,28.0,9
69.0,38,26.0,12
70.0,62,43.0,19
71.0,46,32.0,14
72.0,60,47.0,13
73.0,54,31.0,23
74.0,67,47.0,20
75.0,82,61.0,21
76.0,75,51.0,24
77.0,82,50.0,32
78.0,92,59.0,33
79.0,102,58.0,44
80.0,104,69.0,35
81.0,128,68.0,60
82.0,129,69.0,60
83.0,126,66.0,60
84.0,143,76.0,67
85.0,140,68.0,72
86.0,145,76.0,69
87.0,143,84.0,59
88.0,143,72.0,71
89.0,128,60.0,68
90.0,127,52.0,75
91.0,120,51.0,69
92.0,101,34.0,67
93.0,75,22.0,53
94.0,103,41.0,62
95.0,51,14.0,37
96.0,40,11.0,29
97.0,30,8.0,22
98.0,29,7.0,22
99.0,18,3.0,15
100.0,8,4.0,4
101.0,5,3.0,2
102.0,0,,0
103.0,0,,0
104.0,0,,0
105.0,1,,1
