data,tutti,maschi,femmine
0.0,77,40,37.0
1.0,25,17,8.0
2.0,8,4,4.0
3.0,6,3,3.0
4.0,8,6,2.0
5.0,9,6,3.0
6.0,7,3,4.0
7.0,3,3,0.0
8.0,6,5,1.0
9.0,6,3,3.0
10.0,10,6,4.0
11.0,7,5,2.0
12.0,11,5,6.0
13.0,9,7,2.0
14.0,17,5,12.0
15.0,16,3,13.0
16.0,28,10,18.0
17.0,21,11,10.0
18.0,23,10,13.0
19.0,27,14,13.0
20.0,35,19,16.0
21.0,46,23,23.0
22.0,58,39,19.0
23.0,47,23,24.0
24.0,50,20,30.0
25.0,48,26,22.0
26.0,52,28,24.0
27.0,57,34,23.0
28.0,57,24,33.0
29.0,66,27,39.0
30.0,74,39,35.0
31.0,72,38,34.0
32.0,68,33,35.0
33.0,71,43,28.0
34.0,84,39,45.0
35.0,82,40,42.0
36.0,82,43,39.0
37.0,83,40,43.0
38.0,93,65,28.0
39.0,77,43,34.0
40.0,101,62,39.0
41.0,115,66,49.0
42.0,98,55,43.0
43.0,101,63,38.0
44.0,130,73,57.0
45.0,149,85,64.0
46.0,152,98,54.0
47.0,172,95,77.0
48.0,194,121,73.0
49.0,242,142,100.0
50.0,230,145,85.0
51.0,254,159,95.0
52.0,244,149,95.0
53.0,273,165,108.0
54.0,257,172,85.0
55.0,293,183,110.0
56.0,350,223,127.0
57.0,303,189,114.0
58.0,297,184,113.0
59.0,290,189,101.0
60.0,312,199,113.0
61.0,341,213,128.0
62.0,298,201,97.0
63.0,312,213,99.0
64.0,277,160,117.0
65.0,322,209,113.0
66.0,301,194,107.0
67.0,309,189,120.0
68.0,335,205,130.0
69.0,342,226,116.0
70.0,364,207,157.0
71.0,396,230,166.0
72.0,396,235,161.0
73.0,433,265,168.0
74.0,482,293,189.0
75.0,378,231,147.0
76.0,453,264,189.0
77.0,465,277,188.0
78.0,455,246,209.0
79.0,526,300,226.0
80.0,540,294,246.0
81.0,552,316,236.0
82.0,548,285,263.0
83.0,551,287,264.0
84.0,533,264,269.0
85.0,500,248,252.0
86.0,536,265,271.0
87.0,529,232,297.0
88.0,468,193,275.0
89.0,427,169,258.0
90.0,434,176,258.0
91.0,348,133,215.0
92.0,284,111,173.0
93.0,222,72,150.0
94.0,168,64,104.0
95.0,164,51,113.0
96.0,74,34,40.0
97.0,71,24,47.0
98.0,35,8,27.0
99.0,38,11,27.0
100.0,18,5,13.0
101.0,12,2,10.0
102.0,4,0,4.0
103.0,5,0,5.0
104.0,2,0,2.0
105.0,1,0,1.0
106.0,1,0,1.0
107.0,1,0,1.0
108.0,1,1,
