data,tutti,maschi,femmine
0.0,97,52,45.0
1.0,50,33,17.0
2.0,52,36,16.0
3.0,32,15,17.0
4.0,30,20,10.0
5.0,29,13,16.0
6.0,16,10,6.0
7.0,27,18,9.0
8.0,24,15,9.0
9.0,11,7,4.0
10.0,23,18,5.0
11.0,22,15,7.0
12.0,21,17,4.0
13.0,25,13,12.0
14.0,25,8,17.0
15.0,30,18,12.0
16.0,28,19,9.0
17.0,31,18,13.0
18.0,45,20,25.0
19.0,26,14,12.0
20.0,34,17,17.0
21.0,48,24,24.0
22.0,51,26,25.0
23.0,73,33,40.0
24.0,67,27,40.0
25.0,72,25,47.0
26.0,108,54,54.0
27.0,94,33,61.0
28.0,123,48,75.0
29.0,102,39,63.0
30.0,129,44,85.0
31.0,121,43,78.0
32.0,137,54,83.0
33.0,130,47,83.0
34.0,134,56,78.0
35.0,132,61,71.0
36.0,168,74,94.0
37.0,171,77,94.0
38.0,158,75,83.0
39.0,163,84,79.0
40.0,176,86,90.0
41.0,164,75,89.0
42.0,174,97,77.0
43.0,174,86,88.0
44.0,242,131,111.0
45.0,243,137,106.0
46.0,264,154,110.0
47.0,287,165,122.0
48.0,298,176,122.0
49.0,351,202,149.0
50.0,360,210,150.0
51.0,363,212,151.0
52.0,394,242,152.0
53.0,405,239,166.0
54.0,445,248,197.0
55.0,474,305,169.0
56.0,491,305,186.0
57.0,498,325,173.0
58.0,510,331,179.0
59.0,494,308,186.0
60.0,511,324,187.0
61.0,531,343,188.0
62.0,563,371,192.0
63.0,581,383,198.0
64.0,557,376,181.0
65.0,588,381,207.0
66.0,590,387,203.0
67.0,639,417,222.0
68.0,594,392,202.0
69.0,634,398,236.0
70.0,649,437,212.0
71.0,742,485,257.0
72.0,809,522,287.0
73.0,834,507,327.0
74.0,922,539,383.0
75.0,690,408,282.0
76.0,783,461,322.0
77.0,791,468,323.0
78.0,765,446,319.0
79.0,848,480,368.0
80.0,932,515,417.0
81.0,869,481,388.0
82.0,950,518,432.0
83.0,898,487,411.0
84.0,865,446,419.0
85.0,836,394,442.0
86.0,845,351,494.0
87.0,760,360,400.0
88.0,645,293,352.0
89.0,642,286,356.0
90.0,508,202,306.0
91.0,459,179,280.0
92.0,334,124,210.0
93.0,283,101,182.0
94.0,179,48,131.0
95.0,123,41,82.0
96.0,105,32,73.0
97.0,72,20,52.0
98.0,54,16,38.0
99.0,27,7,20.0
100.0,15,5,10.0
101.0,7,2,5.0
102.0,3,0,3.0
103.0,1,0,1.0
104.0,3,1,2.0
105.0,2,1,1.0
106.0,1,1,
