date,med,lo_68,hi_68,lo_95,hi_95
2020-07-23,41.875000000000014,20.76,66.66,2.8625000000000007,89.05499999999998
2020-07-24,40.92857142857142,19.8,64.60000000000001,2.3125,84.79166666666669
2020-07-25,34.5,18.776,61.05999999999997,2.9125,83.58749999999992
2020-07-26,37.833333333333336,20.36,74.09333333333332,0.7666666666666667,89.69999999999993
2020-07-27,41.0,19.262857142857143,62.38666666666667,3.0500000000000003,87.9499999999999
2020-07-28,39.1875,19.233333333333334,64.92000000000003,4.875000000000002,84.12500000000031
2020-07-29,32.875,20.61176470588235,59.19999999999999,4.8125,88.47499999999997
2020-07-30,40.9,19.831111111111113,61.704,2.915,86.14166666666667
2020-07-31,35.785714285714285,17.705454545454547,59.64800000000001,2.8875,83.80625000000002
2020-08-01,38.25,19.1,64.29999999999995,5.75,89.24999999999984
2020-08-02,45.25,21.8,75.60000000000001,2.625,89.47500000000001
2020-08-03,39.166666666666664,19.925,64.29999999999997,6.458333333333333,87.87500000000001
2020-08-04,32.06250000000001,17.946,59.68000000000001,5.675000000000001,85.77499999999999
2020-08-05,31.499999999999993,19.06153846153846,55.45714285714283,3.4062499999999996,83.18749999999986
2020-08-06,34.56249999999999,18.081739130434784,63.78000000000003,4.2749999999999995,89.17500000000013
2020-08-07,30.70833333333334,17.778947368421054,58.377777777777794,2.1249999999999996,83.43750000000018
2020-08-08,30.125000000000007,16.84888888888889,55.72666666666668,0.8062500000000001,79.8875000000001
2020-08-09,30.583333333333332,18.073846153846155,64.04000000000008,1.2625000000000002,89.47500000000015
2020-08-10,31.321428571428573,17.58125,56.26666666666668,3.041666666666667,84.71875000000009
2020-08-11,28.999999999999993,17.476470588235294,55.75555555555558,3.5,82.6666666666668
2020-08-12,29.5,18.052307692307693,57.069999999999936,6.2375,84.71499999999989
2020-08-13,30.799999999999994,18.246060606060606,58.375999999999976,7.15,83.34999999999998
2020-08-14,27.909090909090907,18.11404255319149,55.42181818181816,3.9,80.36666666666652
2020-08-15,29.166666666666668,18.16,57.42666666666664,2.6500000000000004,85.69999999999979
2020-08-16,26.916666666666668,18.8,56.840000000000025,12.1875,85.54166666666673
2020-08-17,29.777777777777775,18.10967741935484,55.62222222222224,5.5625,82.91666666666683
2020-08-18,27.21875,17.628837209302326,52.541818181818215,3.9312500000000004,83.09166666666695
2020-08-19,26.7625,18.989565217391306,51.92571428571422,7.641666666666666,75.51874999999991
2020-08-20,29.183333333333334,19.232592592592592,53.71500000000001,10.275,79.18125000000003
2020-08-21,28.241379310344826,19.707619047619048,54.09846153846154,8.433333333333334,83.1166666666666
2020-08-22,28.35135135135135,19.027428571428572,51.577142857142825,8.18,77.52500000000003
2020-08-23,27.38888888888889,19.284444444444446,51.845,8.9875,80.00833333333327
2020-08-24,29.80769230769231,19.461960784313725,53.54476190476191,8.63,81.85000000000011
2020-08-25,30.041666666666668,19.265,54.903157894736836,8.020000000000001,80.31666666666663
2020-08-26,29.359375,18.21818181818182,54.022222222222226,6.193181818181818,78.93750000000013
2020-08-27,31.220000000000002,19.469,56.551666666666684,7.420833333333334,83.86136363636369
2020-08-28,33.00000000000001,18.86536585365854,58.626,5.55625,83.25833333333328
2020-08-29,34.115384615384606,19.496296296296297,59.83999999999999,6.343750000000001,83.60416666666666
2020-08-30,34.708333333333336,19.30909090909091,57.94285714285715,2.46875,78.06250000000006
2020-08-31,36.13333333333334,20.072432432432432,59.88833333333335,4.2333333333333325,80.43000000000002
2020-09-01,36.45454545454545,20.24685714285714,58.95733333333334,6.425000000000001,81.38333333333333
2020-09-02,38.46153846153847,20.613793103448277,57.78181818181815,4.416666666666669,80.54999999999997
2020-09-03,38.00000000000001,19.810909090909096,59.58285714285713,3.1375,82.21111111111114
2020-09-04,39.333333333333336,19.75125,60.498000000000005,3.121428571428571,81.41500000000002
2020-09-05,41.315789473684205,18.904,61.884444444444455,3.15,84.54999999999997
2020-09-06,43.590909090909086,19.959999999999997,64.656,3.9625000000000004,82.67916666666667
2020-09-07,39.84210526315788,21.158857142857144,61.902499999999954,4.2250000000000005,83.87142857142851
2020-09-08,39.22916666666667,20.565,59.76000000000001,4.7524999999999995,82.57916666666662
2020-09-09,41.211538461538474,20.287142857142857,62.58000000000002,3.565909090909091,85.3550000000001
2020-09-10,40.02083333333334,18.786666666666665,61.96941176470588,2.5472222222222225,84.21499999999999
2020-09-11,39.74999999999999,19.392,63.216,3.116666666666669,86.18333333333334
2020-09-12,41.83333333333333,20.32695652173913,63.78999999999999,2.2874999999999996,83.67499999999997
2020-09-13,43.75,20.59,65.21333333333335,0.8875000000000002,85.15000000000005
2020-09-14,40.733333333333334,20.22608695652174,62.99,3.2833333333333337,82.52777777777779
2020-09-15,41.913793103448285,19.969599999999996,62.69176470588236,2.3535714285714295,85.6464285714286
2020-09-16,41.71153846153846,21.40714285714286,63.74285714285712,5.208333333333334,83.73214285714273
2020-09-17,39.28333333333333,19.0,61.53846153846153,2.859375,82.16071428571422
2020-09-18,40.371428571428574,18.21391304347826,62.74105263157893,2.2944444444444443,85.53999999999981
2020-09-19,43.10526315789473,20.32695652173913,64.78999999999995,2.8,87.73333333333305
2020-09-20,44.03846153846154,20.104,67.06857142857143,2.975,85.01500000000004
2020-09-21,42.83333333333333,19.755,63.70333333333333,3.8674999999999997,83.0464285714286
2020-09-22,42.08928571428571,19.865454545454547,62.17999999999999,2.965625000000001,83.73392857142854
2020-09-23,42.87499999999999,19.642580645161292,63.846315789473685,3.0055555555555564,84.84230769230768
2020-09-24,42.796875,19.6864,63.041999999999994,3.2525000000000004,85.58863636363635
2020-09-25,39.39393939393939,17.595897435897438,61.87555555555556,2.0350000000000006,82.60833333333323
2020-09-26,42.36111111111111,20.02,66.13818181818178,3.0075,85.32083333333327
2020-09-27,43.87499999999999,18.81714285714286,69.02333333333333,3.1425,86.9392857142857
2020-09-28,40.779411764705884,17.9424,62.831111111111106,3.1089285714285717,85.91250000000004
2020-09-29,38.69444444444445,18.434285714285714,61.95166666666668,3.189285714285715,84.73928571428569
2020-09-30,39.96666666666666,17.882285714285715,63.15846153846153,3.8325,85.4593749999999
2020-10-01,40.14999999999999,18.040000000000003,62.98666666666665,3.854166666666667,85.2291666666667
2020-10-02,40.670212765957444,17.029032258064515,63.79285714285715,2.9375,85.59375
2020-10-03,39.500000000000014,15.730232558139535,63.35000000000001,3.1145833333333326,84.72656250000006
2020-10-04,44.153846153846146,18.486153846153847,68.20615384615382,4.033333333333332,88.52222222222218
2020-10-05,42.28358208955224,17.177142857142858,65.496,3.948076923076923,88.63571428571434
2020-10-06,41.29032258064517,17.490158730158733,63.56235294117648,3.9981481481481485,85.72500000000008
2020-10-07,40.38028169014084,17.159444444444446,63.15490909090909,4.355357142857144,84.84473684210535
2020-10-08,40.074999999999996,18.123478260869565,63.09098039215688,4.202173913043478,86.36964285714288
2020-10-09,39.97422680412371,17.517168141592922,63.08746666666667,3.8207142857142857,86.3182692307692
2020-10-10,41.4367088607595,17.096000000000004,64.37469387755104,5.334868421052632,86.34097222222223
2020-10-11,41.97916666666665,16.92290909090909,67.24959999999994,4.203846153846154,88.33437499999994
2020-10-12,41.12043795620438,17.217639751552795,63.493647058823484,4.919886363636365,86.08812499999989
2020-10-13,42.025735294117645,17.781090909090906,64.39692307692307,4.987727272727273,87.21499999999999
2020-10-14,40.313725490196084,16.908020304568527,62.26653061224489,5.014583333333334,84.65111111111113
2020-10-15,41.13005780346821,17.820544747081712,63.128627450980396,5.878773584905661,86.71768292682927
2020-10-16,41.24147727272727,17.171179039301308,62.84836601307189,5.554924242424242,85.92447916666663
2020-10-17,41.132947976878604,16.916950672645736,63.74160919540226,5.592537313432835,86.17380952380942
2020-10-18,43.32631578947368,17.472830188679247,67.30827586206895,4.835000000000001,87.16458333333334
2020-10-19,41.92173913043478,17.854436090225562,63.55586206896553,6.512025316455697,86.19576271186439
2020-10-20,41.931734317343164,18.676250000000003,63.33265536723161,6.6925,85.87077464788725
2020-10-21,42.71646341463415,19.489595015576324,64.11447004608293,6.773529411764707,86.6712765957446
2020-10-22,42.16326530612245,18.81179331306991,63.34026200873364,6.715530303030303,86.07816901408457
2020-10-23,42.720101781170484,18.832340425531914,63.91795275590552,6.575590551181103,86.47941176470593
2020-10-24,42.76567164179104,18.366446886446887,64.42238095238096,6.2436475409836065,86.16151315789475
2020-10-25,45.164893617021285,19.855675675675677,68.58761904761904,6.343859649122807,87.91785714285712
2020-10-26,43.91452991452993,19.82922155688623,65.015719844358,6.802922077922077,87.07016806722693
2020-10-27,43.973320158102766,19.363408521303256,64.58928571428572,6.86451048951049,86.62906504065046
2020-10-28,44.13464696223317,20.402564102564103,64.75685131195337,6.796232876712329,86.406462585034
2020-10-29,44.1974358974359,20.348426395939086,64.61837209302328,7.224568965517242,86.00872641509449
2020-10-30,44.33788121990369,20.146197802197804,64.77218328840972,6.93983870967742,85.94098639455787
2020-10-31,45.01995565410199,19.35142857142857,67.03710144927535,6.33731884057971,87.47201834862383
2020-11-01,46.75442477876106,21.187878787878788,69.73643410852715,6.591867469879517,88.01367187500004
2020-11-02,45.58268330733229,21.45962962962963,66.53763157894734,6.961443661971831,86.95678807947012
2020-11-03,45.38172043010753,20.94218556701031,66.24752613240419,6.817445054945055,86.77712121212123
2020-11-04,45.84729381443299,21.63847328244275,66.61833333333334,7.22686046511628,86.7752824858757
2020-11-05,46.19906166219839,21.832064128256512,67.32136222910219,7.034845132743363,87.08449720670394
2020-11-06,46.1266404199475,22.017584905660378,66.9963934426229,7.157635983263599,86.94206586826334
2020-11-07,46.41214953271027,21.24695652173913,68.56784313725484,6.250718390804598,87.64597902097886
2020-11-08,48.0251677852349,22.211529411764705,71.3774850299401,7.044072164948454,88.81815068493148
2020-11-09,46.89885222381636,22.7537369519833,67.94089887640452,6.790757575757576,87.4043413173653
2020-11-10,46.92490372272143,22.473568281938327,68.46956521739129,6.770287958115184,88.05337837837834
2020-11-11,47.3083109919571,23.101186094069533,69.106703601108,7.16388888888889,88.18535911602198
2020-11-12,47.33676268861454,23.03002169197397,69.44153424657533,7.03280487804878,88.14357923497258
2020-11-13,47.61603375527426,22.882162162162164,69.91954545454546,6.823076923076924,88.7129943502825
2020-11-14,47.329357798165134,22.149847094801224,69.51711026615969,6.422275641025641,87.54003906249997
2020-11-15,49.37662337662338,23.767603305785126,73.8994936708861,6.692857142857144,89.69719101123599
2020-11-16,48.43804664723032,23.654074074074074,71.05908814589665,6.615198863636365,89.37011904761901
2020-11-17,47.811907983761834,23.84009708737864,69.6612195121951,7.275000000000001,87.98959390862943
2020-11-18,48.12262872628727,24.013502109704643,70.21710914454273,7.376994680851063,88.60067567567559
2020-11-19,47.90422077922077,23.542285714285715,69.9867039106145,7.302890173410405,88.29815950920235
2020-11-20,48.22712680577849,23.598865979381443,71.16070422535213,6.689827586206897,89.02548076923082
2020-11-21,47.46785714285714,22.192226720647774,70.15236363636362,6.2337378640776695,88.13382352941176
2020-11-22,48.731638418079086,22.039999999999996,73.36043956043954,6.1475,88.9209558823529
2020-11-23,48.14483394833949,23.12027586206897,71.15838056680163,6.315939597315437,89.11055555555556
2020-11-24,48.54858657243816,23.705016722408025,71.40070175438595,6.554078014184397,89.1508620689655
2020-11-25,48.27165354330709,23.387432432432433,71.79391585760519,6.832203389830508,89.83515151515161
2020-11-26,48.676829268292686,23.40690095846645,71.9598449612403,6.708536585365854,89.57060439560439
2020-11-27,47.60697674418604,22.345314685314687,71.10211538461537,6.098134328358209,89.19722222222218
2020-11-28,47.39009287925696,21.38952879581152,71.81052631578945,5.540094339622642,89.34139784946231
2020-11-29,49.543650793650784,21.708780487804876,75.82349999999998,4.997972972972972,90.49198113207541
2020-11-30,48.57407407407407,22.515390334572487,72.35780821917808,5.553348214285714,90.09856557377054
2020-12-01,48.35036496350365,22.86068965517241,72.53982905982906,6.070134228187919,90.03413461538457
2020-12-02,48.44211822660099,22.909617021276595,72.7487619047619,5.9750000000000005,90.12364864864867
2020-12-03,47.74453551912568,22.374563106796117,71.62075675675675,6.121534653465346,89.41568181818175
2020-12-04,47.86173184357543,22.124859813084115,72.02640000000001,6.032619047619048,89.488125
2020-12-05,47.71975806451613,21.129782608695653,72.42310559006211,5.260443037974684,89.98376288659793
2020-12-06,50.15350877192982,22.540298507462687,75.64561403508772,5.47983870967742,90.578125
2020-12-07,48.077445652173914,22.38217821782178,72.40981595092029,5.147471910112359,89.91170634920641
2020-12-08,48.49593495934958,21.493846153846153,72.91850000000002,5.9185185185185185,89.34736842105266
2020-12-09,48.044155844155846,23.040394088669952,71.74901960784315,5.817901234567902,89.73125000000003
2020-12-10,48.07518796992481,22.775968379446642,71.84,6.389351851851852,89.82886178861787
2020-12-11,47.58064516129033,21.886,72.05404761904762,5.800526315789473,89.69135338345863
2020-12-12,47.25367647058824,21.294074074074075,70.63633333333335,4.994871794871795,88.78909090909093
2020-12-13,50.635,22.726530612244897,76.38490566037734,5.316964285714286,90.64919354838707
2020-12-14,47.527692307692305,21.970588235294123,71.84864864864865,5.56625,89.84374999999999
2020-12-15,47.789393939393946,22.558862559241703,72.41945945945947,5.390159574468084,90.10644329896904
2020-12-16,47.72222222222223,22.505968586387436,71.77325301204819,5.5278169014084515,89.44974747474751
2020-12-17,46.998322147651,22.125979381443297,71.02620689655171,6.05029761904762,89.15653409090905
2020-12-18,47.7258064516129,22.424395604395603,71.09548387096773,5.96881443298969,89.0584302325581
2020-12-19,47.11842105263157,21.657391304347826,71.04327868852455,5.400714285714285,89.57676056338023
2020-12-20,48.51724137931034,21.542337662337665,74.21333333333335,4.110714285714287,89.86428571428571
