date,med,lo_68,hi_68,lo_95,hi_95
2020-02-20,80.5,31.8,85.2,31.125,85.875
2020-02-21,56.0,55.32,68.68,55.05,68.95
2020-02-22,59.5,39.48,64.52,39.075,64.925
2020-02-23,63.5,60.4,72.2,60.0625,72.875
2020-02-24,76.5,67.6,78.8,51.25,82.75
2020-02-25,70.0,54.36,79.27333333333334,41.075,81.85000000000001
2020-02-26,68.5,54.04,76.98,33.475,87.525
2020-02-27,71.5,60.16,77.84,40.65,84.35
2020-02-28,69.875,59.62,77.88,40.975,86.02499999999999
2020-02-29,69.0,53.34,75.32000000000001,44.2,85.8
2020-03-01,68.7,55.12,78.94,34.425,87.57499999999999
2020-03-02,66.16666666666666,51.32,76.136,25.925,83.07499999999999
2020-03-03,67.5,54.96,75.56000000000002,43.44166666666667,84.67500000000004
2020-03-04,65.0,53.96,74.72,40.325,81.35000000000001
2020-03-05,63.5,52.11,75.695,43.725,84.425
2020-03-06,66.2,50.906666666666666,75.07000000000001,35.775,85.22500000000002
2020-03-07,64.25,54.74,72.50285714285714,46.2,78.8
2020-03-08,65.07142857142857,51.76,74.70857142857143,42.975,84.01249999999997
2020-03-09,63.99999999999999,49.879999999999995,73.17999999999999,30.95,85.04999999999997
2020-03-10,65.0,52.99,73.34,27.9,84.10000000000002
2020-03-11,65.0625,51.512,73.68799999999999,35.775,85.05625
2020-03-12,64.88888888888889,52.559999999999995,76.03555555555555,31.975,81.80999999999999
2020-03-13,64.94444444444444,52.704,74.648,33.175,83.27499999999998
2020-03-14,64.41666666666667,52.0,74.4,39.208333333333336,83.12500000000001
2020-03-15,64.28571428571429,50.912,74.82666666666667,38.4,82.2
2020-03-16,62.42857142857143,51.216,72.99111111111111,38.475,80.025
2020-03-17,62.9,51.14666666666667,73.16,38.05,81.30000000000003
2020-03-18,63.3,52.27111111111111,73.08,37.93125,81.42500000000001
2020-03-19,63.5,52.42666666666667,72.78999999999999,37.85,81.5375
2020-03-20,62.4375,50.984,71.85230769230769,36.175,83.16499999999999
2020-03-21,63.55,51.855,72.69333333333333,38.74166666666667,83.59166666666667
2020-03-22,63.0,51.089999999999996,74.40285714285714,33.2,81.72
2020-03-23,63.22727272727273,52.833333333333336,73.0,39.125,83.21875
2020-03-24,63.9,52.565714285714286,74.00571428571429,39.825,83.87
2020-03-25,64.2,52.457142857142856,74.13333333333334,42.375,86.12500000000003
2020-03-26,62.5625,53.47272727272727,73.94999999999997,38.0625,83.87499999999987
2020-03-27,63.0,53.02181818181818,72.94000000000001,39.3,84.88000000000002
2020-03-28,66.33333333333333,54.5,75.14285714285714,34.0,81.99999999999997
2020-03-29,64.42857142857143,51.120000000000005,72.328,37.45,83.10000000000005
2020-03-30,64.875,52.936,74.05333333333333,31.575,83.42499999999994
2020-03-31,65.0,54.266666666666666,73.72,39.375,86.24999999999994
2020-04-01,65.4375,54.626666666666665,76.03999999999999,30.9125,85.05833333333332
2020-04-02,65.3,54.56,76.345,43.3625,86.09166666666668
2020-04-03,67.71428571428572,55.22666666666667,74.69454545454546,46.65,86.17499999999998
2020-04-04,66.77777777777777,55.84,78.145,40.55,85.30000000000001
2020-04-05,66.375,53.946666666666665,75.08,35.7375,83.505
2020-04-06,68.08333333333333,52.33,77.34,40.175,84.41250000000001
2020-04-07,68.58333333333333,55.92,83.02000000000001,44.425,94.52500000000002
2020-04-08,70.56666666666666,56.85333333333334,80.088,34.525,88.47499999999995
2020-04-09,72.28571428571428,54.16,82.12,42.85,92.71666666666668
2020-04-10,71.07142857142857,59.760000000000005,81.448,44.3875,87.61249999999998
2020-04-11,67.60000000000001,54.02,79.64000000000001,17.2,87.80000000000004
2020-04-12,69.66666666666667,54.88,81.04,38.7,91.30000000000004
2020-04-13,68.5,60.2,78.8,51.375,83.62499999999999
2020-04-14,70.5,57.54666666666667,82.17999999999999,36.975,91.025
2020-04-15,71.33333333333333,58.2,81.19999999999997,37.0,91.99999999999999
2020-04-16,68.66666666666667,50.76,79.16,35.8,87.20000000000002
2020-04-17,71.0,59.52,82.46000000000002,39.2,90.90000000000002
2020-04-18,73.33333333333333,56.44,85.56000000000002,33.1,95.95
2020-04-19,73.5,58.6,85.6,44.125,90.625
2020-04-20,74.625,57.199999999999996,84.76,35.375,95.625
2020-04-21,71.5,56.84,84.44,41.825,95.17500000000001
2020-04-22,71.66666666666667,52.24,84.64,42.65,93.35
2020-04-23,72.75,50.24,87.38,39.225,92.77499999999998
2020-04-24,76.33333333333333,58.72,85.92,42.9,92.55
2020-04-25,78.25,60.160000000000004,86.88,39.95,93.05
2020-04-26,74.0,56.839999999999996,86.38666666666667,46.85,90.575
2020-04-27,76.0,55.64,86.36,43.45,91.55
2020-04-28,76.5,60.64,84.72,46.45,90.55
2020-04-29,71.0,60.05,82.9,39.75,91.25000000000003
2020-04-30,73.00000000000001,51.480000000000004,86.52,24.7,92.3
2020-05-01,76.5,63.16,91.52,49.325,95.67500000000001
2020-05-02,69.5,57.76,83.82666666666667,48.175,87.41250000000001
2020-05-03,71.0,58.22,82.78,46.85,97.14999999999999
2020-05-04,76.25,62.44,83.12,49.075,89.925
2020-05-05,72.25,55.44,83.11999999999999,44.075,88.925
2020-05-06,78.375,57.76,88.41333333333333,37.525,94.47499999999998
2020-05-07,74.75,57.6,87.39999999999999,48.4375,93.12499999999999
2020-05-08,77.0,59.54,86.46000000000001,16.95,94.05000000000001
2020-05-09,72.0,52.08,83.84,42.65,93.35000000000001
2020-05-10,78.16666666666667,57.36,83.64,36.525,90.475
2020-05-11,76.5,56.32,84.84,35.675,95.325
2020-05-12,71.0,65.2,86.8,45.5,93.5
2020-05-13,76.75,58.96,88.02000000000001,3.775,96.22500000000001
2020-05-14,77.5,57.28,86.72,41.825,92.17500000000001
2020-05-15,75.0,53.12,83.88,3.8,96.2
2020-05-16,71.5,57.0,81.0,25.625,90.6875
2020-05-17,79.0,60.2,88.39999999999999,29.5,93.5
2020-05-18,74.5,51.24,83.76,28.35,91.65
2020-05-19,78.5,65.52,88.48,50.55,97.45
2020-05-20,61.0,33.44,78.56,17.45,87.55
