date,hospitalizations,deceased,deceased_/_hospitalizations_7_days_moving_average
2020-02-20,67,27.0,
2020-02-21,94,36.0,
2020-02-22,94,22.0,
2020-02-23,115,29.0,0.32048746918265664
2020-02-24,130,36.0,0.3153834066885532
2020-02-25,205,74.0,0.3022960042700625
2020-02-26,201,67.0,0.32469058205715673
2020-02-27,226,83.0,0.33720053587145843
2020-02-28,278,81.0,0.346859784186169
2020-02-29,261,102.0,0.34723989188334986
2020-03-01,312,106.0,0.34390210817173433
2020-03-02,476,164.0,0.33955324877770293
2020-03-03,550,200.0,0.3426145776428437
2020-03-04,642,199.0,0.33496462110850583
2020-03-05,766,258.0,0.3342393463832311
2020-03-06,844,264.0,0.3323324743096428
2020-03-07,765,258.0,0.3230134500205586
2020-03-08,750,251.0,0.3240186925826274
2020-03-09,933,309.0,0.32259344804614737
2020-03-10,1002,299.0,0.32259746315701715
2020-03-11,1082,343.0,0.3211714382015804
2020-03-12,1129,369.0,0.3215190303457827
2020-03-13,1349,422.0,0.3165052451914353
2020-03-14,1155,378.0,0.3173840353434804
2020-03-15,1062,358.0,0.3140049018300159
2020-03-16,1459,432.0,0.30595714289683595
2020-03-17,1471,448.0,0.305800261870578
2020-03-18,1459,428.0,0.3016211507147227
2020-03-19,1390,376.0,0.30053573700511255
2020-03-20,1373,428.0,0.30134485870974803
2020-03-21,1161,346.0,0.3001355245380009
2020-03-22,1044,344.0,0.30176191897632165
2020-03-23,1309,395.0,0.30126867832800047
2020-03-24,1253,371.0,0.29169218217521004
2020-03-25,1119,341.0,0.28562208308185516
2020-03-26,1041,278.0,0.2764640800417609
2020-03-27,1083,265.0,0.2681143566089239
2020-03-28,814,208.0,0.2597141780544039
2020-03-29,682,181.0,0.25277052354443746
2020-03-30,822,200.0,0.2500378842714484
2020-03-31,767,182.0,0.24134935479835992
2020-04-01,734,188.0,0.23867990476048886
2020-04-02,722,179.0,0.23687295594893176
2020-04-03,620,114.0,0.23870703288471984
2020-04-04,456,108.0,0.24780128027119952
2020-04-05,364,92.0,0.24357967034354694
2020-04-06,488,125.0,0.24347518085252193
2020-04-07,422,127.0,0.2556029187710901
2020-04-08,459,104.0,0.26264612920681796
2020-04-09,445,110.0,0.26606318833816284
2020-04-10,413,111.0,0.27036095163450063
2020-04-11,332,95.0,0.25999872148719083
2020-04-12,300,83.0,0.26042446830583443
2020-04-13,276,79.0,0.25500157659080785
2020-04-14,359,82.0,0.24626547995873532
2020-04-15,318,73.0,0.23208995274976593
2020-04-16,325,68.0,0.22757087359492517
2020-04-17,289,60.0,0.22106116164592043
2020-04-18,214,40.0,0.22110220383193432
2020-04-19,151,37.0,0.226142265863467
2020-04-20,241,58.0,0.22329792573757348
2020-04-21,223,51.0,0.22042471763080135
2020-04-22,219,58.0,0.2253619493760366
2020-04-23,206,39.0,0.23009943168161134
2020-04-24,192,36.0,0.2213175532573469
2020-04-25,149,33.0,0.21507063135683108
2020-04-26,133,37.0,0.2002468660503959
2020-04-27,173,31.0,0.2081445700785742
2020-04-28,173,32.0,0.21394030942694514
2020-04-29,149,24.0,0.2156341413221193
2020-04-30,139,34.0,0.20854498987206563
2020-05-01,114,26.0,0.20594873240170214
2020-05-02,90,21.0,0.19688076509268895
2020-05-03,70,16.0,0.20096381465132288
2020-05-04,118,19.0,0.18959870424311684
2020-05-05,107,13.0,0.17068184688232355
2020-05-06,116,22.0,0.17254520091959064
2020-05-07,103,17.0,0.16300138339257983
2020-05-08,115,11.0,0.1587579808440925
2020-05-09,69,17.0,0.16152222988976847
2020-05-10,68,11.0,0.15854737223510784
2020-05-11,99,13.0,0.15649542763761198
2020-05-12,71,10.0,0.15235464088812956
2020-05-13,77,13.0,0.12539971175928738
2020-05-14,73,11.0,0.12229046806180842
2020-05-15,60,4.0,0.1213885921599325
2020-05-16,52,3.0,0.11579571285017565
2020-05-17,50,7.0,0.10953411730286582
2020-05-18,48,6.0,0.09959071009918466
2020-05-19,59,6.0,0.11709392760240218
2020-05-20,56,7.0,0.12986057272198848
2020-05-21,37,3.0,0.1297018425632583
2020-05-22,37,7.0,0.13510051365960382
2020-05-23,34,5.0,0.13031292836354397
2020-05-24,36,5.0,0.12506082752320782
2020-05-25,43,7.0,0.13331908578146606
2020-05-26,44,3.0,0.12252582498820523
2020-05-27,34,3.0,0.11491027876971784
2020-05-28,36,5.0,0.10187173001688336
2020-05-29,44,5.0,0.09593193337941232
2020-05-30,32,3.0,0.09979711581602332
2020-05-31,21,1.0,0.08719207379921659
2020-06-01,33,4.0,0.0852079468150896
2020-06-02,21,2.0,0.0815792225981301
2020-06-03,27,0.0,0.10390065116955867
2020-06-04,24,3.0,0.11750609334642939
2020-06-05,34,3.0,0.10019007603041208
2020-06-06,20,5.0,0.10372749099639847
2020-06-07,21,3.0,0.1094417767106842
2020-06-08,28,0.0,0.09807814034704783
2020-06-09,25,3.0,0.11721913007627284
2020-06-10,25,1.0,0.09628316948513983
2020-06-11,22,1.0,0.09843139719727732
2020-06-12,18,4.0,0.110676295156461
2020-06-13,29,3.0,0.10105223500608507
2020-06-14,19,3.0,0.11214467198087498
2020-06-15,35,3.0,0.12152418136038436
2020-06-16,19,1.0,0.08977814961435261
2020-06-17,17,2.0,0.08928553877691418
2020-06-18,27,3.0,0.08260216367248645
2020-06-19,21,0.0,0.07035726571330278
2020-06-20,10,1.0,0.06283846872082158
2020-06-21,9,1.0,0.056235827664399
2020-06-22,22,0.0,0.055400405776345536
2020-06-23,23,0.0,0.07127342164936142
2020-06-24,28,2.0,0.056987707363647125
2020-06-25,19,2.0,0.050043262919202684
2020-06-26,27,3.0,0.06591627879221855
2020-06-27,16,0.0,0.06591627879221855
2020-06-28,16,1.0,0.0795217209690893
2020-06-29,27,3.0,0.07128684807256228
2020-06-30,22,0.0,0.0609083376940519
2020-07-01,18,3.0,0.07678135356706776
2020-07-02,21,1.0,0.06785278213849634
2020-07-03,26,1.0,0.06150357578928999
2020-07-04,18,2.0,0.0765411697742524
2020-07-05,13,0.0,0.0527316459647286
2020-07-06,15,1.0,0.05344772186877443
2020-07-07,19,2.0,0.047953216374268935
2020-07-08,20,0.0,0.03208020050125306
2020-07-09,19,1.0,0.04398496240601497
2020-07-10,25,0.0,0.03446115288220545
2020-07-11,23,0.0,0.01942355889724304
2020-07-12,12,1.0,0.01942355889724304
2020-07-13,17,0.0,0.011904761904761838
2020-07-14,17,0.0,0.019841269841269774
2020-07-15,14,0.0,0.019841269841269774
2020-07-16,10,0.0,0.00793650793650787
2020-07-17,18,1.0,0.01892551892551886
2020-07-18,12,0.0,0.01892551892551886
2020-07-19,12,0.0,0.01892551892551886
2020-07-20,13,1.0,0.026068376068376
2020-07-21,16,0.0,0.026068376068376
2020-07-22,22,0.0,0.026068376068376
2020-07-23,20,1.0,0.03447173741291382
2020-07-24,18,1.0,0.02348272642390283
2020-07-25,16,0.0,0.02348272642390283
2020-07-26,17,1.0,0.032411297852474256
2020-07-27,12,0.0,0.0362574516986281
2020-07-28,16,0.0,0.033422984578446696
2020-07-29,16,1.0,0.05022970726752233
2020-07-30,13,1.0,0.0548133589099975
2020-07-31,28,1.0,0.06780037189701049
2020-08-01,17,2.0,0.07531916888949171
2020-08-02,11,1.0,0.06639059746092027
2020-08-03,22,2.0,0.055401586471909285
2020-08-04,19,1.0,0.05710226674401813
2020-08-05,27,0.0,0.04869890539948031
2020-08-06,10,0.0,0.035711892412467326
2020-08-07,21,1.0,0.03654976421808106
2020-08-08,17,1.0,0.04490398309861573
2020-08-09,15,0.0,0.0607769989716316
2020-08-10,31,3.0,0.07062921572040007
2020-08-11,18,2.0,0.06858839939386946
2020-08-12,27,3.0,0.08059320131463776
2020-08-13,29,2.0,0.09646621718765365
2020-08-14,30,1.0,0.0894440534834623
2020-08-15,14,2.0,0.08415304819245699
2020-08-16,9,1.0,0.07288832725031669
2020-08-17,21,1.0,0.06303611050154821
2020-08-18,27,2.0,0.058274205739643446
2020-08-19,31,1.0,0.050110940433521
2020-08-20,25,0.0,0.04019030551288609
2020-08-21,22,0.0,0.04410187013873643
2020-08-22,35,3.0,0.05574208177894807
2020-08-23,24,1.0,0.05684807256235821
2020-08-24,40,3.0,0.0698350855493712
2020-08-25,45,7.0,0.08527910099338665
2020-08-26,50,2.0,0.0773632073632073
2020-08-27,44,4.0,0.08006883506883501
2020-08-28,37,4.0,0.07775791069908712
2020-08-29,33,1.0,0.0665246994658759
2020-08-30,33,2.0,0.08065168359286003
2020-08-31,34,2.0,0.08597968892086535
2020-09-01,39,3.0,0.07419867713985358
2020-09-02,36,5.0,0.07497171362717578
2020-09-03,39,5.0,0.07202799068345282
2020-09-04,39,1.0,0.0701181358324215
2020-09-05,28,1.0,0.06645513216941784
2020-09-06,25,1.0,0.0578920578168698
2020-09-07,44,2.0,0.039577039501851485
2020-09-08,39,2.0,0.04662832155313353
2020-09-09,38,3.0,0.06015982110947782
2020-09-10,39,0.0,0.059547576211518634
2020-09-11,40,3.0,0.06892708559102802
2020-09-12,23,3.0,0.06768010562064379
2020-09-13,28,1.0,0.06275111648112833
2020-09-14,45,5.0,0.07573812946814132
2020-09-15,47,2.0,0.07718189846510182
2020-09-16,45,2.0,0.07686337640744932
2020-09-17,44,4.0,0.07747562130540851
2020-09-18,47,4.0,0.07376066014363884
2020-09-19,39,5.0,0.07911020421658718
2020-09-20,25,1.0,0.08676660010827719
2020-09-21,47,4.0,0.08866053950221657
2020-09-22,50,4.0,0.09733581812430371
2020-09-23,51,5.0,0.10002920317062994
2020-09-24,48,5.0,0.10530392844535522
2020-09-25,48,7.0,0.12102043819403932
2020-09-26,34,5.0,0.12037353792449755
2020-09-27,26,2.0,0.1289243266610448
2020-09-28,41,8.0,0.1364523378655266
2020-09-29,53,4.0,0.1354602743734631
2020-09-30,38,6.0,0.13308541138478938
2020-10-01,51,8.0,0.1395891117660408
2020-10-02,72,10.0,0.12600026159182479
2020-10-03,69,9.0,0.14025540928404698
2020-10-04,49,6.0,0.14534878789185685
2020-10-05,90,9.0,0.13230750580525172
2020-10-06,97,17.0,0.12813443872895885
2020-10-07,124,24.0,0.12701241909361521
2020-10-08,122,8.0,0.12792461569881294
2020-10-09,155,17.0,0.14111142888562617
2020-10-10,155,19.0,0.13133712529688957
2020-10-11,163,21.0,0.11913137115565155
2020-10-12,208,40.0,0.12833511822825108
2020-10-13,234,25.0,0.13106885250927897
2020-10-14,222,24.0,0.1318942187655552
2020-10-15,300,39.0,0.13300758321534425
2020-10-16,295,38.0,0.12309669032572798
2020-10-17,335,43.0,0.1294507164165962
2020-10-18,344,47.0,0.13557004329064007
2020-10-19,423,52.0,0.1325876768199015
2020-10-20,456,69.0,0.13420075103234047
2020-10-21,530,80.0,0.13459922703639512
2020-10-22,559,61.0,0.13723127815519773
2020-10-23,571,80.0,0.140162254409725
2020-10-24,610,80.0,0.14106015816492892
2020-10-25,574,89.0,0.1404361504848344
2020-10-26,725,104.0,0.14618289543423718
2020-10-27,717,113.0,0.1473913548374662
2020-10-28,730,107.0,0.1490054265777321
2020-10-29,770,115.0,0.1457722589371376
2020-10-30,801,119.0,0.1466997864029544
2020-10-31,695,99.0,0.14662018128117005
2020-11-01,657,87.0,0.15159809878996564
2020-11-02,847,127.0,0.1533454232975807
2020-11-03,866,136.0,0.15435108367896702
2020-11-04,915,166.0,0.1586387765193471
2020-11-05,885,143.0,0.16100692556881654
2020-11-06,919,143.0,0.16279025046902457
2020-11-07,748,129.0,0.16622567869603166
2020-11-08,698,104.0,0.1636665849785198
2020-11-09,825,134.0,0.16540488199224054
2020-11-10,751,136.0,0.1650137855260694
2020-11-11,844,138.0,0.16129904264967765
2020-11-12,800,139.0,0.16732094376501894
2020-11-13,785,120.0,0.16776003716343912
2020-11-14,635,93.0,0.16573384939748298
2020-11-15,565,108.0,0.1606966557177707
2020-11-16,713,118.0,0.1595708297893132
2020-11-17,689,115.0,0.1598655919931092
2020-11-18,616,79.0,0.16650623250128097
2020-11-19,627,104.0,0.16426168307461694
2020-11-20,568,88.0,0.16368596788819884
2020-11-21,425,82.0,0.16305617315463053
2020-11-22,342,60.0,0.168815911301287
2020-11-23,545,88.0,0.168197231735239
2020-11-24,480,78.0,0.1699299811730423
2020-11-25,439,74.0,0.165910451573493
2020-11-26,390,63.0,0.16810343402963332
2020-11-27,425,71.0,0.1658449159434998
2020-11-28,358,59.0,0.16278289176078592
2020-11-29,304,58.0,0.16409901426141868
2020-11-30,357,52.0,0.16166618697310003
2020-12-01,319,45.0,0.16430167595130005
2020-12-02,360,64.0,0.16426048448823077
2020-12-03,346,50.0,0.16275800379670605
2020-12-04,345,64.0,0.16625523602292988
2020-12-05,310,51.0,0.16726699565537917
2020-12-06,294,53.0,0.16614654747610746
2020-12-07,288,49.0,0.16825040437176142
2020-12-08,270,40.0,0.16163573281143767
2020-12-09,306,52.0,0.15929744982799338
2020-12-10,314,50.0,0.15799043351497466
2020-12-11,352,49.0,0.15109399214272684
2020-12-12,270,40.0,0.15317260136419322
2020-12-13,187,32.0,0.15087424612466152
2020-12-14,279,34.0,0.1468275921417018
2020-12-15,252,41.0,0.14982069279105245
2020-12-16,234,36.0,0.15216480905921936
2020-12-17,275,36.0,0.15405545866593864
2020-12-18,256,41.0,0.15802277826782382
2020-12-19,237,39.0,0.160494433596622
2020-12-20,179,33.0,0.16835003181366595
2020-12-21,274,41.0,0.18051736197094587
2020-12-22,250,45.0,0.17891449342991242
2020-12-23,249,52.0,0.177051377642746
2020-12-24,199,43.0,0.17330069548545707
2020-12-25,188,28.0,0.1729326650616087
2020-12-26,231,35.0,0.16952321206107765
2020-12-27,253,40.0,0.15994137073848022
2020-12-28,272,40.0,0.15239635704025148
2020-12-29,269,42.0,0.15683404700985631
2020-12-30,261,37.0,0.15907817968877155
2020-12-31,245,40.0,0.15611193525956762
2021-01-01,200,36.0,0.15392303574766705
2021-01-02,299,50.0,0.15132263653144934
2021-01-03,233,32.0,0.1520068182501138
2021-01-04,334,44.0,0.15566241582749063
2021-01-05,319,44.0,0.15313922473287098
2021-01-06,232,34.0,0.15394142843362543
2021-01-07,323,61.0,0.1556833790745372
2021-01-08,308,50.0,0.16602848224437156
2021-01-09,243,42.0,0.17513063310897453
2021-01-10,214,32.0,0.17996498064109082
2021-01-11,289,59.0,0.1748795829006274
2021-01-12,243,49.0,0.1776123713477016
2021-01-13,255,46.0,0.17528753568953265
2021-01-14,261,40.0,0.17839296539691413
2021-01-15,259,47.0,0.17579270312379874
2021-01-16,198,31.0,0.17090053034126865
2021-01-17,181,31.0,0.17410596345791154
2021-01-18,242,45.0,0.1700692913177911
2021-01-19,227,38.0,0.16950100503521912
2021-01-20,212,43.0,0.169414954490453
2021-01-21,216,27.0,0.16364628793673536
2021-01-22,231,41.0,0.15656246267109192
2021-01-23,218,34.0,0.1582726507071131
2021-01-24,191,25.0,0.15388162707519434
2021-01-25,264,36.0,0.15556626319379271
2021-01-26,223,40.0,0.151394805464486
2021-01-27,215,37.0,0.15382475835315448
2021-01-28,212,29.0,0.16008315018525474
2021-01-29,263,39.0,0.16450066575518665
2021-01-30,185,32.0,0.15568278882863126
2021-01-31,166,29.0,0.15160388120015206
2021-02-01,269,45.0,0.15587162603393462
2021-02-02,221,26.0,0.1560271431735011
2021-02-03,209,30.0,0.15002420145627365
2021-02-04,204,34.0,0.14558394804139835
2021-02-05,241,36.0,0.13744945978897652
2021-02-06,168,22.0,0.1395329378082834
2021-02-07,188,27.0,0.1343122542250267
2021-02-08,290,32.0,0.12850048069671774
2021-02-09,242,32.0,0.12848278612275885
2021-02-10,243,26.0,0.12922182519388467
2021-02-11,254,32.0,0.12457812374167261
2021-02-12,201,30.0,0.12480604815899486
2021-02-13,191,26.0,0.11991001654682223
2021-02-14,216,24.0,0.12417376233103586
2021-02-15,268,30.0,0.12267766221483752
2021-02-16,245,24.0,0.1189162131714923
2021-02-17,285,39.0,0.11665551280426908
2021-02-18,303,35.0,0.12134127394759478
2021-02-19,301,37.0,0.12616612926285523
2021-02-20,266,32.0,0.13330698952085276
2021-02-21,271,39.0,0.13331118996609995
2021-02-22,350,51.0,0.13591021628337555
2021-02-23,365,54.0,0.13718087253742048
2021-02-24,358,49.0,0.14029774556161995
2021-02-25,359,48.0,0.13884195857850096
2021-02-26,440,58.0,0.13805508712889017
2021-02-27,387,55.0,0.13484120472808775
2021-02-28,344,46.0,0.139562685673818
2021-03-01,485,68.0,0.14297608048608498
2021-03-02,558,70.0,0.1425950961567612
2021-03-03,512,87.0,0.14294995162458024
2021-03-04,533,84.0,0.14201198622189953
2021-03-05,542,70.0,0.14507919495612476
2021-03-06,491,71.0,0.14967620780901517
2021-03-07,464,59.0,0.145707435412933
2021-03-08,668,108.0,0.14108291558324293
2021-03-09,590,93.0,0.1419184453671122
2021-03-10,598,85.0,0.1416335659854472
2021-03-11,551,69.0,0.14504734496047758
2021-03-12,600,81.0,0.14187437762681085
2021-03-13,575,82.0,0.14006352354410784
2021-03-14,523,79.0,0.1431093907204098
2021-03-15,674,94.0,0.14317456212829635
2021-03-16,614,89.0,0.14486096726029735
2021-03-17,624,102.0,0.14462067372807835
2021-03-18,549,69.0,0.14361561686258145
2021-03-19,579,85.0,0.14544179680217817
2021-03-20,518,73.0,0.14841100078861505
2021-03-21,493,71.0,0.14439151412413717
2021-03-22,578,88.0,0.14622096391325204
2021-03-23,537,89.0,0.14294568984049702
2021-03-24,569,77.0,0.14192358825448564
2021-03-25,556,77.0,0.14059484521537255
2021-03-26,557,69.0,0.13718849297431593
2021-03-27,456,61.0,0.13315484040714382
2021-03-28,386,52.0,0.1336804143453438
2021-03-29,514,66.0,0.13474902724214122
2021-03-30,480,66.0,0.13567245051744958
2021-03-31,482,67.0,0.13870503197108366
2021-04-01,459,67.0,0.142122917788535
2021-04-02,468,61.0,0.14441881084841876
2021-04-03,400,62.0,0.13971101864062654
2021-04-04,353,56.0,0.13853460169657475
2021-04-05,353,51.0,0.13741583587192657
2021-04-06,440,46.0,0.13839487038754644
2021-04-07,390,51.0,0.12863591417348189
2021-04-08,333,46.0,0.1237627820674672
2021-04-09,328,45.0,0.11964425889939788
2021-04-10,323,28.0,0.1217740403807152
2021-04-11,265,33.0,0.11883616193263268
2021-04-12,294,34.0,0.11306562232750661
2021-04-13,293,35.0,0.10801177373707264
2021-04-14,245,27.0,0.1118474610802701
2021-04-15,266,26.0,0.10846346597279315
2021-04-16,275,28.0,0.10951626804600338
2021-04-17,229,26.0,0.10959427877247828
2021-04-18,238,24.0,0.1136136843890445
2021-04-19,252,31.0,0.11886865397187409
2021-04-20,225,27.0,0.11540694326878408
2021-04-21,253,35.0,0.11940914234186906
2021-04-22,223,30.0,0.12251038283806755
2021-04-23,232,18.0,0.11896729893784078
2021-04-24,219,31.0,0.1208251455247514
