date,confirmed,hospitalizations,hospitalizations_/_confirmed_7_days_moving_average
2020-02-25,1,1,
2020-02-26,3,3,
2020-02-27,3,2,
2020-02-28,10,8,0.7508147025388405
2020-02-29,13,7,0.6895902127429221
2020-03-01,15,11,0.6011548385932622
2020-03-02,29,15,0.5638318012702249
2020-03-03,28,16,0.5150222774607011
2020-03-04,42,16,0.5107384257192223
2020-03-05,37,15,0.4762341321985354
2020-03-06,72,33,0.4940532649601969
2020-03-07,59,30,0.48738525122004744
2020-03-08,61,30,0.520479570028652
2020-03-09,81,52,0.5266039209805892
2020-03-10,101,53,0.5359576624771878
2020-03-11,111,68,0.5163983848709501
2020-03-12,174,78,0.5088911074081034
2020-03-13,168,88,0.4938123263249073
2020-03-14,218,81,0.4756989989571851
2020-03-15,107,47,0.4491948162030024
2020-03-16,151,81,0.45594047812107813
2020-03-17,196,78,0.4499484440017309
2020-03-18,192,82,0.4475135035931168
2020-03-19,222,110,0.4602348679279532
2020-03-20,193,93,0.4546795971784111
2020-03-21,299,106,0.4430748536032993
2020-03-22,106,56,0.4237580957996993
2020-03-23,203,101,0.3909068426094631
2020-03-24,281,89,0.36893213447635376
2020-03-25,209,61,0.359595216810468
2020-03-26,177,47,0.3275408856440392
2020-03-27,189,62,0.30755216396217167
2020-03-28,249,72,0.30992464320297836
2020-03-29,102,31,0.29357511836448913
2020-03-30,151,54,0.2800315446720937
2020-03-31,162,54,0.25414737593078207
2020-04-01,186,33,0.2536556129605337
2020-04-02,205,35,0.2663606949933468
2020-04-03,143,21,0.2386493335071509
2020-04-04,98,28,0.216744571602389
2020-04-05,56,22,0.23025609233971617
2020-04-06,165,27,0.24007107982560713
2020-04-07,150,27,0.24313732051561018
2020-04-08,125,34,0.23030332093639702
2020-04-09,142,34,0.22418087195680522
2020-04-10,101,17,0.245447105723039
2020-04-11,97,19,0.25164771362577454
2020-04-12,20,7,0.23376042660087284
2020-04-13,32,10,0.2284667598383932
2020-04-14,94,21,0.22137065071174206
2020-04-15,109,16,0.21422165709367627
2020-04-16,84,17,0.19993594280796195
2020-04-17,59,7,0.17570124893041092
2020-04-18,48,7,0.15937077089780524
2020-04-19,12,3,0.14242505993477939
2020-04-20,42,6,0.125175302889104
2020-04-21,55,6,0.11230778299979234
2020-04-22,71,2,0.10246346065546998
2020-04-23,49,4,0.08791319610520543
2020-04-24,70,2,0.08492663562735576
2020-04-25,13,1,0.06934222004294018
2020-04-26,27,4,0.07577103684619876
2020-04-27,41,5,0.07060273575953033
2020-04-28,36,0,0.07710311368847968
2020-04-29,41,3,0.06611410269946869
2020-04-30,44,2,0.05685484344020943
2020-05-01,27,2,0.050015251234763566
2020-05-02,30,0,0.050015251234763566
2020-05-03,24,2,0.039562289562289694
2020-05-04,27,2,0.03835978835978849
2020-05-05,40,0,0.034746418892760485
2020-05-06,27,0,0.034746418892760485
2020-05-07,27,1,0.03582866997501157
2020-05-08,41,2,0.025246659393000994
2020-05-09,3,0,0.025246659393000994
2020-05-10,11,1,0.025246659393000994
2020-05-11,9,0,0.019955654101995703
2020-05-12,18,0,0.012987012987013125
2020-05-13,20,0,0.02727272727272741
2020-05-14,18,0,0.01428571428571442
2020-05-15,27,0,0.03809523809523823
2020-05-16,10,1,0.03809523809523823
2020-05-17,5,0,0.03809523809523823
2020-05-18,6,1,0.03809523809523823
2020-05-19,17,0,0.03809523809523823
2020-05-20,3,0,0.023809523809523944
2020-05-21,7,0,0.023809523809523944
2020-05-22,10,0,0.07142857142857158
2020-05-23,4,0,
2020-05-24,1,0,
2020-05-25,2,1,
2020-05-26,0,0,
2020-05-27,5,0,
2020-05-28,4,0,
2020-05-29,3,0,
2020-05-30,1,0,
2020-05-31,1,0,
2020-06-01,8,0,
2020-06-02,0,0,
2020-06-03,0,0,
2020-06-04,2,0,
2020-06-05,3,0,
2020-06-06,3,0,
2020-06-07,1,0,1.427429603089487e-16
2020-06-08,1,0,1.427429603089487e-16
2020-06-09,1,0,1.427429603089487e-16
2020-06-10,3,0,1.427429603089487e-16
2020-06-11,3,0,1.427429603089487e-16
2020-06-12,7,0,1.427429603089487e-16
2020-06-13,8,0,1.427429603089487e-16
2020-06-14,1,0,1.427429603089487e-16
2020-06-15,1,0,1.427429603089487e-16
2020-06-16,4,0,1.427429603089487e-16
2020-06-17,2,0,1.427429603089487e-16
2020-06-18,2,0,1.427429603089487e-16
2020-06-19,6,0,1.427429603089487e-16
2020-06-20,2,0,0.04761904761904776
2020-06-21,3,0,0.04761904761904776
2020-06-22,2,0,0.04761904761904776
2020-06-23,3,1,
2020-06-24,1,0,
2020-06-25,2,0,
2020-06-26,0,0,
2020-06-27,0,0,
2020-06-28,0,0,
2020-06-29,1,0,
2020-06-30,2,0,
2020-07-01,2,1,
2020-07-02,0,0,
2020-07-03,2,0,
2020-07-04,1,0,
2020-07-05,0,0,
2020-07-06,6,1,
2020-07-07,2,0,
2020-07-08,2,1,
2020-07-09,3,0,0.14421768707483004
2020-07-10,2,0,0.12040816326530625
2020-07-11,5,1,
2020-07-12,7,1,
2020-07-13,2,0,
2020-07-14,0,0,
2020-07-15,1,0,
2020-07-16,3,0,
2020-07-17,1,0,
2020-07-18,0,0,
2020-07-19,2,0,
2020-07-20,0,0,
2020-07-21,1,1,
2020-07-22,2,0,
2020-07-23,2,0,
2020-07-24,8,0,0.2142857142857144
2020-07-25,3,1,0.07619047619047634
2020-07-26,5,0,0.07619047619047634
2020-07-27,6,1,0.11190476190476205
2020-07-28,30,1,0.13231292517006815
2020-07-29,17,0,0.2275510204081634
2020-07-30,4,1,0.26326530612244914
2020-07-31,7,1,0.2394557823129253
2020-08-01,1,1,0.23469387755102053
2020-08-02,4,1,0.24263038548752847
2020-08-03,7,0,0.20691609977324274
2020-08-04,6,0,0.18650793650793665
2020-08-05,18,1,0.04365079365079378
2020-08-06,14,0,0.007936507936508066
2020-08-07,8,0,0.018925518925519056
2020-08-08,3,0,0.036782661782661916
2020-08-09,3,0,0.03413715913715927
2020-08-10,13,1,0.03413715913715927
2020-08-11,24,3,0.054545322402465395
2020-08-12,27,1,0.054545322402465395
2020-08-13,13,0,0.0749534856677715
2020-08-14,14,2,0.06396447467876051
2020-08-15,9,0,0.05801209372637956
2020-08-16,7,1,0.08446712018140601
