date,hospitalizations,deceased,deceased_/_hospitalizations_7_days_moving_average
2020-02-20,1,,
2020-02-21,2,2.0,
2020-02-22,0,0.0,
2020-02-23,1,0.0,
2020-02-24,5,1.0,
2020-02-25,5,4.0,
2020-02-26,5,3.0,0.4479591836734694
2020-02-27,4,3.0,0.5193877551020408
2020-02-28,10,5.0,0.5384353741496598
2020-02-29,7,2.0,0.47176870748299315
2020-03-01,4,2.0,0.439625850340136
2020-03-02,12,4.0,0.37793753865182433
2020-03-03,12,4.0,0.3561984082170418
2020-03-04,16,6.0,0.3644892245435724
2020-03-05,22,7.0,0.3236728980129602
2020-03-06,23,8.0,0.325504399844462
2020-03-07,32,11.0,0.3558074301474923
2020-03-08,14,3.0,0.35798513049592434
2020-03-09,26,9.0,0.36892156248498786
2020-03-10,33,18.0,0.3679334201924978
2020-03-11,41,16.0,0.38273605177144515
2020-03-12,38,15.0,0.4084008631505422
2020-03-13,44,15.0,0.4055975440206924
2020-03-14,38,17.0,0.38357608721662695
2020-03-15,33,13.0,0.3593039558754588
2020-03-16,49,16.0,0.34259551811438943
2020-03-17,46,18.0,0.3337613290476423
2020-03-18,59,13.0,0.31124007263558406
2020-03-19,90,25.0,0.2835344449299564
2020-03-20,86,24.0,0.25688721460925673
2020-03-21,107,31.0,0.22479611730076812
2020-03-22,70,14.0,0.22654171108420185
2020-03-23,100,14.0,0.21317496087534638
2020-03-24,108,18.0,0.21176938970233333
2020-03-25,86,20.0,0.21250541380284343
2020-03-26,76,14.0,0.23155303285046247
2020-03-27,78,21.0,0.2426089334715805
2020-03-28,78,23.0,0.2515862949079583
2020-03-29,63,21.0,0.24357378757944553
2020-03-30,69,15.0,0.26384184903743835
2020-03-31,61,14.0,0.24963907068371663
2020-04-01,51,9.0,0.234725412912916
2020-04-02,46,15.0,0.22728493672243982
2020-04-03,53,9.0,0.2288820973258116
2020-04-04,42,8.0,0.23638825237295027
2020-04-05,32,9.0,0.25726111764809256
2020-04-06,35,8.0,0.2392486952878441
2020-04-07,39,11.0,0.25988789436370086
2020-04-08,31,10.0,0.25807383540678475
2020-04-09,25,5.0,0.2694825655655149
2020-04-10,35,11.0,0.29212904351153207
2020-04-11,45,8.0,0.29212904351153207
2020-04-12,36,13.0,0.3109811591378412
2020-04-13,31,12.0,0.34085128900797107
2020-04-14,39,11.0,0.3435723774433453
2020-04-15,22,10.0,0.36103269490366274
2020-04-16,22,9.0,0.332302536173504
2020-04-17,30,10.0,0.3284315684315685
2020-04-18,30,9.0,0.33161678900809344
2020-04-19,25,4.0,0.2984277558190603
2020-04-20,25,9.0,0.2793950643725757
2020-04-21,23,7.0,0.25775004272755403
2020-04-22,27,6.0,0.24210378422415268
2020-04-23,29,8.0,0.26496092708129554
2020-04-24,22,4.0,0.23394051891803022
2020-04-25,21,4.0,0.23441830200450897
2020-04-26,25,8.0,0.24163330921951617
2020-04-27,14,2.0,0.22263260548974836
2020-04-28,13,4.0,0.2170667427810285
2020-04-29,11,3.0,0.25578992436135295
2020-04-30,14,2.0,0.23864706721849577
2020-05-01,7,1.0,0.24681033252461823
2020-05-02,13,6.0,0.2640787783644926
2020-05-03,5,1.0,0.27273678702250126
2020-05-04,10,2.0,0.28294086865515433
2020-05-05,14,6.0,0.2768184196755625
2020-05-06,3,1.0,0.2721088435374149
2020-05-07,14,3.0,0.3149659863945577
2020-05-08,10,1.0,0.2863945578231291
2020-05-09,7,3.0,0.22517006802721076
2020-05-10,2,1.0,0.19183673469387744
2020-05-11,5,0.0,0.16122448979591827
2020-05-12,4,0.0,0.16891679748822597
2020-05-13,10,1.0,0.12356532356532347
2020-05-14,5,0.0,0.08785103785103776
2020-05-15,13,2.0,0.10570818070818062
2020-05-16,9,1.0,0.13745421245421235
2020-05-17,4,1.0,0.17078754578754568
2020-05-18,8,1.0,0.2184065934065933
2020-05-19,9,2.0,0.22817460317460306
2020-05-20,6,2.0,0.21230158730158719
2020-05-21,6,2.0,0.2003968253968253
2020-05-22,9,2.0,0.20634920634920625
2020-05-23,6,0.0,0.2603174603174602
2020-05-24,6,1.0,0.2126984126984126
2020-05-25,6,1.0,0.165079365079365
2020-05-26,5,3.0,0.16904761904761895
2020-05-27,4,0.0,0.21666666666666656
2020-05-28,3,0.0,0.24047619047619034
2020-05-29,4,1.0,0.21666666666666654
2020-05-30,3,1.0,0.13095238095238082
2020-05-31,3,1.0,0.18809523809523795
2020-06-01,1,0.0,0.2595238095238094
2020-06-02,1,0.0,0.22380952380952368
2020-06-03,5,2.0,0.17619047619047606
2020-06-04,4,2.0,0.12857142857142848
2020-06-05,3,0.0,0.15238095238095228
2020-06-06,5,0.0,0.29523809523809513
2020-06-07,3,0.0,0.238095238095238
2020-06-08,12,2.0,0.19523809523809516
2020-06-09,1,1.0,0.21564625850340127
2020-06-10,8,0.0,0.26326530612244886
2020-06-11,5,1.0,0.26326530612244886
2020-06-12,7,1.0,0.3346938775510203
2020-06-13,12,4.0,0.26326530612244886
2020-06-14,4,0.0,0.3346938775510203
2020-06-15,3,2.0,0.3061224489795917
2020-06-16,2,1.0,0.3333333333333332
2020-06-17,2,1.0,0.28571428571428564
2020-06-18,1,0.0,0.28571428571428564
2020-06-19,3,1.0,0.19047619047619038
2020-06-20,5,0.0,0.11904761904761894
2020-06-21,4,0.0,0.04761904761904751
2020-06-22,3,0.0,0.04761904761904751
2020-06-23,4,0.0,0.0
2020-06-24,6,0.0,0.07142857142857133
2020-06-25,3,0.0,0.07142857142857133
2020-06-26,6,0.0,0.07142857142857133
2020-06-27,2,1.0,0.1326530612244897
2020-06-28,3,0.0,0.1326530612244897
2020-06-29,1,0.0,0.14693877551020398
2020-06-30,7,3.0,0.14693877551020398
2020-07-01,4,0.0,0.07551020408163255
2020-07-02,10,1.0,0.07551020408163255
2020-07-03,6,0.0,0.08979591836734682
2020-07-04,5,0.0,0.07619047619047607
2020-07-05,4,0.0,0.07619047619047607
2020-07-06,10,1.0,0.061904761904761796
2020-07-07,3,1.0,0.061904761904761796
2020-07-08,6,0.0,0.061904761904761796
2020-07-09,1,0.0,0.10952380952380943
2020-07-10,3,0.0,0.09523809523809514
2020-07-11,4,0.0,0.04761904761904752
2020-07-12,3,1.0,0.04761904761904752
2020-07-13,3,0.0,0.04761904761904752
2020-07-14,5,0.0,0.0761904761904761
2020-07-15,5,0.0,0.0761904761904761
2020-07-16,1,0.0,0.028571428571428477
2020-07-17,5,1.0,0.0761904761904761
2020-07-18,9,0.0,0.0761904761904761
2020-07-19,4,0.0,0.0761904761904761
2020-07-20,6,2.0,0.10476190476190468
2020-07-21,9,0.0,0.1021645021645021
2020-07-22,1,0.0,0.1021645021645021
2020-07-23,5,1.0,0.1021645021645021
2020-07-24,11,2.0,0.08311688311688305
2020-07-25,6,0.0,0.08311688311688305
2020-07-26,3,0.0,0.08311688311688305
2020-07-27,5,1.0,0.05454545454545447
2020-07-28,8,0.0,0.0285714285714285
2020-07-29,3,0.0,0.0285714285714285
2020-07-30,7,0.0,0.0285714285714285
2020-07-31,8,0.0,0.0
2020-08-01,5,0.0,0.03571428571428564
2020-08-02,3,0.0,0.03571428571428564
2020-08-03,6,0.0,0.03571428571428564
2020-08-04,4,1.0,0.03571428571428564
2020-08-05,6,0.0,0.03571428571428564
2020-08-06,4,0.0,0.03571428571428564
2020-08-07,4,0.0,0.08333333333333326
2020-08-08,7,0.0,0.04761904761904755
2020-08-09,8,0.0,0.04761904761904755
2020-08-10,6,2.0,0.04761904761904755
2020-08-11,8,0.0,0.04761904761904755
2020-08-12,10,0.0,0.04761904761904755
2020-08-13,5,0.0,0.06060606060606054
2020-08-14,9,0.0,0.01298701298701292
2020-08-15,9,0.0,0.022510822510822443
2020-08-16,11,1.0,0.022510822510822443
2020-08-17,11,0.0,0.032034632034631964
2020-08-18,15,1.0,0.032034632034631964
2020-08-19,9,0.0,0.03955342902711317
2020-08-20,15,1.0,0.03847117794486209
2020-08-21,10,0.0,0.03847117794486209
2020-08-22,19,1.0,0.03915145005370562
2020-08-23,12,1.0,0.03915145005370562
2020-08-24,17,0.0,0.0296276405298961
2020-08-25,14,1.0,0.053437164339419904
2020-08-26,18,0.0,0.0459183673469387
2020-08-27,15,0.0,0.04195011337868473
2020-08-28,18,3.0,0.05698770736364713
2020-08-29,10,0.0,0.060389067907864816
2020-08-30,18,1.0,0.06832557584437275
2020-08-31,19,2.0,0.07361658113537804
2020-09-01,21,2.0,0.049807057325854234
2020-09-02,18,1.0,0.05630056381936073
2020-09-03,27,1.0,0.060786416131299995
2020-09-04,24,0.0,0.05368533008284553
2020-09-05,22,1.0,0.05793703076311764
2020-09-06,23,2.0,0.07197854480463169
2020-09-07,18,1.0,0.09131808138554758
2020-09-08,16,2.0,0.11896785097080105
2020-09-09,26,4.0,0.13445236645531652
2020-09-10,29,5.0,0.13043336755140714
2020-09-11,31,6.0,0.1605920977101373
2020-09-12,26,4.0,0.1566722370829596
2020-09-13,34,2.0,0.14808707224779477
2020-09-14,30,8.0,0.15993069450961217
2020-09-15,41,4.0,0.146566639210073
2020-09-16,32,3.0,0.15104364368707746
2020-09-17,47,12.0,0.15944700503161527
2020-09-18,40,4.0,0.1463517669363772
2020-09-19,27,5.0,0.1429964952884226
2020-09-20,34,4.0,0.15466629478716948
2020-09-21,40,7.0,0.1365071489684492
2020-09-22,54,4.0,0.14507857753987774
2020-09-23,57,10.0,0.14459757705887727
2020-09-24,39,5.0,0.14642439474247243
2020-09-25,50,8.0,0.13843119746356086
2020-09-26,55,10.0,0.14927775831012172
2020-09-27,46,6.0,0.14802462547804154
2020-09-28,42,5.0,0.15529596110758614
2020-09-29,60,9.0,0.1632511431804153
2020-09-30,30,5.0,0.16448800156013083
2020-10-01,67,12.0,0.1720935282428536
2020-10-02,51,11.0,0.1849374717904219
2020-10-03,63,12.0,0.18765376957714222
2020-10-04,49,9.0,0.19149401535287186
2020-10-05,67,14.0,0.19034375163387285
2020-10-06,71,12.0,0.18772691542570538
2020-10-07,62,12.0,0.18583248676816644
2020-10-08,76,13.0,0.18989645001580316
2020-10-09,76,15.0,0.18355384117933451
2020-10-10,79,14.0,0.18629972826656377
2020-10-11,66,14.0,0.1826701862413609
2020-10-12,79,13.0,0.1871094759550067
2020-10-13,85,16.0,0.1921652187602958
2020-10-14,113,19.0,0.1929357195858324
2020-10-15,94,19.0,0.19617306195360953
2020-10-16,116,27.0,0.20441095626745323
2020-10-17,115,21.0,0.2139734019353756
