date,hospitalizations,intensive_care,intensive_care_/_hospitalizations_7_days_moving_average
2020-02-20,67,4,
2020-02-21,94,7,
2020-02-22,94,9,
2020-02-23,115,16,0.11516588209433185
2020-02-24,130,16,0.12623254624513283
2020-02-25,205,45,0.13871860602952416
2020-02-26,201,19,0.14693460947663545
2020-02-27,226,31,0.1467474777677646
2020-02-28,278,45,0.14837274325857627
2020-02-29,261,40,0.1362346374619339
2020-03-01,312,43,0.14231239287711434
2020-03-02,476,64,0.13968822345149387
2020-03-03,550,74,0.1324744954494676
2020-03-04,642,88,0.1253332481459485
2020-03-05,766,91,0.12335888917158952
2020-03-06,844,94,0.12145330378631002
2020-03-07,765,79,0.11748772844348918
2020-03-08,750,93,0.11216537216150466
2020-03-09,933,113,0.10898632358656749
2020-03-10,1002,107,0.10885457776115355
2020-03-11,1082,108,0.10844956727210944
2020-03-12,1129,109,0.10566667784515223
2020-03-13,1349,149,0.10177885608004587
2020-03-14,1155,116,0.09953715127948869
2020-03-15,1062,111,0.09908377673401703
2020-03-16,1459,137,0.09834396114627464
2020-03-17,1471,134,0.09640338758646598
2020-03-18,1459,141,0.0964522866386873
2020-03-19,1390,127,0.09766757891184046
2020-03-20,1373,133,0.09822252704225469
2020-03-21,1161,117,0.10162676824532324
2020-03-22,1044,118,0.10224698042473991
2020-03-23,1309,128,0.10223148026825744
2020-03-24,1253,144,0.1010564070387429
2020-03-25,1119,113,0.09824296236483313
2020-03-26,1041,95,0.09696849835399537
2020-03-27,1083,96,0.09481714013320208
2020-03-28,814,66,0.09255473604196685
2020-03-29,682,71,0.09019554236997686
2020-03-30,822,68,0.09001972743448859
2020-03-31,767,76,0.08933805721479673
2020-04-01,734,62,0.08871995791248691
2020-04-02,722,65,0.08993878516818053
2020-04-03,620,52,0.09305066172447495
2020-04-04,456,35,0.08803547448581593
2020-04-05,364,41,0.08592806173567198
2020-04-06,488,51,0.08333983481117564
2020-04-07,422,27,0.08069759694281889
2020-04-08,459,32,0.07790824404249581
2020-04-09,445,32,0.06848385890382495
2020-04-10,413,27,0.06494128007614276
2020-04-11,332,19,0.06375974632652232
2020-04-12,300,14,0.0645818781142479
2020-04-13,276,22,0.060023290634312096
2020-04-14,359,20,0.058098692280513946
2020-04-15,318,24,0.056598700323366266
2020-04-16,325,13,0.057500624006746895
2020-04-17,289,15,0.05737605677050728
2020-04-18,214,10,0.05582359147346
2020-04-19,151,8,0.05026044608090132
2020-04-20,241,19,0.05702882333471548
2020-04-21,223,10,0.05631052130802244
2020-04-22,219,8,0.05826390882247124
2020-04-23,206,18,0.05821411546490514
2020-04-24,192,9,0.0527318659608774
2020-04-25,149,9,0.05458335437241143
2020-04-26,133,7,0.05703501077276692
2020-04-27,173,7,0.048663344721419366
2020-04-28,173,10,0.0507388459745522
2020-04-29,149,8,0.05004639897338037
2020-04-30,139,4,0.052731683613552224
2020-05-01,114,7,0.05179395180484952
2020-05-02,90,5,0.051546994397284905
2020-05-03,70,5,0.04633986641765057
2020-05-04,118,4,0.050550644812964826
2020-05-05,107,6,0.04550542306293759
2020-05-06,116,2,0.04792088200013565
2020-05-07,103,6,0.0419184810397515
2020-05-08,115,3,0.03707586602764496
2020-05-09,69,5,0.029065185119767793
2020-05-10,68,2,0.03031270607172224
2020-05-11,99,0,0.027861772246935514
2020-05-12,71,0,0.028896968934306117
2020-05-13,77,2,0.026786760302358357
2020-05-14,73,3,0.03401365105866088
2020-05-15,60,2,0.03401365105866088
2020-05-16,52,3,0.03643495856471415
2020-05-17,50,4,0.037826424241894106
2020-05-18,48,0,0.03581658661561813
2020-05-19,59,1,0.034915685714717225
2020-05-20,56,2,0.026673927472958985
2020-05-21,37,1,0.023181863980895494
2020-05-22,37,1,0.026504123117108116
2020-05-23,34,0,0.030576322104561342
2020-05-24,36,2,0.03807932330504154
2020-05-25,43,1,0.03818657341229165
2020-05-26,44,2,0.03757232279804103
2020-05-27,34,3,0.04650089422661246
2020-05-28,36,1,0.0453671073785399
2020-05-29,44,1,0.05503186122934027
2020-05-30,32,2,0.06214379691270452
2020-05-31,21,1,0.0495387548958978
2020-06-01,33,3,0.04557050092764382
2020-06-02,21,2,0.04652542835315949
2020-06-03,27,0,0.0447397140674452
2020-06-04,24,0,0.0447397140674452
2020-06-05,34,1,0.03685474189675875
2020-06-06,20,1,0.02896358543417371
2020-06-07,21,1,0.02896358543417371
2020-06-08,28,1,0.03545709192768021
2020-06-09,25,1,0.0312554112554113
2020-06-10,25,0,0.02411255411255416
2020-06-11,22,1,0.017309833024118784
2020-06-12,18,0,0.01628942486085348
2020-06-13,29,0,0.018093936139048968
2020-06-14,19,0,0.02649729748358678
2020-06-15,35,1,0.025294796281085576
2020-06-16,19,1,0.025294796281085576
2020-06-17,17,1,0.025294796281085576
2020-06-18,27,1,0.025294796281085576
2020-06-19,21,0,0.02121316362802435
2020-06-20,10,0,0.026116726883990353
2020-06-21,9,0,0.017713365539452536
2020-06-22,22,0,0.012422360248447246
2020-06-23,23,2,0.017713365539452536
2020-06-24,28,0,0.017713365539452536
2020-06-25,19,0,0.017713365539452536
2020-06-26,27,1,0.017713365539452536
2020-06-27,16,0,0.011784511784511826
2020-06-28,16,0,0.011784511784511826
2020-06-29,27,0,0.011784511784511826
2020-06-30,22,1,0.006493506493506536
2020-07-01,18,0,0.006493506493506536
2020-07-02,21,0,0.006493506493506536
2020-07-03,26,0,0.006493506493506536
2020-07-04,18,0,4.163336342344337e-17
2020-07-05,13,0,4.163336342344337e-17
2020-07-06,15,0,4.163336342344337e-17
2020-07-07,19,0,0.005714285714285756
2020-07-08,20,0,0.005714285714285756
2020-07-09,19,0,0.017619047619047663
2020-07-10,25,1,0.017619047619047663
2020-07-11,23,0,0.02602240896358548
2020-07-12,12,1,0.02602240896358548
2020-07-13,17,0,0.02602240896358548
2020-07-14,17,1,0.020308123249299762
2020-07-15,14,0,0.03221288515406167
2020-07-16,10,0,0.020308123249299766
2020-07-17,18,0,0.03129713423831076
2020-07-18,12,1,0.02289377289377294
2020-07-19,12,0,0.02289377289377294
2020-07-20,13,1,0.03003663003663008
2020-07-21,16,0,0.03003663003663008
2020-07-22,22,0,0.01813186813186818
2020-07-23,20,1,0.01813186813186818
2020-07-24,18,0,0.01904761904761909
2020-07-25,16,0,0.01904761904761909
2020-07-26,17,0,0.01904761904761909
2020-07-27,12,1,0.011904761904761947
2020-07-28,16,0,0.01700680272108848
2020-07-29,16,0,0.01700680272108848
2020-07-30,13,0,0.01700680272108848
2020-07-31,28,1,0.01159554730983307
2020-08-01,17,0,0.019114344302314273
2020-08-02,11,0,0.024405349593319563
2020-08-03,22,1,0.024405349593319563
2020-08-04,19,1,0.019303308776993038
2020-08-05,27,1,0.019303308776993038
2020-08-06,10,0,0.019303308776993038
2020-08-07,21,0,0.012809802283486544
2020-08-08,17,0,0.00529100529100534
2020-08-09,15,0,0.00529100529100534
2020-08-10,31,0,0.010217113665389577
2020-08-11,18,0,0.010217113665389577
2020-08-12,27,1,0.02042119529804264
2020-08-13,29,1,0.02042119529804264
2020-08-14,30,0,0.02722391638647801
2020-08-15,14,1,0.0378059269684886
2020-08-16,9,0,0.03712321660835888
2020-08-17,21,1,0.03219710823397464
2020-08-18,27,2,0.03219710823397464
2020-08-19,31,1,0.021993026601321578
2020-08-20,25,0,0.021993026601321578
2020-08-21,22,0,0.015190305512886205
2020-08-22,35,0,0.004608294930875624
2020-08-23,24,0,4.7580986769649563e-17
2020-08-24,40,0,4.7580986769649563e-17
2020-08-25,45,0,0.00772200772200777
2020-08-26,50,0,0.00772200772200777
2020-08-27,44,0,0.012051012051012099
2020-08-28,37,2,0.016252692723281007
2020-08-29,33,0,0.016252692723281007
2020-08-30,33,1,0.020220946691534975
2020-08-31,34,1,0.020220946691534975
2020-09-01,39,0,0.012498938969527251
2020-09-02,36,1,0.012498938969527251
2020-09-03,39,0,0.013884220354808638
2020-09-04,39,0,0.016176046176046226
2020-09-05,28,0,0.019839049839049886
2020-09-06,25,1,0.01963019436703652
2020-09-07,44,2,0.02329319803004018
2020-09-08,39,1,0.02329319803004018
2020-09-09,38,1,0.03571555827848738
2020-09-10,39,1,0.040205354196854726
2020-09-11,40,0,0.0368864508779514
2020-09-12,23,2,0.033223447214947736
2020-09-13,28,2,0.02946404871870714
2020-09-14,45,1,0.029047798302456723
2020-09-15,47,0,0.03512682565807983
2020-09-16,45,0,0.030030472735639944
2020-09-17,44,1,0.019826391102986885
2020-09-18,47,2,0.01969130160619526
2020-09-19,39,2,0.022548444463338115
2020-09-20,25,0,0.02815068535969666
2020-09-21,47,1,0.02490393211294341
2020-09-22,50,1,0.021801095233510787
2020-09-23,51,2,0.01867676857977237
2020-09-24,48,0,0.02417127407427786
2020-09-25,48,1,0.02810040151144889
2020-09-26,34,1,0.03063409423382086
2020-09-27,26,1,0.025031853337462318
2020-09-28,41,2,0.03063409423382086
2020-09-29,53,2,0.03361028471001134
2020-09-30,38,0,0.03147899741248363
2020-10-01,51,2,0.025984491917978136
2020-10-02,72,3,0.02219045397759873
2020-10-03,69,1,0.01679961839808391
2020-10-04,49,0,0.019103765863521693
2020-10-05,90,2,0.014672485154516782
2020-10-06,97,0,0.011485081160661175
2020-10-07,124,2,0.011258005758270207
2020-10-08,122,1,0.01388727832619308
2020-10-09,155,3,0.014833554272469027
2020-10-10,155,2,0.01849655793547269
2020-10-11,163,3,0.021983916261540695
2020-10-12,208,6,0.025574860836091822
2020-10-13,234,6,0.02716823738846236
2020-10-14,222,9,0.029162872507796565
2020-10-15,300,10,0.031101706252166048
2020-10-16,295,9,0.03137123577701472
2020-10-17,335,9,0.03084106419421156
2020-10-18,344,11,0.02963176864529337
2020-10-19,423,13,0.02921435659997435
2020-10-20,456,10,0.02910919298149778
2020-10-21,530,17,0.029018312489344965
2020-10-22,559,17,0.028183406774364702
2020-10-23,571,17,0.028127973498095038
2020-10-24,610,16,0.029378484713371726
2020-10-25,574,15,0.03164558953927727
2020-10-26,725,22,0.032495902017496726
2020-10-27,717,22,0.031809681984182096
2020-10-28,730,35,0.034434654605616566
2020-10-29,770,28,0.034180471185951786
2020-10-30,801,20,0.03490537100623898
2020-10-31,695,31,0.035140965355103596
2020-11-01,657,16,0.034068387210888354
2020-11-02,847,30,0.03597608403383941
2020-11-03,866,28,0.03878250139687058
2020-11-04,915,37,0.03871297718430786
2020-11-05,885,44,0.040145953457335945
2020-11-06,919,41,0.04097352415503651
2020-11-07,748,33,0.04453415660770821
2020-11-08,698,24,0.0441738042467343
2020-11-09,825,34,0.04296415937183519
2020-11-10,751,43,0.04241424803686949
2020-11-11,844,32,0.041061108355800215
2020-11-12,800,33,0.04221738292029548
2020-11-13,785,32,0.0423407565079047
2020-11-14,635,22,0.04058872114031271
2020-11-15,565,24,0.042361575909105186
2020-11-16,713,30,0.042164777093885324
2020-11-17,689,31,0.04162299134756024
2020-11-18,616,31,0.04406856800341944
2020-11-19,627,25,0.04301283131656957
2020-11-20,568,21,0.04407933818489586
2020-11-21,425,22,0.04538989869356958
2020-11-22,342,12,0.04470895744152518
2020-11-23,545,27,0.044507404608393385
2020-11-24,480,26,0.046284537996960085
2020-11-25,439,20,0.043279045297086836
2020-11-26,390,15,0.04343568690109686
2020-11-27,425,21,0.04236076151809963
2020-11-28,358,11,0.03686180645017904
2020-11-29,304,11,0.03749636551298411
2020-11-30,357,15,0.040259498333920396
2020-12-01,319,5,0.03734146155399103
2020-12-02,360,18,0.037560291201546574
2020-12-03,346,20,0.03919383935765112
2020-12-04,345,10,0.041623978079806646
2020-12-05,310,10,0.05049594902074311
2020-12-06,294,14,0.04942218618227439
2020-12-07,288,17,0.04571413840368429
2020-12-08,270,21,0.04563179321264344
2020-12-09,306,13,0.04578540304367262
2020-12-10,314,10,0.0481499852401876
2020-12-11,352,10,0.04586183879881535
2020-12-12,270,9,0.04041966192806705
2020-12-13,187,12,0.03923457250768351
2020-12-14,279,12,0.03987978716563702
2020-12-15,252,10,0.04140170275005261
2020-12-16,234,8,0.04327029828953422
2020-12-17,275,10,0.043680010168191216
2020-12-18,256,10,0.042228004831090515
2020-12-19,237,11,0.041130499162156275
2020-12-20,179,12,0.04542606972278708
2020-12-21,274,9,0.04525639015612259
2020-12-22,250,8,0.04271554669107699
2020-12-23,249,16,0.04041405071869494
2020-12-24,199,7,0.035354257463613856
2020-12-25,188,4,0.040115651072152154
2020-12-26,231,7,0.04032382951081386
2020-12-27,253,8,0.037712398565357165
2020-12-28,272,18,0.04143362862234766
2020-12-29,269,9,0.04696554351596468
2020-12-30,261,12,0.04645880387879026
2020-12-31,245,15,0.04562030667903164
2021-01-01,200,12,0.04129911712536587
2021-01-02,299,8,0.039654306353520095
2021-01-03,233,6,0.03431768894793718
2021-01-04,334,12,0.029551872847060734
2021-01-05,319,7,0.025154841307172052
2021-01-06,232,2,0.02838725033668253
2021-01-07,323,9,0.030716536308822782
2021-01-08,308,9,0.034481621067629434
2021-01-09,243,12,0.03604994064361185
2021-01-10,214,9,0.039860430356738474
2021-01-11,289,18,0.041900689896731125
2021-01-12,243,8,0.044345156626912144
2021-01-13,255,9,0.04234098795607681
2021-01-14,261,11,0.04264710513625812
2021-01-15,259,12,0.03965261613988173
2021-01-16,198,7,0.04187209315133133
2021-01-17,181,8,0.042220911924123465
2021-01-18,242,10,0.03686148846125172
2021-01-19,227,11,0.03642691659810843
2021-01-20,212,8,0.03399764352663352
2021-01-21,216,1,0.032171174603465046
2021-01-22,231,10,0.03654937216348079
2021-01-23,218,4,0.033470469280148914
2021-01-24,191,6,0.034059700145816815
2021-01-25,264,19,0.04013686895883468
2021-01-26,223,6,0.03829804148176712
2021-01-27,215,9,0.04262661645254392
2021-01-28,212,10,0.04760539469190376
2021-01-29,263,8,0.041572548975043165
2021-01-30,185,9,0.043546570732763155
2021-01-31,166,11,0.043034720282112214
2021-02-01,269,8,0.04399925704021168
2021-02-02,221,9,0.04498870666730863
2021-02-03,209,8,0.04824298135015474
2021-02-04,204,11,0.047135206786855954
2021-02-05,241,9,0.04830538643415393
2021-02-06,168,12,0.049571499999732725
2021-02-07,188,11,0.0499821787729846
2021-02-08,290,11,0.047340964807083274
2021-02-09,242,12,0.0462704430825701
2021-02-10,243,10,0.042049906700477986
2021-02-11,254,9,0.03964362503887718
2021-02-12,201,6,0.04062149431319524
2021-02-13,191,8,0.03761930170061302
2021-02-14,216,9,0.037755444526814334
2021-02-15,268,12,0.042123091640232084
2021-02-16,245,7,0.0487746936208369
2021-02-17,285,12,0.04708760379455091
2021-02-18,303,20,0.0490424447715321
2021-02-19,301,23,0.04999279506090158
2021-02-20,266,8,0.05217339332760552
2021-02-21,271,15,0.055735370897227896
2021-02-22,350,18,0.055458263998316756
2021-02-23,365,16,0.058178633329981765
2021-02-24,358,24,0.06421809521836828
2021-02-25,359,23,0.0683540626577769
2021-02-26,440,42,0.076912867623062
2021-02-27,387,28,0.08319543957068033
2021-02-28,344,29,0.08617422797850156
2021-03-01,485,54,0.09256725067697978
2021-03-02,558,49,0.08631096084135415
2021-03-03,512,45,0.08557644009546599
2021-03-04,533,58,0.08738793052965088
2021-03-05,542,28,0.08324437669475807
2021-03-06,491,33,0.08716446486853678
2021-03-07,464,45,0.08703102154555542
2021-03-08,668,55,0.08367122787103465
2021-03-09,590,68,0.08867210645124902
2021-03-10,598,52,0.09174151733789183
2021-03-11,551,47,0.09427580229866193
2021-03-12,600,52,0.09374718594087306
2021-03-13,575,51,0.08868294636550889
2021-03-14,523,60,0.08862322347969906
2021-03-15,674,53,0.08866761559811455
2021-03-16,614,49,0.08837647323443333
2021-03-17,624,54,0.08977075127467411
2021-03-18,549,47,0.08352377434056295
2021-03-19,579,49,0.08464808512265201
2021-03-20,518,51,0.08548473081035224
2021-03-21,493,35,0.08542437815773245
2021-03-22,578,50,0.08424265374803304
2021-03-23,537,46,0.08292483654943332
2021-03-24,569,49,0.0820176457926185
2021-03-25,556,43,0.08297854471355905
2021-03-26,557,42,0.08257174431887612
2021-03-27,456,42,0.08283444716537784
2021-03-28,386,30,0.08357306346306625
2021-03-29,514,43,0.08404047664736476
2021-03-30,480,42,0.0842574948177043
2021-03-31,482,44,0.08324245722371934
2021-04-01,459,37,0.08508979305511481
2021-04-02,468,36,0.08406545942311593
2021-04-03,400,34,0.08422779708545358
2021-04-04,353,32,0.08364110853196005
2021-04-05,353,27,0.08842740743590602
2021-04-06,440,39,0.09181121874654659
2021-04-07,390,34,0.09382139123659525
2021-04-08,333,38,0.09003558913981981
2021-04-09,328,33,0.09125655506564785
2021-04-10,323,32,0.0893206922936076
2021-04-11,265,17,0.0850297451455176
2021-04-12,294,25,0.08269120897239497
2021-04-13,293,22,0.08078591914027587
2021-04-14,245,14,0.07973332618859277
2021-04-15,266,26,0.08197346752814748
2021-04-16,275,24,0.07832915265934282
2021-04-17,229,21,0.07903124919761682
2021-04-18,238,19,0.08498430235563892
2021-04-19,252,15,0.08639558199612386
2021-04-20,225,18,0.07885415790297563
2021-04-21,253,25,0.07945235135873921
2021-04-22,223,24,0.08415423211104013
2021-04-23,232,8,0.0909569531994755
2021-04-24,219,21,0.09289924735851843
2021-04-25,204,23,0.08538556995079646
2021-04-26,224,24,0.08083332100392869
2021-04-27,203,19,0.08730895642565446
2021-04-28,238,11,0.08537503217102109
2021-04-29,198,15,0.0834655727350728
2021-04-30,213,17,0.07970346183010475
2021-05-01,170,14,0.08313931893156602
2021-05-02,161,16,0.09033537917384475
2021-05-03,198,16,0.09333775314396066
2021-05-04,204,24,0.09359781692802559
2021-05-05,176,17,0.09352142273398432
2021-05-06,155,15,0.09148249430414801
2021-05-07,147,12,0.08674120384857184
2021-05-08,110,9,0.0837189423123784
2021-05-09,94,8,0.08162984288721341
2021-05-10,126,6,0.08416264620799997
2021-05-11,114,11,0.0846302186817334
2021-05-12,122,10,0.08676679178604844
2021-05-13,131,15,0.0844126586434297
2021-05-14,106,9,0.0848128187074553
2021-05-15,93,9,0.09050887703509258
2021-05-16,102,7,0.0902935280351195
2021-05-17,119,6,0.07972734571321201
2021-05-18,66,9,0.0729551085164465
2021-05-19,87,7,0.06155153122987304
2021-05-20,74,3,0.06490550439808769
2021-05-21,80,3,0.06610598459016452
2021-05-22,59,1,0.05614927463345457
2021-05-23,76,7,0.05331303041790001
2021-05-24,68,4,0.05360055198201731
2021-05-25,45,3,0.06339492427638961
2021-05-26,66,4,0.06746712326384284
2021-05-27,47,2,0.06080273502050722
2021-05-28,66,7,0.06080273502050722
2021-05-29,66,3,0.05893198672118749
2021-05-30,44,2,0.06531157204814124
2021-05-31,51,3,0.06716905262902607
2021-06-01,56,3,0.057848441267598374
2021-06-02,38,4,0.059076942496099606
2021-06-03,36,2,0.06190020618892851
2021-06-04,49,2,0.0534968448443907
2021-06-05,37,2,0.05400704892602336
2021-06-06,46,3,0.047372816285598765
2021-06-07,45,0,0.04592981484259733
2021-06-08,35,2,0.05438462533822415
2021-06-09,34,2,0.056866699248869494
2021-06-10,44,2,0.05813193964454467
2021-06-11,20,2,0.05813193964454467
2021-06-12,28,2,0.04996867433842222
2021-06-13,27,2,0.051417529742652866
2021-06-14,21,0,0.05734638349759358
2021-06-15,33,0,0.043060669211879295
2021-06-16,29,2,0.032856587579226236
2021-06-17,23,2,0.04013171985435852
2021-06-18,20,0,0.04013171985435852
2021-06-19,17,0,0.052036481759120415
2021-06-20,16,2,0.04218426501035195
2021-06-21,18,0,0.03597308488612834
2021-06-22,24,2,0.08061594202898549
2021-06-23,17,0,0.08061594202898549
2021-06-24,23,1,0.07296288080449569
2021-06-25,16,5,0.07296288080449569
2021-06-26,17,0,0.06105811889973379
2021-06-27,14,1,0.06105811889973379
2021-06-28,16,0,0.05484693877551018
2021-06-29,17,0,0.04081632653061223
2021-06-30,18,0,0.0627943485086342
2021-07-01,18,0,0.05259026687598115
2021-07-02,14,3,0.05259026687598115
2021-07-03,13,2,0.06052677481248909
2021-07-04,18,0,0.06052677481248909
2021-07-05,15,0,0.06647915576487004
2021-07-06,18,1,0.04338570785939206
2021-07-07,16,0,0.03644527986633249
2021-07-08,24,1,0.04239766081871344
2021-07-09,19,1,0.04239766081871344
2021-07-10,19,2,0.046883513130652706
2021-07-11,24,1,0.046883513130652706
2021-07-12,18,0,0.040931132178271754
2021-07-13,23,2,0.03890684068029605
2021-07-14,23,0,0.028631151457238404
2021-07-15,19,0,0.03855178637787332
2021-07-16,26,1,0.050456548282635225
2021-07-17,30,1,0.04467870630661326
2021-07-18,27,3,0.048163026864104556
2021-07-19,24,2,0.05548903419011188
2021-07-20,43,2,0.05713738583846352
2021-07-21,41,1,0.05683976679084447
2021-07-22,39,2,0.0409667509178286
2021-07-23,40,2,0.03246334955728438
2021-07-24,32,1,0.032030011409082744
2021-07-25,46,0,0.03982388634031325
2021-07-26,42,1,0.04643516124427109
2021-07-27,46,2,0.05357801838712824
2021-07-28,38,3,0.05546293902204887
2021-07-29,41,4,0.05912594268505254
2021-07-30,50,5,0.061115417720349674
2021-07-31,45,2,0.05754974024162872
2021-08-01,39,1,0.04993454841591057
2021-08-02,53,2,0.03599726618594542
2021-08-03,54,1,0.026473456662135898
2021-08-04,39,1,0.02764304730541075
2021-08-05,60,0,0.04241322336590939
2021-08-06,60,2,0.037022387786394564
2021-08-07,38,2,0.039871390635397415
2021-08-08,31,4,0.0498138291492645
2021-08-09,50,0,0.05616303549847085
2021-08-10,52,2,0.060329702165137514
2021-08-11,42,4,0.05888993252827941
2021-08-12,45,2,0.04331389566191997
2021-08-13,48,3,0.06149571384373815
2021-08-14,47,2,0.06033021267823698
2021-08-15,50,1,0.05267715145374719
2021-08-16,55,7,0.0549859537625495
2021-08-17,33,1,0.04605738233397807
2021-08-18,48,2,0.04272560772560772
2021-08-19,33,2,0.059348984348984335
2021-08-20,48,0,0.043812668812668806
2021-08-21,52,1,0.03948366448366447
2021-08-22,44,6,0.03685354266749614
2021-08-23,54,1,0.044522064621732374
2021-08-24,39,0,0.05880777890744666
2021-08-25,43,1,0.10367957377924152
2021-08-26,35,4,
2021-08-27,40,4,
2021-08-28,3,1,
