date,hospitalizations,intensive_care,intensive_care_/_hospitalizations_7_days_moving_average
2020-02-20,5,1.0,
2020-02-21,9,1.0,
2020-02-22,3,1.0,
2020-02-23,8,1.0,0.16312349501203988
2020-02-24,17,1.0,0.15286708475562963
2020-02-25,24,5.0,0.17183727445752664
2020-02-26,38,4.0,0.15483047173643819
2020-02-27,39,5.0,0.1634283553343218
2020-02-28,41,10.0,0.17382198647098696
2020-02-29,56,12.0,0.15474098958625176
2020-03-01,54,10.0,0.15936263544401547
2020-03-02,76,10.0,0.1631064406584089
2020-03-03,107,8.0,0.15160590548498995
2020-03-04,109,15.0,0.1361308412871254
2020-03-05,136,21.0,0.1302307994158605
2020-03-06,153,25.0,0.12579932968006852
2020-03-07,151,16.0,0.12792165630424665
2020-03-08,139,20.0,0.12847147569497006
2020-03-09,179,18.0,0.12358003413980721
2020-03-10,212,19.0,0.12236338586433541
2020-03-11,205,29.0,0.12944842738646303
2020-03-12,233,28.0,0.12805053092530683
2020-03-13,297,46.0,0.12823046272535035
2020-03-14,270,42.0,0.13026402347622815
2020-03-15,261,35.0,0.12304197722979167
2020-03-16,275,28.0,0.12094997213996485
2020-03-17,337,35.0,0.11253246372245643
2020-03-18,330,30.0,0.10198026162095855
2020-03-19,398,42.0,0.0969269041625934
2020-03-20,396,38.0,0.0936123570744614
2020-03-21,355,29.0,0.09104550047254265
2020-03-22,314,31.0,0.0897386312411451
2020-03-23,318,25.0,0.08113225705214078
2020-03-24,326,28.0,0.07776208920828873
2020-03-25,318,26.0,0.07517197223526413
2020-03-26,265,12.0,0.07352245402523637
2020-03-27,304,22.0,0.07186092455834445
2020-03-28,236,15.0,0.06962959594664773
2020-03-29,195,17.0,0.06350500774658785
2020-03-30,209,14.0,0.06880994539653898
2020-03-31,185,13.0,0.06097786519603773
2020-04-01,180,7.0,0.057951230813471144
2020-04-02,182,15.0,0.050553908371900914
2020-04-03,171,3.0,0.04528098580574526
2020-04-04,118,5.0,0.041795455714710585
2020-04-05,113,4.0,0.046778541845337696
2020-04-06,133,4.0,0.04193941426002425
2020-04-07,109,5.0,0.04462795379066905
2020-04-08,122,9.0,0.04868846505082033
2020-04-09,103,5.0,0.04804983718839902
2020-04-10,110,4.0,0.05225678312466826
2020-04-11,113,8.0,0.05669271416610389
2020-04-12,97,3.0,0.051024202350051104
2020-04-13,84,5.0,0.051161525375002695
2020-04-14,117,9.0,0.057996795368167424
2020-04-15,88,3.0,0.05476769692635974
2020-04-16,101,5.0,0.053044852565896236
2020-04-17,95,8.0,0.05450822861398989
2020-04-18,83,4.0,0.045531290059586546
2020-04-19,53,1.0,0.04870944992788725
2020-04-20,86,6.0,0.045300317805883845
2020-04-21,71,1.0,0.0402960037420357
2020-04-22,71,4.0,0.041982750729987514
2020-04-23,78,2.0,0.0392873329402301
2020-04-24,61,3.0,0.04052503732430931
2020-04-25,50,3.0,0.047441536318273095
2020-04-26,39,0.0,0.04718545437205031
2020-04-27,51,4.0,0.046217868498804056
2020-04-28,48,3.0,0.04352111170368661
2020-04-29,55,3.0,0.05082269900527391
2020-04-30,53,1.0,0.06272746091003581
2020-05-01,33,1.0,0.061975940789792586
2020-05-02,36,4.0,0.06687225415384788
2020-05-03,24,2.0,0.06457455185614558
2020-05-04,41,3.0,0.0669811748827147
2020-05-05,31,3.0,0.0675782789280946
2020-05-06,52,2.0,0.06599097734079301
2020-05-07,28,1.0,0.05408621543603111
2020-05-08,29,1.0,0.05179651906967969
2020-05-09,20,2.0,0.03797163427705297
2020-05-10,22,0.0,0.03247712878254747
2020-05-11,35,2.0,0.03531159590272888
2020-05-12,24,0.0,0.03832199546485258
2020-05-13,14,0.0,0.03702329416615128
2020-05-14,18,1.0,0.03702329416615128
2020-05-15,18,1.0,0.02886002886002883
2020-05-16,11,1.0,0.02886002886002883
2020-05-17,11,0.0,0.02886002886002883
2020-05-18,16,0.0,0.030447330447330417
2020-05-19,15,0.0,0.02251082251082248
2020-05-20,19,0.0,0.009523809523809493
2020-05-21,15,1.0,0.009523809523809493
2020-05-22,11,0.0,0.02380952380952378
2020-05-23,7,0.0,0.02380952380952378
