date,intensive_care,deceased,deceduti/terapia intensiva 35gg
2020-08-06,3,0.0,0.1686046511627907
2020-08-07,4,1.0,0.17582417582417584
2020-08-08,6,0.0,0.1774193548387097
2020-08-09,1,0.0,0.17989417989417988
2020-08-10,5,2.0,0.19148936170212766
2020-08-11,4,1.0,0.18848167539267016
2020-08-12,5,0.0,0.1958762886597938
2020-08-13,6,1.0,0.2318840579710145
2020-08-14,10,1.0,0.22119815668202766
2020-08-15,6,1.0,0.21973094170403587
2020-08-16,4,3.0,0.22943722943722944
2020-08-17,6,0.0,0.24152542372881355
2020-08-18,10,1.0,0.2581967213114754
2020-08-19,6,1.0,0.268
2020-08-20,6,0.0,0.2627450980392157
2020-08-21,2,0.0,0.26515151515151514
2020-08-22,5,0.0,0.2633587786259542
2020-08-23,7,3.0,0.27017543859649124
2020-08-24,10,3.0,0.2773972602739726
2020-08-25,9,3.0,0.2814569536423841
2020-08-26,8,2.0,0.2761904761904762
2020-08-27,5,2.0,0.28
2020-08-28,7,1.0,0.2852941176470588
2020-08-29,7,3.0,0.2916666666666667
2020-08-30,16,10.0,0.2991913746630728
2020-08-31,14,2.0,0.3069053708439898
2020-09-01,11,1.0,0.3153846153846154
2020-09-02,13,6.0,0.31695331695331697
2020-09-03,10,4.0,0.315035799522673
2020-09-04,11,6.0,0.32167832167832167
2020-09-05,12,5.0,0.3295194508009153
2020-09-06,9,1.0,0.34151785714285715
2020-09-07,13,3.0,0.34549356223175964
2020-09-08,8,1.0,0.34854771784232363
2020-09-09,26,9.0,0.35080645161290325
2020-09-10,10,4.0,0.35363457760314343
2020-09-11,14,5.0,0.3504761904761905
2020-09-12,19,2.0,0.3584558823529412
2020-09-13,11,4.0,0.3613595706618962
2020-09-14,20,8.0,0.35751295336787564
2020-09-15,24,9.0,0.35845896147403683
2020-09-16,16,6.0,0.3633440514469453
2020-09-17,26,10.0,0.35769828926905134
2020-09-18,9,4.0,0.3596358118361153
2020-09-19,23,7.0,0.37117903930131
2020-09-20,16,6.0,0.3685636856368564
2020-09-21,16,6.0,0.36658031088082904
2020-09-22,18,7.0,0.364190012180268
2020-09-23,17,10.0,0.3652275379229872
2020-09-24,24,8.0,0.36813186813186816
2020-09-25,18,7.0,0.37577639751552794
2020-09-26,19,6.0,0.3745173745173745
2020-09-27,20,9.0,0.37602927721866425
2020-09-28,26,7.0,0.36789297658862874
2020-09-29,28,14.0,0.3672360248447205
2020-09-30,23,9.0,0.3696441539578795
2020-10-01,25,7.0,0.37206178643384824
2020-10-02,25,8.0,0.3766478342749529
2020-10-03,32,15.0,0.37850467289719625
2020-10-04,37,14.0,0.3767268862911796
2020-10-05,30,9.0,0.3750620963735718
2020-10-06,39,19.0,0.3723356009070295
2020-10-07,64,23.0,0.370907583920431
2020-10-08,44,15.0,0.37475952289342057
2020-10-09,60,22.0,0.3743807501769285
2020-10-10,48,19.0,0.3747547416612165
2020-10-11,62,23.0,0.3732691149909693
2020-10-12,69,31.0,0.37871982032565976
2020-10-13,78,26.0,0.38107752956636004
2020-10-14,83,32.0,0.3802057814796668
2020-10-15,113,33.0,0.3785284590467376
2020-10-16,106,38.0,0.3852090032154341
2020-10-17,108,38.0,0.3850620744893873
2020-10-18,123,49.0,0.3854069223573433
2020-10-19,124,54.0,0.38735592036325533
2020-10-20,143,57.0,0.38621821164889253
2020-10-21,186,67.0,0.38415965076395386
2020-10-22,157,56.0,0.3842269419278182
2020-10-23,201,70.0,0.3853431234114657
2020-10-24,231,81.0,0.3853284965739621
2020-10-25,202,85.0,0.38896053649729173
2020-10-26,243,90.0,0.38949320148331273
2020-10-27,250,95.0,0.39137152365105776
2020-10-28,281,104.0,0.3927832682142036
2020-10-29,264,117.0,0.3946458449525934
2020-10-30,261,108.0,0.39776271915671724
2020-10-31,296,108.0,0.39962535123321885
2020-11-01,260,93.0,0.40170768458061273
2020-11-02,369,168.0,0.40465707856374133
2020-11-03,357,140.0,0.4053099035431191
2020-11-04,374,146.0,0.4079676782861975
2020-11-05,406,165.0,0.4089143702607731
2020-11-06,394,144.0,0.409944651120588
2020-11-07,351,125.0,0.4098360655737705
2020-11-08,356,137.0,0.41107974594213126
2020-11-09,379,151.0,0.4122822299651568
2020-11-10,400,158.0,0.41497363188380737
2020-11-11,375,171.0,0.4165153480328578
2020-11-12,380,150.0,0.41736284557746967
2020-11-13,384,164.0,0.4196551724137931
2020-11-14,336,144.0,0.4207758620689655
2020-11-15,325,143.0,0.42294061716656584
2020-11-16,401,191.0,0.4236921746649373
2020-11-17,390,168.0,0.4246207195491981
2020-11-18,429,191.0,0.42637688749236274
2020-11-19,379,170.0,0.4280193236714976
2020-11-20,356,146.0,0.42738847831893867
2020-11-21,280,136.0,0.42976995940460083
2020-11-22,294,129.0,0.43119685471335834
2020-11-23,331,150.0,0.4327512539476129
2020-11-24,346,139.0,0.43510366373189435
2020-11-25,298,127.0,0.43867243867243866
2020-11-26,301,129.0,0.44099500538634806
2020-11-27,288,137.0,0.44189754833565875
2020-11-28,229,98.0,0.44392475851550584
2020-11-29,248,114.0,0.44355509355509354
2020-11-30,232,112.0,0.4457282170871317
2020-12-01,250,108.0,0.44703711742999785
2020-12-02,250,116.0,0.44710048694112436
2020-12-03,260,124.0,0.44735062006764376
2020-12-04,231,106.0,0.44684289507099156
2020-12-05,218,95.0,0.44787599100698144
2020-12-06,188,81.0,0.44841899645952876
2020-12-07,215,95.0,0.4473519469137348
2020-12-08,211,104.0,0.4478014913859604
2020-12-09,226,98.0,0.44628855201254575
2020-12-10,235,108.0,0.44707446808510637
2020-12-11,191,81.0,0.446875
2020-12-12,183,89.0,0.45024288688410824
2020-12-13,172,80.0,0.45100803609192164
2020-12-14,202,82.0,0.4514695340501792
2020-12-15,201,90.0,0.44918847784763855
2020-12-16,160,72.0,0.45057369814651366
2020-12-17,194,88.0,0.44966342557965594
2020-12-18,164,78.0,0.44850398436325367
2020-12-19,158,65.0,0.4508433368788938
2020-12-20,159,71.0,0.4509834050399508
2020-12-21,194,94.0,0.4468944099378882
2020-12-22,178,82.0,0.44743008904858617
2020-12-23,169,79.0,0.44727730563424617
2020-12-24,175,70.0,0.44906969410280667
2020-12-25,147,56.0,0.45054597246399747
2020-12-26,154,68.0,0.44739351557533374
2020-12-27,162,76.0,0.4470474967907574
2020-12-28,171,77.0,0.4491580310880829
2020-12-29,191,94.0,0.4483319772172498
2020-12-30,186,82.0,0.4449346405228758
2020-12-31,183,79.0,0.44673539518900346
2021-01-01,152,60.0,0.450278962914342
2021-01-02,188,89.0,0.4501570507521904
2021-01-03,135,57.0,0.4494214876033058
2021-01-04,198,89.0,0.4491792405902835
2021-01-05,180,92.0,0.4488778054862843
2021-01-06,177,84.0,0.4500998003992016
2021-01-07,192,67.0,0.45048511207761793
2021-01-08,192,92.0,0.45018450184501846
2021-01-09,171,73.0,0.4495103005741304
2021-01-10,176,87.0,0.4481935923653715
2021-01-11,192,94.0,0.4498802600068423
2021-01-12,184,72.0,0.45067764625150114
2021-01-13,166,69.0,0.45085212601136165
2021-01-14,179,96.0,0.45114345114345117
2021-01-15,160,62.0,0.4498612074947953
2021-01-16,158,57.0,0.44772727272727275
2021-01-17,163,87.0,0.4473637806383354
2021-01-18,185,96.0,0.4496179136307091
2021-01-19,156,69.0,0.4498404820985466
2021-01-20,161,68.0,0.44926759556984636
2021-01-21,175,78.0,0.44932975871313674
2021-01-22,148,69.0,0.4474918801876579
2021-01-23,155,71.0,0.44408192858437556
2021-01-24,125,58.0,0.44464675892206845
2021-01-25,178,85.0,0.4455682236116219
2021-01-26,138,60.0,0.44460994228262896
2021-01-27,115,47.0,0.44511278195488724
2021-01-28,153,70.0,0.4428191489361702
2021-01-29,130,53.0,0.4412777352716144
2021-01-30,134,60.0,0.44143104443162146
2021-01-31,125,61.0,0.4430061823802164
2021-02-01,163,66.0,0.43558994197292067
2021-02-02,147,62.0,0.4376214535561601
2021-02-03,137,58.0,0.43916165340578306
2021-02-04,139,72.0,0.4342590794328996
2021-02-05,167,68.0,0.4289860681114551
2021-02-06,144,66.0,0.42958693563880884
2021-02-07,132,56.0,0.42996742671009774
2021-02-08,145,55.0,0.42924976258309594
2021-02-09,155,62.0,0.4262572989263515
2021-02-10,152,76.0,0.4237319857757814
2021-02-11,138,48.0,0.4223994066382348
2021-02-12,125,57.0,0.41785845251191783
2021-02-13,120,53.0,0.41487839771101576
2021-02-14,120,50.0,0.4140038414527676
2021-02-15,156,70.0,0.4119469788259597
2021-02-16,155,60.0,0.40869565217391307
2021-02-17,143,67.0,0.40474243663123466
2021-02-18,173,55.0,0.4033478190890069
2021-02-19,136,62.0,0.39930445779323426
2021-02-20,165,68.0,0.3950617283950617
2021-02-21,159,60.0,0.3952230734565119
2021-02-22,204,77.0,0.39129151291512915
2021-02-23,193,88.0,0.389281083417375
2021-02-24,175,76.0,0.3883467684910197
2021-02-25,221,94.0,0.38787962834558315
2021-02-26,192,72.0,0.38549824466648663
2021-02-27,189,72.0,0.38655793765618834
2021-02-28,175,72.0,0.3829567462879277
2021-03-01,239,86.0,0.38275818480596635
2021-03-02,276,101.0,0.38086442556335426
2021-03-03,250,98.0,0.3795558773835385
2021-03-04,235,92.0,0.3780994186736268
2021-03-05,301,104.0,0.3768504487702529
2021-03-06,269,91.0,0.3779662959990829
2021-03-07,223,92.0,0.3761021930816188
2021-03-08,276,86.0,0.3759707122254271
2021-03-09,301,96.0,0.3733984799131379
2021-03-10,314,129.0,0.37419631375910845
2021-03-11,257,92.0,0.37460250158999364
2021-03-12,333,119.0,0.37367925515221256
2021-03-13,274,110.0,0.3716146371718007
2021-03-14,272,107.0,0.3708256504814587
2021-03-15,340,113.0,0.3696697003783618
2021-03-16,352,146.0,0.36817536025979297
2021-03-17,294,103.0,0.36858097842601034
2021-03-18,304,110.0,0.3686924866012741
2021-03-19,335,122.0,0.37060020345879957
2021-03-20,285,105.0,0.3716768916155419
2021-03-21,263,92.0,0.3716486902927581
2021-03-22,306,116.0,0.37184115523465705
2021-03-23,299,124.0,0.3734977531612499
2021-03-24,266,97.0,0.3768467707893626
2021-03-25,341,117.0,0.37908984333368856
2021-03-26,332,112.0,0.3826574633304573
2021-03-27,287,121.0,0.3871708010053546
2021-03-28,261,102.0,0.38896306186025814
2021-03-29,329,115.0,0.38996051889452904
2021-03-30,308,111.0,0.39299296992047944
2021-03-31,263,101.0,0.39396075666784164
2021-04-01,238,89.0,0.3964752427766455
2021-04-02,267,85.0,0.4010083620265617
2021-04-03,208,83.0,0.4020163831127914
2021-04-04,191,79.0,0.4055619930475087
2021-04-05,180,83.0,0.4084915611814346
2021-04-06,226,93.0,0.4119804400977995
2021-04-07,205,81.0,0.41621471283548883
2021-04-08,195,79.0,0.41906116642958746
2021-04-09,175,73.0,0.42244897959183675
2021-04-10,176,88.0,0.42457348099371445
2021-04-11,130,78.0,0.42771822358346095
2021-04-12,165,77.0,0.433624107850912
2021-04-13,180,91.0,0.44188722669735325
2021-04-14,151,82.0,0.4432937181663837
2021-04-15,134,53.0,0.44623185871655885
2021-04-16,145,72.0,0.45451243871436353
2021-04-17,108,53.0,0.46010887929416183
2021-04-18,102,61.0,0.4642372552820314
2021-04-19,131,67.0,0.46863763483819415
2021-04-20,155,75.0,0.47793660658794285
2021-04-21,126,63.0,0.482721843003413
2021-04-22,121,58.0,0.48520710059171596
2021-04-23,113,57.0,0.4853171934543824
2021-04-24,114,65.0,0.48917849662555274
2021-04-25,102,45.0,0.4931341845338473
2021-04-26,136,68.0,0.49763740363093756
2021-04-27,121,63.0,0.5010235414534289
2021-04-28,114,53.0,0.5014500395465331
2021-04-29,116,58.0,0.4968893697592643
2021-04-30,110,66.0,0.49832589285714285
2021-05-01,94,44.0,0.49797453703703703
2021-05-02,90,43.0,0.49702203692674213
2021-05-03,117,66.0,0.5006131207847946
2021-05-04,128,59.0,0.5011030570438071
2021-05-05,95,45.0,0.5019305019305019
2021-05-06,85,40.0,0.4996704021094265
2021-05-07,88,46.0,0.49659400544959126
2021-05-08,69,39.0,0.4975124378109453
2021-05-09,66,30.0,0.49541956760718214
2021-05-10,78,34.0,0.4950570342205323
2021-05-11,62,30.0,0.4950806768988587
2021-05-12,59,26.0,0.4903964037597058
2021-05-13,65,33.0,0.4924114671163575
2021-05-14,62,30.0,0.49316277018085575
2021-05-15,61,32.0,0.49147858129894056
2021-05-16,34,13.0,0.4920558497833414
2021-05-17,52,26.0,0.4919110212335693
2021-05-18,52,26.0,0.48625792811839325
2021-05-19,53,30.0,0.48653106102253985
2021-05-20,38,17.0,0.4873708381171068
2021-05-21,56,29.0,0.4823386114494519
2021-05-22,43,23.0,0.4839973873285434
2021-05-23,28,17.0,0.481786941580756
2021-05-24,33,9.0,0.48191027496382055
2021-05-25,33,17.0,0.4785932721712538
2021-05-26,41,15.0,0.4720447284345048
2021-05-27,22,8.0,0.46950710108604843
2021-05-28,24,13.0,0.4720496894409938
2021-05-29,20,7.0,0.472910927456382
2021-05-30,27,13.0,0.47555129434324067
2021-05-31,31,18.0,0.4726166328600406
2021-06-01,25,12.0,0.4714747039827772
2021-06-02,20,8.0,0.46842709529276694
2021-06-03,17,9.0,0.47030878859857483
2021-06-04,24,13.0,0.46867167919799496
2021-06-05,21,9.0,0.46684350132625996
2021-06-06,13,7.0,0.4590395480225989
2021-06-07,17,9.0,0.4566813509544787
2021-06-08,17,8.0,0.4482758620689655
2021-06-09,19,5.0,0.4427860696517413
2021-06-10,12,5.0,0.4349315068493151
2021-06-11,14,6.0,0.44642857142857145
2021-06-12,13,4.0,0.44150943396226416
2021-06-13,11,1.0,0.4491869918699187
2021-06-14,8,4.0,0.45147679324894513
2021-06-15,24,13.0,0.45154185022026433
2021-06-16,13,7.0,0.459954233409611
2021-06-17,8,3.0,0.45985401459854014
2021-06-18,5,2.0,0.4512820512820513
2021-06-19,3,2.0,0.45161290322580644
2021-06-20,5,1.0,0.45403899721448465
2021-06-21,8,4.0,0.4469914040114613
2021-06-22,8,4.0,0.44108761329305135
2021-06-23,7,3.0,0.4405144694533762
2021-06-24,11,3.0,0.43790849673202614
2021-06-25,13,4.0,0.44107744107744107
2021-06-26,8,4.0,0.43205574912891986
2021-06-27,9,4.0,0.43956043956043955
2021-06-28,9,5.0,0.43333333333333335
2021-06-29,3,1.0,0.43018867924528303
2021-06-30,3,2.0,0.44061302681992337
2021-07-01,4,1.0,0.4580152671755725
2021-07-02,4,4.0,0.4524714828897338
2021-07-03,3,3.0,0.43724696356275305
2021-07-04,1,1.0,0.4326530612244898
2021-07-05,10,5.0,0.42971887550200805
2021-07-06,7,4.0,0.42528735632183906
2021-07-07,7,3.0,0.42592592592592593
2021-07-08,7,2.0,0.4343065693430657
2021-07-09,6,3.0,0.43617021276595747
2021-07-10,1,0.0,0.4357142857142857
2021-07-11,8,4.0,0.4300341296928328
2021-07-12,8,6.0,0.4485049833887043
2021-07-13,7,1.0,0.44871794871794873
2021-07-14,5,1.0,0.4416403785488959
2021-07-15,9,2.0,0.43543543543543545
2021-07-16,9,3.0,0.43352601156069365
2021-07-17,9,5.0,0.43137254901960786
2021-07-18,12,6.0,0.42480211081794195
2021-07-19,9,3.0,0.4175
2021-07-20,8,2.0,0.4052757793764988
2021-07-21,11,5.0,0.4050925925925926
2021-07-22,12,4.0,0.4142538975501114
2021-07-23,17,6.0,0.4188034188034188
2021-07-24,12,6.0,0.4154786150712831
2021-07-25,9,5.0,0.41825095057034223
2021-07-26,16,8.0,0.42047531992687387
2021-07-27,6,3.0,0.42807625649913345
2021-07-28,20,7.0,0.4292845257903494
2021-07-29,19,12.0,0.42604501607717044
2021-07-30,24,9.0,0.42835365853658536
2021-07-31,13,4.0,0.42670537010159654
2021-08-01,25,9.0,0.43424657534246575
2021-08-02,22,10.0,0.4389920424403183
2021-08-03,14,5.0,0.43902439024390244
2021-08-04,25,9.0,0.4396014943960149
2021-08-05,25,7.0,0.44028950542822676
2021-08-06,21,6.0,0.4456140350877193
2021-08-07,18,9.0,0.45186862967157415
2021-08-08,18,12.0,0.4610318331503842
2021-08-09,29,15.0,0.46294307196562834
2021-08-10,30,12.0,0.4677930306230201
2021-08-11,42,19.0,0.47070914696813976
2021-08-12,28,12.0,0.4716417910447761
2021-08-13,36,20.0,0.47327502429543244
2021-08-14,25,11.0,0.47264150943396227
2021-08-15,29,11.0,0.4713493530499076
2021-08-16,42,22.0,0.47229791099000906
2021-08-17,40,14.0,0.47419928825622776
2021-08-18,46,24.0,0.47171453437771976
2021-08-19,33,16.0,0.4756521739130435
2021-08-20,34,14.0,0.4734133790737564
2021-08-21,33,16.0,0.47691015952980687
2021-08-22,38,18.0,0.4794979079497908
2021-08-23,35,19.0,0.4871369294605809
2021-08-24,36,20.0,0.4913294797687861
2021-08-25,39,26.0,0.49308380797396256
2021-08-26,32,15.0,0.49114331723027377
2021-08-27,33,18.0,0.49238171611868486
2021-08-28,38,21.0,0.49555375909458366
2021-08-29,41,21.0,0.4939073923639318
2021-08-30,40,21.0,0.4931174089068826
2021-08-31,37,17.0,0.49145646867371845
2021-09-01,42,16.0,0.4911003236245955
2021-09-02,38,22.0,0.4943181818181818
2021-09-03,47,22.0,0.4909539473684211
2021-09-04,38,13.0,0.4933884297520661
2021-09-05,26,14.0,0.4907563025210084
2021-09-06,38,15.0,0.4894869638351556
2021-09-07,39,21.0,0.48983050847457626
2021-09-08,29,14.0,0.489778534923339
2021-09-09,35,21.0,0.4895652173913044
2021-09-10,27,14.0,0.4868421052631579
2021-09-11,36,20.0,0.4853072128227961
2021-09-12,31,16.0,0.47704770477047703
2021-09-13,34,19.0,0.4763205828779599
2021-09-14,20,11.0,0.47378104875804966
2021-09-15,36,14.0,0.47058823529411764
2021-09-16,32,13.0,0.46934865900383144
2021-09-17,30,15.0,0.47024390243902436
2021-09-18,32,14.0,0.4721669980119284
2021-09-19,25,13.0,0.4766734279918864
2021-09-20,26,10.0,0.47384937238493724
2021-09-21,34,14.0,0.4762419006479482
2021-09-22,26,11.0,0.47624309392265196
2021-09-23,32,14.0,0.474972191323693
2021-09-24,25,10.0,0.478310502283105
2021-09-25,27,13.0,0.47202797202797203
2021-09-26,14,6.0,0.4728132387706856
2021-09-27,25,11.0,0.4661016949152542
2021-09-28,19,10.0,0.4666666666666667
2021-09-29,27,11.0,0.4623243933588761
2021-09-30,19,8.0,0.4572538860103627
2021-10-01,22,10.0,0.4600262123197903
2021-10-02,22,10.0,0.45634920634920634
2021-10-03,14,7.0,0.4614343707713126
2021-10-04,21,13.0,0.46206896551724136
2021-10-05,18,10.0,0.46563814866760167
2021-10-06,22,11.0,0.46839080459770116
2021-10-07,8,5.0,0.4680232558139535
2021-10-08,17,10.0,0.47421203438395415
2021-10-09,17,3.0,0.472992700729927
2021-10-10,20,10.0,0.4743777452415813
2021-10-11,15,7.0,0.47774480712166173
2021-10-12,21,7.0,0.47969924812030074
2021-10-13,17,9.0,0.48254931714719274
2021-10-14,15,6.0,0.4837758112094395
2021-10-15,11,7.0,0.4838235294117647
2021-10-16,9,4.0,0.47982708933717577
2021-10-17,20,7.0,0.4841040462427746
2021-10-18,25,17.0,0.4886685552407932
2021-10-19,13,5.0,0.49022346368715086
2021-10-20,19,10.0,0.49108367626886146
2021-10-21,18,7.0,0.4906166219839142
2021-10-22,18,12.0,0.4795244385733157
2021-10-23,15,8.0,0.4790575916230366
2021-10-24,17,9.0,0.4720416124837451
2021-10-25,36,19.0,0.46675031367628605
2021-10-26,21,7.0,0.46192259675405745
2021-10-27,24,11.0,0.47116564417177914
2021-10-28,23,12.0,0.47065868263473054
2021-10-29,16,7.0,0.4731934731934732
2021-10-30,21,12.0,0.4753157290470723
2021-10-31,33,16.0,0.4732739420935412
2021-11-01,27,12.0,0.47670639219934996
2021-11-02,33,14.0,0.46898002103049424
2021-11-03,25,13.0,0.4709480122324159
2021-11-04,33,18.0,0.468
2021-11-05,32,16.0,0.4600389863547758
2021-11-06,35,17.0,0.45963912630579296
2021-11-07,31,15.0,0.4576427255985267
2021-11-08,32,10.0,0.4573225516621743
2021-11-09,25,13.0,0.4539877300613497
2021-11-10,27,8.0,0.44596912521440824
2021-11-11,36,14.0,0.44333333333333336
2021-11-12,21,8.0,0.4419753086419753
2021-11-13,31,17.0,0.4411290322580645
2021-11-14,40,19.0,0.4386792452830189
2021-11-15,38,20.0,0.4337442218798151
2021-11-16,34,15.0,0.4362818590704648
2021-11-17,44,20.0,0.43078055964653905
2021-11-18,40,21.0,0.4271062271062271
2021-11-19,39,13.0,0.4247538677918425
2021-11-20,39,20.0,0.419710544452102
2021-11-21,39,13.0,0.41367637102234256
2021-11-22,51,21.0,0.4040870138431114
