date,hospitalizations,intensive_care,terapia intensiva/ricoveri 21gg
2020-10-31,2071,325,0.15097260550582217
2020-11-01,1932,280,0.15146551347573495
2020-11-02,2431,381,0.15284691806430936
2020-11-03,2487,383,0.15405927294097893
2020-11-04,2598,394,0.15370944410002066
2020-11-05,2621,428,0.1540812767965208
2020-11-06,2565,431,0.1544926712412197
2020-11-07,2432,392,0.15619411232794134
2020-11-08,2181,375,0.15724099368959182
2020-11-09,2500,412,0.15843592752441377
2020-11-10,2530,396,0.15951555714911755
2020-11-11,2628,402,0.15927609056875738
2020-11-12,2533,399,0.15996373161394317
2020-11-13,2556,410,0.16021942299878097
2020-11-14,2324,344,0.16053971905035735
2020-11-15,2016,312,0.16080926061111692
2020-11-16,2490,378,0.16037876053586972
2020-11-17,2468,424,0.15968563779255548
2020-11-18,2319,415,0.15890706058208037
2020-11-19,2308,372,0.15856250978988118
2020-11-20,2212,355,0.1577685421994885
2020-11-21,1820,273,0.15776585820895522
2020-11-22,1611,263,0.15731785944551901
2020-11-23,2021,328,0.1570908379970185
2020-11-24,1959,314,0.15643872002405593
2020-11-25,1851,287,0.156474266967398
2020-11-26,1777,272,0.15648605556862438
2020-11-27,1780,273,0.15622730817846867
2020-11-28,1608,225,0.15537782221111388
2020-11-29,1378,232,0.1533599088838269
2020-11-30,1603,235,0.15157273152478953
2020-12-01,1618,252,0.14962914224189497
2020-12-02,1625,225,0.14954379562043796
2020-12-03,1575,239,0.14893682874740785
2020-12-04,1544,225,0.1479316120468982
2020-12-05,1433,206,0.1464667679084946
2020-12-06,1259,194,0.1455498072297097
2020-12-07,1414,200,0.14453190420365097
2020-12-08,1294,210,0.14332458502334777
2020-12-09,1430,206,0.14262011752506049
2020-12-10,1396,171,0.1415282392026578
2020-12-11,1440,173,0.14102609496158341
2020-12-12,1264,187,0.14053318045005017
2020-12-13,1040,158,0.1401213706893419
2020-12-14,1355,197,0.13964344789560743
2020-12-15,1265,166,0.13939439420659638
2020-12-16,1249,171,0.1390638039602458
2020-12-17,1285,170,0.13839777955210827
2020-12-18,1264,163,0.13856293812861933
2020-12-19,1199,146,0.1371998634449797
2020-12-20,1043,153,0.13652279820354724
2020-12-21,1251,171,0.1378614148032456
2020-12-22,1283,191,0.14006238687564987
2020-12-23,1236,159,0.13923129928795652
2020-12-24,1261,182,0.13791791867939598
2020-12-25,990,141,0.13701695172361486
2020-12-26,1144,157,0.13590332417272147
2020-12-27,1198,168,0.1360141704982287
2020-12-28,1361,197,0.1361266364079673
2020-12-29,1409,190,0.1358645077238042
2020-12-30,1341,176,0.13631471516051216
2020-12-31,1373,203,0.136691179187761
2021-01-01,1156,191,0.13717042274267197
2021-01-02,1419,187,0.13630845075604284
2021-01-03,1209,147,0.1362267753543365
2021-01-04,1433,184,0.13608512199596404
2021-01-05,1459,163,0.1353178497437575
2021-01-06,1220,170,0.1351910308043975
2021-01-07,1410,190,0.135827348673604
2021-01-08,1470,184,0.1359391724799764
2021-01-09,1279,169,0.13657935054743844
2021-01-10,1159,179,0.137109861493754
2021-01-11,1346,197,0.1362598035483134
2021-01-12,1308,171,0.13422741861531406
2021-01-13,1289,164,0.1350060201188488
2021-01-14,1282,181,0.1358034413513407
2021-01-15,1248,155,0.13588794715689786
2021-01-16,1192,160,0.13707190391170265
2021-01-17,929,149,0.13615081320847708
2021-01-18,1162,173,0.13634083117317503
2021-01-19,1077,162,0.1369349409910102
2021-01-20,1077,154,0.13730244641697337
2021-01-21,1142,149,0.13770376554330155
2021-01-22,1062,125,0.1370332458053318
2021-01-23,994,150,0.1376896676300578
2021-01-24,859,120,0.13850593138826547
2021-01-25,1167,150,0.1393857733587325
2021-01-26,972,126,0.1412639405204461
2021-01-27,924,107,0.14239358656232107
2021-01-28,980,136,0.14221370388116913
2021-01-29,1023,137,0.14127236772295373
2021-01-30,903,126,0.14174832638013002
2021-01-31,823,142,0.1410487365499781
2021-02-01,1056,142,0.14204378128987927
2021-02-02,983,141,0.14325232167555818
2021-02-03,978,139,0.14337595144520174
2021-02-04,972,157,0.14420862949244168
2021-02-05,976,157,0.1459186252211271
2021-02-06,897,142,0.1476870128555522
2021-02-07,843,133,0.14962731668009668
2021-02-08,1025,134,0.15118963959441822
2021-02-09,958,155,0.15246074349069383
2021-02-10,1002,129,0.1532161406312425
2021-02-11,977,146,0.15397605920627824
2021-02-12,932,131,0.15540275049115915
2021-02-13,851,132,0.15573849878934626
2021-02-14,736,119,0.1566542109801667
2021-02-15,974,156,0.15675778104126203
2021-02-16,945,157,0.15768890544252526
2021-02-17,1022,160,0.1576305220883534
2021-02-18,1046,177,0.15852451641925328
2021-02-19,1034,164,0.1603336422613531
2021-02-20,994,155,0.16128202930842403
2021-02-21,932,174,0.16308296104546782
2021-02-22,1283,206,0.16372077869186283
2021-02-23,1273,193,0.165146309678948
2021-02-24,1202,193,0.16507985257985258
2021-02-25,1207,196,0.165848540487878
2021-02-26,1346,235,0.16549321332655875
2021-02-27,1330,209,0.16634456586668542
2021-02-28,1161,203,0.1660806335984706
2021-03-01,1454,243,0.16603849104432808
2021-03-02,1637,286,0.16666125734315668
2021-03-03,1615,271,0.16677721974793897
2021-03-04,1580,260,0.16749118792900872
2021-03-05,1701,293,0.16725591514821866
2021-03-06,1576,250,0.16766537768987808
2021-03-07,1375,245,0.16811703142617596
2021-03-08,1841,290,0.16873632462845614
2021-03-09,1850,331,0.1680150043389413
2021-03-10,1856,291,0.167983207203226
2021-03-11,1734,290,0.16762517375780206
2021-03-12,1864,321,0.16789126631678106
2021-03-13,1842,300,0.16683618843683085
2021-03-14,1615,311,0.16656011933301368
2021-03-15,2034,324,0.16703691949645616
2021-03-16,2057,338,0.1668464391886559
2021-03-17,1914,328,0.16784243791141065
2021-03-18,1809,319,0.1671296781633295
2021-03-19,1878,299,0.16785873352720795
2021-03-20,1813,289,0.16754655530165735
2021-03-21,1644,271,0.16713679382068383
2021-03-22,1920,331,0.1660030062498352
2021-03-23,1842,281,0.16453256593711224
2021-03-24,1797,291,0.16337698908163537
2021-03-25,1850,323,0.16099129269926324
2021-03-26,1900,319,0.16047025449387634
2021-03-27,1696,308,0.15901118630023478
2021-03-28,1400,222,0.15666424296660886
2021-03-29,1854,320,0.15461932670800418
2021-03-30,1754,303,0.15333601286173634
2021-03-31,1716,252,0.15223732571028528
2021-04-01,1722,245,0.1501037037037037
2021-04-02,1820,258,0.14706238276759243
2021-04-03,1608,218,0.14517220172201722
2021-04-04,1297,170,0.14322916666666666
2021-04-05,1370,198,0.13979323187568227
2021-04-06,1601,212,0.13724907554146856
2021-04-07,1467,173,0.1337005000675767
2021-04-08,1370,178,0.13215753424657534
2021-04-09,1391,179,0.1286999929691345
2021-04-10,1263,167,0.12611057156217403
2021-04-11,1112,118,0.12413970777667366
2021-04-12,1224,126,0.1225647815396255
2021-04-13,1308,141,0.12033211195135261
2021-04-14,1149,135,0.11887132279367621
2021-04-15,1124,112,0.118280447018517
2021-04-16,1042,122,0.11672120283311933
2021-04-17,1004,108,0.1154616335051766
2021-04-18,1004,124,0.11436656508489335
2021-04-19,1100,122,0.11360092662716621
2021-04-20,1109,148,0.11229605323124602
2021-04-21,1086,119,0.11171802054154996
2021-04-22,986,112,0.11229793524390826
2021-04-23,1039,105,0.11297213321681716
2021-04-24,939,101,0.11311002882417255
2021-04-25,830,100,0.11258748351759813
2021-04-26,995,116,0.112863888744746
2021-04-27,929,104,0.11221034811131098
2021-04-28,966,90,0.11216165108865957
2021-04-29,847,101,0.11181646063035973
2021-04-30,886,93,0.1109398195729131
2021-05-01,741,96,0.10901900602054067
2021-05-02,663,80,0.1086996281168079
2021-05-03,851,98,0.10765760120315829
2021-05-04,832,90,0.10860961525984558
2021-05-05,745,79,0.10873069173942243
2021-05-06,677,67,0.10750450825357193
2021-05-07,673,68,0.10668778345691454
2021-05-08,611,63,0.10604016786570744
2021-05-09,453,56,0.10735570890840652
2021-05-10,656,57,0.10511734028683181
2021-05-11,537,52,0.10566746329805395
2021-05-12,547,55,0.10429447852760736
2021-05-13,541,47,0.10314314683380957
2021-05-14,494,61,0.10145631067961165
2021-05-15,416,46,0.1004011932928711
2021-05-16,358,31,0.09978401727861771
2021-05-17,468,48,0.09927305770104498
2021-05-18,382,37,0.09990473922362467
2021-05-19,374,44,0.09935016245938515
2021-05-20,367,22,0.09831824062095731
2021-05-21,330,41,0.09997257268239167
2021-05-22,272,31,0.09919724770642202
2021-05-23,265,26,0.09877291319497046
2021-05-24,302,24,0.09881486226777707
2021-05-25,253,21,0.09665489998319045
2021-05-26,284,27,0.09533861037818822
2021-05-27,221,17,0.09582801967571507
2021-05-28,267,33,0.09452449567723344
2021-05-29,215,19,0.09482758620689655
2021-05-30,181,21,0.09237875288683603
2021-05-31,218,26,0.09428950863213811
2021-06-01,221,15,0.0910776361529548
2021-06-02,172,15,0.08923003118253778
2021-06-03,184,12,0.08896087714926489
2021-06-04,199,19,0.08929039015449071
2021-06-05,152,13,0.08955223880597014
2021-06-06,162,15,0.08870507701083856
2021-06-07,184,14,0.08832246591582692
2021-06-08,165,18,0.08471397311659894
2021-06-09,149,11,0.08316961362148002
2021-06-10,122,8,0.08095238095238096
2021-06-11,127,8,0.07686807293528782
2021-06-12,126,10,0.07850467289719626
2021-06-13,109,11,0.07853810264385692
2021-06-14,108,8,0.08087343307723413
2021-06-15,119,10,0.08130081300813008
2021-06-16,105,8,0.08214920071047957
2021-06-17,89,4,0.08208955223880597
2021-06-18,92,6,0.08153241650294696
2021-06-19,70,2,0.07684373388344508
2021-06-20,67,5,0.07654986522911052
2021-06-21,75,3,0.07653910149750416
2021-06-22,99,10,0.07879490150637311
2021-06-23,69,7,0.07780458383594692
2021-06-24,85,10,0.07496902106567534
2021-06-25,63,9,0.07633587786259542
2021-06-26,67,8,0.07702435813034891
2021-06-27,54,6,0.07676902536715621
2021-06-28,76,4,0.07738492328218813
2021-06-29,68,1,0.07816711590296496
2021-06-30,65,4,0.0796221322537112
2021-07-01,70,4,0.07940780619111709
2021-07-02,50,6,0.08383635144198524
2021-07-03,58,3,0.082
2021-07-04,65,3,0.0780327868852459
2021-07-05,66,7,0.07772020725388601
2021-07-06,66,7,0.07263619286161553
2021-07-07,84,6,0.07510599636583888
2021-07-08,90,5,0.07297139521307647
2021-07-09,77,6,0.07440310938367574
2021-07-10,68,4,0.07834833245103229
2021-07-11,71,5,0.0771156735102654
2021-07-12,80,10,0.07917059377945335
2021-07-13,108,8,0.07661647475642161
2021-07-14,94,3,0.07879295892707461
2021-07-15,104,11,0.07859399684044234
2021-07-16,116,5,0.07850467289719626
2021-07-17,121,16,0.07594038325053229
2021-07-18,116,7,0.07707910750507099
2021-07-19,164,13,0.08151997401753816
2021-07-20,156,15,0.08323095823095823
2021-07-21,173,10,0.08508771929824561
2021-07-22,195,18,0.08489248813180676
2021-07-23,186,11,0.08437251260281242
2021-07-24,186,18,0.08257575757575758
2021-07-25,211,14,0.08435767654856592
2021-07-26,209,18,0.08437355524734165
2021-07-27,209,11,0.0842361264647358
2021-07-28,224,20,0.08255119453924915
2021-07-29,211,28,0.08450413223140496
2021-07-30,254,26,0.0856062114274338
2021-07-31,232,24,0.08719923002887392
2021-08-01,232,18,0.08966934429291985
2021-08-02,268,24,0.08939974457215837
2021-08-03,299,17,0.09195402298850575
2021-08-04,283,26,0.09323204419889503
2021-08-05,281,26,0.09552949175590685
2021-08-06,313,21,0.09608423823626193
2021-08-07,286,22,0.09623430962343096
2021-08-08,268,29,0.09857389123961761
2021-08-09,347,34,0.09897349471426382
2021-08-10,328,38,0.09927470534904805
2021-08-11,331,37,0.09875629256736748
2021-08-12,323,28,0.1
2021-08-13,360,41,0.10005783689994216
2021-08-14,323,38,0.10238810238810239
2021-08-15,302,36,0.1032923555178748
2021-08-16,404,40,0.10560643907854565
2021-08-17,345,25,0.10702985279955977
2021-08-18,391,51,0.10807132162787532
2021-08-19,357,45,0.10837837837837838
2021-08-20,345,37,0.10992138791000271
2021-08-21,368,34,0.10936866297147492
2021-08-22,288,32,0.10790396547073106
2021-08-23,374,35,0.10771704180064309
2021-08-24,376,41,0.10790110185434024
2021-08-25,367,41,0.1078181574359662
2021-08-26,410,56,0.10775455158462575
2021-08-27,376,38,0.10739532354540511
2021-08-28,364,38,0.10804191046400871
2021-08-29,321,37,0.10762886597938144
2021-08-30,325,43,0.10700442967884828
2021-08-31,347,36,0.10625261105695585
2021-09-01,348,28,0.10627815315315316
2021-09-02,373,32,0.10594900849858357
2021-09-03,338,40,0.10494795380008555
2021-09-04,338,39,0.10450137501809234
2021-09-05,260,31,0.10469739360918863
2021-09-06,345,31,0.10385712141677923
2021-09-07,338,29,0.1047488166132234
2021-09-08,317,40,0.10504987531172069
2021-09-09,306,35,0.10453680203045686
2021-09-10,302,27,0.10407604317705817
2021-09-11,291,26,0.10551361995405317
2021-09-12,244,25,0.1063508064516129
2021-09-13,327,23,0.10702628414361794
2021-09-14,272,27,0.10557803976772831
2021-09-15,249,30,0.10512031843676498
2021-09-16,282,37,0.10514665190924184
2021-09-17,262,32,0.1063869992441421
2021-09-18,231,26,0.10702471297917883
2021-09-19,209,22,0.1061061061061061
2021-09-20,228,30,0.10579293344289235
2021-09-21,234,33,0.10560571068654209
2021-09-22,206,18,0.10682748223131595
2021-09-23,242,22,0.10681318681318681
2021-09-24,200,17,0.10974778459441036
2021-09-25,182,20,0.10969091331629097
2021-09-26,154,20,0.10910387449488947
2021-09-27,216,24,0.10660146699266504
2021-09-28,185,16,0.10518369401107197
2021-09-29,173,20,0.10492394947151328
2021-09-30,179,20,0.10642781875658588
2021-10-01,197,15,0.10524899057873485
2021-10-02,171,19,0.10357142857142858
2021-10-03,151,15,0.10292072322670376
2021-10-04,178,20,0.10246136233543217
2021-10-05,174,16,0.10164597170083742
2021-10-06,153,17,0.10096013965667734
2021-10-07,165,14,0.09962021618463336
2021-10-08,146,14,0.09885260370697264
2021-10-09,136,15,0.09854227405247813
2021-10-10,126,19,0.09968125181106925
2021-10-11,147,17,0.09922122872800693
2021-10-12,159,19,0.09917355371900827
2021-10-13,161,11,0.09931895573212259
2021-10-14,141,10,0.10196629213483147
2021-10-15,169,11,0.10268474951563797
2021-10-16,156,15,0.10376843255051885
2021-10-17,140,14,0.10418875927889713
2021-10-18,192,19,0.10455136540962288
2021-10-19,216,18,0.10357052418333755
2021-10-20,194,26,0.10467980295566502
2021-10-21,195,20,0.10287769784172662
2021-10-22,239,19,0.10275748291303323
2021-10-23,186,21,0.10198494182067078
2021-10-24,187,28,0.10418975836843272
2021-10-25,231,28,0.10651896037494674
2021-10-26,223,25,0.1077782374844849
2021-10-27,263,30,0.1089289329823851
2021-10-28,238,23,0.10897562908658609
2021-10-29,250,21,0.11023318558489112
2021-10-30,247,31,0.11130039750141965
2021-10-31,236,23,0.10918159985220764
2021-11-01,220,24,0.1089162740123233
2021-11-02,299,30,0.10949681077250177
2021-11-03,289,34,0.10848975374547959
2021-11-04,324,40,0.10754685125780854
2021-11-05,309,32,0.10713112060466645
2021-11-06,261,32,0.10734193342888995
2021-11-07,248,26,0.10748829953198127
2021-11-08,334,41,0.10767119109348787
2021-11-09,310,34,0.10773809523809524
2021-11-10,324,29,0.10725229826353422
2021-11-11,300,30,0.10720940232191487
2021-11-12,365,36,0.10724195338512764
2021-11-13,349,33,0.10807875084860828
2021-11-14,303,35,0.10745233968804159
2021-11-15,394,43,0.10667539267015706
2021-11-16,416,47,0.10676384094105613
2021-11-17,394,45,0.10611173603299588
2021-11-18,385,40,0.10629147210616859
2021-11-19,413,39,0.10560500360837143
2021-11-20,380,42,0.1074545883463081
2021-11-21,360,36,0.10819596006501045
2021-11-22,451,49,0.10826371641454052
2021-11-23,456,53,0.10914127423822714
2021-11-24,425,44,0.10935799782372144
2021-11-25,463,49,0.10957731407169609
2021-11-26,490,52,0.11173708920187793
2021-11-27,441,46,0.11275720164609053
2021-11-28,385,42,0.11310610671535809
2021-11-29,510,54,0.11222167243938644
2021-11-30,474,67,0.1118440197885343
2021-12-01,460,50,0.11070005691519635
2021-12-02,544,57,0.11106959364782812
2021-12-03,532,62,0.1114257009772582
2021-12-04,514,53,0.111190625279542
2021-12-05,458,54,0.11114997813729777
2021-12-06,634,90,0.11059670781893004
2021-12-07,551,72,0.1119603561229632
2021-12-08,532,64,0.11140430444462769
2021-12-09,632,59,0.11155088852988691
2021-12-10,617,58,0.1110759743853269
2021-12-11,613,56,0.10924046740467405
2021-12-12,523,58,0.10855263157894737
2021-12-13,695,80,0.10750640790919078
2021-12-14,686,76,0.1064874093043107
2021-12-15,681,72,0.10450138504155125
2021-12-16,692,68,0.10340657125579521
2021-12-17,732,95,0.1002850479398808
2021-12-18,662,64,0.09833116198275327
2021-12-19,638,72,0.0960752974604866
2021-12-20,779,78,0.09460618886918722
2021-12-21,833,83,0.0932357311904893
2021-12-22,828,81,0.09193445413917854
2021-12-23,823,73,0.09060904543344851
2021-12-24,935,91,0.08907422029214371
2021-12-25,896,65,0.08626273055803257
2021-12-26,901,84,0.08406563845050215
2021-12-27,1187,99,0.08175801358307738
2021-12-28,1234,109,0.07979987492182614
2021-12-29,1306,102,0.07793095132832281
2021-12-30,1222,90,0.0772032902467685
2021-12-31,1303,98,0.07603249316732463
2022-01-01,1240,90,0.07493349098433343
2022-01-02,1118,87,0.07394087606991297
2022-01-03,1568,128,0.07297116971591108
2022-01-04,1729,109,0.07120209539564379
2022-01-05,1678,109,0.07080635867538894
2022-01-06,1505,83,0.0695959595959596
2022-01-07,1600,119,0.06858989306772377
2022-01-08,1558,89,0.06677223541831617
2022-01-09,1287,104,0.06574999175652059
2022-01-10,1593,110,0.06445872466633712
