date,hospitalizations,deceased,deceduti/ricoveri 21gg
2020-04-24,562,124.0,0.25464963366522636
2020-04-25,431,101.0,0.2516635217002681
2020-04-26,363,116.0,0.24940395978024257
2020-04-27,450,93.0,0.2464490946546677
2020-04-28,443,95.0,0.24322477795490777
2020-04-29,419,99.0,0.24141630901287553
2020-04-30,376,88.0,0.23478476001979218
2020-05-01,284,72.0,0.22829204693611474
2020-05-02,249,60.0,0.22102649006622516
2020-05-03,188,44.0,0.21380520620064347
2020-05-04,304,63.0,0.2091472868217054
2020-05-05,293,63.0,0.20524590163934425
2020-05-06,297,63.0,0.2009297520661157
2020-05-07,295,47.0,0.1920315865039483
2020-05-08,291,40.0,0.18869351484212515
2020-05-09,184,34.0,0.18492602958816473
2020-05-10,168,28.0,0.18022395943376293
2020-05-11,254,39.0,0.1738451238562821
2020-05-12,190,22.0,0.1672055427251732
2020-05-13,201,31.0,0.16227860220201054
2020-05-14,208,27.0,0.15712187958883994
2020-05-15,212,27.0,0.15316230632461264
2020-05-16,139,16.0,0.14581673306772908
2020-05-17,127,19.0,0.13751743375174338
2020-05-18,167,21.0,0.13578416839608656
2020-05-19,156,22.0,0.13489827856025038
2020-05-20,150,27.0,0.13129032258064516
2020-05-21,124,14.0,0.1283851554663992
2020-05-22,133,17.0,0.12465083798882681
2020-05-23,97,14.0,0.12509117432531
2020-05-24,96,8.0,0.12234848484848485
2020-05-25,155,24.0,0.12231930103256553
2020-05-26,121,9.0,0.12058212058212059
2020-05-27,117,7.0,0.12241379310344827
2020-05-28,83,12.0,0.12109025915996426
2020-05-29,113,13.0,0.11598173515981736
2020-05-30,89,10.0,0.1130558183538316
2020-05-31,59,5.0,0.10562347188264058
2020-06-01,127,12.0,0.1052366565961732
2020-06-02,68,8.0,0.10382231404958678
2020-06-03,99,11.0,0.10335781741867786
2020-06-04,86,12.0,0.10723860589812333
2020-06-05,99,9.0,0.10256410256410256
2020-06-06,54,10.0,0.10444316214656665
2020-06-07,45,6.0,0.1045828437132785
2020-06-08,119,4.0,0.10123602118893467
2020-06-09,80,7.0,0.09571938168846611
2020-06-10,81,4.0,0.0950920245398773
2020-06-11,65,7.0,0.09376927822331894
2020-06-12,83,9.0,0.0903954802259887
2020-06-13,67,10.0,0.08594730238393977
2020-06-14,55,11.0,0.08128544423440454
2020-06-15,84,8.0,0.07560355781448538
2020-06-16,60,6.0,0.07530312699425654
2020-06-17,86,4.0,0.07069408740359898
2020-06-18,80,6.0,0.06939040207522698
2020-06-19,96,2.0,0.07105263157894737
2020-06-20,37,4.0,0.06882859033752482
2020-06-21,50,2.0,0.07109322602280349
2020-06-22,99,4.0,0.06862091938707528
2020-06-23,69,1.0,0.06453759148369927
2020-06-24,92,3.0,0.06177868295994569
2020-06-25,73,2.0,0.05722070844686648
2020-06-26,92,8.0,0.05392491467576792
2020-06-27,43,2.0,0.05366847826086957
2020-06-28,31,3.0,0.05212620027434842
2020-06-29,97,5.0,0.0498960498960499
2020-06-30,71,3.0,0.04992967651195499
2020-07-01,61,6.0,0.04662491301322199
2020-07-02,75,4.0,0.0467877094972067
2020-07-03,85,3.0,0.0475177304964539
2020-07-04,37,4.0,0.04748405386250886
2020-07-05,50,4.0,0.04686373467916366
2020-07-06,81,3.0,0.05018181818181818
2020-07-07,67,6.0,0.04793028322440087
2020-07-08,72,1.0,0.048340548340548344
2020-07-09,65,2.0,0.04737975592246949
2020-07-10,75,1.0,0.04772234273318872
2020-07-11,52,0.0,0.04799426934097421
2020-07-12,45,2.0,0.04609929078014184
2020-07-13,77,4.0,0.047042052744119746
2020-07-14,70,1.0,0.04895608351331893
2020-07-15,68,1.0,0.04590395480225989
2020-07-16,61,6.0,0.0446491849751949
2020-07-17,94,5.0,0.045
2020-07-18,52,3.0,0.042796005706134094
2020-07-19,38,2.0,0.04428571428571428
2020-07-20,87,5.0,0.045
2020-07-21,84,4.0,0.046132008516678494
2020-07-22,75,4.0,0.051228070175438595
2020-07-23,68,5.0,0.050871080139372825
2020-07-24,71,5.0,0.050068587105624146
2020-07-25,64,1.0,0.05303030303030303
2020-07-26,45,2.0,0.051630434782608696
2020-07-27,70,3.0,0.04874746106973595
2020-07-28,69,3.0,0.04722792607802875
2020-07-29,70,3.0,0.04703476482617587
2020-07-30,65,3.0,0.04624664879356569
2020-07-31,84,3.0,0.049800796812749
2020-08-01,68,8.0,0.05128205128205128
2020-08-02,55,2.0,0.05305039787798409
2020-08-03,100,4.0,0.0531496062992126
2020-08-04,64,5.0,0.052083333333333336
2020-08-05,88,0.0,0.055338541666666664
2020-08-06,66,2.0,0.05772931366260423
2020-08-07,78,2.0,0.059045226130653265
2020-08-08,58,3.0,0.05975609756097561
2020-08-09,63,2.0,0.059718969555035126
2020-08-10,101,11.0,0.057736720554272515
2020-08-11,60,5.0,0.0572737686139748
2020-08-12,101,8.0,0.055030572540300166
2020-08-13,84,6.0,0.056614044637996734
2020-08-14,83,4.0,0.057249866238630286
2020-08-15,64,6.0,0.06134969325153374
2020-08-16,68,7.0,0.06541129831516353
2020-08-17,103,7.0,0.0709186101856259
2020-08-18,117,7.0,0.0756108805901337
2020-08-19,138,7.0,0.07640449438202247
2020-08-20,89,1.0,0.07769973661106233
2020-08-21,98,3.0,0.07599309153713299
2020-08-22,121,7.0,0.07705053852526926
2020-08-23,93,7.0,0.07803121248499399
2020-08-24,132,7.0,0.08076923076923077
2020-08-25,151,18.0,0.08020794652803565
2020-08-26,150,12.0,0.08063354931605471
2020-08-27,149,19.0,0.08142403947832218
2020-08-28,146,17.0,0.08208955223880597
2020-08-29,114,9.0,0.08483033932135728
2020-08-30,116,9.0,0.08924485125858124
2020-08-31,139,10.0,0.0939070351758794
2020-09-01,158,15.0,0.0972644376899696
2020-09-02,186,17.0,0.09841932597673725
2020-09-03,185,21.0,0.09842748980780432
2020-09-04,176,10.0,0.10104726861024625
2020-09-05,149,14.0,0.09975199779553597
2020-09-06,127,14.0,0.10070005385029618
2020-09-07,214,18.0,0.10102335345053792
2020-09-08,175,20.0,0.10215053763440861
2020-09-09,191,25.0,0.10527638190954774
2020-09-10,214,27.0,0.10615079365079365
2020-09-11,204,24.0,0.10707410972088546
2020-09-12,184,17.0,0.1054485674025364
2020-09-13,174,15.0,0.1066974595842956
2020-09-14,231,26.0,0.10595725329695316
2020-09-15,247,23.0,0.11017325633051978
2020-09-16,235,24.0,0.11176727909011373
2020-09-17,246,30.0,0.11295537831429188
2020-09-18,241,31.0,0.11474713132171696
2020-09-19,188,29.0,0.11586378737541528
2020-09-20,168,18.0,0.11643134847554737
2020-09-21,263,27.0,0.11961722488038277
2020-09-22,260,19.0,0.12345201238390092
2020-09-23,258,30.0,0.12630988023952097
2020-09-24,253,25.0,0.12809315866084425
2020-09-25,280,40.0,0.13124233397581916
2020-09-26,219,29.0,0.13673777927095582
2020-09-27,194,27.0,0.14082916599451525
2020-09-28,281,34.0,0.14149051072365376
2020-09-29,285,38.0,0.1439694432202145
2020-09-30,262,36.0,0.14559599888858016
2020-10-01,343,58.0,0.15005246589716684
2020-10-02,356,62.0,0.15554187192118227
2020-10-03,360,54.0,0.1607883817427386
2020-10-04,326,44.0,0.16259987043835025
2020-10-05,442,71.0,0.16534484489509085
2020-10-06,493,88.0,0.1684971369567258
2020-10-07,481,83.0,0.17050571527537237
2020-10-08,528,74.0,0.17302881123396013
2020-10-09,567,94.0,0.17572099262240107
2020-10-10,579,97.0,0.1781613147218593
2020-10-11,594,114.0,0.1813375796178344
2020-10-12,759,146.0,0.18138212826434535
2020-10-13,816,151.0,0.18176840952641665
2020-10-14,844,141.0,0.18407143223687586
2020-10-15,952,166.0,0.187503001777052
2020-10-16,972,188.0,0.18930997497318555
2020-10-17,1114,203.0,0.19111912449159293
2020-10-18,1037,202.0,0.1929409910974553
2020-10-19,1309,248.0,0.19577386468952734
2020-10-20,1409,271.0,0.19797944608953144
2020-10-21,1419,292.0,0.20005961054444296
2020-10-22,1530,274.0,0.20163003837249865
2020-10-23,1734,319.0,0.2038297103630999
2020-10-24,1582,321.0,0.20650709473985954
2020-10-25,1660,361.0,0.2090948769709204
2020-10-26,1997,403.0,0.21078994051967026
2020-10-27,1966,410.0,0.21187310648739327
2020-10-28,2018,423.0,0.21393083056639442
2020-10-29,2117,457.0,0.2155961139407659
2020-10-30,2297,496.0,0.21763060129339998
2020-10-31,2070,455.0,0.22014575043591006
2020-11-01,1931,431.0,0.2222222222222222
2020-11-02,2440,558.0,0.2249052425365189
2020-11-03,2487,585.0,0.22742586896017744
2020-11-04,2617,602.0,0.22920658466736715
2020-11-05,2626,581.0,0.23099732111817753
2020-11-06,2579,570.0,0.2340175715616017
2020-11-07,2436,568.0,0.23652466637278083
2020-11-08,2184,518.0,0.23798522177298892
2020-11-09,2507,595.0,0.2393866053007459
2020-11-10,2537,629.0,0.2407709119809259
2020-11-11,2639,656.0,0.24233833130353186
2020-11-12,2538,624.0,0.2438612707470964
2020-11-13,2559,625.0,0.2447970494660263
2020-11-14,2332,578.0,0.24578041786153215
2020-11-15,2024,532.0,0.24683215080834772
2020-11-16,2494,667.0,0.2487187089669194
2020-11-17,2474,654.0,0.25124394184168014
2020-11-18,2321,568.0,0.25276870106800586
2020-11-19,2316,575.0,0.2542974505514131
2020-11-20,2219,547.0,0.2553937985555783
2020-11-21,1827,475.0,0.2568237347294939
2020-11-22,1610,429.0,0.2578285115104142
2020-11-23,2021,502.0,0.2593640265314085
2020-11-24,1960,504.0,0.2609826228278535
2020-11-25,1858,466.0,0.2620460358056266
2020-11-26,1783,462.0,0.26207490089714164
2020-11-27,1786,490.0,0.2616243191757667
2020-11-28,1610,430.0,0.26226420320766736
2020-11-29,1379,383.0,0.26439686506133575
2020-11-30,1606,414.0,0.2654518950437318
2020-12-01,1619,456.0,0.267450184942131
2020-12-02,1626,438.0,0.268108468818248
2020-12-03,1584,441.0,0.2683619306258487
2020-12-04,1546,427.0,0.269281663516068
2020-12-05,1437,386.0,0.2699639361154044
2020-12-06,1268,335.0,0.2711808748193879
2020-12-07,1421,369.0,0.27187771176823977
2020-12-08,1304,371.0,0.27191224912554757
2020-12-09,1436,411.0,0.27108724092818287
2020-12-10,1400,369.0,0.27197381250870595
2020-12-11,1443,408.0,0.2724388352252697
2020-12-12,1271,348.0,0.27163135744346956
2020-12-13,1046,286.0,0.27208621126098437
2020-12-14,1357,353.0,0.2721917306988657
2020-12-15,1276,341.0,0.27203465790259934
2020-12-16,1254,340.0,0.2725659707803239
2020-12-17,1293,350.0,0.2731814397093331
2020-12-18,1271,351.0,0.27337556423775744
2020-12-19,1209,297.0,0.2726688831796887
2020-12-20,1049,319.0,0.27046290328695455
2020-12-21,1256,332.0,0.2710918820448594
2020-12-22,1291,344.0,0.26984918838021416
2020-12-23,1241,346.0,0.26951112468038013
2020-12-24,1261,356.0,0.2696522695385082
2020-12-25,992,272.0,0.26966122202056864
2020-12-26,1150,322.0,0.26954268979499885
2020-12-27,1201,333.0,0.2691902864446282
2020-12-28,1362,358.0,0.26922932964030394
2020-12-29,1409,381.0,0.2688735324713925
2020-12-30,1345,328.0,0.2701200533570476
2020-12-31,1372,378.0,0.26909305673470896
2021-01-01,1153,297.0,0.2693255822510026
2021-01-02,1415,378.0,0.2693877551020408
2021-01-03,1214,335.0,0.2678709108932702
2021-01-04,1434,374.0,0.26788923528333025
2021-01-05,1462,388.0,0.2665576748410536
2021-01-06,1222,322.0,0.26617583055273464
2021-01-07,1408,382.0,0.26666666666666666
2021-01-08,1470,395.0,0.26715613931523025
2021-01-09,1281,350.0,0.2667339010906918
2021-01-10,1152,319.0,0.26828900207508016
2021-01-11,1344,362.0,0.26803181973889545
2021-01-12,1307,350.0,0.2682349346979302
2021-01-13,1283,316.0,0.26809204144193083
2021-01-14,1289,364.0,0.26741944367942716
2021-01-15,1252,305.0,0.267949431501948
2021-01-16,1197,324.0,0.2677449430459281
2021-01-17,929,274.0,0.26739701296569834
2021-01-18,1166,319.0,0.2657952979496388
2021-01-19,1077,281.0,0.2646783526208305
2021-01-20,1078,298.0,0.26365169268018507
2021-01-21,1140,309.0,0.2630124972593729
2021-01-22,1066,279.0,0.2610664653909337
2021-01-23,1000,263.0,0.25933600612640206
2021-01-24,860,223.0,0.2591442531622449
2021-01-25,1171,317.0,0.2573996016489879
2021-01-26,977,253.0,0.2575423450476235
2021-01-27,925,234.0,0.25535357380793755
2021-01-28,983,230.0,0.2527829535139267
2021-01-29,1027,251.0,0.2492063492063492
2021-01-30,906,227.0,0.24747254873506505
2021-01-31,828,219.0,0.24438188613308742
2021-02-01,1062,244.0,0.24103692834433846
2021-02-02,983,227.0,0.2401319027463333
2021-02-03,983,234.0,0.2382487108290361
2021-02-04,979,246.0,0.23515913399181881
2021-02-05,976,237.0,0.23267177110618578
2021-02-06,898,201.0,0.23113397901533494
2021-02-07,846,199.0,0.23017466372214415
2021-02-08,1025,209.0,0.22832557906848766
2021-02-09,960,216.0,0.22685
2021-02-10,1008,217.0,0.2253359880537581
2021-02-11,982,202.0,0.22240380329817264
2021-02-12,939,230.0,0.22070417707262133
2021-02-13,850,189.0,0.2205917845247864
2021-02-14,738,132.0,0.2186246418338109
2021-02-15,977,222.0,0.21655960702815039
2021-02-16,949,216.0,0.21488907453819733
2021-02-17,1025,238.0,0.21406797397515812
2021-02-18,1048,208.0,0.2127993542021706
2021-02-19,1038,224.0,0.21177454129449552
2021-02-20,996,217.0,0.2096043749465949
2021-02-21,931,183.0,0.21038387875759848
2021-02-22,1290,260.0,0.21054555794775967
2021-02-23,1279,290.0,0.20922628427355816
2021-02-24,1206,242.0,0.20698502661509594
2021-02-25,1211,253.0,0.20771502261428626
2021-02-26,1350,282.0,0.20738595220854453
2021-02-27,1331,276.0,0.20675993127870693
2021-02-28,1165,239.0,0.205798187640526
2021-03-01,1454,277.0,0.20565133462024895
2021-03-02,1639,309.0,0.20418407331843647
2021-03-03,1620,364.0,0.20406555310431768
2021-03-04,1581,332.0,0.20436177432290703
2021-03-05,1706,358.0,0.20441389290882778
2021-03-06,1579,283.0,0.20432387853082384
2021-03-07,1378,284.0,0.20456315440306902
2021-03-08,1844,393.0,0.20386120088450416
2021-03-09,1850,385.0,0.20353043041085941
2021-03-10,1858,382.0,0.20300917633442642
2021-03-11,1740,346.0,0.20289933908124133
2021-03-12,1871,350.0,0.20362015254055216
2021-03-13,1847,387.0,0.20492416150395215
2021-03-14,1619,333.0,0.2041033273094504
2021-03-15,2040,415.0,0.20353562005277046
2021-03-16,2062,447.0,0.2028403423111251
2021-03-17,1924,397.0,0.20488328273840678
2021-03-18,1816,352.0,0.20467622136206717
2021-03-19,1879,378.0,0.20446582649165926
2021-03-20,1817,356.0,0.20438224039419195
2021-03-21,1643,332.0,0.20470866763119822
2021-03-22,1923,399.0,0.20464234959734723
2021-03-23,1851,401.0,0.20528091071993254
2021-03-24,1800,370.0,0.20412114140235493
2021-03-25,1853,366.0,0.20343969829084976
2021-03-26,1900,371.0,0.20301734702213992
2021-03-27,1697,385.0,0.20122438849516036
2021-03-28,1402,281.0,0.2002010667709235
2021-03-29,1854,387.0,0.19997172345539374
2021-03-30,1758,363.0,0.19989105192236015
2021-03-31,1719,366.0,0.19948729899790257
2021-04-01,1723,340.0,0.1987395703887804
2021-04-02,1821,364.0,0.19726904718748112
2021-04-03,1607,294.0,0.1951534138026352
2021-04-04,1298,242.0,0.19440875043093991
2021-04-05,1374,264.0,0.19335492768031814
2021-04-06,1604,289.0,0.1927389039108356
2021-04-07,1470,269.0,0.1904569076061281
2021-04-08,1372,255.0,0.18986216096042685
2021-04-09,1393,278.0,0.1878949585732341
2021-04-10,1266,232.0,0.18650765141173936
2021-04-11,1113,201.0,0.18470869325491637
2021-04-12,1227,212.0,0.18341518700415566
2021-04-13,1308,225.0,0.18111400879685494
2021-04-14,1148,219.0,0.1800127867018301
2021-04-15,1127,192.0,0.179071661237785
2021-04-16,1045,187.0,0.17748738731287736
2021-04-17,1005,184.0,0.17591253297030546
2021-04-18,1005,188.0,0.17404911975657467
2021-04-19,1101,188.0,0.17214536719896803
2021-04-20,1112,203.0,0.17003367003367004
2021-04-21,1086,199.0,0.1675212081663093
2021-04-22,988,170.0,0.16648417043561056
2021-04-23,1042,162.0,0.16536616100421656
2021-04-24,942,146.0,0.16435162218474056
2021-04-25,832,135.0,0.16218678815489748
2021-04-26,996,158.0,0.1611416140060085
2021-04-27,928,132.0,0.15913172071405937
2021-04-28,969,138.0,0.1563646170442287
2021-04-29,848,121.0,0.15348268386236033
2021-04-30,890,145.0,0.15168443253719432
2021-05-01,742,89.0,0.14912177295768006
2021-05-02,664,104.0,0.14631771150334755
2021-05-03,855,127.0,0.14401000938379732
2021-05-04,833,126.0,0.14308848296411453
2021-05-05,745,110.0,0.14115201502045197
2021-05-06,678,99.0,0.13917739925218114
2021-05-07,673,89.0,0.13725208393216443
2021-05-08,611,70.0,0.13686336100516042
2021-05-09,454,50.0,0.1364169992956093
2021-05-10,655,88.0,0.13448247825026424
2021-05-11,535,72.0,0.13210118388552936
2021-05-12,550,73.0,0.13256433007985802
2021-05-13,543,68.0,0.13079470198675497
2021-05-14,495,69.0,0.1283070064928772
2021-05-15,417,42.0,0.12598829448608687
2021-05-16,361,40.0,0.12265776437648072
2021-05-17,470,58.0,0.11979166666666667
2021-05-18,383,52.0,0.11887531142484281
2021-05-19,375,51.0,0.11874533233756535
2021-05-20,370,32.0,0.11878381860345272
2021-05-21,332,42.0,0.11752661752661753
2021-05-22,271,32.0,0.11605360707157114
2021-05-23,266,32.0,0.11569749924676108
2021-05-24,302,29.0,0.11351695589874224
2021-05-25,253,29.0,0.11057290796726241
2021-05-26,292,22.0,0.11114994757077945
2021-05-27,224,18.0,0.11080934274850625
2021-05-28,270,33.0,0.10860851307501432
2021-05-29,216,22.0,0.10593389088012745
2021-05-30,182,18.0,0.10300250208507089
2021-05-31,219,27.0,0.10373626373626374
2021-06-01,223,25.0,0.10055223193741371
2021-06-02,174,27.0,0.09852451213707758
2021-06-03,186,13.0,0.09513219668890537
2021-06-04,201,18.0,0.0947067981318111
2021-06-05,152,16.0,0.09288590604026846
2021-06-06,162,16.0,0.09404123129059588
2021-06-07,186,15.0,0.09421778690930438
2021-06-08,166,15.0,0.09071207430340557
2021-06-09,149,13.0,0.08914100486223663
2021-06-10,124,10.0,0.08855218855218855
2021-06-11,128,7.0,0.08415841584158416
2021-06-12,127,9.0,0.08161004431314624
2021-06-13,111,3.0,0.07751343054489639
2021-06-14,109,9.0,0.07940941739824421
2021-06-15,124,10.0,0.07763713080168777
2021-06-16,108,9.0,0.07833698030634573
2021-06-17,90,6.0,0.07854846118511713
2021-06-18,93,5.0,0.0783744557329463
2021-06-19,71,4.0,0.07860040567951318
2021-06-20,67,6.0,0.07940709370037057
2021-06-21,77,2.0,0.08056614044637997
2021-06-22,103,8.0,0.08229284903518728
2021-06-23,72,8.0,0.08146399055489964
2021-06-24,86,10.0,0.08373786407766991
2021-06-25,65,3.0,0.08587429993777225
2021-06-26,67,11.0,0.08639587362991619
2021-06-27,54,8.0,0.08573298429319372
2021-06-28,76,6.0,0.08567691301504252
2021-06-29,71,8.0,0.08833223467369809
2021-06-30,66,8.0,0.08965062623599208
2021-07-01,72,8.0,0.09007232084155162
2021-07-02,53,4.0,0.09299279633267846
2021-07-03,59,2.0,0.09328114807566862
2021-07-04,65,3.0,0.09254498714652956
2021-07-05,68,9.0,0.09021601016518424
2021-07-06,68,6.0,0.088
2021-07-07,85,6.0,0.08636092912447886
2021-07-08,91,6.0,0.08213670304422746
2021-07-09,81,8.0,0.07978142076502732
2021-07-10,71,6.0,0.07768508863399375
2021-07-11,71,7.0,0.07350764676862358
2021-07-12,83,7.0,0.07388475836431227
2021-07-13,109,9.0,0.07742782152230972
2021-07-14,95,9.0,0.08036454018227009
2021-07-15,104,8.0,0.08121827411167512
2021-07-16,116,4.0,0.08210059171597633
2021-07-17,121,13.0,0.08113804004214963
2021-07-18,116,6.0,0.08269166387679946
2021-07-19,165,9.0,0.08973946606625925
2021-07-20,159,11.0,0.0892204628501827
2021-07-21,175,8.0,0.09172714078374455
2021-07-22,197,18.0,0.09337766694375173
2021-07-23,187,22.0,0.0940463645943098
2021-07-24,187,19.0,0.09528585757271815
2021-07-25,212,17.0,0.0962874251497006
2021-07-26,211,23.0,0.09924190213645762
2021-07-27,211,15.0,0.1008347978910369
2021-07-28,225,22.0,0.1004875980496078
2021-07-29,213,38.0,0.10412815773259396
2021-07-30,256,22.0,0.10886777513855898
2021-07-31,232,29.0,0.11298353121409421
2021-08-01,235,28.0,0.11619260085517755
2021-08-02,270,27.0,0.11807447774750227
2021-08-03,301,32.0,0.12328284607256076
2021-08-04,282,31.0,0.12452700378396973
2021-08-05,282,38.0,0.12804878048780488
2021-08-06,315,31.0,0.12791079042308953
2021-08-07,286,28.0,0.1286906290115533
2021-08-08,268,39.0,0.1321875
2021-08-09,348,52.0,0.13151061554910645
2021-08-10,329,51.0,0.13334337803224347
2021-08-11,332,43.0,0.1344649446494465
2021-08-12,323,43.0,0.13576449912126537
2021-08-13,360,72.0,0.1378713585232189
2021-08-14,323,43.0,0.13961779806046776
2021-08-15,302,49.0,0.14102564102564102
2021-08-16,405,47.0,0.14046498754497647
2021-08-17,345,37.0,0.14183813443072701
2021-08-18,393,66.0,0.14369063772048846
2021-08-19,360,53.0,0.14426185344827586
2021-08-20,346,46.0,0.14552087555735713
2021-08-21,370,55.0,0.1459568733153639
2021-08-22,288,44.0,0.1464300121016539
2021-08-23,376,56.0,0.1466542006143983
2021-08-24,379,55.0,0.14425395124564694
2021-08-25,368,53.0,0.14423205453816335
2021-08-26,410,52.0,0.14289555047721467
2021-08-27,379,50.0,0.1440379403794038
2021-08-28,366,53.0,0.14456197450501762
2021-08-29,322,51.0,0.14379712131596983
2021-08-30,325,58.0,0.14281767955801106
2021-08-31,348,57.0,0.14281744929146986
2021-09-01,349,49.0,0.14251614714967706
2021-09-02,373,52.0,0.14366435937279276
2021-09-03,339,51.0,0.14194282463376476
2021-09-04,338,45.0,0.14271269680774232
2021-09-05,260,33.0,0.14182833627278071
2021-09-06,346,47.0,0.1433922685046449
2021-09-07,339,40.0,0.14531869472400122
2021-09-08,314,49.0,0.14570361145703611
2021-09-09,305,38.0,0.14516640253565768
2021-09-10,304,40.0,0.14317889317889318
2021-09-11,294,42.0,0.14274008521796133
2021-09-12,245,46.0,0.14192249622546552
2021-09-13,328,37.0,0.14202401372212692
2021-09-14,271,45.0,0.14162713055701986
2021-09-15,249,30.0,0.14270231213872833
2021-09-16,280,44.0,0.14248895434462444
2021-09-17,263,46.0,0.14143126177024481
2021-09-18,232,36.0,0.14072494669509594
2021-09-19,208,31.0,0.13980853609892302
2021-09-20,231,32.0,0.14095744680851063
2021-09-21,234,38.0,0.1404975956512649
2021-09-22,208,24.0,0.1408964186146258
2021-09-23,242,34.0,0.13829321663019695
2021-09-24,200,29.0,0.1414027149321267
2021-09-25,183,29.0,0.14044423877834336
2021-09-26,156,17.0,0.14150496923805017
2021-09-27,224,24.0,0.14032101167315175
2021-09-28,188,15.0,0.13906953476738368
2021-09-29,169,24.0,0.13780737704918034
2021-09-30,179,26.0,0.13997906855049713
2021-10-01,199,23.0,0.14021942734814022
2021-10-02,174,27.0,0.1414141414141414
2021-10-03,152,21.0,0.14246196403872752
2021-10-04,178,30.0,0.14366998577524892
2021-10-05,173,27.0,0.14248853211009174
2021-10-06,153,21.0,0.14586943963027152
2021-10-07,166,23.0,0.14766463591528867
2021-10-08,149,25.0,0.15150628838841768
2021-10-09,138,18.0,0.1567034242600116
2021-10-10,126,28.0,0.15639400921658986
2021-10-11,146,21.0,0.15797018348623854
2021-10-12,160,32.0,0.16265230943610087
2021-10-13,160,21.0,0.16214689265536722
2021-10-14,142,24.0,0.16270617836175566
2021-10-15,173,21.0,0.16418732782369147
2021-10-16,157,37.0,0.16630434782608697
2021-10-17,141,21.0,0.16750197836982328
2021-10-18,196,33.0,0.16977225672877846
2021-10-19,215,37.0,0.1688933703050164
2021-10-20,195,27.0,0.1710009813542689
2021-10-21,195,34.0,0.17009077878643097
2021-10-22,240,46.0,0.17335209946047384
2021-10-23,185,27.0,0.17511939959062997
2021-10-24,189,29.0,0.1756517896597437
2021-10-25,231,44.0,0.17801824740080627
2021-10-26,223,43.0,0.17938144329896907
2021-10-27,264,44.0,0.17544922269331717
2021-10-28,239,44.0,0.1780984384265665
2021-10-29,252,39.0,0.17907289863435277
2021-10-30,247,45.0,0.17805891238670696
2021-10-31,236,43.0,0.1809804644305197
2021-11-01,223,48.0,0.1791719399746881
2021-11-02,294,63.0,0.1804843556655471
2021-11-03,289,46.0,0.18389423076923078
2021-11-04,329,68.0,0.18561563078996127
2021-11-05,310,52.0,0.18612659888488028
2021-11-06,260,36.0,0.18567344345616266
2021-11-07,247,53.0,0.1864696734059098
2021-11-08,336,63.0,0.1851063829787234
2021-11-09,312,49.0,0.18324684951816161
