date,hospitalizations,deceased,deceduti/ricoveri 21gg
2021-11-10,325,66.0,0.18357558139534882
2021-11-11,300,43.0,0.18229835831548893
2021-11-12,366,76.0,0.18248376847630887
2021-11-13,352,77.0,0.17955987579316862
2021-11-14,302,60.0,0.1797216699801193
2021-11-15,392,77.0,0.1777719937532535
2021-11-16,421,77.0,0.17757722130418202
2021-11-17,398,74.0,0.1773692708980251
2021-11-18,389,63.0,0.17531436942986203
2021-11-19,417,57.0,0.17550776583034647
2021-11-20,382,72.0,0.17886845496075904
2021-11-21,361,57.0,0.17892918825561313
2021-11-22,457,92.0,0.1818894112379673
2021-11-23,462,72.0,0.1806196440342782
2021-11-24,427,72.0,0.1788758226345884
2021-11-25,468,78.0,0.17886696371737745
2021-11-26,493,83.0,0.1786046511627907
2021-11-27,444,67.0,0.17949240648251963
2021-11-28,387,61.0,0.17903096099718535
2021-11-29,515,96.0,0.1800627327974907
2021-11-30,479,107.0,0.1816610657705233
2021-12-01,473,93.0,0.18158783783783783
2021-12-02,549,114.0,0.18149893725164032
2021-12-03,534,95.0,0.18130081300813009
2021-12-04,519,91.0,0.18168951791242813
2021-12-05,459,88.0,0.18253350626891482
2021-12-06,641,119.0,0.18291959671270017
2021-12-07,557,110.0,0.18539092944200314
2021-12-08,535,94.0,0.18746438746438746
2021-12-09,643,119.0,0.1892085757551606
2021-12-10,630,112.0,0.18973040361539661
2021-12-11,623,115.0,0.18735327527451723
2021-12-12,526,86.0,0.1863870493009566
2021-12-13,706,135.0,0.1849477853799064
2021-12-14,697,119.0,0.18334264952487422
2021-12-15,687,129.0,0.18181199836756903
2021-12-16,706,126.0,0.17875511011473033
2021-12-17,751,160.0,0.17601473670837833
2021-12-18,668,134.0,0.1732465478435428
2021-12-19,649,132.0,0.1711669950168038
2021-12-20,802,157.0,0.16861669372445837
2021-12-21,850,146.0,0.16737527581938538
2021-12-22,858,152.0,0.1652282416554019
2021-12-23,844,149.0,0.16566022544283412
2021-12-24,961,151.0,0.16465612534243285
2021-12-25,909,140.0,0.16270366482588655
2021-12-26,923,126.0,0.16161572242271402
2021-12-27,1218,179.0,0.16108085462924174
2021-12-28,1253,187.0,0.16036253776435044
2021-12-29,1354,200.0,0.15937197131226982
2021-12-30,1248,177.0,0.15884748830894554
2021-12-31,1348,210.0,0.15941395145418763
2022-01-01,1276,183.0,0.15986695446021018
2022-01-02,1164,200.0,0.15976351699721583
2022-01-03,1641,269.0,0.1591525253539512
2022-01-04,1801,258.0,0.16008635635078997
2022-01-05,1775,281.0,0.16143598283481714
2022-01-06,1577,254.0,0.162473860972055
2022-01-07,1706,296.0,0.16440530279454782
2022-01-08,1638,264.0,0.165066650360768
2022-01-09,1370,233.0,0.16582899358120382
2022-01-10,1724,319.0,0.16661179780325022
2022-01-11,1673,290.0,0.1669989584883202
2022-01-12,1690,282.0,0.1678907777053841
2022-01-13,1628,256.0,0.16768752774079007
2022-01-14,1655,290.0,0.16839424272937273
2022-01-15,1564,287.0,0.17062035627965266
2022-01-16,1259,213.0,0.171827090723261
2022-01-17,1790,334.0,0.17252405804096654
2022-01-18,1827,303.0,0.17215236123374844
2022-01-19,1674,278.0,0.172761975126216
2022-01-20,1633,267.0,0.1732973073697941
2022-01-21,1540,255.0,0.17300040728092986
2022-01-22,1437,240.0,0.17248362497231276
2022-01-23,1193,198.0,0.1721594175129335
2022-01-24,1612,288.0,0.17320367019901783
2022-01-25,1548,290.0,0.17322060558395597
2022-01-26,1528,279.0,0.17270362217330398
2022-01-27,1460,257.0,0.17293030159908238
2022-01-28,1400,231.0,0.17239122196575601
2022-01-29,1279,222.0,0.1724223163841808
2022-01-30,1085,201.0,0.17291689181886954
2022-01-31,1444,261.0,0.17348216917182435
2022-02-01,1357,219.0,0.173939256914613
2022-02-02,1401,222.0,0.17425437752549547
2022-02-03,1266,226.0,0.17437848011920634
2022-02-04,1219,215.0,0.17444806369887803
2022-02-05,1030,179.0,0.17314925804984913
2022-02-06,919,161.0,0.17217272688520396
2022-02-07,1175,212.0,0.17149249802579627
2022-02-08,1120,182.0,0.17031158407358976
2022-02-09,1113,195.0,0.16942091376197752
2022-02-10,1018,176.0,0.16838015824134173
2022-02-11,934,162.0,0.1666015434209241
2022-02-12,884,152.0,0.16708707496720815
2022-02-13,710,117.0,0.1665360296807232
2022-02-14,977,179.0,0.16581908677775373
2022-02-15,874,141.0,0.16449392939070107
2022-02-16,794,129.0,0.16391081408077432
2022-02-17,795,127.0,0.1633366929507322
2022-02-18,783,99.0,0.16121323529411766
2022-02-19,705,105.0,0.1606816030293468
2022-02-20,589,95.0,0.15902718915042055
2022-02-21,811,118.0,0.1572192513368984
2022-02-22,705,120.0,0.15495174868249947
2022-02-23,716,97.0,0.15298664792691496
2022-02-24,613,104.0,0.1520760380190095
2022-02-25,608,90.0,0.14878460747594918
2022-02-26,514,84.0,0.14828128510447092
2022-02-27,429,71.0,0.14575421540331157
2022-02-28,628,88.0,0.14441185551096017
2022-03-01,645,97.0,0.1452418096723869
2022-03-02,605,88.0,0.14479388350279815
2022-03-03,641,89.0,0.1432067577169022
2022-03-04,585,74.0,0.14300526399744776
2022-03-05,503,65.0,0.14056798349992067
2022-03-06,473,68.0,0.14126482213438735
2022-03-07,601,77.0,0.1401467832604622
2022-03-08,610,95.0,0.14066733761709374
2022-03-09,607,68.0,0.1402784151751568
2022-03-10,585,79.0,0.13945758102289038
2022-03-11,647,90.0,0.1388475282906492
2022-03-12,572,80.0,0.13826650943396226
2022-03-13,569,72.0,0.13689482470784642
2022-03-14,682,97.0,0.13656355901651165
2022-03-15,773,99.0,0.13744750516050963
2022-03-16,760,112.0,0.1389374956253937
2022-03-17,771,112.0,0.13978271399903122
2022-03-18,717,112.0,0.1386905975933102
2022-03-19,671,101.0,0.137176407792901
2022-03-20,592,83.0,0.13796735123749343
2022-03-21,823,107.0,0.13805126880609545
2022-03-22,781,108.0,0.137546468401487
2022-03-23,814,98.0,0.13714868395895735
2022-03-24,733,97.0,0.13735001276487108
2022-03-25,765,111.0,0.13676461255315098
2022-03-26,741,119.0,0.13747143945163748
2022-03-27,637,103.0,0.13617075178922033
2022-03-28,859,97.0,0.1348122866894198
2022-03-29,889,111.0,0.13302261132455753
2022-03-30,811,108.0,0.13163188332914258
2022-03-31,880,121.0,0.13135326018413418
2022-04-01,762,98.0,0.13120365088419852
2022-04-02,661,86.0,0.12975405679513186
2022-04-03,546,72.0,0.13047625103325491
2022-04-04,771,100.0,0.13072724965097093
2022-04-05,772,110.0,0.12971217524197656
2022-04-06,793,96.0,0.12828379674017257
2022-04-07,804,95.0,0.12689113500289706
2022-04-08,772,91.0,0.12695709138552244
2022-04-09,702,83.0,0.12678559673490883
2022-04-10,542,72.0,0.12599460774643256
2022-04-11,742,94.0,0.12477564315628531
2022-04-12,780,85.0,0.12332421796838525
2022-04-13,765,103.0,0.12233152646724219
2022-04-14,764,105.0,0.12137838742054198
2022-04-15,711,88.0,0.12164092795428261
2022-04-16,682,89.0,0.11947415026224371
2022-04-17,525,67.0,0.11871708951651508
2022-04-18,591,64.0,0.11804024255788313
2022-04-19,815,99.0,0.11739794501527354
2022-04-20,827,98.0,0.11683655536028119
2022-04-21,716,82.0,0.11554488311321422
2022-04-22,712,70.0,0.11468998862343573
2022-04-23,611,65.0,0.1137410071942446
2022-04-24,548,58.0,0.11146728835786099
2022-04-25,525,74.0,0.10964069200059146
2022-04-26,754,76.0,0.10860303460647283
2022-04-27,735,78.0,0.1067539785273738
2022-04-28,693,72.0,0.10518621114188981
2022-04-29,664,69.0,0.10402970067290587
2022-04-30,523,54.0,0.10205209155485398
2022-05-01,476,46.0,0.0998465142580176
2022-05-02,647,71.0,0.09844134536505332
2022-05-03,616,53.0,0.09842387659289067
2022-05-04,591,52.0,0.09625531914893617
2022-05-05,564,58.0,0.09464022859122002
2022-05-06,564,58.0,0.09039498868975117
2022-05-07,436,38.0,0.08770521056388295
2022-05-08,388,32.0,0.08451606995696365
2022-05-09,524,42.0,0.08222536539368222
2022-05-10,556,47.0,0.07947920715118538
2022-05-11,536,41.0,0.0776255707762557
2022-05-12,527,46.0,0.07495188899017523
2022-05-13,450,44.0,0.07041666666666667
2022-05-14,433,22.0,0.068699012451696
2022-05-15,347,20.0,0.06534719150818222
2022-05-16,470,20.0,0.061287377311116185
2022-05-17,468,20.0,0.05721393034825871
2022-05-18,448,18.0,0.054957160342717255
2022-05-19,377,21.0,0.053389398572884814
2022-05-20,351,15.0,
2022-05-21,305,18.0,
2022-05-22,275,4.0,
2022-05-23,374,7.0,
2022-05-24,332,17.0,
2022-05-25,319,3.0,
2022-05-26,282,4.0,
2022-05-27,244,4.0,
2022-05-28,164,4.0,
2022-05-29,66,2.0,
2022-05-30,4,,
