date,0_5,6_12,13_19,20_29,30_39,40_49,50_59,60_69,70_79,80_89,90_+
2020-02-26,,,,,,,,,,,
2020-02-27,,,,,,,,,,,
2020-02-28,,,,,,,,,,,
2020-02-29,0.0,0.0,0.0,0.14285714285714285,0.0,0.42857142857142855,0.2857142857142857,0.0,0.2857142857142857,0.0,0.0
2020-03-01,0.0,0.0,0.0,0.14285714285714285,0.0,0.2857142857142857,0.42857142857142855,0.0,0.2857142857142857,0.0,0.0
2020-03-02,0.0,0.0,0.0,0.14285714285714285,0.0,0.2857142857142857,0.5714285714285714,0.0,0.7142857142857143,0.0,0.0
2020-03-03,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.5714285714285714,0.42857142857142855,1.1428571428571428,0.2857142857142857,0.0
2020-03-04,0.0,0.14285714285714285,0.0,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.5714285714285714,0.8571428571428571,1.1428571428571428,0.42857142857142855,0.0
2020-03-05,0.0,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.5714285714285714,1.0,1.4285714285714286,0.42857142857142855,0.0
2020-03-06,0.0,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,0.7142857142857143,1.0,1.1428571428571428,1.4285714285714286,0.7142857142857143,0.14285714285714285
2020-03-07,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.5714285714285714,1.1428571428571428,1.1428571428571428,1.4285714285714286,1.7142857142857142,0.7142857142857143,0.14285714285714285
2020-03-08,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.8571428571428571,1.7142857142857142,2.0,2.0,1.8571428571428572,1.1428571428571428,0.2857142857142857
2020-03-09,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,1.4285714285714286,2.2857142857142856,2.857142857142857,3.4285714285714284,2.4285714285714284,1.5714285714285714,0.2857142857142857
2020-03-10,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,1.8571428571428572,2.857142857142857,3.7142857142857144,3.857142857142857,2.4285714285714284,2.0,0.42857142857142855
2020-03-11,0.14285714285714285,0.0,0.14285714285714285,0.42857142857142855,3.142857142857143,3.2857142857142856,4.714285714285714,4.428571428571429,3.0,2.142857142857143,0.42857142857142855
2020-03-12,0.14285714285714285,0.0,0.2857142857142857,0.5714285714285714,3.4285714285714284,3.857142857142857,6.142857142857143,4.714285714285714,3.2857142857142856,2.4285714285714284,0.5714285714285714
2020-03-13,0.14285714285714285,0.0,0.42857142857142855,0.5714285714285714,4.0,4.428571428571429,6.0,5.714285714285714,4.285714285714286,2.2857142857142856,0.7142857142857143
2020-03-14,0.14285714285714285,0.14285714285714285,0.2857142857142857,1.0,4.142857142857143,4.857142857142857,7.285714285714286,6.714285714285714,5.142857142857143,2.7142857142857144,0.8571428571428571
2020-03-15,0.14285714285714285,0.14285714285714285,0.2857142857142857,1.2857142857142858,4.285714285714286,6.428571428571429,8.142857142857142,8.428571428571429,6.142857142857143,2.5714285714285716,0.8571428571428571
2020-03-16,0.0,0.14285714285714285,0.2857142857142857,1.1428571428571428,5.0,6.714285714285714,9.285714285714286,8.857142857142858,6.0,3.0,0.8571428571428571
2020-03-17,0.14285714285714285,0.14285714285714285,0.42857142857142855,1.4285714285714286,5.857142857142857,6.714285714285714,11.142857142857142,9.857142857142858,6.285714285714286,3.2857142857142856,0.7142857142857143
2020-03-18,0.14285714285714285,0.14285714285714285,0.42857142857142855,1.4285714285714286,4.857142857142857,7.142857142857143,12.714285714285714,11.714285714285714,6.857142857142857,4.285714285714286,1.2857142857142858
2020-03-19,0.14285714285714285,0.14285714285714285,0.2857142857142857,1.4285714285714286,4.857142857142857,7.428571428571429,12.857142857142858,12.714285714285714,7.142857142857143,4.428571428571429,1.4285714285714286
2020-03-20,0.14285714285714285,0.14285714285714285,0.42857142857142855,1.7142857142857142,4.571428571428571,8.0,14.714285714285714,13.714285714285714,7.285714285714286,4.857142857142857,1.4285714285714286
2020-03-21,0.14285714285714285,0.0,0.5714285714285714,1.7142857142857142,4.714285714285714,8.285714285714286,15.0,14.285714285714286,7.142857142857143,5.571428571428571,1.4285714285714286
2020-03-22,0.14285714285714285,0.0,0.7142857142857143,1.7142857142857142,4.714285714285714,8.285714285714286,15.142857142857142,14.0,7.142857142857143,6.285714285714286,1.2857142857142858
2020-03-23,0.14285714285714285,0.14285714285714285,0.7142857142857143,2.4285714285714284,4.0,8.714285714285714,15.428571428571429,13.571428571428571,7.285714285714286,6.571428571428571,1.5714285714285714
2020-03-24,0.0,0.14285714285714285,0.5714285714285714,2.4285714285714284,2.857142857142857,9.142857142857142,14.285714285714286,13.0,7.428571428571429,6.285714285714286,1.7142857142857142
2020-03-25,0.0,0.14285714285714285,1.1428571428571428,2.7142857142857144,3.4285714285714284,9.428571428571429,13.142857142857142,11.714285714285714,6.857142857142857,6.142857142857143,1.2857142857142858
2020-03-26,0.14285714285714285,0.14285714285714285,1.2857142857142858,3.0,3.5714285714285716,9.142857142857142,12.714285714285714,11.428571428571429,7.142857142857143,7.714285714285714,1.2857142857142858
2020-03-27,0.14285714285714285,0.2857142857142857,1.1428571428571428,3.0,3.5714285714285716,8.142857142857142,11.142857142857142,11.142857142857142,6.857142857142857,8.285714285714286,1.0
2020-03-28,0.14285714285714285,0.5714285714285714,1.1428571428571428,3.2857142857142856,4.142857142857143,7.571428571428571,10.857142857142858,11.0,6.857142857142857,8.142857142857142,1.0
