date,0_9,10_19,20_29,30_39,40_49,50_59,60_69,70_79,80_89,90_+
2020-02-10,,,,,,,,,,
2020-02-11,,,,,,,,,,
2020-02-12,,,,,,,,,,
2020-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
2020-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
2020-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0
2020-02-17,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0
2020-02-18,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0
2020-02-19,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0
2020-02-20,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0
2020-02-21,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0
2020-02-22,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0
2020-02-23,0.0,0.0,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.0
2020-02-24,0.0,0.0,0.0,0.42857142857142855,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.14285714285714285
2020-02-25,0.0,0.0,0.0,0.5714285714285714,0.2857142857142857,1.0,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.14285714285714285
2020-02-26,0.0,0.0,0.14285714285714285,0.7142857142857143,1.0,1.7142857142857142,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.14285714285714285
2020-02-27,0.0,0.0,0.42857142857142855,0.8571428571428571,1.4285714285714286,2.7142857142857144,1.8571428571428572,1.0,1.0,0.2857142857142857
2020-02-28,0.0,0.14285714285714285,0.5714285714285714,0.8571428571428571,2.2857142857142856,3.4285714285714284,2.2857142857142856,1.8571428571428572,1.7142857142857142,0.42857142857142855
2020-02-29,0.0,0.14285714285714285,0.5714285714285714,1.1428571428571428,3.142857142857143,4.285714285714286,2.2857142857142856,2.2857142857142856,2.142857142857143,0.7142857142857143
2020-03-01,0.14285714285714285,0.14285714285714285,0.5714285714285714,1.1428571428571428,3.857142857142857,4.857142857142857,2.857142857142857,2.5714285714285716,2.142857142857143,1.2857142857142858
2020-03-02,0.14285714285714285,0.14285714285714285,1.1428571428571428,1.5714285714285714,5.142857142857143,6.0,3.2857142857142856,3.0,2.4285714285714284,1.2857142857142858
2020-03-03,0.14285714285714285,0.14285714285714285,1.7142857142857142,2.142857142857143,5.571428571428571,6.714285714285714,3.7142857142857144,3.4285714285714284,3.7142857142857144,1.8571428571428572
2020-03-04,0.14285714285714285,0.14285714285714285,2.142857142857143,3.142857142857143,6.285714285714286,6.714285714285714,4.285714285714286,4.142857142857143,4.428571428571429,2.2857142857142856
2020-03-05,0.14285714285714285,0.14285714285714285,2.4285714285714284,3.7142857142857144,6.428571428571429,6.571428571428571,4.714285714285714,5.428571428571429,5.142857142857143,2.4285714285714284
2020-03-06,0.14285714285714285,0.14285714285714285,3.857142857142857,4.285714285714286,7.285714285714286,8.142857142857142,5.857142857142857,7.857142857142857,5.142857142857143,3.2857142857142856
2020-03-07,0.14285714285714285,0.2857142857142857,4.571428571428571,4.571428571428571,7.857142857142857,9.142857142857142,7.0,8.571428571428571,5.714285714285714,3.2857142857142856
2020-03-08,0.0,0.42857142857142855,4.714285714285714,4.857142857142857,8.142857142857142,10.571428571428571,7.857142857142857,9.0,7.142857142857143,3.0
2020-03-09,0.0,0.7142857142857143,5.142857142857143,5.714285714285714,9.857142857142858,12.857142857142858,9.142857142857142,10.428571428571429,7.714285714285714,2.857142857142857
2020-03-10,0.0,1.1428571428571428,5.0,5.857142857142857,10.285714285714286,13.285714285714286,10.0,10.714285714285714,7.0,2.7142857142857144
2020-03-11,0.0,1.2857142857142858,5.142857142857143,5.428571428571429,10.857142857142858,15.714285714285714,10.714285714285714,10.714285714285714,6.857142857142857,2.7142857142857144
2020-03-12,0.14285714285714285,1.7142857142857142,5.571428571428571,6.0,12.714285714285714,17.428571428571427,12.428571428571429,10.428571428571429,7.142857142857143,2.4285714285714284
2020-03-13,0.14285714285714285,2.2857142857142856,4.714285714285714,6.714285714285714,12.0,16.428571428571427,12.571428571428571,9.285714285714286,7.571428571428571,2.2857142857142856
2020-03-14,0.2857142857142857,2.2857142857142856,5.285714285714286,6.857142857142857,12.714285714285714,16.285714285714285,13.571428571428571,9.714285714285714,7.714285714285714,2.7142857142857144
2020-03-15,0.2857142857142857,2.2857142857142856,6.0,8.0,13.428571428571429,16.428571428571427,14.428571428571429,10.142857142857142,7.428571428571429,3.0
2020-03-16,0.5714285714285714,2.142857142857143,6.0,8.714285714285714,11.428571428571429,16.285714285714285,13.571428571428571,10.142857142857142,8.285714285714286,3.7142857142857144
2020-03-17,0.5714285714285714,2.0,6.571428571428571,8.714285714285714,12.285714285714286,17.0,12.857142857142858,10.142857142857142,8.428571428571429,3.5714285714285716
